ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,bearish_score_raw,checks_passed,checks_failed
EEFT,0.0,269795.26805119973,0,3,539590.5361023995,3,51.333333,173.158654,,173.158654,3,0,0,0.0,0.0,0.0,269795.26805119973,0,3,0.0,1161520.0,0.0,145456.1893178703,0,1,-269795.26805119973,SHORT,0.0,89931.75601706658,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,-0.3076923076923077,0.025641025641025605,31-90,0.0,0,0.0,2926201922.0,0.0,0.000397,0.0,5e-05,0.0,0.539135,0.0,0.0,0.0,0.30733270777021443,0.14433459328970433,6.542528757101915,0.8433,0.0,0.0,0.0,0.0,0.6,0.0,2.815,1.1164,1.7,0.3111,0.0,0.6,0.0,0.06,0.6627534226280849,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.6542528757101915,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned"
DAVE,37.166141999841884,328775.79117209424,9,5,328812.95731409406,14,38.714286,7.291656,2.978641,16.995941,14,1,0,4.0105377209497906e-10,0.0,37.16614198725953,328775.1031408904,9,5,1483160.0,1537880.0,4.988689078572006,222318.74975948196,0,1,-328738.6250300944,SHORT,4.129571333315765,65755.15823441885,0.0,2e-06,0.00011304403486443944,1.0,0.0,0.2,-0.3076923076923077,-0.1076923076923077,31-90,0.0,0,0.0,3070073316.0,0.000483,0.000501,0.0,7.2e-05,0.134227,0.676202,0.0,0.0,1.3451051190843172e-05,0.214181068223124,0.5338261215083833,6.25666592938437,1.6583,0.0,1.6855,1.2444,0.15,0.6,0.0,2.5318,0.8026,1.7,0.6222,0.0,0.6,0.0,0.6579920324444444,0.6624863668312067,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.6256665929384371,none,none
SATS,466880.63687257253,1139925.6972044068,10,15,2623736.171838381,25,62.76,2.065971,0.251416,3.275673,25,1,5,145433.17586609372,837331.0909139249,145433.17586609372,463892.0758237097,10,15,1622530.0,2384386.0,118281.4289431206,306562.2106786076,3,4,-673045.0603318342,SHORT,46688.06368725725,75995.0464802938,0.6885,0.593051,0.4095711132906002,1.0,0.3,0.26666666666666666,-0.0076923076923077205,-0.041025641025641046,31-90,0.3333,0,0.0,20984223755.0,7.7e-05,0.000114,6e-06,1.5e-05,0.253344,0.238393,0.0,0.0,0.022249125930203964,0.03621532412519483,0.3244437149455764,5.7351515228906536,0.6018,0.0722,0.0,1.4,0.15,0.6,0.4204,0.8031,0.1298,1.7,1.4,0.75,0.6,0.3522,0.5024024956278346,0.7832020811611798,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.5735151522890654,none,none
AHCO,0.0,337810.29210987914,0,2,337810.29210987914,2,72.5,0.316569,,0.316569,2,0,0,0.0,0.0,0.0,337810.29210987914,0,2,0.0,575000.0,0.0,138470.52261066402,0,1,-337810.29210987914,SHORT,0.0,168905.14605493957,0.0,0.0,0.0,1.0,0.0,0.5,-0.3076923076923077,0.1923076923076923,31-90,0.0,0,0.0,1720681571.0,0.0,0.000334,0.0,8e-05,0.0,0.409906,0.0,0.0,0.0,0.9816176851175189,0.1372853366686863,5.2705500863766215,0.7729,0.0,0.0,0.0,0.0,0.6,0.0,2.815,1.7,0.0,0.1556,0.0,0.6,0.0,0.06,0.5355555555555556,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.5270550086376622,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned"
EXPE,0.009662240603545319,525.4349620839073,2,4,525.4446243245108,6,78.0,15.262348,5.851365,19.96784,6,0,0,0.0,0.0,0.009662240600269524,208.50100438298915,2,4,345991.0,1608207.0,0.0014455323042726802,217.5501134745852,0,0,-525.4252998433037,SHORT,0.004831120301772659,131.35874052097682,0.0,0.603184,1.838903251741049e-05,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,31106316159.0,1.1e-05,5.2e-05,0.0,0.0,0.149606,0.414038,0.0,0.0,1.5530994660628979e-09,4.222896078389236e-05,0.30997335059708286,5.222863325090494,0.6442,0.0,1.7,0.1556,0.0,0.6,0.0,2.0968,0.0,1.7,0.4667,0.0,0.6,0.3594,0.2856301087511132,0.4861167939556487,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.5222863325090494,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned"
POET,106332.17342322081,110873.66438003792,4,3,328066.7299237345,7,77.0,6.380883,8.281961,3.846112,7,1,0,58175.60369671733,0.0,58175.60369671733,75821.71013657488,4,3,281457.5,254121.5,12686.186861829345,64385.96153588525,1,1,-4541.490956817113,SHORT,26583.043355805203,36957.88812667931,0.452888,0.316143,0.9590390469890993,1.0,0.25,0.3333333333333333,-0.05769230769230771,0.025641025641025605,31-90,0.0,0,0.0,960430765.0,0.000293,0.000265,1.3e-05,6.7e-05,0.119373,0.580743,0.0,0.0,0.2767825055646276,0.38480533395532485,0.5053253601093693,4.740552239875784,0.8685,1.016,1.7,0.4667,0.15,0.6,0.2521,0.6142,1.3608,1.7,0.3111,0.0,0.6,0.1544,0.7084778189936768,0.7026305428360551,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.47405522398757843,none,none
ALLY,0.0,1.7628133558935448,0,3,1.7628133558935448,3,57.666667,4.090803,,4.090803,3,0,1,0.0,0.15312031842156532,0.0,1.6096930374719796,0,3,0.0,303713.0,0.0,0.39634487897998455,0,0,-1.7628133558935448,SHORT,0.0,0.5876044519645149,0.0,0.086861,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.3333,0,0.0,14020399512.0,0.0,2.2e-05,0.0,0.0,0.0,0.224837,0.0,0.0,0.0,4.1910678184425973e-07,0.12174897740452009,4.558434775605465,0.6175,0.0,0.0,0.0,0.0,0.6,0.0,1.7973,0.0,1.7,0.3111,0.15,0.6,0.0,0.06,0.3562946674495088,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.4558434775605465,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned"
LRCX,120122.72343455182,584503.9906047354,3,11,704698.1757219486,14,34.5,10.79077,9.235769,11.214861,14,2,3,120122.51461116469,1.2798428247814901,120122.39460008369,584430.1820868487,3,11,408954.0,2911085.5,55901.06640156514,134733.73812644905,1,1,-464381.2671701836,SHORT,40040.907811517274,53136.726418612314,3e-06,0.000126,0.20551223835148036,1.0,0.3333333333333333,0.09090909090909091,0.025641025641025605,-0.2167832167832168,31-90,0.2727,0,0.0,334171119600.0,1e-06,9e-06,0.0,0.0,0.465366,0.230566,0.0,0.0,0.0011982156884007779,0.0015901052874412525,0.3320161137637613,4.5111038499000005,0.4091,0.0,1.7,0.3111,0.3,0.6,0.0,0.3611,0.0,1.7,1.4,0.45,0.6,0.0,0.2911111111111111,0.4473566128444154,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.45111038499000006,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned"
XLV,0.07099676932230885,18.37913078361224,2,6,18.502396725969334,8,44.0,12.819282,0.691592,16.861845,8,0,2,0.0,18.31165607122637,0.06860441594537015,18.309859262286054,2,6,102900.0,440708.0,0.030696380040167098,10.426068659946061,0,0,-18.30813401428993,SHORT,0.035498384661154424,3.0631884639353735,0.033697,0.003769,0.0038629013612337506,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.3333,0,0.0,148.789983,0.0,0.0,0.0,0.0,0.432363,0.566969,0.0,0.0,0.0,0.0,0.18645589676151333,4.356498629837356,0.9787,0.0,0.1303,0.1556,0.0,0.6,0.0,0.9787,0.0,1.7,0.7778,0.3,0.6,0.0,0.08858381155555556,0.3377777777777778,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,0.4356498629837356,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume
CSCO,44980.95244265305,32276.076929974464,11,9,109540.74034250487,20,54.8,4.332654,0.480004,9.041447,20,3,1,44971.51348020655,3.8737655914515385e-13,44971.5134801774,32275.96944644092,11,9,879856.5,374233.5,7435.236960163692,11971.826758731226,0,0,12704.875512678584,LONG,4089.1774947866406,3586.2307699971625,0.00021,3e-06,1.3936313431227354,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.2727,0,0.0,340678274873.0,3e-06,1e-06,0.0,0.0,0.165308,0.37092,0.0,0.0,0.00012003047439144828,0.00010526737495468585,0.29763604364371943,3.997805569425952,0.5264,0.0,0.0,1.4,0.45,0.6,0.0,0.3034,0.0,1.7,1.2444,0.15,0.6,0.0,0.25332330638683376,0.36944444444444446,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.39978055694259523,none,none
