ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score,bearish_score_raw,checks_passed,checks_failed
HUT,1952.5966712828877,32735.8631481534,1,6,69371.48962726918,7,74.714286,10.154069,0.304511,11.795663,7,0,0,0.0,0.0,1952.5966712828877,14172.740460806535,1,6,10406.340843562677,31280.0,966729.5,-30783.26647687051,SHORT,1952.5966712828877,5455.9771913589,0.0,0.567058,0.05964701961411492,1.0,5608678825.0,6e-06,0.000172,0.19768105974564493,6.835762546280527,0.6835762546280527,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, trend_aligned",room_to_target
ARM,138476.26905678943,176867.6281028798,6,13,491917.86432155216,19,56.105263,6.765794,1.860088,9.029965,19,0,9,0.0,96768.97926228505,88732.88148921797,62342.31501512354,6,13,103.48308297511898,551284.0,750457.0,-38391.359046090365,SHORT,23079.378176131573,13605.202161759984,0.35922,0.64752,0.7829373330898122,1.0,163548326642.0,3e-06,5e-06,0.4161535900133835,6.4402211307014126,0.6440221130701412,none,none
OXY,188322.64061233282,327108.13623698644,13,11,874279.6431315782,24,62.541667,9.131227,8.649553,9.656689,24,3,2,44226.612920209285,105500.8681779115,72325.45403821187,103640.81567025007,13,11,20.01306591635426,1637664.0,786673.0,-138785.49562465362,SHORT,14486.356970179448,29737.103294271496,0.615949,0.68316,0.5757198300805794,1.0,63476121980.0,2.6e-05,1.2e-05,0.6485351229845885,6.269802263995424,0.6269802263995424,none,none
NUGT,0.0,122.70767839236642,0,3,240.8940811510668,3,63.666667,10.753754,,10.753754,3,0,0,0.0,0.0,0.0,117.87412286803607,0,3,384.7021991371327,0.0,286340.5,-122.70767839236642,SHORT,0.0,40.90255946412214,0.0,0.039391,0.0,1.0,948333752.0,0.0,0.000302,0.18,6.066666666666666,0.6066666666666667,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
EEFT,0.0,517671.77088924806,0,1,517671.77088924806,1,49.0,11.538462,,11.538462,1,0,0,0.0,0.0,0.0,517671.77088924806,0,1,0.0,0.0,618750.0,-517671.77088924806,SHORT,0.0,517671.77088924806,0.0,0.0,0.0,1.0,2695330884.0,0.0,0.00023,0.05,6.000000000000001,0.6000000000000001,"momentum_aligned, not_extended, retest_and_confirm, trend_aligned","confirmation_volume, room_to_target"
COUR,41.769227324800596,105698.55020476111,1,3,211438.86963684703,4,49.75,0.531104,0.172394,0.650674,4,1,3,41.769227324800596,105698.55020476111,41.769227324800596,45119.535249581066,1,3,2.61771092352003,118355.0,118432.5,-105656.78097743631,SHORT,41.769227324800596,35232.850068253705,0.0,0.57313,0.0003951731338214621,1.0,982288000.0,0.00012,0.000121,0.4259341400192013,5.998291599908928,0.5998291599908928,none,none
DOW,46177.534537761174,29811.74254465197,5,6,99204.06412409875,11,64.181818,93.198789,2.41006,168.856062,11,0,0,0.0,0.0,44678.51566790359,22445.011962785375,5,6,54.04947692451586,421678.0,1698618.0,16365.791993109204,LONG,9235.506907552235,4968.623757441995,0.032462,0.247108,1.5489713312999585,1.0,28321069822.0,1.5e-05,6e-05,0.42038744497912645,5.755201873586966,0.5755201873586966,none,trend_aligned
LEU,0.0,74203.68547855,0,2,148407.37039345023,2,86.5,2.848576,,2.848576,2,0,1,0.0,74203.68491490022,0.0,74203.68491490022,0,2,263297128.65679115,0.0,187350.0,-74203.68547855,SHORT,0.0,37101.842739275,0.0,0.0,0.0,1.0,3662328508.0,0.0,5.1e-05,0.18,5.754034771650806,0.5754034771650807,"ema_rally, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target"
HOOD,279943.46586338937,267641.3527771534,8,6,688820.067934881,14,86.428571,1.094825,0.334976,2.107957,14,0,1,0.0,10360.388367487723,195387.10361229634,126500.75150708537,8,6,144.71527627467918,595253.5,1715568.0,12302.113086235942,LONG,34992.93323292367,44606.89212952557,0.302048,0.52735,1.0459649189431466,1.0,55580344909.0,1.1e-05,3.1e-05,0.40142742986209506,5.703240536661335,0.5703240536661335,"confirmation_volume, momentum_aligned, not_extended, room_to_target, structural_breakdown, trend_aligned",none
MELI,0.35742386673876214,139251.66612078145,1,5,142478.53822238103,6,49.333333,3.064087,,3.064087,6,1,1,0.35742386673876214,84311.80984295772,0.35742386673876214,84311.80984295772,1,5,508.8936982100464,31545.0,283800.0,-139251.3086969147,SHORT,0.35742386673876214,27850.33322415629,0.0,0.394536,2.566747506121375e-06,1.0,82686596870.0,0.0,3e-06,0.1925,4.938784026407871,0.4938784026407871,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, trend_aligned",room_to_target
