ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,addv,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score,bearish_score_raw,checks_passed,checks_failed
GOOG,120465.59029937035,228251.22619133326,8,15,465523.6714099778,23,88.130435,3.190239,0.150831,4.811257,23,4,9,10229.125540984089,154803.00501445468,44558.24169075559,68128.06577662595,8,15,8.582608316924984,1368902.0,3621783.0,-107785.63589196291,SHORT,15058.198787421294,15216.74841275555,0.630116,0.701522,0.5277763116960834,1.0,5831838900.282486,0.000235,0.000621,0.4458424038276644,7.372037146910627,0.7372037146910627,"confirmation_volume, ema_rally, momentum_aligned, not_extended, trend_aligned",room_to_target
SEDG,0.0,474385.89923742646,0,2,474385.89923742646,2,51.0,46.557471,,46.557471,2,0,0,0.0,0.0,0.0,332712.55372897594,0,2,2.348448485739544,0.0,2298679.0,-474385.89923742646,SHORT,0.0,237192.94961871323,0.0,0.298646,0.0,1.0,195191505.32953188,0.0,0.011777,0.15176610104871358,7.29288434382047,0.7292884343820469,none,trend_aligned
EWZ,13221.363194554406,479608.7944598193,2,8,499763.16293711326,10,78.8,5.23433,0.0269,6.536188,10,0,3,0.0,46658.49762330113,12554.558130954443,399119.89009079465,2,8,16.10539109338495,114711.5,1938866.0,-466387.4312652649,SHORT,6610.681597277203,59951.099307477416,0.050434,0.167822,0.027566974057357627,1.0,1508280388.6500144,7.6e-05,0.001285,0.2046869798585892,7.160627789340533,0.7160627789340533,none,trend_aligned
ARM,430836.7045937404,262136.65825296048,13,14,1006426.8125906829,27,62.814815,6.652604,2.522925,10.487306,27,0,8,0.0,147258.5508035099,79679.04791399559,34034.62013411409,13,14,0.6724417399654555,1802193.0,1021838.5,168700.04634077993,LONG,33141.28496874926,18724.047018068606,0.81506,0.870165,1.6435576293109881,1.0,957906793.259964,0.001881,0.001067,0.6244232440663757,6.889828760781096,0.6889828760781096,none,none
PDD,177366.67846370884,420269.1112056194,9,7,1029426.0378655252,16,76.1875,1.396294,1.386697,1.408632,16,3,5,29960.366784518767,363934.09999837726,94972.78082615453,304620.2660545228,9,7,5.595492549945396,2557805.0,1533547.5,-242902.43274191057,SHORT,19707.408718189872,60038.44445794563,0.46454,0.275178,0.4220312027093779,1.0,743098556.3811477,0.003442,0.002064,0.6810349531549392,6.744224089124905,0.6744224089124905,none,none
DJT,0.0,39372.68910026718,0,4,39372.68910026718,4,88.0,3.138251,,3.138251,4,0,0,0.0,0.0,0.0,22561.492651817618,0,4,26439669.23459332,0.0,338433.0,-39372.68910026718,SHORT,0.0,9843.172275066794,0.0,0.426976,0.0,1.0,33985734.573706485,0.0,0.009958,0.18,6.70895398927083,0.6708953989270829,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned"
BE,22784.69499275674,110212.58140444284,5,6,160258.6324332863,11,52.363636,1.456406,0.389113,2.345817,11,0,0,0.0,0.0,12765.488854535917,80971.96654814314,5,6,3.629676797276911,647398.5,6865771.0,-87427.88641168611,SHORT,4556.938998551348,18368.76356740714,0.439734,0.265311,0.2067340652256808,1.0,1566331041.3191667,0.000413,0.004383,0.33031168699105984,6.621776689816603,0.6621776689816603,none,trend_aligned
NEM,37816.082595579726,17697.57711946056,9,12,75427.83880125631,21,79.190476,9.964601,0.923375,16.74552,21,2,2,0.0009665787254823958,0.0017155180160253085,22538.74317009767,10282.309081076173,9,12,1086226.834246849,941424.0,1183039.5,20118.505476119168,LONG,4201.786955064414,1474.79809328838,0.403991,0.418999,2.136794338587541,1.0,1264376656.1752074,0.000745,0.000936,0.47001793845781314,6.247514006936596,0.6247514006936596,none,none
GEV,171857.75616930774,157547.99937912956,11,8,508872.4142567726,19,81.210526,1.838234,1.433502,2.394742,19,3,3,63426.61817298318,8044.092899861236,87913.74156420004,71950.66277592372,11,8,70.43118437794939,1451937.5,1623325.0,14309.756790178188,LONG,15623.432379027976,19693.499922391195,0.488451,0.54331,1.090827918136508,1.0,2450204393.523138,0.000593,0.000663,0.5635094440735302,6.152777788053382,0.6152777788053382,none,none
CRM,59993.17643256675,395947.553961354,4,10,635778.360386239,14,67.785714,0.801905,0.506544,0.920049,14,1,4,3951.594467080727,386671.2280239943,37038.15512403838,181113.9626182699,4,10,45.29660792897087,508555.0,2366393.0,-335954.37752878724,SHORT,14998.294108141687,39594.7553961354,0.382627,0.542581,0.15151798724944845,1.0,2631441685.4475884,0.000193,0.000899,0.3272213621881915,6.151134395324912,0.6151134395324912,"momentum_aligned, not_extended, room_to_target, structural_breakdown, trend_aligned",confirmation_volume
