ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bearish_score_raw,checks_passed,checks_failed
BTDR,904229.5166590693,2843352.9006815725,4,4,3900914.5045811683,8,39.5,192.577119,0.417138,384.737101,8,1,2,65250.62858058947,64333.715977595515,688238.6454548391,2690020.8134410465,4,4,3.4220198952074266,1568494.0,3703836.5,-1939123.3840225032,SHORT,226057.37916476734,710838.2251703931,0.238867,0.053927,0.3180152264751656,1.0,2162612042.0,0.000725,0.001713,1.045297884107349,3.2869428790982065,0.6424190714285715,7.950000000000001,0.7950000000000002,none,not_extended
KORU,1384177.82192689,173035.0279514739,33,3,3114425.6997567276,36,40.111111,113.073339,122.263389,25.767857,36,30,1,800374.9476632668,107002.02480273898,512582.1360992033,107002.02480273898,33,3,147865033.4291977,5720245.0,470549.0,1211142.793975416,LONG,41944.782482633025,57678.3426504913,0.629685,0.381616,7.999408202569656,1.0,1502861134.0,0.003806,0.000313,0.27909952246215336,0.38379023414475566,0.9281650923835831,7.590785954480902,0.7590785954480902,none,none
SPXS,0.7211961805948471,52702.1430325711,4,3,52702.86450228658,7,38.0,5.519705,8.397471,2.641939,7,4,3,0.7211961805948471,52702.1430325711,0.7211371847790631,52702.14280071333,4,3,523505786.7074057,535964.0,187271.0,-52701.4218363905,SHORT,0.18029904514871178,17567.381010857032,8.2e-05,0.0,1.3684380541207439e-05,1.0,403659331.0,0.001328,0.000464,4.4666140802951435e-06,0.43520314437762947,0.67,7.561432394339535,0.7561432394339536,none,none
UVXY,0.0005230056057144983,50871.21156737734,2,2,101742.42365776027,4,43.25,39.213672,3.130952,75.296392,4,0,1,0.0,48973.58281339595,0.00033231455336531397,48973.58281339595,2,2,194534096.81099,148750.0,84766.0,-50871.21104437173,SHORT,0.00026150280285724915,25435.60578368867,0.364606,0.037303,1.0280974044068002e-08,1.0,272736161.0,0.000545,0.000311,9.588123624620835e-09,0.9326084847138649,0.612233761904762,7.558333333333334,0.7558333333333334,none,none
SOXS,437391.0104407309,171172.81784516445,2,1,779736.6461310599,3,44.0,88.751852,99.905556,66.444444,3,0,1,0.0,171172.81784516445,437389.3940116793,171172.81784516445,2,1,482381.227262022,543125.0,175870.5,266218.19259556645,LONG,218695.50522036545,171172.81784516445,4e-06,0.0,2.555259742445649,1.0,1574910836.0,0.000345,0.000112,1.3886215030167297,1.08687307200142,0.7433333333333334,7.425000000000001,0.7425,none,none
DAVE,0.16236294071340335,179083.765961632,9,1,179083.9283245727,10,33.4,6.657862,3.102595,35.1,10,1,0,0.005174566779947331,0.0,0.14300123761538264,179083.765961632,9,1,146125212.39635742,1377300.0,227480.0,-179083.60359869126,SHORT,0.018040326745933706,179083.765961632,0.11925,0.0,9.066312618654054e-07,1.0,2389467537.0,0.000576,9.5e-05,7.549935902700529e-08,0.7494714332318296,0.7005416666666667,7.207355369118154,0.7207355369118155,none,none
SEDG,3.5867013902737096e-05,8.900742424632888,5,5,8.900814158660694,10,50.5,10.120232,0.119157,20.121307,10,5,0,3.5867013902737096e-05,0.0,1.5766055203439165e-05,8.890616249393087,5,5,178776.48930443826,288832.0,6802701.0,-8.900706557618985,SHORT,7.173402780547419e-06,1.7801484849265776,0.56043,0.001138,4.029665413468746e-06,1.0,2608427434.0,0.000111,0.002608,2.7500871548291723e-11,6.824604210655521e-06,0.5787211904761904,6.333333333333334,0.6333333333333334,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned"
WIX,6.844329257615882e-06,1.742847354345101e-10,4,4,6.844876959165551e-06,8,61.5,152.456629,0.384817,304.528441,8,1,1,1.2386044471000542e-19,1.7428466858918883e-10,6.843955840801524e-06,1.7428466858918883e-10,4,4,102209356361.14845,331976.5,378504.0,6.844154972880448e-06,LONG,1.7110823144039706e-06,4.357118385862753e-11,5.5e-05,0.0,99.0,1.0,3571019624.0,9.3e-05,0.000106,4.7915791414423504e-12,1.2201328596963076e-16,0.46946306282060507,6.325000000000001,0.6325000000000001,none,none
JETS,0.003856664182325306,79835.21897659102,5,2,105374.49696622073,7,47.714286,0.529265,0.313437,1.068835,7,1,1,1.3752412604958854e-10,25539.270276301348,0.0013607198731101031,54295.948700289664,5,2,39842069.113217965,242183.0,122320.0,-79835.21511992683,SHORT,0.0007713328364650612,39917.60948829551,0.647177,0.3199,4.8307804898188386e-08,1.0,1000450000.0,0.000242,0.000122,7.709858928132953e-09,0.3989965464370584,0.5349174047619047,6.295605440053469,0.6295605440053469,none,none
TTWO,4.5969618116938404e-05,5540219.336454489,1,5,5540219.338936886,6,71.666667,0.401209,0.492126,0.383026,6,0,1,0.0,1.7592739047076133e-11,4.5969618116938404e-05,5540219.3278174065,1,5,8008478948.465121,337500.0,10735916.5,-5540219.336408519,SHORT,4.5969618116938404e-05,1108043.8672908978,0.0,0.0,8.297436495782684e-12,1.0,37286929820.0,9e-06,0.000288,1.232861443375828e-11,0.2971668283336549,0.20789363176242706,5.914173322214876,0.5914173322214876,"ema_rally, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned"
MRVL,277513.71558275307,322743.5006459757,7,15,1033723.3255526063,22,56.090909,9.261601,0.850729,13.186675,22,2,1,101782.911052036,39712.29324439926,100321.25068234387,92219.98152423993,7,15,2.999297790509573,572696.5,3022476.0,-45229.78506322263,SHORT,39644.81651182187,21516.23337639838,0.6385,0.714262,0.8598584170627926,1.0,114795590000.0,5e-06,2.6e-05,0.003453513894725561,0.0018743083576989656,0.3586901304518164,5.87274295859462,0.587274295859462,none,not_extended
