ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,addv,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score,bearish_score_raw,checks_passed,checks_failed
OKTA,391374.2513871517,280671.1763907214,5,10,952715.84721585,15,54.866667,2.080829,2.54987,1.846308,15,0,1,0.0,2.995403375983398,193280.44352290675,104918.8249825636,5,10,60261.46312125797,751314.0,1029445.0,110703.07499643031,LONG,78274.85027743035,28067.11763907214,0.506149,0.626186,1.3944226707566185,1.0,317847887.4949646,0.002364,0.003239,0.6910354591946926,7.183138654760629,0.7183138654760629,none,none
NEM,147.8033599475773,567829.6709564548,7,12,640078.6343422749,19,76.210526,10.951913,1.109511,16.693314,19,2,2,0.9710252774311967,1.7234099132668472,60.915418110764946,442935.6201142606,7,12,102025.54825829405,670671.5,1185534.5,-567681.8675965072,SHORT,21.114765706796756,47319.13924637123,0.587862,0.21995,0.00026029523906106675,1.0,1121554106.7276764,0.000598,0.001057,0.4529003346481915,7.104466571288634,0.7104466571288633,none,not_extended
UNH,477733.4495616955,965483.0457773544,2,9,2408693.856740354,11,77.0,18.564163,58.362683,9.720047,11,1,1,477728.93616620125,60579.61054472373,477728.93616620125,767949.3479067994,2,9,265374.3066507136,874799.0,1754317.5,-487749.5962156589,SHORT,238866.72478084776,107275.8939752616,9e-06,0.204596,0.4948128831998811,1.0,2502089844.451599,0.00035,0.000701,0.5684306417875263,6.884145068981536,0.6884145068981536,"ema_rally, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target"
CRM,55131.33888820629,1648234.1863627438,3,15,1783457.533659044,18,55.111111,0.543644,0.285214,0.59533,18,2,11,32130.904559175993,1524754.2407665274,32074.854649189376,336373.2967295502,3,15,1.730875111243532,317535.5,2578241.5,-1593102.8474745376,SHORT,18377.11296273543,109882.2790908496,0.41821,0.795919,0.03344872915775876,1.0,2902404164.035034,0.000109,0.000888,0.25572458063372155,6.493823197468029,0.6493823197468029,"momentum_aligned, not_extended, resistance_ema_confluence, trend_aligned","confirmation_volume, room_to_target"
AFRM,3.2159087531635255,0.42055772991463347,5,5,6.973909425048046,10,59.4,2.428299,0.7609,4.095698,10,2,1,0.2291546603250845,0.1636854290200949,2.924280831415178,0.1636854290200949,5,5,43.54807372072144,997785.0,575035.0,2.795351023248892,LONG,0.6431817506327051,0.0841115459829267,0.090683,0.61079,7.646771238317992,1.0,283453994.63529587,0.00352,0.002029,0.49752850769231205,6.1488433465749015,0.6148843346574902,none,none
GOOG,178553.48130702606,812230.9800105863,2,9,1844147.036179434,11,70.272727,0.78733,0.026936,0.956306,11,0,4,0.0,812145.7059140343,137327.6797650145,298240.05333093775,2,9,11372.539847301136,225552.5,2619748.0,-633677.4987035603,SHORT,89276.74065351303,90247.88666784292,0.230888,0.632814,0.21983091719143594,1.0,5739930856.302948,3.9e-05,0.000456,0.31988337747981455,5.986690380509319,0.5986690380509319,"confirmation_volume, ema_rally, momentum_aligned, not_extended, trend_aligned",room_to_target
RBLX,57460.42493119768,20.094394154802472,4,8,57500.32855628016,12,57.666667,5.751873,15.414206,0.920707,12,1,0,0.6193396588824192,0.0,57458.91585498701,3.761077941790673,4,8,7355.094272652942,1670417.0,2085593.0,57440.33053704288,LONG,14365.10623279942,2.511799269350309,2.6e-05,0.812829,99.0,1.0,524119994.77573395,0.003187,0.003979,0.6415032277105337,5.813319390203093,0.5813319390203093,none,none
AMD,460516.90120003873,1316132.509917445,4,5,2047788.7768186242,9,57.555556,2.131878,0.144521,3.721763,9,1,1,33896.35895051666,111423.50636117546,276613.30074737506,848561.4468751771,4,5,2.153630562659306,647065.0,1665152.0,-855615.6087174063,SHORT,115129.22530000968,263226.501983489,0.399342,0.355261,0.3499016229216349,1.0,7064811701.903,9.2e-05,0.000236,0.3447480242079543,5.67436972709384,0.567436972709384,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume
RTX,1.0417909394538132,167571.6374174433,3,2,167573.63235575426,5,59.2,8.179521,6.414201,10.8275,5,1,2,0.9518185843456389,167571.6374174433,0.9518185843456389,167567.90366533102,3,2,1835393.6972190123,165903.0,387194.0,-167570.59562650384,SHORT,0.3472636464846044,83785.81870872165,0.086363,2.2e-05,6.216988480327211e-06,1.0,1336046266.2908936,0.000124,0.00029,0.3779147321956224,5.345040402840871,0.534504040284087,"momentum_aligned, not_extended, resistance_ema_confluence","confirmation_volume, room_to_target, trend_aligned"
VG,0.0,421601.54595252353,0,5,843203.0919050471,5,53.0,0.697302,,0.697302,5,0,0,0.0,0.0,0.0,242277.73805134706,0,5,11.809643093530031,0.0,549697.5,-421601.54595252353,SHORT,0.0,84320.3091905047,0.0,0.42534,0.0,1.0,498907803.9416218,0.0,0.001102,0.18,5.217262511526048,0.5217262511526048,none,trend_aligned
