ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,lottery_bullish_premium,lottery_bearish_premium,swing_bullish_premium,swing_bearish_premium,leap_bullish_premium,leap_bearish_premium,bullish_score_raw,checks_passed,checks_failed
PTON,9.90724067939387e-28,0.0,1,0,9.90724067939387e-28,1,52.0,3.887723,3.887723,,1,0,0,0.0,0.0,9.90724067939387e-28,0.0,1,0,560000.0,0.0,5.800566262831824e-28,0.0,0,0,9.90724067939387e-28,LONG,9.90724067939387e-28,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,2089227067.0,0.000268,0.0,0.0,0.0,0.585488,0.0,0.0,0.0,4.742060274769488e-33,0.0,4.007980919354972,0.13838652602430057,1.708,0.0,1.7,0.0,0.0,0.6,0.0,0.7839,0.0,0.0,0.0,0.0,0.6,0.0,0.52,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,560000.0,0.0,0.0,0.0,0.40079809193549715,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume
SATS,1.246970010098598e-25,1.4608190510162348e-17,2,1,1.4608190634859348e-17,3,60.0,2.390553,2.79202,1.587619,3,0,0,0.0,0.0,6.512974857330858e-26,1.4608190510162348e-17,2,1,5012490.0,1948500.0,2.955004036044248e-26,9.32617385313409e-19,0,0,-1.4608190385465348e-17,SHORT,6.23485005049299e-26,1.4608190510162348e-17,0.477696,0.0,8.53610177955394e-09,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,2,0.6667,20984223755.0,0.000239,9.3e-05,0.0,0.0,0.236975,0.063842,0.0,0.0,2.971208334074014e-32,6.961511028818301e-24,3.886891450120111,0.21387881621895655,1.303,0.0,1.5586,0.1556,0.0,0.6,0.2698,0.7992,0.0,0.7396,0.0,0.0,0.6,0.0,0.5483912012698413,0.40883524487190187,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,5012490.0,1948500.0,0.0,0.0,0.3886891450120111,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target"
SOXX,5.734619145045427e-09,0.0,1,0,5.734619145045427e-09,1,37.0,582.8,582.8,,1,0,0,0.0,0.0,5.734619145045427e-09,0.0,1,0,2636260.0,0.0,1.8384231955396874e-09,0.0,0,0,5.734619145045427e-09,LONG,5.734619145045427e-09,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,27645636158.0,9.5e-05,0.0,0.0,0.0,0.320583,0.0,0.0,0.0,2.0743306872270914e-15,0.0,3.5840238284380317,0.10987025122658842,1.284,0.0,1.7,0.0,0.0,0.6,0.0,0.4987,0.0,0.0,0.0,0.0,0.6,0.0,0.5092532228177058,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,565000.0,2636260.0,0.0,888000.0,0.0,0.35840238284380316,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target"
PONY,179.396756792084,0.0,1,0,179.396756792084,1,62.0,,,,1,0,0,0.0,0.0,179.396756792084,0.0,1,0,1125000.0,0.0,65.88373514784284,0.0,0,0,179.396756792084,LONG,179.396756792084,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,4094919945.0,0.000275,0.0,0.0,0.0,0.367252,0.0,0.0,0.0,0.00043809588270738223,0.0,3.4149945308210663,0.12307255236047049,2.815,0.0,0.0,0.0,0.0,0.6,0.0,0.6307,0.0,0.0,0.0,0.0,0.6,0.0,0.35,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,1125000.0,0.0,0.0,0.0,0.3414994530821066,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned"
EXE,5.399592857143898e-10,0.0,1,0,1.0799185714287795e-09,1,37.0,750.0,750.0,,1,0,0,0.0,0.0,5.399592857143898e-10,0.0,1,0,297000.0,0.0,3.7755600294420606e-11,0.0,0,0,5.399592857143898e-10,LONG,5.399592857143898e-10,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,23034961273.0,1.3e-05,0.0,0.0,0.0,0.069923,0.0,0.0,0.0,2.344085927972855e-16,0.0,3.4029125100958986,0.12568594447837128,1.1029,0.0,1.7,0.0,0.0,0.6,0.0,0.6569,0.0,0.0,0.0,0.0,0.6,0.0,0.27765466579154596,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,594000.0,0.0,0.0,0.0,0.34029125100958985,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned"
PDD,229.44633674055117,2.6751917118172245e-19,3,3,229.44633674055117,6,68.166667,2.527186,2.443749,2.610623,6,1,1,2.8231659758127268e-27,4.5738404181942963e-26,229.44633674055117,2.6751911871782927e-19,3,3,4091630.0,1820806.5,35.81657698686411,4.033038103677975e-20,0,0,229.44633674055117,LONG,76.48211224685039,8.917305706057414e-20,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.3333,0,0.0,145883027753.0,2.8e-05,1.2e-05,0.0,0.0,0.1561,0.150757,0.0,0.0,5.242701184975754e-06,6.1126409585874774e-27,3.3179163360472237,0.31218784617825013,0.9351,0.0,1.3217,0.3111,0.15,0.6,0.0,0.6255,0.0,1.4352,0.3111,0.15,0.6,0.0,0.33884831397376347,0.29351500472366604,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,519650.0,0.0,4091630.0,3641613.0,524400.0,0.0,0.33179163360472236,"momentum_aligned, not_extended, retest_and_confirm, trend_aligned","confirmation_volume, room_to_target"
DIA,244.01539302591212,95.81503245551482,1,1,339.8304254814269,2,76.5,87.621406,172.0,3.242812,2,0,0,0.0,0.0,244.01539302591212,95.81503245551482,1,1,1054000.0,768797.0,157.60379201093778,40.34444294755937,0,0,148.2003605703973,LONG,244.01539302591212,95.81503245551482,0.0,0.0,2.5467339181793216,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,494.310441,0.0,0.0,0.0,0.0,0.645876,0.421066,0.0,0.0,0.0,0.0,3.278720852059578,0.3278720852059578,0.9787,0.0,1.7,0.0,0.0,0.6,0.0,0.9787,0.0,1.7,0.0,0.0,0.6,0.0,0.23,0.23,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,0.0,0.0,1054000.0,768797.0,0.0,0.0,0.3278720852059578,none,none
WDAY,554374.2174463085,0.0,1,0,554374.2174463085,1,59.0,1.930159,1.930159,,1,0,0,0.0,0.0,554374.2174463085,0.0,1,0,690239.0,0.0,255715.69948515567,0.0,1,0,554374.2174463085,LONG,554374.2174463085,0.0,0.0,0.0,99.0,1.0,1.0,0.0,0.6923076923076923,-0.3076923076923077,31-90,0.0,0,0.0,26004300000.0,2.7e-05,0.0,1e-05,0.0,0.461269,0.0,0.0,0.0,0.21318559524628947,0.0,3.1792606419652474,0.10930207313771736,0.8076,0.7992,0.9725,0.0,0.0,0.6,0.0,0.493,0.0,0.0,0.0,0.0,0.6,0.0,0.3343998217213056,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,690239.0,0.0,0.0,0.0,0.31792606419652475,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned
WULF,109.32167706471678,0.348877996617207,2,1,109.67055506133399,3,71.333333,30.887968,45.449125,1.765654,3,0,0,0.0,0.0,108.77137496747764,0.348877996617207,2,1,1188465.0,657657.0,8.196478738681714,0.17789804637024384,0,0,108.97279906809958,LONG,54.66083853235839,0.348877996617207,0.005034,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,8752766100.0,0.000136,7.5e-05,0.0,0.0,0.074976,0.509915,0.0,0.0,6.244978776750174e-05,3.985917053321086e-07,3.1593743293121523,0.21848795664617215,0.7038,0.0,1.7,0.1556,0.0,0.6,0.0,0.7242,0.0,0.8606,0.0,0.0,0.6,0.0,0.5355555555555556,0.3793837307499025,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,1188465.0,657657.0,0.0,0.0,0.31593743293121523,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target"
ALAB,0.003829416372247493,0.0,1,0,0.007658832744494986,1,32.0,23.857143,23.857143,,1,1,0,0.003829416372247493,0.0,0.003829416372247493,0.0,1,0,1616352.5,0.0,0.0024220450257855563,0.0,0,0,0.003829416372247493,LONG,0.003829416372247493,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,1.0,0,0.0,29625834247.0,5.5e-05,0.0,0.0,0.0,0.632484,0.0,0.0,0.0,1.2925935993297036e-09,0.0,3.009211316418619,0.09642611704876007,0.5592,0.0,1.7,0.0,0.15,0.6,0.0,0.3643,0.0,0.0,0.0,0.0,0.6,0.0,0.42680460591398445,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,3232705.0,0.0,0.0,0.0,0.3009211316418619,"momentum_aligned, room_to_target, trend_aligned, trend_continuation","confirmation_volume, not_extended"
