ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_concentration,bearish_concentration,flow_imbalance_ratio,dte_score,bullish_score,bearish_score,bullish_score_raw
GLNG,242475.94492773252,0.0,5,0,242475.94492773252,5,83.6,16.44,16.44,,5,1,0,86289.27516713101,0.0,86289.27516713101,0.0,5,0,242475.94492773252,LONG,48495.188985546505,0.0,0.36,0.0,inf,1.0,10.0,0.05,0.8895081180416314
SPY,358128.58161952416,401883.05451551086,2,3,760011.636135035,5,51.8,0.84,0.77,0.88,5,1,2,142718.20962792885,241118.37329184753,215410.37199159528,160764.68122366333,2,3,-43754.47289598669,SHORT,179064.29080976208,133961.01817183694,0.6,0.4,0.8911263552808047,1.0,6.367905797742899,0.7555197716348366,0.6458427127223132
NEM,310062.11214541155,0.0,2,0,310062.11214541155,2,90.0,0.47,0.47,,2,0,0,0.0,0.0,155143.21998979332,0.0,2,0,310062.11214541155,LONG,155031.05607270577,0.0,0.5,0.0,inf,1.0,5.417260837509291,0.05,0.5820670294247431
NFLX,239560.1336406702,0.0,1,0,239560.1336406702,1,90.0,0.26,0.26,,1,0,0,0.0,0.0,239560.1336406702,0.0,1,0,239560.1336406702,LONG,239560.1336406702,0.0,1.0,0.0,inf,1.0,5.292999757841271,0.05,0.573730757110025
SLV,270297.7899923937,0.0,2,0,270297.7899923937,2,90.0,0.07,0.07,,2,0,0,0.0,0.0,137614.16009708148,0.0,2,0,270297.7899923937,LONG,135148.89499619685,0.0,0.51,0.0,inf,1.0,5.279411951088464,0.05,0.5728191952794519
AMAT,194125.009339223,0.0,1,0,194125.009339223,1,90.0,0.54,0.54,,1,0,0,0.0,0.0,194125.009339223,0.0,1,0,194125.009339223,LONG,194125.009339223,0.0,1.0,0.0,inf,1.0,5.232276787167606,0.05,0.5696570501967525
TQQQ,193019.25368985382,0.0,1,0,193019.25368985382,1,90.0,0.28,0.28,,1,0,0,0.0,0.0,193019.25368985382,0.0,1,0,193019.25368985382,LONG,193019.25368985382,0.0,1.0,0.0,inf,1.0,5.182100036867902,0.05,0.566290854961016
SOXS,26537.678975024093,0.0,1,0,26537.678975024093,1,56.0,1.33,1.33,,1,1,0,26537.678975024093,0.0,26537.678975024093,0.0,1,0,26537.678975024093,LONG,26537.678975024093,0.0,1.0,0.0,inf,1.0,5.065826651015116,0.05,0.5584904510854607
TSM,94675.49483220364,0.0,1,0,94675.49483220364,1,90.0,0.13,0.13,,1,0,0,0.0,0.0,94675.49483220364,0.0,1,0,94675.49483220364,LONG,94675.49483220364,0.0,1.0,0.0,inf,1.0,4.77723488527512,0.05,0.5391297666827393
ORCL,69055.29491259533,115953.37749173332,1,1,185008.67240432865,2,49.0,0.32,0.59,0.05,2,0,0,0.0,0.0,69055.29491259533,115953.37749173332,1,1,-46898.08257913799,SHORT,69055.29491259533,115953.37749173332,1.0,1.0,0.5955436262951331,1.0,4.693355224008251,0.5534203261699351,0.5335025525956328
BMNR,44101.643044438606,0.0,1,0,44101.643044438606,1,90.0,0.42,0.42,,1,0,0,0.0,0.0,44101.643044438606,0.0,1,0,44101.643044438606,LONG,44101.643044438606,0.0,1.0,0.0,inf,1.0,4.424792685214874,0.05,0.5154855639866901
USAR,274.22507417507745,0.0,3,0,274.22507417507745,3,31.33,1.26,1.26,,3,2,0,1.166249598633759,0.0,273.05882457644367,0.0,3,0,274.22507417507745,LONG,91.40835805835916,0.0,1.0,0.0,inf,1.0,4.073516504696097,0.05,0.4919195857551951
CRM,2910.326281880061,610.4309225736679,1,3,3520.7572044537287,4,44.0,6.82,0.93,8.79,4,0,0,0.0,0.0,2910.326281880061,259.12346149836026,1,3,2299.895359306393,LONG,2910.326281880061,203.47697419122264,1.0,0.42,4.767658672351805,1.0,3.076287824762788,0.4534696215373188,0.42501875197698624
NOW,348.01141307232854,0.0,1,0,348.01141307232854,1,58.0,0.42,0.42,,1,0,0,0.0,0.0,348.01141307232854,0.0,1,0,348.01141307232854,LONG,348.01141307232854,0.0,1.0,0.0,inf,1.0,1.8591510934977291,0.05,0.34336500115509677
HOOD,7.703978338885643,56072.8896008645,1,3,56080.593579203385,4,54.25,0.43,0.96,0.26,4,0,0,0.0,0.0,7.703978338885643,54987.80746301066,1,3,-56065.18562252562,SHORT,7.703978338885643,18690.963200288166,1.0,0.98,0.00013739221206047616,1.0,0.0,0.6147372581535431,0.21864059162148325
