ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bearish_score_raw,checks_passed,checks_failed
BTDR,441.1249249822598,122610.84313865752,1,3,244698.98298283637,4,46.25,384.737569,0.026152,512.974709,4,0,0,0.0,0.0,441.1249249822598,84073.90878153406,1,3,173.1687855930726,78739.0,3563113.0,-122169.71821367527,SHORT,441.1249249822598,40870.28104621918,0.0,0.314303,0.003597764387635788,1.0,2388585288.0,3.3e-05,0.001492,0.0018468041614357453,0.17110664313117538,0.2807135101320433,6.792662251163042,0.6792662251163042,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned"
KORU,59626.64608475397,61.998049257284535,23,3,60246.58988704058,26,39.730769,42.776374,46.556044,25.767857,26,19,1,286.7724877268177,38.33857735561967,59130.698380981936,38.33857735561967,23,3,201640998.18083987,3913373.0,470549.0,59564.648035496684,LONG,2592.462873250173,20.666016419094845,0.008318,0.381616,99.0,1.0,1561734356.0,0.002506,0.000301,0.016599896539960426,0.00013232734709138234,0.8042983991012855,6.392820952380953,0.6392820952380953,none,none
RELY,67079.62178935151,87256.04435457224,3,3,221154.83090208226,6,48.0,4.571997,2.37037,5.672811,6,0,1,0.0,87256.04430397843,39020.647862533944,87256.04430397843,3,3,848.1027749558228,157740.5,366900.0,-20176.422565220724,SHORT,22359.873929783837,29085.348118190745,0.418294,0.0,0.7687676227536496,1.0,4135145597.0,3.8e-05,8.9e-05,0.05407276093496118,0.07033693841225766,0.47369843514377014,6.220576280888633,0.6220576280888632,"bounce_and_fail, confirmation_volume, room_to_target","momentum_aligned, not_extended, trend_aligned"
UVXY,548.6234446624026,18.227037137338986,3,2,585.0775189370805,5,40.6,31.394871,2.127191,75.296392,5,0,1,0.0,17.54712115527337,548.6234444750108,17.54712115527337,3,2,3122216897.2604103,312310.0,84766.0,530.3964075250635,LONG,182.87448155413418,9.113518568669493,0.0,0.037303,30.099430890965834,1.0,272736161.0,0.001145,0.000311,0.006705179132961917,0.00033415145741050057,0.554933090282889,6.058333333333334,0.6058333333333333,none,none
MDGL,271637.0399745626,2.8809885883742697e-06,4,3,271637.03998032457,7,83.857143,22.992651,38.380952,2.474916,7,1,0,271637.03997449926,0.0,271637.03997449926,1.4411528669946157e-06,4,3,4290205636787.888,1703700.0,3989758.0,271637.0399716816,LONG,67909.25999364065,9.603295294580898e-07,0.0,0.499771,99.0,1.0,12037978132.0,0.000142,0.000331,0.05641251317205886,7.977498537775961e-13,0.6511868912751638,6.037166980952381,0.6037166980952381,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned"
TER,350261.77874397644,176.4876740491693,4,12,350438.2674720078,16,69.5625,2.245895,1.262217,2.573788,16,1,1,350260.1874416872,0.0010539821552392214,350260.1874416872,176.48656703178654,4,12,1099795937837.431,784340.0,3279827.0,350085.2910699273,LONG,87565.44468599411,14.707306170764108,5e-06,6e-06,99.0,1.0,57286953224.0,1.4e-05,5.7e-05,0.01528540789097318,2.56730465543463e-06,0.3263524532163186,5.983468213431635,0.5983468213431635,"bounce_and_fail, room_to_target","confirmation_volume, momentum_aligned, not_extended, trend_aligned"
WSM,7.852188015850302e-18,3.015773793888291e-13,1,3,3.015930837648608e-13,4,78.75,2.559968,0.062687,3.392395,4,0,1,0.0,2.954464784048954e-17,7.852188015850302e-18,2.0883578484339578e-13,1,3,6664.184305781646,30510.0,1840246.0,-3.0156952720081325e-13,SHORT,7.852188015850302e-18,1.005257931296097e-13,0.0,0.307522,2.6037058985535967e-05,1.0,22791573384.0,1e-06,8.1e-05,3.445215423943766e-24,4.4106561418958556e-20,0.18,5.9746273620546315,0.5974627362054632,"confirmation_volume, momentum_aligned, not_extended, room_to_target","continuation_pattern, trend_aligned"
CDNS,6.490991600350218e-15,40646.9710883042,4,10,80980.9314172657,14,77.285714,0.662899,0.455913,0.745693,14,0,1,0.0,1.8735095605502506e-22,2.518570129034453e-15,40333.9603289615,4,10,7.374672201908283e+18,166520.0,16504999.0,-40646.9710883042,SHORT,1.6227479000875545e-15,4064.69710883042,0.61199,0.007701,1.596918891262218e-19,1.0,83692950960.0,2e-06,0.000197,1.9389301983904554e-22,0.0004856677966550721,0.2601759330624256,5.772415799999999,0.5772415799999999,"bounce_and_fail, not_extended","confirmation_volume, momentum_aligned, room_to_target, trend_aligned"
SYY,12283.856320418428,0.0017679241763430046,5,9,12283.859856266781,14,66.142857,14.714366,11.482153,16.51004,14,2,1,12283.854130302117,0.0002758159656178815,12283.851125115816,0.0002758159656178815,5,9,2145058.018033802,1227903.0,385312.5,12283.854552494253,LONG,2456.7712640836858,0.00019643601959366718,0.0,0.843989,99.0,1.0,35464814558.0,3.5e-05,1.1e-05,0.0006927348400668565,5.538898822448685e-11,0.5145085380791186,5.337136952835266,0.5337136952835266,none,none
EFA,9.608405829588923,30888.393981453577,11,10,61794.61635643238,21,64.285714,24.601524,22.565726,27.400746,21,0,2,0.0,1.388413961946387,9.041943256843744,30887.005560270958,11,10,6.659208200895876e+20,732308.0,1036025.0,-30878.785575623988,SHORT,0.8734914390535384,3088.839398145358,0.058955,4.5e-05,0.0003110684820764113,1.0,75903470478.0,1e-05,1.4e-05,1.1507924915063176e-07,0.0004069431053275268,0.48123545175442206,5.193056534896208,0.5193056534896208,none,none
