ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_concentration,bearish_concentration,flow_imbalance_ratio,dte_score,bullish_score,bearish_score,bullish_score_raw
GLNG,245934.00387735563,0.0,5,0,245934.00387735563,5,83.6,16.44,16.44,,5,1,0,87519.88548741298,0.0,87519.88548741298,0.0,5,0,245934.00387735563,LONG,49186.80077547113,0.0,0.36,0.0,inf,1.0,10.0,0.05,0.8895403222205508
SPY,363236.01504824765,407614.4902411595,2,3,770850.5052894072,5,51.8,0.84,0.77,0.88,5,1,2,144753.5784651351,244557.07129930943,218482.43658311258,163057.4189418501,2,3,-44378.475192911865,SHORT,181618.00752412382,135871.49674705317,0.6,0.4,0.8911263552808047,1.0,6.365712137431983,0.7555382868648509,0.6458467373950418
NEM,314484.0479467673,0.0,2,0,314484.0479467673,2,90.0,0.47,0.47,,2,0,0,0.0,0.0,157355.78751074453,0.0,2,0,314484.0479467673,LONG,157242.02397338365,0.0,0.5,0.0,inf,1.0,5.41468849800592,0.05,0.5820767861117174
NFLX,242976.60888878576,0.0,1,0,242976.60888878576,1,90.0,0.26,0.26,,1,0,0,0.0,0.0,242976.60888878576,0.0,1,0,242976.60888878576,LONG,242976.60888878576,0.0,1.0,0.0,inf,1.0,5.290376820502815,0.05,0.5737411892982613
SLV,274152.62883847026,0.0,2,0,274152.62883847026,2,90.0,0.07,0.07,,2,0,0,0.0,0.0,139576.73777900537,0.0,2,0,274152.62883847026,LONG,137076.31441923513,0.0,0.51,0.0,inf,1.0,5.276853712693443,0.05,0.5728344106542276
AMAT,196893.5137617596,0.0,1,0,196893.5137617596,1,90.0,0.54,0.54,,1,0,0,0.0,0.0,196893.5137617596,0.0,1,0,196893.5137617596,LONG,196893.5137617596,0.0,1.0,0.0,inf,1.0,5.229748939512537,0.05,0.569675846590803
TQQQ,195771.98843172975,0.0,1,0,195771.98843172975,1,90.0,0.28,0.28,,1,0,0,0.0,0.0,195771.98843172975,0.0,1,0,195771.98843172975,LONG,195771.98843172975,0.0,1.0,0.0,inf,1.0,5.179551078082349,0.05,0.566309878548345
SOXS,26916.144798960395,0.0,1,0,26916.144798960395,1,56.0,1.33,1.33,,1,1,0,26916.144798960395,0.0,26916.144798960395,0.0,1,0,26916.144798960395,LONG,26916.144798960395,0.0,1.0,0.0,inf,1.0,5.064397653468383,0.05,0.5585883793412673
TSM,96025.70481823782,0.0,1,0,96025.70481823782,1,90.0,0.13,0.13,,1,0,0,0.0,0.0,96025.70481823782,0.0,1,0,96025.70481823782,LONG,96025.70481823782,0.0,1.0,0.0,inf,1.0,4.774910743310694,0.05,0.5391771203645117
ORCL,70040.1236578242,117607.04097119237,1,1,187647.16462901657,2,49.0,0.32,0.59,0.05,2,0,0,0.0,0.0,70040.1236578242,117607.04097119237,1,1,-47566.917313368176,SHORT,70040.1236578242,117607.04097119237,1.0,1.0,0.5955436262951331,1.0,4.691177270674756,0.5534708213433673,0.5335624550192845
BMNR,44730.59649162842,0.0,1,0,44730.59649162842,1,90.0,0.42,0.42,,1,0,0,0.0,0.0,44730.59649162842,0.0,1,0,44730.59649162842,LONG,44730.59649162842,0.0,1.0,0.0,inf,1.0,4.422749523786099,0.05,0.515563297445754
USAR,278.13592179439416,0.0,3,0,278.13592179439416,3,31.33,1.26,1.26,,3,2,0,1.182882010823148,0.0,276.953039783571,0.0,3,0,278.13592179439416,LONG,92.71197393146473,0.0,1.0,0.0,inf,1.0,4.074493135390167,0.05,0.49221130912344724
CRM,2951.8317592517574,619.1365536232214,1,3,3570.9683128749784,4,44.0,6.82,0.93,8.79,4,0,0,0.0,0.0,2951.8317592517574,262.8189381996011,1,3,2332.695205628536,LONG,2951.8317592517574,206.37885120774047,1.0,0.42,4.767658672351801,1.0,3.075196050798574,0.4537308490385233,0.4252044296304919
NOW,352.97456099161747,0.0,1,0,352.97456099161747,1,58.0,0.42,0.42,,1,0,0,0.0,0.0,352.97456099161747,0.0,1,0,352.97456099161747,LONG,352.97456099161747,0.0,1.0,0.0,inf,1.0,1.8587045317541244,0.05,0.34363379175143954
HOOD,7.813848252993742,56872.57040125602,1,3,56880.384249509014,4,54.25,0.43,0.96,0.26,4,0,0,0.0,0.0,7.813848252993742,55772.01341702515,1,3,-56864.75655300303,SHORT,7.813848252993742,18957.523467085342,1.0,0.98,0.0001373922120604764,1.0,0.0,0.6148298562612908,0.2190001943031294
