ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_concentration,bearish_concentration,flow_imbalance_ratio,dte_score,bullish_score,bearish_score,bearish_score_raw
XLI,0.0,86740.4468730472,0,3,86740.4468730472,3,61.0,74.28,,74.28,3,0,1,0.0,49557.97143095463,0.0,49557.97143095463,0,3,-86740.4468730472,SHORT,0.0,28913.482291015735,0.0,0.57,0.0,1.0,0.05,10.0,0.8600198906597695
CMG,0.0,124482.4208178213,0,3,124482.4208178213,3,54.0,37.62,,37.62,3,0,2,0.0,124047.83811487371,0.0,102442.01537660824,0,3,-124482.4208178213,SHORT,0.0,41494.1402726071,0.0,0.82,0.0,1.0,0.05,9.659837558204703,0.8363513724791661
SPY,341479.3051514725,383199.6474213449,2,3,724678.9525728174,5,51.8,0.84,0.77,0.88,5,1,2,136083.2883983098,229908.8617797845,205396.0167531627,153290.78564156036,2,3,-41720.34226987237,SHORT,170739.65257573625,127733.21580711496,0.6,0.4,0.8911263552808047,1.0,0.6458291150126347,8.497232043546438,0.7554572278601136
XLU,0.0,22352.871991143624,0,2,22352.871991143624,2,43.0,0.66,,0.66,2,0,2,0.0,22352.871991143624,0.0,22076.107432762496,0,2,-22352.871991143624,SHORT,0.0,11176.435995571812,0.0,0.99,0.0,1.0,0.05,6.8464036306579,0.6405925117636139
QQQ,0.0,542248.607927288,0,2,542248.607927288,2,90.0,0.14,,0.14,2,0,0,0.0,0.0,0.0,357249.3350005493,0,2,-542248.607927288,SHORT,0.0,271124.303963644,0.0,0.66,0.0,1.0,0.05,6.742702064532396,0.6333769520732364
IWM,0.0,170451.16570038718,0,1,170451.16570038718,1,56.0,0.52,,0.52,1,0,1,0.0,170451.16570038718,0.0,170451.16570038718,0,1,-170451.16570038718,SHORT,0.0,170451.16570038718,0.0,1.0,0.0,1.0,0.05,6.5438454291191475,0.619540498331396
HOOD,7.345822995103971,53466.07995415733,1,3,53473.425777152435,4,54.25,0.43,0.96,0.26,4,0,0,0.0,0.0,7.345822995103971,52431.442917395325,1,3,-53458.73413116222,SHORT,7.345822995103971,17822.026651385775,1.0,0.98,0.00013739221206047643,1.0,0.21743115002452396,6.470318313526789,0.6144244782823269
CIA,0.0,115175.4438589541,0,1,115175.4438589541,1,56.0,0.22,,0.22,1,0,0,0.0,0.0,0.0,115175.4438589541,0,1,-115175.4438589541,SHORT,0.0,115175.4438589541,0.0,1.0,0.0,1.0,0.05,5.618088007300614,0.5551262547908755
ORCL,65844.9376398432,110562.74424337888,1,1,176407.68188322207,2,49.0,0.32,0.59,0.05,2,0,0,0.0,0.0,65844.9376398432,110562.74424337888,1,1,-44717.806603535675,SHORT,65844.9376398432,110562.74424337888,1.0,1.0,0.595543626295133,1.0,0.5333001898923835,5.591119271318835,0.5532497689139404
LEU,0.0,79878.66383859373,0,1,79878.66383859373,1,90.0,0.77,,0.77,1,0,0,0.0,0.0,0.0,79878.66383859373,0,1,-79878.66383859373,SHORT,0.0,79878.66383859373,0.0,1.0,0.0,1.0,0.05,5.456812879510592,0.5439047240597599
WFC,0.0,80099.97065126753,0,1,80099.97065126753,1,90.0,0.24,,0.24,1,0,0,0.0,0.0,0.0,80099.97065126753,0,1,-80099.97065126753,SHORT,0.0,80099.97065126753,0.0,1.0,0.0,1.0,0.05,5.437683862204263,0.5425737261650412
PLTR,0.0,54120.00086254844,0,1,54120.00086254844,1,56.0,0.11,,0.11,1,0,0,0.0,0.0,0.0,54120.00086254844,0,1,-54120.00086254844,SHORT,0.0,54120.00086254844,0.0,1.0,0.0,1.0,0.05,5.237063676391981,0.5286145645061785
QCOM,0.0,44869.44889406017,0,1,44869.44889406017,1,56.0,0.12,,0.12,1,0,0,0.0,0.0,0.0,44869.44889406017,0,1,-44869.44889406017,SHORT,0.0,44869.44889406017,0.0,1.0,0.0,1.0,0.05,5.143941104463617,0.5221350917134785
TLT,0.0,41277.69231814875,0,1,41277.69231814875,1,119.0,0.14,,0.14,1,0,1,0.0,41277.69231814875,0.0,41277.69231814875,0,1,-41277.69231814875,SHORT,0.0,41277.69231814875,0.0,1.0,0.0,0.7,0.0,5.103092864638854,0.5192928693275048
HIMS,0.0,45661.15732603089,0,1,45661.15732603089,1,119.0,0.63,,0.63,1,0,0,0.0,0.0,0.0,45661.15732603089,0,1,-45661.15732603089,SHORT,0.0,45661.15732603089,0.0,1.0,0.0,0.7,0.0,4.453805028227001,0.47411539212146314
CRM,2775.0261987084377,582.0521957247335,1,3,3357.078394433171,4,44.0,6.82,0.93,8.79,4,0,0,0.0,0.0,2775.0261987084377,247.0768995335623,1,3,2192.9740029837044,LONG,2775.0261987084377,194.01739857491114,1.0,0.42,4.767658672351809,1.0,0.42439150685154214,4.144405879864548,0.4525873852979269
ALAB,0.0,677.4317613192748,0,2,677.4317613192748,2,44.0,1.65,,1.65,2,0,0,0.0,0.0,0.0,527.605273775157,0,2,-677.4317613192748,SHORT,0.0,338.7158806596374,0.0,0.78,0.0,1.0,0.05,3.5533259093355616,0.41146001404900256
U,0.0,150.99367573100946,0,1,150.99367573100946,1,30.0,0.7,,0.7,1,0,0,0.0,0.0,0.0,150.99367573100946,0,1,-150.99367573100946,SHORT,0.0,150.99367573100946,0.0,1.0,0.0,1.0,0.05,2.3289670108408176,0.32626906617226686
HPQ,0.0,1.3298207694733277,0,1,1.3298207694733277,1,32.0,1.0,,1.0,1,0,0,0.0,0.0,0.0,1.3298207694733277,0,1,-1.3298207694733277,SHORT,0.0,1.3298207694733277,0.0,1.0,0.0,1.0,0.05,0.25627535905664706,0.1820510867147928
RDDT,0.0,0.46708066730806164,0,1,0.46708066730806164,1,32.0,0.34,,0.34,1,0,0,0.0,0.0,0.0,0.46708066730806164,0,1,-0.46708066730806164,SHORT,0.0,0.46708066730806164,0.0,1.0,0.0,1.0,0.05,0.0,0.1642194355687704
