ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_score_raw,checks_passed,checks_failed
KORU,1359308.2984069854,277858.80995124293,33,3,3274334.2167164567,36,41.555556,151.930482,165.210758,25.767857,36,30,1,421840.4700173653,171823.3332640623,823101.9119361925,171823.3332640623,33,3,205896275.69623592,5266815.0,470549.0,1081449.4884557424,LONG,41191.160557787436,92619.60331708098,0.39447,0.381616,4.89208277630466,1.0,1502861134.0,0.003505,0.000313,0.27408494122243654,0.6162884994607957,9.098927383569324,0.7892820952380952,0.9098927383569324,"confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",none
USO,441209.7350330103,99739.85456250423,3,2,621465.234376428,5,48.8,17.325133,27.597468,1.916629,5,2,2,366644.3403186551,99739.85456250423,332879.0246589144,52989.525441331505,3,2,3.242367773381912,480558.5,114199.0,341469.8804705061,LONG,147069.9116776701,49869.927281252116,0.245531,0.468723,4.423605157319698,1.0,1228364647.0,0.000391,9.3e-05,1.1972821917079328,0.40598634455206783,7.920617380952382,0.6923881776533455,0.7920617380952382,"ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume
EWY,924793.1494576292,7442.754449017658,9,3,980124.3891688994,12,34.333333,2.623264,3.463383,0.10291,12,6,0,404686.4231880564,0.0,415148.2168032102,2803.000139076858,9,3,17.47106121151788,1403231.5,100400.0,917350.3950086115,LONG,102754.79438418102,2480.9181496725528,0.551091,0.623392,99.0,1.0,18268683242.0,7.7e-05,5e-06,0.056246415257748886,0.0013580169499949955,7.6781104398349935,0.2582643433392588,0.7678110439834993,"momentum_aligned, not_extended, room_to_target, trend_aligned","confirmation_volume, continuation_pattern"
IRDM,233950.0261789228,9.536873495329024e-12,5,1,233950.0261789228,6,80.333333,12.106846,14.435633,0.462908,6,3,1,61008.86782148647,9.536873495329024e-12,172941.1583574357,9.536873495329024e-12,5,1,174338923899354.66,1003106.0,39405.0,233950.0261789228,LONG,46790.005235784556,9.536873495329024e-12,0.260777,0.0,99.0,1.0,3698151403.0,0.000271,1.1e-05,0.1265226869776823,2.578821810159681e-17,7.250718889254627,0.22704702861686005,0.7250718889254627,none,not_extended
SMR,109010.80216571414,69853.23234594292,8,2,178864.03451165705,10,59.9,2.98641,3.616889,0.464494,10,0,0,0.0,0.0,77832.7866653984,69853.22582880913,8,2,89978.33502988481,1265714.0,187033.0,39157.56981977122,LONG,13626.350270714267,34926.61617297146,0.286008,0.0,1.5605691892086866,1.0,3052218110.0,0.000415,6.1e-05,0.04464409088613352,0.11443027632442512,7.0111058167713765,0.40267125911125873,0.7011105816771377,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned
BTDR,1455159.4784863675,246219.92317035873,5,3,1950751.424251816,8,40.5,10.250196,16.33371,0.111006,8,1,2,104779.14339435179,103306.76957667223,1105170.2840315467,142913.1535936865,5,3,0.4799857002273659,1608474.0,270744.5,1208939.5553160089,LONG,291031.8956972735,82073.3077234529,0.240516,0.419571,5.90999891377412,1.0,2162612042.0,0.000744,0.000125,1.3457425097296922,0.37951008377605666,6.966695708193765,0.5139287363829661,0.6966695708193764,none,not_extended
RGTI,351874.1439522816,0.0,4,0,351874.14415635134,4,90.0,3.630365,3.630365,,4,0,0,0.0,0.0,246492.87960811108,0.0,4,0,62146653.94892292,499158.0,0.0,351874.1439522816,LONG,87968.5359880704,0.0,0.299486,0.0,99.0,1.0,5025437927.0,9.9e-05,0.0,0.17504650791813553,0.0,6.9096494281398275,0.18,0.6909649428139828,"confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target",trend_aligned
DUOL,1418.4255218942503,0.013285975015843648,12,3,2836.777897202904,15,55.333333,2.881562,2.75786,3.376371,15,0,0,0.0,0.0,1418.3258033586221,0.0075560725023933635,12,3,43301.13657425427,1785900.0,269255.0,1418.4122359192345,LONG,118.20212682452086,0.004428658338614549,7e-05,0.431275,99.0,1.0,3796779174.0,0.00047,7.1e-05,0.00031132210067406164,1.1664250501955974e-08,6.854716000000001,0.5730053477290459,0.6854716000000001,"confirmation_volume, momentum_aligned, not_extended, pullback_to_support, room_to_target",trend_aligned
URA,6.460801421674626,0.057021994471853146,6,4,12.978624837821105,10,70.6,5.659064,3.722177,8.564394,10,0,0,0.0,0.0,3.6187237726451067,0.04906601594067331,6,4,876.6098765402668,434570.5,1128116.0,6.403779427202773,LONG,1.076800236945771,0.014255498617963287,0.439896,0.139525,99.0,1.0,2922340149.0,0.000149,0.000386,3.6847190335260693e-06,4.8781106548604194e-08,6.709449523809524,0.6228232142857143,0.6709449523809524,none,none
SPXS,1.1580933343603927,0.00037231608512780387,4,2,1.1589048914479787,6,38.0,5.519705,8.397471,2.641939,6,4,2,1.1580933343603927,0.00037231608512780387,1.1579985991650978,0.00019523487304706741,4,2,7167.774490057704,535964.0,105101.0,1.1577210182752649,LONG,0.2895233335900982,0.00018615804256390194,8.2e-05,0.475621,99.0,1.0,403659331.0,0.001328,0.00026,7.172467260272455e-06,4.611761162630027e-09,6.7,0.6236797447619047,0.67,none,not_extended
PRAX,159501.09543486312,0.0,5,0,159501.09543486312,5,53.4,31.3125,31.3125,,5,2,0,1.1964901587377188e-21,0.0,55199.18201929933,0.0,5,0,1.333074862923525e+26,504160.0,0.0,159501.09543486312,LONG,31900.219086972626,0.0,0.653926,0.0,99.0,1.0,8828714061.0,5.7e-05,0.0,0.0361323504947213,0.0,6.207456297164649,0.18,0.6207456297164649,"confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",none
AEHR,2945.222653487894,0.019381388104965973,4,1,5887.629930553978,5,42.0,5.821248,3.262274,16.057143,5,0,0,0.0,0.0,2942.387895677979,0.019381388104965973,4,1,173096.25325679526,445604.0,241920.0,2945.203272099789,LONG,736.3056633719735,0.019381388104965973,0.000962,0.0,99.0,1.0,2253940182.0,0.000198,0.000107,0.003266748910428598,8.598891958067933e-08,6.2,0.5800000000000001,0.62,none,not_extended
SOXS,2.602915110992535,0.0,2,0,2.602915110992535,2,39.5,32.7,32.7,,2,0,0,0.0,0.0,2.5956539434284784,0.0,2,0,357.47060242449186,177975.0,0.0,2.602915110992535,LONG,1.3014575554962675,0.0,0.00279,0.0,99.0,1.0,1574910836.0,0.000113,0.0,8.263690399145031e-06,0.0,5.933333333333333,0.18,0.5933333333333333,none,not_extended
LUNR,76985.4071450313,8866.82913517263,3,3,94719.06541537658,6,54.333333,1.471976,2.538089,0.405864,6,0,1,0.0,4354.366966134182,58476.50848712996,4512.402989385299,3,3,4.674108130042718,349540.0,167237.0,68118.57800985867,LONG,25661.802381677102,2955.60971172421,0.240421,0.491092,8.682405623409192,1.0,3890284360.0,9e-05,4.3e-05,0.06596382168237465,0.007597413037755959,5.922705962352699,0.3753101422523999,0.5922705962352699,"confirmation_volume, momentum_aligned, not_extended, trend_aligned, trend_continuation",room_to_target
KWEB,553784.8848198366,0.0,8,0,596774.7340368031,8,70.25,0.357847,0.357847,,8,1,0,490961.13676996715,0.0,490961.13676996715,0.0,8,0,108038.36392772454,966989.0,0.0,553784.8848198366,LONG,69223.11060247957,0.0,0.113444,0.0,99.0,1.0,4223436000.0,0.000229,0.0,0.16390235486575286,0.0,5.917745701484607,0.18,0.5917745701484607,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned
NKE,108182.03696952257,16589.79757973399,15,5,185636.41953928416,20,59.1,1.374256,1.700161,0.396541,20,4,0,5104.940423986272,0.0,44274.73547266954,7791.363516302433,15,5,1741313.8483670999,2177870.5,439846.5,91592.23938978858,LONG,7212.135797968172,3317.959515946798,0.590739,0.530352,6.520998007936949,1.0,51470514148.0,4.2e-05,9e-06,0.0014012169719599381,0.000644633062418267,5.817360814703017,0.29196639366718896,0.5817360814703016,none,not_extended
AAL,896054.483033325,776914.2031204253,5,6,2005182.2462181177,11,49.090909,0.777321,1.205665,0.420367,11,1,1,322813.74849720014,32986.837193550025,322813.74849720014,242103.55365357743,5,6,1.1354577530638237,1042538.0,831958.0,119140.27991289971,LONG,179210.89660666502,129485.7005200709,0.639739,0.688378,1.1533506266642835,1.0,7415220355.0,0.000141,0.000112,0.24167979915232743,0.1746215140225201,5.751387180687394,0.5288115081514876,0.5751387180687394,none,none
EXPE,6.787067069096246e-05,7.744765940556256e-10,3,2,6.787204721872566e-05,5,69.0,3.78998,6.11358,0.30458,5,0,0,0.0,0.0,6.787005283037786e-05,7.561410002577322e-10,3,2,1987757.935830418,2215034.0,273010.0,6.786989621436841e-05,LONG,2.2623556896987485e-05,3.872382970278128e-10,9e-06,0.023675,99.0,1.0,28107313438.0,7.9e-05,1e-05,8.048992994969528e-12,1.3777136611864215e-16,5.660738416430688,0.2245687850877554,0.5660738416430688,"confirmation_volume, momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",none
GOOGL,3537688.0492129903,148854.1261354321,29,3,3997438.6847652267,32,40.1875,1.729538,1.889165,0.186477,32,8,1,884763.8118185388,127328.61002201581,984936.6649918663,127328.61002201581,29,3,4.178495139438098,20385446.0,457375.5,3388833.923077558,LONG,121989.24307631001,49618.04204514404,0.721587,0.144608,23.76614032179593,1.0,1870666820000.0,1.1e-05,0.0,0.0006521163564354555,0.00026524254086649185,5.622960000454315,0.22235295238095237,0.5622960000454315,none,not_extended
CIFR,1002458.2714523324,15827.902136483377,4,2,1095227.3710081095,6,47.333333,43.007844,0.534494,127.954545,6,0,0,0.0,0.0,387081.46181995876,8922.01054148746,4,2,1.6155478857357262,1151015.5,151812.5,986630.369315849,LONG,250614.5678630831,7913.9510682416885,0.613868,0.436311,63.334879304166414,1.0,7194920668.0,0.00016,2.1e-05,0.34832151656336113,0.010999358343782212,5.588525152933919,0.37570386827222507,0.5588525152933919,none,not_extended
STM,283401.10300505813,28800.408748989714,7,2,341000.46639149147,9,51.666667,3.538126,3.393205,4.04535,9,2,0,9114.908983575175,0.0,253468.51792509382,28798.954637443683,7,2,60052.96536566958,1398073.0,108858.5,254600.6942560684,LONG,40485.871857865444,14400.204374494857,0.105619,5e-05,9.840176418155854,1.0,35835131889.0,3.9e-05,3e-06,0.01129781578124819,0.004018459990352418,5.546011189898563,0.3505085974599142,0.5546011189898563,none,not_extended
SYY,23.285153272792872,7.9237179291423425,6,11,39.13258913107755,17,60.647059,13.231416,12.09994,13.848584,17,1,1,13.468447787174199,1.2361339895405326,13.468447787174199,1.2361339895405326,6,11,3.9776995302618436,1319050.0,492415.0,15.36143534365053,LONG,3.880858878798812,0.7203379935583948,0.421586,0.843996,2.938665091440634,1.0,35134352411.0,3.8e-05,1.4e-05,1.1045767496724309e-06,2.0502384251513016e-07,5.46354969797203,0.5568056534896209,0.546354969797203,"momentum_aligned, not_extended, pullback_to_support, room_to_target","confirmation_volume, trend_aligned"
IREN,1801882.9846529139,43577.16652626394,6,1,2291988.8784783673,7,50.428571,0.396047,0.425629,0.218553,7,0,0,0.0,0.0,534784.4662312864,43577.16652626394,6,1,1.4822586619496234,1968586.0,45250.0,1758305.8181266498,LONG,300313.83077548567,43577.16652626394,0.703208,0.0,41.349246137123664,1.0,14311316096.0,0.000138,3e-06,0.20984361519303116,0.030449447300268717,5.4346504398194,0.130773110636502,0.54346504398194,none,not_extended
JETS,0.006193012667834027,87188.1714913071,5,2,87188.18387733244,7,48.571429,0.563953,0.313437,1.190246,7,1,0,2.2083557564101686e-10,0.0,0.002185037382866838,87188.17149130709,5,2,92962494227722.98,242183.0,147590.0,-87188.16529829444,SHORT,0.0012386025335668054,43594.08574565355,0.647177,0.0,7.103042261244677e-08,1.0,1000450000.0,0.000242,0.000148,1.2380454131308966e-08,0.4357447723089965,5.349174047619048,0.6183496510391335,0.5349174047619047,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned
