ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_z_shadow,bearish_score_z_shadow,bullish_zscore_tier,bearish_zscore_tier,bearish_score_raw,checks_passed,checks_failed
ZETA,5.17769659698041,92.19419462441687,4,6,135.89458531089613,10,50.5,1.006918,1.010673,1.004415,10,1,0,0.5999706767818705,0.0,4.577725801696838,52.705030076422176,4,6,348258.0,701175.0,1.8311004067102903,23.679667859497368,0,0,-87.01649802743646,SHORT,1.2944241492451025,15.365699104069478,0.115876,0.428326,0.05616076606638245,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,8-30,0.0,0,0.0,3964323429.0,8.8e-05,0.000177,0.0,0.0,0.386678,0.322932,0.0,0.0,3.265183006452177e-06,3.8759953316789475e-05,0.42126186711379504,4.855298549206349,2.6374,0.0,0.3473,0.4667,0.15,0.6,0.0113,2.9,0.0,0.343,0.7778,0.0,0.6,0.2345,0.6799730004193422,0.7336746988690627,3,3,0.4855298549206349,"confirmation_volume, not_extended, retest_and_confirm, room_to_target","momentum_aligned, trend_aligned"
HUN,8.727467003069911e-10,1.7284220644473512e-09,3,6,4.329590829201693e-09,9,39.666667,0.595196,1.075309,0.35514,9,1,0,5.128277582468776e-10,0.0,5.128277582468776e-10,4.759890902611479e-10,3,6,181153.0,280875.0,1.54867439693594e-10,6.79468376703785e-10,0,0,-8.556753641403601e-10,SHORT,2.9091556676899704e-10,2.8807034407455856e-10,0.412398,0.724611,0.5049384165238857,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,2323024809.0,7.8e-05,0.000121,0.0,0.0,0.177448,0.393115,0.0,0.0,1.2523136457342804e-15,1.2400657236138823e-15,0.408080571375648,4.723928492063491,2.4053,0.0,0.3912,0.3111,0.15,0.6,0.2231,2.9,0.0,0.0,0.7778,0.0,0.6,0.4462,0.6624135130004466,0.6505910330226471,3,3,0.47239284920634916,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned
LVS,17905.254464199916,12025.263071905469,3,9,30290.377844046827,12,69.083333,6.926168,18.928593,2.92536,12,0,4,0.0,12025.263071723226,17556.802787002853,7353.708347382727,3,9,454522.0,431685.5,13149.861077174772,2450.787891258307,0,0,5879.991392294447,LONG,5968.4181547333055,1336.14034132283,0.019461,0.388478,1.488969875929935,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,38728934074.0,1.2e-05,1.1e-05,0.0,0.0,0.721313,0.203957,0.0,0.0,0.0015410747280907222,0.0003449979642532493,0.30499264072366605,4.700490490685736,0.4388,0.0,1.7,0.3111,0.0,0.6,0.0,0.4007,0.0,1.6492,1.2444,0.6,0.6,0.2061,0.7247234829359889,0.7693416344181611,3,3,0.4700490490685736,none,none
ARKK,16077.010923556176,225.4832517054088,2,4,16302.494175261585,6,52.0,0.777475,0.500381,0.916022,6,0,1,0.0,20.23176814659799,11651.667970894558,110.28260808377338,2,4,237470.0,511003.0,6034.832110900683,84.63176246423664,0,0,15851.527671850767,LONG,8038.505461778088,56.3708129263522,0.275259,0.510906,71.30024426186917,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,5723514000.0,4.1e-05,8.9e-05,1e-06,0.0,0.37537,0.375335,0.0,0.0,0.014044703064897,9.848986641135534e-05,0.233524769947774,4.452938898641422,1.4162,0.038,0.0003,0.1556,0.0,0.6,0.1252,2.6599,0.0,0.2829,0.4667,0.15,0.6,0.2935,0.5690753042864212,0.7188957723138909,3,3,0.4452938898641422,confirmation_volume,"continuation_pattern, momentum_aligned, not_extended, room_to_target, trend_aligned"
IGV,16539.290844689596,319239.8926429206,2,4,349281.9226365439,6,62.0,0.486614,0.264429,0.597707,6,1,1,8748.100888793591,13480.863736276804,8748.100888793591,292256.2897577101,2,4,156920.0,3551584.0,6625.250188466462,55789.37041118187,1,0,-302700.601798231,SHORT,8269.645422344798,79809.97316073015,0.471072,0.084525,0.05180834609285278,1.0,0.5,0.0,0.1923076923076923,-0.3076923076923077,31-90,0.25,0,0.0,12295525858.0,1.3e-05,0.000289,1e-06,5e-06,0.400576,0.187359,0.0,0.0,0.006725735456824085,0.0649097680590882,0.16544365744715023,4.428899720437196,0.4765,0.0073,0.0,0.1556,0.15,0.6,0.2651,2.9,0.2458,0.0664,0.4667,0.15,0.6,0.0,0.62498141263968,0.730928861270196,3,3,0.44288997204371955,"confirmation_volume, not_extended, retest_and_confirm, room_to_target","momentum_aligned, trend_aligned"
VST,143.31365218065184,195.19144759294295,8,6,477.4508299706455,14,50.5,23.296563,39.015133,4.958231,14,4,2,9.639331201694775,0.03568294774032048,132.8267886422142,194.98267740904296,8,6,666295.0,1254437.0,5.177830843295983,137.08906217788035,0,0,-51.87779541229111,SHORT,17.91420652258148,32.53190793215716,0.073174,0.00107,0.7342209607437394,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.3333,0,0.0,55078542686.0,1.2e-05,2.3e-05,0.0,0.0,0.027934,0.702267,0.0,0.0,3.252483753012397e-06,5.906457641339556e-06,0.44277041850144383,4.214264556054983,0.4388,0.0,1.7,1.0889,0.6,0.6,0.0,0.8365,0.0,1.7,0.7778,0.3,0.6,0.0,0.4422809759061912,0.46332004867557847,3,3,0.42142645560549835,"ema_rally, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned"
CRWV,23426.230195745662,215323.291164551,1,5,238749.52136029664,6,76.5,1.751484,0.152443,2.071292,6,0,1,0.0,15079.225336767915,23426.230195745662,114855.68783818597,1,5,207220.0,2120049.0,7495.737389958023,46878.17589131198,1,1,-191897.06096880534,SHORT,23426.230195745662,43064.658232910195,0.0,0.46659,0.10879561643818288,1.0,1.0,0.2,0.6923076923076923,-0.1076923076923077,31-90,0.2,0,0.0,48963431265.0,4e-06,4.3e-05,0.0,1e-06,0.319972,0.217711,0.0,0.0,0.004784433931714909,0.008795269677861331,0.07242454626463221,4.194553116386881,0.1242,0.0,0.0,0.0,0.0,0.6,0.0,1.476,0.016,1.0685,0.6222,0.15,0.6,0.2619,0.39577436836070357,0.523494225094564,2,2,0.4194553116386881,"bounce_and_fail, room_to_target","confirmation_volume, momentum_aligned, not_extended, trend_aligned"
AI,38.55394979723338,2.3010234537041266e-15,1,2,38.553949797233386,3,34.666667,26.384663,2.625199,38.264394,3,0,0,0.0,0.0,38.55394979723338,2.2873878948078097e-15,1,2,90758.0,68209.0,8.756437805893931,2.8889877596398043e-16,0,0,38.55394979723338,LONG,38.55394979723338,1.1505117268520633e-15,0.0,0.005926,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,8-30,0.0,0,0.0,1310150965.0,6.9e-05,5.2e-05,0.0,0.0,0.227122,0.125552,0.0,0.0,0.00029427104835383133,8.78152027962719e-21,0.42302402060631944,4.190639685588232,2.1851,0.0,1.4451,0.0,0.0,0.6,0.0,1.7351,0.0,1.7,0.1556,0.0,0.6,0.0,0.741185430304162,0.6888896651820066,3,3,0.4190639685588233,none,none
VFC,0.0,171.0582091422357,0,2,171.0582091422357,2,30.0,7.207143,,7.207143,2,0,1,0.0,148.03538366446898,0.0,148.03538366446898,0,2,0.0,371805.0,0.0,125.80814267794317,0,0,-171.0582091422357,SHORT,0.0,85.52910457111786,0.0,0.134591,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,8-30,0.5,0,0.0,8216530203.0,0.0,4.5e-05,0.0,0.0,0.0,0.73547,0.0,0.0,0.0,0.00010409394532486433,0.06,4.165221243124736,0.0,0.0,0.0,0.0,0.0,0.6,0.0,1.535,0.0,1.7,0.1556,0.15,0.6,0.0247,0.34275825604327853,0.7918724792013837,3,3,0.4165221243124736,"confirmation_volume, room_to_target, shooting_star_at_resistance","momentum_aligned, not_extended, trend_aligned"
KWEB,93265.79893215258,38462.20534794555,6,4,145373.14895150677,10,61.1,796.197759,1326.879084,0.175773,10,3,0,71978.22715482253,0.0,41889.96528211281,24817.060676536905,6,4,842009.0,402291.5,29467.739964453536,16956.810998945177,2,0,54803.59358420703,LONG,15544.29982202543,9615.551336986387,0.550854,0.354768,2.424868727324143,1.0,0.3333333333333333,0.0,0.025641025641025605,-0.3076923076923077,31-90,0.5,0,0.0,4223436000.0,0.000199,9.5e-05,7e-06,4e-06,0.315954,0.450941,0.0,0.0,0.036804866516328014,0.02276712926864853,0.6882072291890249,4.11556543177046,2.9,0.1323,1.7,0.7778,0.45,0.6,0.322,2.7925,0.0744,0.0,0.4667,0.0,0.6,0.182,0.5719255503989473,0.44807595591012594,2,2,0.41155654317704604,none,none
IVZ,290925.2622589816,2.5407521662253786e-08,5,4,290925.2622590324,9,98.777778,225.40083,211.828862,242.365789,9,0,2,0.0,1.1138464921850177e-08,149109.3266173944,1.1594805038422569e-08,5,4,4317320.0,268423.5,138425.61912411088,1.438999743652344e-08,0,0,290925.2622589562,LONG,58185.05245179632,6.3518804155634466e-09,0.487465,0.543647,99.0,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,2,0.2222,11007546407.0,0.000392,2.4e-05,1.3e-05,0.0,0.475812,0.566368,0.0,0.0,0.052859238835272916,5.770477980019337e-15,0.6039322828592296,3.99727193726263,2.9,0.1975,1.7,0.6222,0.0,0.3429,0.2768,0.8709,0.0,1.7,0.4667,0.3,0.3429,0.3169,0.8737216235527762,0.7289273105204525,3,3,0.39972719372626303,none,none
CVNA,25192.16963298999,58116.61664097546,2,11,141425.4029149409,13,63.230769,2.935021,11.150685,1.441264,13,0,1,0.0,473.2631499776257,17709.849273057913,18817.34599327313,2,11,293400.0,843087.5,4394.968980517645,8049.041707378625,0,3,-32924.447007985465,SHORT,12596.084816494995,5283.328785543224,0.29701,0.676214,0.43347619130374676,1.0,0.0,0.2727272727272727,-0.3076923076923077,-0.034965034965035,31-90,0.0909,0,0.0,55314558423.0,5e-06,1.5e-05,0.0,0.0,0.174458,0.138498,0.0,0.0,0.002277173528200398,0.0009551425404394796,0.27611423763861953,3.7526588192998203,0.1649,0.0,1.7,0.1556,0.0,0.6,0.1407,0.551,0.0,0.6401,1.4,0.15,0.6,0.4116,0.544218449353982,0.6618756005971423,3,3,0.375265881929982,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned"
SIRI,0.0,1.6260740633491172e-09,0,1,1.6260740633491172e-09,1,73.0,54.806452,,54.806452,1,0,0,0.0,0.0,0.0,1.6260740633491172e-09,0,1,0.0,269823.0,0.0,8.100301822718453e-10,0,0,-1.6260740633491172e-09,SHORT,0.0,1.6260740633491172e-09,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,8530012906.0,0.0,3.2e-05,0.0,0.0,0.0,0.498151,0.0,0.0,0.0,1.9062973072471424e-15,0.06,3.436240714508556,0.0,0.0,0.0,0.0,0.0,0.6,0.0,1.1362,0.0,1.7,0.0,0.0,0.6,0.0,0.34275825604327853,0.6661382580424814,3,3,0.3436240714508556,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned"
UEC,0.0,64.68764269846298,0,1,64.68764269846298,1,30.0,3.251924,,3.251924,1,0,0,0.0,0.0,0.0,64.68764269846298,0,1,0.0,218352.0,0.0,3.0467352949892463,0,0,-64.68764269846298,SHORT,0.0,64.68764269846298,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,8-30,0.0,0,0.0,7338605122.0,0.0,3e-05,0.0,0.0,0.0,0.047099,0.0,0.0,0.0,8.814705468282993e-05,0.06,3.37143410833306,0.0,0.0,0.0,0.0,0.0,0.6,0.0,1.0714,0.0,1.7,0.0,0.0,0.6,0.0,0.34275825604327853,0.7572618937049295,3,3,0.337143410833306,"confirmation_volume, ema_rally, not_extended, room_to_target","momentum_aligned, trend_aligned"
ALB,3379.5661025193,187.7712922565175,2,4,3751.493330005695,6,56.666667,2.740778,2.17699,3.022672,6,1,1,831.3410759780477,0.8442082428687746,2548.225026541252,183.31172698700894,2,4,486498.0,267130.0,757.8696640603384,45.63403401703133,0,0,3191.7948102627824,LONG,1689.78305125965,46.94282306412938,0.24599,0.02375,17.998310934040003,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.5,0,0.0,23304287755.0,2.1e-05,1.1e-05,0.0,0.0,0.224251,0.241316,0.0,0.0,0.0007250953425500431,2.0143427491817536e-05,0.2917086477083793,3.317412198622244,0.7669,0.0,1.1404,0.1556,0.15,0.6,0.1043,0.4007,0.0,1.7,0.4667,0.15,0.6,0.0,0.7342034298608126,0.6895391665095735,3,3,0.3317412198622244,none,none
SAP,1.5821589035118116e-16,3.2449130561434e-06,2,7,3.244913056459832e-06,9,53.222222,6.935699,2.095715,8.318552,9,0,0,0.0,0.0,1.5821571772876694e-16,3.160992366564798e-06,2,7,78300.0,741997.0,1.1929208079239129e-16,1.1526291304577448e-06,0,0,-3.244913055985184e-06,SHORT,7.910794517559058e-17,4.635590080204857e-07,1e-06,0.025862,4.8758129297683485e-11,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,222629536923.0,0.0,3e-06,0.0,0.0,0.753983,0.355211,0.0,0.0,3.5533445502764235e-24,2.082199039837266e-14,0.1840641755555556,3.3165663972016715,0.0,0.0,1.0851,0.1556,0.0,0.6,0.0,0.0832,0.0,1.7,0.9333,0.0,0.6,0.0,0.46019154209670105,0.6055505387614905,3,3,0.3316566397201671,"confirmation_volume, not_extended, retest_and_confirm, room_to_target, trend_aligned",momentum_aligned
UNP,22324.858095615054,27061.63269745678,4,5,65560.57273584494,9,60.777778,24.619524,3.700412,41.354814,9,1,2,12430.81410048994,27061.632696931487,12430.81410048994,27061.632696931338,4,5,328100.0,415115.0,10974.208041484537,14023.520797392155,1,0,-4736.774601841724,SHORT,5581.214523903764,5412.326539491356,0.443185,0.0,0.8249634582363214,1.0,0.25,0.0,-0.05769230769230771,-0.3076923076923077,91+,0.4,0,0.0,149024331264.0,2e-06,3e-06,0.0,0.0,0.464027,0.518207,0.0,0.0,0.0003745169984367529,0.00036318408501382883,0.3203619347333661,3.30545528609056,0.0418,0.0,1.7,0.4667,0.15,0.6,0.2451,0.0832,0.0,1.7,0.6222,0.3,0.6,0.0,0.6837200516769709,0.7014913556509587,3,3,0.330545528609056,none,none
ETHA,15376.900563234969,11758.273593530714,2,2,38691.08940246462,4,52.0,15.248544,16.403537,14.09355,4,0,0,0.0,0.0,10388.561757778027,6567.5764402419945,2,2,175338.0,115302.0,4202.990507965162,5031.433307243953,0,0,3618.6269697042553,LONG,7688.4502816174845,5879.136796765357,0.324405,0.441451,1.3077515539096818,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,7255426926.0,2.4e-05,1.6e-05,1e-06,1e-06,0.272787,0.344663,0.0,0.0,0.010596826844283602,0.00810308870412205,0.35102766219653125,3.300304984486096,0.8709,0.0236,1.7,0.1556,0.0,0.6,0.1603,0.5878,0.0131,1.7,0.1556,0.0,0.6,0.2439,0.5617760984832362,0.6827852486864904,3,3,0.3300304984486096,none,none
IBIT,100193.57683481791,91386.19962728689,5,7,259796.5978364797,12,62.5,1.567959,1.188284,1.839156,12,0,0,0.0,0.0,32679.029157790064,40765.98815664737,5,7,996678.0,812857.0,41777.762432396696,22539.797914412655,2,1,8807.377207531026,LONG,20038.71536696358,13055.171375326698,0.673841,0.553915,1.0963753525526982,1.0,0.4,0.14285714285714285,0.09230769230769231,-0.16483516483516486,31-90,0.0,0,0.0,59919175993.0,1.7e-05,1.4e-05,1e-06,0.0,0.407132,0.28668,0.0,0.0,0.003344290877649016,0.00217879688079353,0.2724346803730895,3.2821299938129345,0.6242,0.0,0.468,0.6222,0.0,0.6,0.4099,0.5139,0.0,0.9106,0.9333,0.0,0.6,0.3242,0.31311981248505705,0.3604240997066839,2,2,0.32821299938129345,none,none
