ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_concentration,bearish_concentration,flow_imbalance_ratio,dte_score,bullish_score,bearish_score,bullish_score_raw
GLNG,230409.68494168433,0.0,5,0,230409.68494168433,5,83.6,16.44,16.44,,5,1,0,81995.28704189834,0.0,81995.28704189834,0.0,5,0,230409.68494168433,LONG,46081.93698833686,0.0,0.36,0.0,inf,1.0,10.0,0.05,0.8893914281191192
SPY,340307.13308142783,381884.264857359,2,3,722191.3979387868,5,51.8,0.84,0.77,0.88,5,1,2,135616.1648348787,229119.6697486174,204690.96824654914,152764.5951087416,2,3,-41577.131775931164,SHORT,170153.56654071392,127294.754952453,0.6,0.4,0.8911263552808047,1.0,6.375803198747622,0.7554526922980945,0.6458281287804741
NEM,294632.5813600597,0.0,2,0,294632.5813600597,2,90.0,0.47,0.47,,2,0,0,0.0,0.0,147422.87301670518,0.0,2,0,294632.5813600597,LONG,147316.29068002984,0.0,0.5,0.0,inf,1.0,5.426518568859343,0.05,0.5820316770019293
NFLX,227638.9723243908,0.0,1,0,227638.9723243908,1,90.0,0.26,0.26,,1,0,0,0.0,0.0,227638.9723243908,0.0,1,0,227638.9723243908,LONG,227638.9723243908,0.0,1.0,0.0,inf,1.0,5.3024393327708585,0.05,0.5736929609281535
SLV,256847.03961517784,0.0,2,0,256847.03961517784,2,90.0,0.07,0.07,,2,0,0,0.0,0.0,130766.1066376427,0.0,2,0,256847.03961517784,LONG,128423.51980758892,0.0,0.51,0.0,inf,1.0,5.288617452726188,0.05,0.5727640647088368
AMAT,184464.8229105065,0.0,1,0,184464.8229105065,1,90.0,0.54,0.54,,1,0,0,0.0,0.0,184464.8229105065,0.0,1,0,184464.8229105065,LONG,184464.8229105065,0.0,1.0,0.0,inf,1.0,5.2413720502328385,0.05,0.569588948471803
TQQQ,183414.09265819393,0.0,1,0,183414.09265819393,1,90.0,0.28,0.28,,1,0,0,0.0,0.0,183414.09265819393,0.0,1,0,183414.09265819393,LONG,183414.09265819393,0.0,1.0,0.0,inf,1.0,5.191271163149212,0.05,0.5662219300599816
SOXS,25217.09216780757,0.0,1,0,25217.09216780757,1,56.0,1.33,1.33,,1,1,0,25217.09216780757,0.0,25217.09216780757,0.0,1,0,25217.09216780757,LONG,25217.09216780757,0.0,1.0,0.0,inf,1.0,5.0709479534829605,0.05,0.5581356368644242
TSM,89964.18569474011,0.0,1,0,89964.18569474011,1,90.0,0.13,0.13,,1,0,0,0.0,0.0,89964.18569474011,0.0,1,0,89964.18569474011,LONG,89964.18569474011,0.0,1.0,0.0,inf,1.0,4.785589595976927,0.05,0.538958195114018
ORCL,65618.91633872507,110183.22326265037,1,1,175802.13960137544,2,49.0,0.32,0.59,0.05,2,0,0,0.0,0.0,65618.91633872507,110183.22326265037,1,1,-44564.306923925295,SHORT,65618.91633872507,110183.22326265037,1.0,1.0,0.5955436262951331,1.0,4.701180686077647,0.5532374012251721,0.5332855140439551
BMNR,41907.025797170274,0.0,1,0,41907.025797170274,1,90.0,0.42,0.42,,1,0,0,0.0,0.0,41907.025797170274,0.0,1,0,41907.025797170274,LONG,41907.025797170274,0.0,1.0,0.0,inf,1.0,4.432128424240669,0.05,0.5152039196435366
USAR,260.57889149631313,0.0,3,0,260.57889149631313,3,31.33,1.26,1.26,,3,2,0,1.1082138587588874,0.0,259.4706776375542,0.0,3,0,260.57889149631313,LONG,86.85963049877104,0.0,1.0,0.0,inf,1.0,4.069937433671747,0.05,0.49086295873787755
CRM,2765.5005608302495,580.0542259595258,1,3,3345.5547867897753,4,44.0,6.82,0.93,8.79,4,0,0,0.0,0.0,2765.5005608302495,246.22877598283057,1,3,2185.4463348707236,LONG,2765.5005608302495,193.35140865317524,1.0,0.42,4.767658672351811,1.0,3.080172211550237,0.4525234181017887,0.4243460182154265
NOW,330.69342225268525,0.0,1,0,330.69342225268525,1,58.0,0.42,0.42,,1,0,0,0.0,0.0,330.69342225268525,0.0,1,0,330.69342225268525,LONG,330.69342225268525,0.0,1.0,0.0,inf,1.0,1.860694146107678,0.05,0.3423912797233944
HOOD,7.32060750351647,53282.55068994837,1,3,53289.87129745189,4,54.25,0.43,0.96,0.26,4,0,0,0.0,0.0,7.32060750351647,52251.465179205166,1,3,-53275.230082444854,SHORT,7.32060750351647,17760.850229982792,1.0,0.98,0.0001373922120604764,1.0,0.0,0.6144017968403709,0.217343764331989
