ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,total_call_premium,total_put_premium,bullish_unusual_premium_share,bearish_unusual_premium_share,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,bullish_unusual_premium_share_tier,bearish_unusual_premium_share_tier,lottery_bullish_premium,lottery_bearish_premium,swing_bullish_premium,swing_bearish_premium,leap_bullish_premium,leap_bearish_premium,bearish_score_raw,checks_passed,checks_failed
MTSI,467392.7053467379,359613.26330296113,1,1,1186619.2319526603,2,109.0,129.0,52.875,205.125,2,0,1,0.0,359613.26330296113,467392.7053467379,359613.26330296113,1,1,756848.0,574750.0,195883.74070573272,160228.01251021784,0,0,107779.44204377674,LONG,467392.7053467379,359613.26330296113,0.0,0.0,1.299709307309326,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,21316901635.0,3.6e-05,2.7e-05,8057346.0,60488.0,0.09393266715864008,9.50188467133977,9e-06,8e-06,0.419099,0.445556,0.0,0.0,0.21925921193881695,0.1686986549267159,0.5678209934721756,5.559054586747157,2.815,0.8204,1.7,0.0,0.0,0.3429,0.0,2.7256,0.6406,1.7,0.0,0.15,0.3429,0.0,0.4126174491263618,0.3805761871705582,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,756848.0,1149500.0,0.0,0.0,0.5559054586747157,none,none
CVNA,0.0,11654211.949660432,0,2,11654211.949660432,2,74.0,51.693106,,51.693106,2,0,2,0.0,11654211.949660432,0.0,9238347.079835225,0,2,0.0,13728795.0,0.0,6073897.485486009,0,2,-11654211.949660432,SHORT,0.0,5827105.974830216,0.0,0.207295,0.0,1.0,0.0,1.0,-0.3076923076923077,0.6923076923076923,31-90,1.0,0,0.0,54810387220.0,0.0,0.00025,,,,,0.0,0.000111,0.0,0.521176,0.0,0.0,0.0,1.0631389906882354,0.12137403949907877,5.508143974157662,0.6137,0.0,0.0,0.0,0.0,0.6,0.0,0.9759,1.7,1.7,0.1556,0.3,0.6,0.0766,0.06,0.7432194841269841,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,13728795.0,0.0,0.0,0.5508143974157662,"momentum_aligned, not_extended, room_to_target, volume_capitulation_reversal","confirmation_volume, trend_aligned"
FN,1.0365103877864379e-10,1.333474444082546e-23,1,2,1.0365103877865713e-10,3,73.666667,35.971591,4.6875,51.613636,3,0,0,0.0,0.0,1.0365103877864379e-10,9.438787138045356e-24,1,2,570000.0,5642400.0,2.5606398375976195e-11,6.284314703366145e-24,0,0,1.0365103877863045e-10,LONG,1.0365103877864379e-10,6.66737222041273e-24,0.0,0.292166,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,0.3333,25312226444.0,2.3e-05,0.000223,5470385.0,3713456.0,0.10419741937724676,1.5194471134167202,0.0,0.0,0.247044,0.471274,0.0,0.0,4.09490010718568e-17,2.6340520598468184e-30,0.310235034954558,5.3687760367075015,0.8024,0.0,1.7,0.0,0.0,0.6,0.0,2.776,0.0,1.7,0.1556,0.0,0.6,0.1373,0.3136486778277206,0.5492816984126985,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,570000.0,5642400.0,0.0,0.0,0.5368776036707501,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned"
NVT,0.0,9.064798118812465,0,2,18.12959623762493,2,87.5,20.97619,,20.97619,2,0,0,0.0,0.0,0.0,9.064798118812464,0,2,0.0,1195000.0,0.0,4.547224373706076,0,0,-9.064798118812465,SHORT,0.0,4.532399059406233,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,1,0.5,25700614232.0,0.0,4.6e-05,,,,,0.0,0.0,0.0,0.501635,0.0,0.0,0.0,1.7635372518696124e-06,0.14048072006285633,5.2705500863766215,0.8048,0.0,0.0,0.0,0.0,0.6,0.0,2.815,0.0,1.7,0.1556,0.0,0.6,0.0,0.06,0.401968704207099,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,2390000.0,0.0,0.0,0.5270550086376622,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned"
CDNS,0.014470677996883688,1.2299155449317515e-05,1,1,0.028953655149216693,2,53.0,16.125818,21.551724,10.699911,2,0,0,0.0,0.0,0.014470677996883688,1.2299155449317515e-05,1,1,314794.0,15780000.0,0.000386426977682383,2.571980099277151e-06,0,0,0.014458378841434371,LONG,0.014470677996883688,1.2299155449317515e-05,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,0.5,94036707040.0,3e-06,0.000168,5306922.0,26368688.0,0.05931762328521128,0.598437055343823,0.0,0.0,0.026704,0.209118,0.0,0.0,1.538832914547758e-09,1.3079100530483137e-12,0.3136790409501288,5.1149945308210665,0.8368,0.0,1.7,0.0,0.0,0.6,0.0,2.815,0.0,1.7,0.0,0.0,0.6,0.0,0.23832330638683377,0.52,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,629588.0,15780000.0,0.0,0.0,0.5114994530821066,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned"
BTDR,0.0,2.4988874294242993e-18,0,1,2.4988874294242993e-18,1,31.0,1538.615385,,1538.615385,1,0,0,0.0,0.0,0.0,2.4988874294242993e-18,0,1,0.0,3433092.0,0.0,1.4191900326774487e-18,0,0,-2.4988874294242993e-18,SHORT,0.0,2.4988874294242993e-18,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,2788936675.0,0.0,0.001231,,,,,0.0,0.0,0.0,0.567929,0.0,0.0,0.0,8.960000604618602e-24,0.13769459302954137,5.1149945308210665,0.7769,0.0,0.0,0.0,0.0,0.6,0.0,2.815,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.52,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,3433092.0,0.0,0.0,0.5114994530821066,"not_extended, room_to_target, trend_continuation","confirmation_volume, momentum_aligned, trend_aligned"
INDV,0.0,14.625955880599268,0,1,29.251911761198535,1,113.0,294.294118,,294.294118,1,0,0,0.0,0.0,0.0,14.625955880599268,0,1,0.0,817000.0,0.0,6.130884440248033,0,0,-14.625955880599268,SHORT,0.0,14.625955880599268,0.0,0.0,0.0,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,4709957014.0,0.0,0.000173,544441.0,148305.0,0.0,5.508917433667105,0.0,0.0,0.0,0.419178,0.0,0.0,0.0,3.10532682933723e-05,0.12742836833942367,4.8578516736782085,0.9314,0.0,0.0,0.0,0.0,0.3429,0.0,2.815,0.0,1.7,0.0,0.0,0.3429,0.0,0.03428571428571428,0.4942857142857142,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,1634000.0,0.0,0.0,0.48578516736782085,"confirmation_volume, room_to_target, trend_continuation","momentum_aligned, not_extended, trend_aligned"
VEEV,0.0,422118.24385010725,0,1,422118.24385010725,1,45.0,5.827869,,5.827869,1,0,0,0.0,0.0,0.0,422118.24385010725,0,1,0.0,539000.0,0.0,112171.12456897211,0,1,-422118.24385010725,SHORT,0.0,422118.24385010725,0.0,0.0,0.0,1.0,0.0,1.0,-0.3076923076923077,0.6923076923076923,31-90,0.0,0,0.0,28027588103.0,0.0,1.9e-05,,,,,0.0,4e-06,0.0,0.265734,0.0,0.0,0.0,0.15060812307460905,0.12179291081385532,4.397924123461608,0.6179,0.0,0.0,0.0,0.0,0.6,0.0,1.5236,0.5744,1.7,0.0,0.0,0.6,0.0,0.06,0.3570503967213455,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,539000.0,0.0,0.0,0.4397924123461608,"confirmation_volume, ema_rally, not_extended, room_to_target, trend_aligned",momentum_aligned
W,0.0,18.323282192709794,0,1,18.323282192709794,1,49.0,32.541667,,32.541667,1,0,0,0.0,0.0,0.0,18.323282192709794,0,1,0.0,1071000.0,0.0,10.461446620451209,0,0,-18.323282192709794,SHORT,0.0,18.323282192709794,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,7271712078.0,0.0,0.000147,,,,,0.0,0.0,0.0,0.570937,0.0,0.0,0.0,2.5198030389769502e-05,0.12314834014203539,4.168336974231232,0.6315,0.0,0.0,0.0,0.0,0.6,0.0,1.8683,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.52,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,1071000.0,0.0,855000.0,0.4168336974231232,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target"
SO,0.0,0.020673508496315295,0,1,0.04134701699263059,1,115.0,9.353488,,9.353488,1,0,0,0.0,0.0,0.0,0.020673508496315295,0,1,0.0,412000.0,0.0,0.01096472140553555,0,0,-0.020673508496315295,SHORT,0.0,0.020673508496315295,0.0,0.0,0.0,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,1,1.0,106487849367.0,0.0,4e-06,,,,,0.0,0.0,0.0,0.530375,0.0,0.0,0.0,1.9413960014410714e-09,0.17928571428571427,3.492857142857143,1.45,0.0,0.0,0.0,0.0,0.3429,0.0,1.45,0.0,1.7,0.0,0.0,0.3429,0.0,0.03428571428571428,0.2167102605503465,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,824000.0,599672.0,0.0,0.3492857142857143,"ema_rally, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned"
IWM,6.399470295330923e-08,44.1407493559584,2,4,44.1407494839478,6,43.666667,5.339384,5.605932,5.272747,6,0,0,0.0,0.0,3.7476310710067326e-08,17.360805635892667,2,4,1175379.0,3532587.0,3.5732511837755924e-08,14.422685241682183,0,0,-44.140749291963694,SHORT,3.199735147665462e-08,11.0351873389896,0.414384,0.606694,1.4497874160958443e-09,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,77890713330.0,1.5e-05,4.5e-05,,,,,0.0,0.0,0.558367,0.326743,0.0,0.0,4.107980285286548e-15,1.4167526354825847e-06,0.29990702428851385,3.4168690458678475,0.319,0.0,1.7,0.1556,0.0,0.6,0.2246,0.2883,0.0,1.7,0.4667,0.0,0.6,0.3619,0.3231133426283946,0.4663548782807276,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,666249.0,1949890.0,2350758.0,3532587.0,0.0,0.0,0.34168690458678475,"bounce_and_fail, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned"
