ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,lottery_bullish_premium,lottery_bearish_premium,swing_bullish_premium,swing_bearish_premium,leap_bullish_premium,leap_bearish_premium,bearish_score_raw,checks_passed,checks_failed
HTZ,0.0,2303813.7819302073,0,2,2303813.7819302073,2,58.0,7.349799,,7.349799,2,0,0,0.0,0.0,0.0,1362757.4347128898,0,2,0.0,3020000.0,0.0,35840.52596391737,0,2,-2303813.7819302073,SHORT,0.0,1151906.8909651036,0.0,0.408478,0.0,1.0,0.0,1.0,-0.3076923076923077,0.6923076923076923,31-90,0.0,2,1.0,2439536895.0,0.0,0.001238,0.0,1.5e-05,0.0,0.015557,0.0,0.0,0.0,4.721826070046395,0.1359944790829769,7.19089151494805,0.7599,0.0,0.0,0.0,0.0,0.6,0.0,2.815,1.7,1.7,0.1556,0.0,0.6,0.2203,0.06,0.7275896984126984,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,3020000.0,0.0,0.0,0.719089151494805,"confirmation_volume, engulfing_at_resistance, momentum_aligned, not_extended, room_to_target",trend_aligned
ARKG,0.0,0.0026533295150733952,0,1,0.0053066590301467905,1,31.0,45.70235,,45.70235,1,0,0,0.0,0.0,0.0,0.0026533295150733952,0,1,0.0,1610000.0,0.0,0.0016788396947618777,0,0,-0.0026533295150733952,SHORT,0.0,0.0026533295150733952,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,1374919000.0,0.0,0.001171,0.0,0.0,0.0,0.632729,0.0,0.0,0.0,1.9298078760082557e-08,0.1291267601197818,5.1149945308210665,0.6913,0.0,0.0,0.0,0.0,0.6,0.0,2.815,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.52,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,3220000.0,0.0,0.0,0.5114994530821066,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned
MOH,0.0,2.630182972868435e-25,0,1,2.630182972868435e-25,1,49.0,93.75,,93.75,1,0,0,0.0,0.0,0.0,2.630182972868435e-25,0,1,0.0,712500.0,0.0,8.964149837235187e-26,0,0,-2.630182972868435e-25,SHORT,0.0,2.630182972868435e-25,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,7731180000.0,0.0,9.2e-05,0.0,0.0,0.0,0.340818,0.0,0.0,0.0,3.402045965646169e-31,0.09794289271438265,5.068100712615317,0.3794,0.0,0.0,0.0,0.0,0.6,0.0,2.7681,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.5026720828470521,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,712500.0,0.0,0.0,0.5068100712615318,"confirmation_volume, momentum_aligned, not_extended, resistance_ema_confluence, room_to_target",trend_aligned
APLD,0.0,761122.4837839897,0,2,761122.4837839897,2,58.0,3.667143,,3.667143,2,0,0,0.0,0.0,0.0,438090.2310714442,0,2,0.0,1222290.0,0.0,231325.97154348204,0,0,-761122.4837839897,SHORT,0.0,380561.24189199484,0.0,0.424416,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,9198921460.0,0.0,0.000133,0.0,2.5e-05,0.0,0.303927,0.0,0.0,0.0,0.4137020231630446,0.09014274375016745,4.52784357950481,0.3014,0.0,0.0,0.0,0.0,0.6,0.0,0.3921,1.4485,1.7,0.1556,0.0,0.6,0.2317,0.06,0.7035755062676471,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,1222290.0,0.0,0.0,0.45278435795048105,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned
HPQ,0.0,0.00011707166942101995,0,1,0.00011707166942101995,1,32.0,10.056381,,10.056381,1,0,0,0.0,0.0,0.0,0.00011707166942101995,0,1,0.0,640000.0,0.0,2.9734288355823252e-05,0,0,-0.00011707166942101995,SHORT,0.0,0.00011707166942101995,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,17916038398.0,0.0,3.6e-05,0.0,0.0,0.0,0.253984,0.0,0.0,0.0,6.534461850343482e-11,0.1255339738314828,4.161554123593887,0.6553,0.0,0.0,0.0,0.0,0.6,0.0,1.8616,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.35629590873629274,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,640000.0,0.0,0.0,0.4161554123593887,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned"
EQNR,0.0,399856.4221057438,0,1,399856.4221057438,1,87.0,17.020833,,17.020833,1,0,0,0.0,0.0,0.0,399856.4221057438,0,1,0.0,643200.0,0.0,172903.58197993677,0,0,-399856.4221057438,SHORT,0.0,399856.4221057438,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,90034759790.0,0.0,7e-06,0.0,2e-06,0.0,0.432414,0.0,0.0,0.0,0.044411338802744844,0.11377207866702321,4.112228984764876,0.5377,0.0,0.0,0.0,0.0,0.6,0.0,1.6489,0.1633,1.7,0.0,0.0,0.6,0.0,0.06,0.2708242407497964,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,643200.0,0.0,0.0,0.41122289847648763,"ema_rally, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned"
DPZ,0.0,8.276977477409127e-22,0,1,1.6553954954818254e-21,1,46.0,27.272727,,27.272727,1,0,0,0.0,0.0,0.0,8.276977477409127e-22,0,1,0.0,361500.0,0.0,5.140576472671036e-22,0,0,-8.276977477409127e-22,SHORT,0.0,8.276977477409127e-22,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,12424532286.0,0.0,2.9e-05,0.0,0.0,0.0,0.621069,0.0,0.0,0.0,6.661802059732784e-28,0.11644444597805302,3.824202589736887,0.5644,0.0,0.0,0.0,0.0,0.6,0.0,1.5242,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.33386559512295094,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,723000.0,0.0,0.0,0.3824202589736887,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume
RSP,0.04916948637836125,3.4675836595282736e-13,1,1,0.09833897275706927,2,68.5,41.089768,2.634082,79.545455,2,0,0,0.0,0.0,0.04916948637836125,3.4675836595282736e-13,1,1,2016000.0,795375.0,0.011030480411665343,1.0655053112140713e-13,0,0,0.04916948637801449,LONG,0.04916948637836125,3.4675836595282736e-13,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,2,1.0,88197558867.0,2.3e-05,9e-06,0.0,0.0,0.224336,0.307276,0.0,0.0,5.5749259968190015e-09,3.931609563885225e-20,0.44799875477516843,3.457579469057545,2.4288,0.0,1.4512,0.0,0.0,0.6,0.0,1.1576,0.0,1.7,0.0,0.0,0.6,0.0,0.2887662538277206,0.26235661284441536,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,4032000.0,795375.0,0.0,0.0,0.3457579469057545,none,none
LITE,0.6725416302673699,0.04726567587832111,3,3,0.76707294192046,6,53.833333,8.665,13.5,6.2475,6,1,0,0.0596331380504919,0.0,0.5692802213609343,0.03413873134514749,3,3,5772870.0,3124415.0,0.3929128119556258,0.0384978997945988,0,0,0.6252759543890488,LONG,0.22418054342245664,0.015755225292773702,0.153539,0.277727,14.228964629612713,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.3333,0,0.0,63910854000.0,9e-05,4.9e-05,0.0,0.0,0.584221,0.8145,0.0,0.0,3.5077068978370507e-08,2.465187727388794e-09,0.3139696161078749,3.217297980263627,0.3403,0.0,1.7,0.3111,0.15,0.6,0.0382,0.4792,0.0,1.7,0.3111,0.0,0.6,0.1269,0.548162602968767,0.43885273345617665,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,1215090.0,5772870.0,5074790.0,0.0,0.0,0.3217297980263627,none,none
PDD,11.674283868459215,1.3611438687564766e-20,3,3,11.674283868459215,6,68.166667,2.527186,2.443749,2.610623,6,1,1,1.4364335241787358e-28,2.3271808201240124e-27,11.674283868459215,1.3611436018189475e-20,3,3,4091630.0,1820806.5,1.8223559063136554,2.0520193237117737e-21,0,0,11.674283868459215,LONG,3.8914279561530716,4.537146229188255e-21,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.3333,0,0.0,145061661340.0,2.8e-05,1.3e-05,0.0,0.0,0.1561,0.150757,0.0,0.0,2.682602639599048e-07,3.1277362931573988e-28,0.33165477924189063,3.200191600663631,0.9337,0.0,1.3217,0.3111,0.15,0.6,0.0,0.7039,0.0,1.4352,0.3111,0.15,0.6,0.0,0.33884831397376347,0.29728814090265704,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,519650.0,0.0,4091630.0,3641613.0,524400.0,0.0,0.3200191600663631,none,none
