ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_concentration,bearish_concentration,flow_imbalance_ratio,dte_score,addv,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score,bearish_score_raw,checks_passed,checks_failed
CMG,0.331414966501435,23997.06328311109,1,3,23997.72611304409,4,50.25,143.285276,460.269231,37.623958,4,0,2,0.0,23913.286726101156,0.331414966501435,19748.230390214005,1,3,0.0,-23996.731868144587,SHORT,0.331414966501435,7999.021094370363,1.0,0.822944,1.3810646852553903e-05,1.0,561417946.5549946,0.0,4.3e-05,0.299229139652483,2.6805667888881746,0.37518340399829625,"bounce_and_fail, confirmation_volume, gamma_tailwind, healthy_pullback_volume, not_extended, put_wall_clear, swing_dte_dominant, trend_aligned","bearish_rejection_wick, bearish_strong_close, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown"
BA,41424.088656118874,42503.05318373071,10,7,95234.00422944513,17,68.235294,4.834135,2.803661,7.734813,17,5,1,11304.153319017467,598.3775560411601,23493.780537537823,40715.49556438611,10,7,0.0,-1078.964527611839,SHORT,4142.408865611887,6071.864740532959,0.567153,0.957943,0.9746144230404407,1.0,1440513031.847644,2.9e-05,3e-05,0.48823688592473236,2.6108395450947355,0.3732091928078777,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned"
BRKB,0.0,218479.0096687862,0,5,436958.0193375724,5,71.8,1.091648,,1.091648,5,0,2,0.0,200333.6937975816,0.0,192939.8322819737,0,5,0.0,-218479.0096687862,SHORT,0.0,43695.80193375724,0.0,0.883105,0.0,1.0,,0.0,0.0,0.115,2.3130076060072726,0.3647765757270652,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned"
ISRG,18934.678680105055,41919.879063461136,2,2,102794.06044880342,4,60.25,0.47408,0.517272,0.430888,4,0,1,0.0,41919.099218081195,18915.05503832896,41919.099218081195,2,2,0.0,-22985.20038335608,SHORT,9467.339340052527,20959.939531730568,0.998964,0.999981,0.45168734030554963,1.0,799620224.222676,2.4e-05,5.2e-05,0.31864587547068757,2.302909774839337,0.3644906723956535,"bounce_and_fail, confirmation_volume, healthy_pullback_volume, not_extended, put_wall_clear, swing_dte_dominant, trend_aligned","bearish_rejection_wick, bearish_strong_close, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown"
RVMD,109.85585589695084,10763.497607446603,2,7,10882.260062368801,9,59.333333,8.290608,18.651656,5.330308,9,0,0,0.0,0.0,106.22565758354611,10752.3391704661,2,7,0.0,-10653.641751549652,SHORT,54.92792794847542,1537.6425153495147,0.966955,0.998963,0.010206334400162668,1.0,227620338.6020096,0.0,4.7e-05,0.23985574929036244,2.0490163943299513,0.35730210268164464,"bearish_strong_close, bounce_and_fail, confirmation_volume, healthy_pullback_volume, not_extended, put_wall_clear, swing_dte_dominant","bearish_rejection_wick, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned"
VIAV,0.0,13839.533888850128,0,1,27679.067777700257,1,56.0,5.050505,,5.050505,1,0,0,0.0,0.0,0.0,13839.533888850128,0,1,0.0,-13839.533888850128,SHORT,0.0,13839.533888850128,0.0,1.0,0.0,1.0,200593507.12739468,0.0,6.9e-05,0.115,1.972260677499551,0.35512889194146285,"bearish_strong_close, bounce_and_fail, confirmation_volume, healthy_pullback_volume, not_extended, put_wall_clear, room_to_target, swing_dte_dominant","bearish_rejection_wick, flag_breakdown, pullback_to_resistance, structural_breakdown, trend_aligned"
CAH,0.0,11572.561862332786,0,1,23145.123724665573,1,35.0,41.916667,,41.916667,1,0,1,0.0,11572.561862332786,0.0,11572.561862332786,0,1,0.0,-11572.561862332786,SHORT,0.0,11572.561862332786,0.0,1.0,0.0,1.0,381146444.2290329,0.0,3e-05,0.115,1.9461485282112834,0.3543895697694365,"bearish_strong_close, confirmation_volume, healthy_pullback_volume, not_extended, room_to_target, swing_dte_dominant","bearish_rejection_wick, bounce_and_fail, flag_breakdown, pullback_to_resistance, structural_breakdown, trend_aligned"
PLTR,15420.034752065938,164630.82194056697,4,6,209605.74171859236,10,69.6,0.088285,0.09577,0.083296,10,0,0,0.0,0.0,3865.6179336646505,121246.72843603125,4,6,0.0,-149210.78718850104,SHORT,3855.0086880164845,27438.470323427828,0.250688,0.736476,0.09366432464045336,1.0,7481292179.187055,2e-06,2.2e-05,0.2751782965562323,1.8979829318271948,0.35302584084224203,"bearish_strong_close, bounce_and_fail, gamma_tailwind, healthy_pullback_volume, not_extended, put_wall_clear, room_to_target, swing_dte_dominant","bearish_rejection_wick, confirmation_volume, flag_breakdown, pullback_to_resistance, structural_breakdown, trend_aligned"
MU,165420.40587257248,196803.13551664344,8,4,451169.86401497514,12,61.666667,1.263831,1.111049,1.569395,12,1,2,12122.879451483604,55177.75737655959,45274.288344478555,110912.36098196449,8,4,0.0,-31382.72964407096,SHORT,20677.55073407156,49200.78387916086,0.273692,0.56357,0.8405374509827515,1.0,16277594132.928183,1e-05,1.2e-05,0.3715128244915781,1.8504429386335008,0.3516798248311482,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned"
ZS,2.990425002394885,4971.979211181264,2,6,4976.716684389091,8,68.75,0.77132,0.259155,0.942042,8,2,4,2.990425002394885,342.3913366871665,2.2910493404238745,4629.556044469506,2,6,0.0,-4968.988786178869,SHORT,1.4952125011974424,828.663201863544,0.766128,0.931129,0.0006014556528454203,1.0,533256341.99403536,0.0,9e-06,0.22821027365337182,1.8305210179741163,0.35111576870959976,"bounce_and_fail, confirmation_volume, healthy_pullback_volume, not_extended, put_wall_clear, room_to_target, swing_dte_dominant, trend_aligned","bearish_rejection_wick, bearish_strong_close, flag_breakdown, pullback_to_resistance, structural_breakdown"
