ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,total_call_premium,total_put_premium,bullish_unusual_premium_share,bearish_unusual_premium_share,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,bullish_unusual_premium_share_tier,bearish_unusual_premium_share_tier,lottery_bullish_premium,lottery_bearish_premium,swing_bullish_premium,swing_bearish_premium,leap_bullish_premium,leap_bearish_premium,bullish_score_raw,checks_passed,checks_failed
TAN,0.0007163360775455864,0.0,1,0,0.0007163360775455864,1,56.0,4367.0,4367.0,,1,0,0,0.0,0.0,0.0007163360775455864,0.0,1,0,2008590.0,0.0,0.00026282704979193114,0.0,0,0,0.0007163360775455864,LONG,0.0007163360775455864,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,1624940003.0,0.001236,0.0,,,,,0.0,0.0,0.366905,0.0,0.0,0.0,4.40838477865688e-09,0.0,5.1149945308210665,0.12213433836483728,2.815,0.0,1.7,0.0,0.0,0.6,0.0,0.6213,0.0,0.0,0.0,0.0,0.6,0.0,0.52,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,2008590.0,0.0,0.0,0.0,0.5114994530821066,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
SGI,9279.28013895015,0.0,1,0,9279.28013895015,1,114.0,1250.0,1250.0,,1,0,0,0.0,0.0,9279.28013895015,0.0,1,0,1950000.0,0.0,2871.8586470976093,0.0,0,0,9279.28013895015,LONG,9279.28013895015,0.0,0.0,0.0,99.0,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,1,1.0,15956439737.0,0.000122,0.0,4575422.0,120.0,0.42619019622670873,0.0,0.0,0.0,0.309492,0.0,0.0,0.0,0.005815382561457763,0.0,4.861294300654589,0.12382792014841759,2.815,0.0034,1.7,0.0,0.0,0.3429,0.0,0.8954,0.0,0.0,0.0,0.0,0.3429,0.0,0.4946299769833523,0.03428571428571428,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,1950000.0,0.0,0.0,0.0,0.48612943006545895,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned"
SMMT,1.2545994971354285e-05,0.0003996256073481499,1,1,0.0004121716023195042,2,71.0,13.99496,21.771014,6.218905,2,0,0,0.0,0.0,1.2545994971354285e-05,0.0003996256073481499,1,1,1007500.0,2000000.0,4.785563856998256e-06,6.302784691947127e-05,0,0,-0.00038707961237679557,SHORT,1.2545994971354285e-05,0.0003996256073481499,0.0,0.0,0.031394371983836204,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,0.5,16656450362.0,6e-05,0.00012,2337480.0,2470168.0,0.4310197306501018,0.8096615290943774,0.0,0.0,0.381442,0.157717,0.0,0.0,7.532214066435608e-12,2.399224316483752e-10,4.7702092318500675,0.5114994530821066,2.4702,0.0,1.7,0.0,0.0,0.6,0.0,2.815,0.0,1.7,0.0,0.0,0.6,0.0,0.42528113543132623,0.52,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,1007500.0,2000000.0,0.0,0.0,0.4770209231850067,none,none
IONQ,1367433.6431118867,0.0,1,0,1367433.6431118867,1,112.0,4.203652,4.203652,,1,0,0,0.0,0.0,1367433.6431118867,0.0,1,0,1443305.0,0.0,62419.157015396275,0.0,1,0,1367433.6431118867,LONG,1367433.6431118867,0.0,0.0,0.0,99.0,0.7,1.0,0.0,0.6923076923076923,-0.3076923076923077,91+,0.0,0,0.0,16542830911.0,8.7e-05,0.0,,,,,4e-06,0.0,0.045647,0.0,0.0,0.0,0.8266019585575431,0.0,4.469817542226478,0.09155219942195647,0.727,1.7,1.7,0.0,0.0,0.3429,0.0,0.5727,0.0,0.0,0.0,0.0,0.3429,0.0,0.6357572785655179,0.03428571428571428,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,1443305.0,0.0,0.0,0.0,0.44698175422264774,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume
DHR,557372.2599414814,0.0,1,0,1114744.5198829628,1,48.0,61.490741,61.490741,,1,0,0,0.0,0.0,557372.2599414814,0.0,1,0,624160.0,0.0,115987.08186790733,0.0,1,0,557372.2599414814,LONG,557372.2599414814,0.0,0.0,0.0,99.0,1.0,1.0,0.0,0.6923076923076923,-0.3076923076923077,31-90,0.0,0,0.0,126655553702.0,5e-06,0.0,,,,,1e-06,0.0,0.208096,0.0,0.0,0.0,0.04400693405461619,0.0,3.8421798530176914,0.10994797594948266,1.3805,0.1616,1.7,0.0,0.0,0.6,0.0,0.4995,0.0,0.0,0.0,0.0,0.6,0.0,0.2626506412782893,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,1248320.0,0.0,0.0,0.0,0.38421798530176915,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned"
CRCL,4.91956993269955e-05,0.0,3,0,9.8391398653991e-05,3,86.0,9.779189,9.779189,,3,2,0,1.384064142029723e-05,0.0,3.535505790669827e-05,0.0,3,0,3637842.0,0.0,3.516780332624694e-05,0.0,0,0,4.91956993269955e-05,LONG,1.6398566442331833e-05,0.0,0.281338,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.6667,0,0.0,20729814790.0,0.000175,0.0,,,,,0.0,0.0,0.714855,0.0,0.0,0.0,7.910618888038717e-12,0.0,3.7672404963260897,0.11375964888641109,0.7266,0.0,1.7,0.3111,0.3,0.6,0.1295,0.5376,0.0,0.0,0.0,0.0,0.6,0.0,0.5940638253968255,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,7275684.0,0.0,0.0,0.0,0.37672404963260897,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned
GOOG,284958.110739331,355877.6944232705,4,2,783889.8053889385,6,56.333333,68.021588,57.869314,83.25,6,3,1,284958.1086165601,71466.67841035502,141904.110512994,284411.0160129155,4,2,4246628.0,4915340.0,139304.72212161572,226148.80170782437,0,0,-70919.58368393953,SHORT,71239.52768483275,177938.84721163526,0.502018,0.200818,0.8007192223753427,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.5,0,0.0,1879382770000.0,2e-06,3e-06,,,,,0.0,0.0,0.526559,0.635468,0.0,0.0,0.00037905810791716873,0.0009467940754380507,3.7487077040016037,0.2949554073795824,0.2449,0.0,1.7,0.4667,0.45,0.6,0.2872,0.272,0.0,1.7,0.1556,0.15,0.6,0.072,0.3545642918762233,0.276080147656675,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,1343450.0,6546726.0,4915340.0,56900745.0,0.0,0.37487077040016037,none,none
SPOT,581.8636387351206,0.0,2,0,581.8636387351206,2,51.0,17.133242,17.133242,,2,2,0,581.8636387351206,0.0,453.194886309458,0.0,2,0,2931383.0,0.0,341.3489849561357,0.0,0,0,581.8636387351206,LONG,290.9318193675603,0.0,0.221132,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,1.0,0,0.0,91914514932.0,3.2e-05,0.0,,,,,0.0,0.0,0.586648,0.0,0.0,0.0,3.165243482847044e-05,0.0,3.7040785547025203,0.09059138778362957,0.862,0.0,1.7,0.1556,0.3,0.6,0.0865,0.3059,0.0,0.0,0.0,0.0,0.6,0.0,0.39783191272069685,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,953399.0,0.0,2931383.0,0.0,843260.0,0.0,0.370407855470252,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned"
LMND,3.719514396299899e-15,0.0,1,0,3.719514396299899e-15,1,65.0,2.852608,2.852608,,1,0,0,0.0,0.0,3.719514396299899e-15,0.0,1,0,1045000.0,0.0,3.7969596946978634e-16,0.0,0,0,3.719514396299899e-15,LONG,3.719514396299899e-15,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,4351129489.0,0.00024,0.0,,,,,0.0,0.0,0.102082,0.0,0.0,0.0,8.548388195991698e-21,0.0,3.636858319122787,0.09662628736081617,1.4371,0.0,1.5998,0.0,0.0,0.6,0.0,0.3663,0.0,0.0,0.0,0.0,0.6,0.0,0.5099773439999999,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,1045000.0,0.0,0.0,0.0,0.3636858319122787,"confirmation_volume, momentum_aligned, not_extended, room_to_target, support_ema_confluence",trend_aligned
GTES,1.2468091994459795e-06,0.0,1,0,1.2468091994459795e-06,1,58.0,,,,1,0,0,0.0,0.0,1.2468091994459795e-06,0.0,1,0,1410000.0,0.0,7.656394409563359e-07,0.0,0,0,1.2468091994459795e-06,LONG,1.2468091994459795e-06,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,6501244451.0,0.000217,0.0,11107.0,478941.0,126.94697037904025,0.0,0.0,0.0,0.614079,0.0,0.0,0.0,1.9178008285078394e-12,0.0,3.4149945308210663,0.14689709446896448,2.815,0.0,0.0,0.0,0.0,0.6,0.0,0.869,0.0,0.0,0.0,0.0,0.6,0.0,0.35,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,1410000.0,0.0,0.0,0.0,0.3414994530821066,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",none
