ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_concentration,bearish_concentration,flow_imbalance_ratio,dte_score,bullish_score,bearish_score,bullish_score_raw
GLNG,223171.36241340026,0.0,5,0,223171.36241340026,5,83.6,16.44,16.44,,5,1,0,79419.40428957954,0.0,79419.40428957954,0.0,5,0,223171.36241340026,LONG,44634.272482680055,0.0,0.36,0.0,inf,1.0,10.0,0.05,0.8893179716399393
SPY,329616.38113433623,369887.36690485396,2,3,699503.7480391902,5,51.8,0.84,0.77,0.88,5,1,2,131355.78167706032,221921.8730603655,198260.59945727594,147965.49384448846,2,3,-40270.98577051773,SHORT,164808.19056716812,123295.78896828466,0.6,0.4,0.8911263552808046,1.0,6.380733266207649,0.7554104733846934,0.6458189475399726
NEM,285376.69590643916,0.0,2,0,285376.69590643916,2,90.0,0.47,0.47,,2,0,0,0.0,0.0,142791.58200473554,0.0,2,0,285376.69590643916,LONG,142688.34795321958,0.0,0.5,0.0,inf,1.0,5.432295420291795,0.05,0.5820094228802642
NFLX,220487.69176034635,0.0,1,0,220487.69176034635,1,90.0,0.26,0.26,,1,0,0,0.0,0.0,220487.69176034635,0.0,1,0,220487.69176034635,LONG,220487.69176034635,0.0,1.0,0.0,inf,1.0,5.30832944460304,0.05,0.5736691715746682
SLV,248778.1873286945,0.0,2,0,248778.1873286945,2,90.0,0.07,0.07,,2,0,0,0.0,0.0,126658.0881059963,0.0,2,0,248778.1873286945,LONG,124389.09366434725,0.0,0.51,0.0,inf,1.0,5.294360498070219,0.05,0.5727293610830324
AMAT,178669.85867674614,0.0,1,0,178669.85867674614,1,90.0,0.54,0.54,,1,0,0,0.0,0.0,178669.85867674614,0.0,1,0,178669.85867674614,LONG,178669.85867674614,0.0,1.0,0.0,inf,1.0,5.247045597018386,0.05,0.5695460830659862
TQQQ,177652.13712568843,0.0,1,0,177652.13712568843,1,90.0,0.28,0.28,,1,0,0,0.0,0.0,177652.13712568843,0.0,1,0,177652.13712568843,LONG,177652.13712568843,0.0,1.0,0.0,inf,1.0,5.196991954654024,0.05,0.566178546499926
SOXS,24424.89696827741,0.0,1,0,24424.89696827741,1,56.0,1.33,1.33,,1,1,0,24424.89696827741,0.0,24424.89696827741,0.0,1,0,24424.89696827741,LONG,24424.89696827741,0.0,1.0,0.0,inf,1.0,5.07412594435969,0.05,0.5579122992729972
TSM,87137.95991253055,0.0,1,0,87137.95991253055,1,90.0,0.13,0.13,,1,0,0,0.0,0.0,87137.95991253055,0.0,1,0,87137.95991253055,LONG,87137.95991253055,0.0,1.0,0.0,inf,1.0,4.790794944360693,0.05,0.5388501999386568
ORCL,63557.49743380189,106721.81621553405,1,1,170279.31364933593,2,49.0,0.32,0.59,0.05,2,0,0,0.0,0.0,63557.49743380189,106721.81621553405,1,1,-43164.31878173217,SHORT,63557.49743380189,106721.81621553405,1.0,1.0,0.5955436262951331,1.0,4.706053220015489,0.5531222828896697,0.5331488994553448
BMNR,40590.516167821086,0.0,1,0,40590.516167821086,1,90.0,0.42,0.42,,1,0,0,0.0,0.0,40590.516167821086,0.0,1,0,40590.516167821086,LONG,40590.516167821086,0.0,1.0,0.0,inf,1.0,4.436691584857971,0.05,0.5150266387558409
USAR,252.392803046123,0.0,3,0,252.392803046123,3,31.33,1.26,1.26,,3,2,0,1.0733993094397425,0.0,251.31940373668326,0.0,3,0,252.392803046123,LONG,84.13093434870767,0.0,1.0,0.0,inf,1.0,4.0676514252806655,0.05,0.4901981512968324
CRM,2678.6223333959047,561.8318167215989,1,3,3240.4541501175036,4,44.0,6.82,0.93,8.79,4,0,0,0.0,0.0,2678.6223333959047,238.4934965532381,1,3,2116.7905166743058,LONG,2678.6223333959047,187.27727224053297,1.0,0.42,4.7676586723518115,1.0,3.0825592793916448,0.45192805708511724,0.42392257842100345
NOW,320.3046851262371,0.0,1,0,320.3046851262371,1,58.0,0.42,0.42,,1,0,0,0.0,0.0,320.3046851262371,0.0,1,0,320.3046851262371,LONG,320.3046851262371,0.0,1.0,0.0,inf,1.0,1.8616044392266493,0.05,0.3417785050719834
HOOD,7.0906305464851584,51608.67883373233,1,3,51615.76946427881,4,54.25,0.43,0.96,0.26,4,0,0,0.0,0.0,7.0906305464851584,50609.984884493526,1,3,-51601.58820318584,SHORT,7.0906305464851584,17202.892944577445,1.0,0.98,0.00013739221206047613,1.0,0.0,0.6141906736101654,0.21653245454481546
