ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,addv,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score,bearish_score_raw,checks_passed,checks_failed
CRM,11915.556091756993,11378.980445777494,3,8,46346.67862844819,11,59.272727,2.639979,0.38381,3.486042,11,1,2,9828.043725938498,5084.2255042403085,9828.043725938498,4645.083629460197,3,8,180.8976275311042,1364468.0,1000417.0,536.5756459794993,LONG,3971.852030585664,1422.3725557221867,0.175192,0.591784,1.0471549844501764,1.0,2818850071.0199037,4e-06,4e-06,0.22453852380952383,4.834617619047619,0.4834617619047619,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned"
LYV,9594.551195296735,12079.946913035641,2,7,33754.44502136802,9,87.111111,5.128924,0.328579,6.500451,9,1,3,4325.978836843276,7771.204113418557,5268.57235845346,2683.0421096757677,2,7,1.4138646611185541,229600.0,380770.0,-2485.3957177389057,SHORT,4797.275597648368,1725.7067018622345,0.450879,0.777893,0.7942544172063472,1.0,496934926.70155334,1.9e-05,2.4e-05,0.16216833769608974,4.271943972198993,0.42719439721989927,"bearish_strong_close, bounce_and_fail, confirmation_volume, healthy_pullback_volume, near_term_oi_dominant, not_extended, put_wall_clear, room_to_target","bearish_rejection_wick, flag_breakdown, pullback_to_resistance, structural_breakdown, trend_aligned"
BA,15515.439205825309,15919.566588623642,10,7,35670.00387662134,17,68.235294,4.834135,2.803661,7.734813,17,5,1,4233.983396726744,224.1229896439874,8799.62204289378,15250.034862769868,10,7,28.25189330901615,2807267.0,717032.0,-404.1273827983332,SHORT,1551.543920582531,2274.223798374806,0.432847,0.042057,0.9746144230404408,1.0,1440513031.847644,1.1e-05,1.1e-05,0.5244971957142857,4.2250274999999995,0.42250275,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned"
RVMD,41.14663493800906,4031.4801891414877,2,7,4075.962800806808,9,59.333333,8.290608,18.651656,5.330308,9,0,0,0.0,0.0,39.786940058435626,4027.3007839639777,2,7,87.23369371397494,4136170.0,558484.0,-3990.333554203479,SHORT,20.57331746900453,575.9257413059269,0.033045,0.001037,0.010206334400162666,1.0,227620338.6020096,0.0,1.8e-05,0.3433333333333333,4.100045,0.4100045,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned"
PL,0.0,56056.91083225879,0,2,82555.11623413122,2,77.0,46.4,,46.4,2,0,0,0.0,0.0,0.0,29558.705430386366,0,2,1.7929205637424335,0.0,1854073.0,-56056.91083225879,SHORT,0.0,28028.455416129396,0.0,0.472702,0.0,1.0,450368303.3952622,0.0,0.000124,0.1276932244288388,3.877698914684548,0.3877698914684548,"bearish_rejection_wick, confirmation_volume, gamma_headwind, gamma_tailwind, near_term_oi_dominant, pullback_to_resistance, put_wall_clear, room_to_target","bearish_strong_close, bounce_and_fail, flag_breakdown, healthy_pullback_volume, not_extended, structural_breakdown, trend_aligned"
CMG,0.12413185012566559,8988.127163841791,1,3,8988.375427542043,4,50.25,143.285276,460.269231,37.623958,4,0,2,0.0,8956.748559765514,0.12413185012566559,7396.72200360496,1,3,283.2006198986443,239300.0,477176.0,-8988.003031991666,SHORT,0.12413185012566559,2996.0423879472637,0.0,0.177056,1.3810646852553871e-05,1.0,561417946.5549946,0.0,1.6e-05,0.33,3.8717466666666667,0.38717466666666667,"bounce_and_fail, confirmation_volume, gamma_tailwind, healthy_pullback_volume, not_extended, put_wall_clear, swing_dte_dominant, trend_aligned","bearish_rejection_wick, bearish_strong_close, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown"
RKLB,34982.011517702296,20902.69435641607,3,3,62030.90340292972,6,84.833333,6.859676,1.575785,12.143567,6,1,0,1536.8494343230443,0.0,26423.06893025299,9183.111982552799,3,3,2.6051847368612617,941331.0,610929.5,14079.317161286228,LONG,11660.670505900765,6967.564785472023,0.244667,0.560673,1.6735647051627385,1.0,1354917889.3688622,2.6e-05,1.5e-05,0.31137469822145797,3.8595842159706137,0.3859584215970614,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned"
HD,1530.938955269991,2303.834872436254,6,3,7337.4105642675395,9,67.222222,2.122374,1.805253,2.756615,9,1,0,0.013350869419777969,0.0,1305.7354399666028,1108.5213450563629,6,3,54.680219279113174,876129.5,184907.5,-772.895917166263,SHORT,255.1564925449985,767.9449574787513,0.147102,0.518836,0.66451765861633,1.0,1392923174.025,1e-06,2e-06,0.3408465252380952,3.719809238095238,0.3719809238095238,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned"
CVI,2116.9457643667943,20.271390807457337,2,2,2155.8013354619966,4,44.0,140.179816,2.583055,277.776578,4,0,2,0.0,20.271390807457337,2116.379741656958,18.584180287745244,2,2,955.759072780978,124595.0,284664.0,2096.674373559337,LONG,1058.4728821833971,10.135695403728668,0.000267,0.083231,99.0,1.0,55581414.24045944,3.8e-05,0.0,0.3183261333333333,3.6833333333333336,0.36833333333333335,"confirmation_volume, near_term_oi_dominant, pullback_to_resistance, put_wall_clear, room_to_target","bearish_rejection_wick, bearish_strong_close, bounce_and_fail, flag_breakdown, healthy_pullback_volume, not_extended, structural_breakdown, trend_aligned"
ULTA,0.013704105893164264,1.0744296897698211,1,3,1.223903578758682,4,35.25,17.689394,4.375,22.127525,4,1,0,0.013704105893164264,0.0,0.013704105893164264,0.899322869349175,1,3,14.21334234054582,29120.0,343809.0,-1.060725583876657,SHORT,0.013704105893164264,0.3581432299232737,0.0,0.162977,0.012754772158334664,1.0,457845111.9607056,0.0,0.0,0.3425,3.6116502380952387,0.36116502380952387,"bearish_rejection_wick, near_term_oi_dominant, put_wall_clear, strong_trend, trend_aligned","bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown"
