ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,bullish_score_raw,checks_passed,checks_failed
GFS,3.773867500672205e-27,0.025813116834862065,5,1,0.05162623366972413,6,48.333333,106.846702,128.15,0.330214,6,1,0,6.0127811803464595e-28,0.0,1.7726387595949647e-27,0.025813116834862065,5,1,947401.0,25516.0,3.759035088046337e-28,0.009875772176302273,0,0,-0.025813116834862065,SHORT,7.547735001344409e-28,0.025813116834862065,0.530286,0.0,1.4619960560420911e-25,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,8-30,0.0,0,0.0,30434892911.0,3.1e-05,1e-06,0.0,0.0,0.099607,0.382587,0.0,0.0,2.479961083949289e-34,8.48142193578493e-09,6.19456389590043,0.13240228896468567,2.815,0.0,1.7,0.6222,0.15,0.6,0.3073,0.724,0.0,0.0,0.0,0.0,0.6,0.0,0.448353045443069,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.619456389590043,none,not_extended
YPF,0.030558499516191235,0.0,5,0,0.030558499516191235,5,63.6,2.911707,2.911707,,5,2,0,0.03055849931820506,0.0,0.03055849814680931,0.0,5,0,1600618.0,0.0,0.01665253448692312,0.0,0,0,0.030558499516191235,LONG,0.006111699903238247,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.4,1,0.2,15964566268.0,0.0001,0.0,0.0,0.0,0.54494,0.0,0.0,0.0,3.828290603477764e-09,0.0,5.970614669289354,0.13849319318840964,2.8084,0.0,1.64,0.6222,0.3,0.6,0.0,0.7849,0.0,0.0,0.0,0.0,0.6,0.0,0.6062182982222222,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.5970614669289354,"ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume
CIEN,0.6026429245061466,227.73944417779526,22,11,239.05317553821206,33,56.030303,2.167427,3.01972,0.292384,33,2,2,0.11663831988798887,0.15786032275523543,0.11402491913013865,145.15356411219776,22,11,7766410.0,1727593.0,0.2887258540462649,108.49008480693881,0,0,-227.13680125328912,SHORT,0.027392860204824846,20.703585834345024,0.810792,0.362633,0.0026461947629751207,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.1818,0,0.0,71749803813.0,0.000108,2.4e-05,0.0,0.0,0.513653,0.473182,0.0,0.0,3.817830676752549e-09,2.885525079386188e-06,5.4392201355982275,0.31224456150879804,0.9392,0.0,1.7,1.4,0.3,0.6,0.5,0.6349,0.0,0.0,1.4,0.3,0.6,0.1876,0.74,0.33584524134531063,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.5439220135598227,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target"
USO,453164.5363082834,0.0,4,0,578221.9528359846,4,55.25,5.070713,5.070713,,4,2,0,217031.06748944748,0.0,236120.93487634137,0.0,4,0,503120.0,0.0,228272.39066079943,0.0,3,0,453164.5363082834,LONG,113291.13407707085,0.0,0.478951,0.0,99.0,1.0,0.75,0.0,0.4423076923076923,-0.3076923076923077,31-90,0.5,0,0.0,1228364647.0,0.00041,0.0,0.000186,0.0,0.515664,0.0,0.0,0.0,0.9222923694015337,0.0,5.206933104714496,0.08560065372319045,0.1696,1.7,1.7,0.4667,0.3,0.6,0.2707,0.256,0.0,0.0,0.0,0.0,0.6,0.0,0.7937345952380952,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.5206933104714496,"ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume
CNC,7.905347438043042e-11,3.5390339626387995e-12,5,2,8.315727473017395e-11,7,62.571429,2.556412,2.430559,2.871044,7,3,1,7.775904730445872e-11,3.5507540383159503e-28,7.719428091735398e-11,3.539033962638799e-12,5,2,700614.0,325688.0,4.740577926060276e-11,1.4640919682883975e-12,0,0,7.551444041779162e-11,LONG,1.5810694876086084e-11,1.7695169813193998e-12,0.023518,0.0,22.33758568439564,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.6,0,0.0,18770899070.0,3.7e-05,1.7e-05,0.0,0.0,0.595843,0.413698,0.0,0.0,8.42298220086593e-18,9.426916498355024e-19,4.856408604073658,0.3317006796159834,1.8714,0.0,1.3128,0.6222,0.45,0.6,0.0,0.7991,0.0,1.6123,0.1556,0.15,0.6,0.0,0.42790586401125835,0.31420705084927997,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.4856408604073658,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume
LVS,60.57061228231009,40.67954178353054,3,9,102.46750393549453,12,69.083333,6.926168,18.928593,2.92536,12,0,4,0.0,40.679541782914036,59.391855985893095,24.876419267711846,3,9,454522.0,431685.5,44.4838769794822,8.290623483982996,0,0,19.89107049877955,LONG,20.19020409410336,4.519949087058949,0.019461,0.388478,1.4889698759299352,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,38728934074.0,1.2e-05,1.1e-05,0.0,0.0,0.721313,0.203957,0.0,0.0,5.213209342535896e-06,1.167072937877043e-06,4.694058633313794,0.6585032521997846,2.0829,0.0,1.7,0.3111,0.0,0.6,0.0,2.2853,0.0,1.6492,1.2444,0.6,0.6,0.2061,0.30499264072366605,0.4700490490685736,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.4694058633313794,none,none
CRS,1.3452149095807036e-07,1.0272764327453602e-10,5,1,1.3472694624461944e-07,6,81.666667,15.755556,6.7,33.866667,6,0,0,0.0,0.0,1.344535961439057e-07,1.0272764327453602e-10,5,1,600357.0,337725.0,2.783078951745481e-08,4.687118282975498e-11,0,0,1.3441876331479582e-07,LONG,2.6904298191614072e-08,1.0272764327453602e-10,0.000505,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,22199692770.0,2.7e-05,1.5e-05,0.0,0.0,0.206887,0.456267,0.0,0.0,1.2119220959657486e-14,4.627435358626183e-17,4.6778260990770315,0.3620029961932342,1.7556,0.0,1.7,0.6222,0.0,0.6,0.0,1.32,0.0,1.7,0.0,0.0,0.6,0.0,0.3894552601344099,0.28510178707283906,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.46778260990770315,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target"
VST,0.4848071653129661,0.6603014504269578,8,6,1.6151397995399175,14,50.5,23.296563,39.015133,4.958231,14,4,2,0.03260831584639072,0.00012070970546608518,0.44933178311640354,0.6595952142832382,8,6,666295.0,1254437.0,0.017515773657377155,0.4637503728262656,0,0,-0.17549428511399168,SHORT,0.06060089566412076,0.1100502417378263,0.073174,0.00107,0.7342209607437402,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.3333,0,0.0,55078542686.0,1.2e-05,2.3e-05,0.0,0.0,0.027934,0.702267,0.0,0.0,1.1002632369851071e-08,1.9980601586577407e-08,4.677698605180521,0.38680732133949597,0.6888,0.0,1.7,1.0889,0.6,0.6,0.0,0.4903,0.0,1.7,0.7778,0.3,0.6,0.0,0.44277041850144383,0.42142645560549835,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.46776986051805214,none,none
AVTX,5.371521198523902e-09,4.801871821695908e-09,8,7,1.554491421874371e-08,15,53.0,0.559135,0.338498,0.811291,15,0,1,0.0,7.626107874305962e-10,4.366954597121186e-09,1.2265597544308619e-09,8,7,1290065.0,905564.0,5.381944049275945e-10,2.068249534838358e-09,0,0,5.696493768279937e-10,LONG,6.714401498154877e-10,6.859816888137011e-10,0.187017,0.744566,1.1186306919427114,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,328837362.0,0.003923,0.002754,0.0,0.0,0.100194,0.430717,0.0,0.0,2.04186089357902e-14,2.0860819605215696e-14,4.566038419709955,0.5170410029868685,2.815,0.0,0.0,1.0889,0.0,0.6,0.0622,2.815,0.0,0.2117,0.9333,0.15,0.6,0.4604,0.46510438888888883,0.5255415499047619,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.45660384197099546,none,none
KWEB,315.5032818781964,97602.17384284323,6,5,195435.89882026453,11,60.909091,723.823288,1326.879084,0.156334,11,3,0,243.490831056313,0.0,141.70705312763954,97472.06235337454,6,5,842009.0,511439.5,99.68465155251307,21544.02572280122,0,1,-97286.67056096504,SHORT,52.58388031303273,19520.434768568644,0.550854,0.001333,0.003232543594635633,1.0,0.0,0.2,-0.3076923076923077,-0.1076923076923077,31-90,0.0,0,0.0,4223436000.0,0.000199,0.000121,0.0,5e-06,0.315954,0.220647,0.0,0.0,0.00012450497725793104,0.046219321823673054,4.434476194752232,0.20376920537022675,0.5847,0.0,1.7,0.7778,0.45,0.6,0.322,0.6448,0.1706,0.0,0.6222,0.0,0.6,0.0,0.674981634920635,0.4292849292853657,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.4434476194752232,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned"
