ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,bearish_score_raw,checks_passed,checks_failed
CDNS,3.37820792464075e-16,2115.4536671368387,4,10,4214.61682747881,14,77.285714,0.662899,0.455913,0.745693,14,0,1,0.0,9.7505978038849e-24,1.310778705707871e-16,2099.163160341971,4,10,166520.0,16504999.0,1.9831355484581385e-16,864.1323144808036,0,0,-2115.4536671368387,SHORT,8.445519811601875e-17,211.54536671368388,0.61199,0.007701,1.5969188912622164e-19,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.1,0,0.0,84802640530.0,2e-06,0.000195,0.0,0.0,0.587038,0.408417,0.0,0.0,9.959029292978404e-24,2.4945610819612042e-05,0.2193132544824421,5.132065770821066,0.7608,0.0,0.0,0.4667,0.0,0.6,0.3657,2.815,0.0,0.1671,1.4,0.15,0.6,0.0,0.1474194347333661,0.521707124,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.5132065770821066,"bounce_and_fail, not_extended","confirmation_volume, momentum_aligned, room_to_target, trend_aligned"
CAR,26944.82176008306,116195.4061133899,1,6,253553.1987804615,7,62.0,7.627851,5.352941,8.007003,7,0,2,0.0,29670.476659793927,26944.82176008306,28681.131036391896,1,6,330750.0,1446430.0,13577.013808792213,58095.658695528764,1,5,-89250.58435330683,SHORT,26944.82176008306,19365.901018898316,0.0,0.753165,0.23189231537939475,1.0,1.0,0.8333333333333334,0.6923076923076923,0.5256410256410257,31-90,0.3333,0,0.0,17412837877.0,1.9e-05,8.3e-05,1e-06,3e-06,0.503882,0.499009,0.0,0.0,0.015474112807122336,0.011121622538321595,0.3350551157128809,5.093729419866008,1.0065,0.044,1.7,0.0,0.0,0.6,0.0,1.2236,0.0258,1.7,0.7778,0.3,0.6,0.4665,0.30401634180958603,0.6393036047398157,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.5093729419866009,none,not_extended
IP,0.1780543677335741,4.100135869035826e-05,3,2,0.1780953690922646,5,51.4,12.507833,7.193565,20.479235,5,0,0,0.0,0.0,0.11307712736785835,4.100135869026369e-05,3,2,684066.0,490162.0,0.06839944978276842,2.3307890608341845e-05,0,0,0.17801336637488374,LONG,0.05935145591119137,2.050067934517913e-05,0.364929,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,19659199825.0,3.5e-05,2.5e-05,0.0,0.0,0.384149,0.568466,0.0,0.0,3.019016869431072e-08,1.0428033453889129e-11,0.5615340641932177,5.038599062763536,2.815,0.0,1.7,0.3111,0.0,0.6,0.1892,2.583,0.0,1.7,0.1556,0.0,0.6,0.0,0.4031978486162219,0.336050753184522,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.5038599062763536,none,none
LVS,11027.650652928924,7406.228179053384,2,4,18655.5128649305,6,77.333333,13.583303,28.266728,6.241591,6,0,4,0.0,7406.228179053384,10813.04307104445,4529.06864973237,2,4,317892.0,274281.0,8098.855807033138,1509.4134932585948,0,0,3621.4224738755393,LONG,5513.825326464462,1851.557044763346,0.019461,0.388478,1.4889698759373635,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,38728934074.0,8e-06,7e-06,0.0,0.0,0.721313,0.203957,0.0,0.0,0.0014236966387789313,0.00047808107530807487,0.39914427090882615,5.035118938320671,1.5359,0.0,1.7,0.1556,0.0,0.6,0.0,1.4624,0.0,1.7,0.4667,0.6,0.6,0.2061,0.27399992849199256,0.3817679776718627,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.5035118938320671,none,none
SIRI,0.0,1.001481254703092e-09,0,1,1.001481254703092e-09,1,73.0,54.806452,,54.806452,1,0,0,0.0,0.0,0.0,1.001481254703092e-09,0,1,0.0,269823.0,0.0,4.988887416469487e-10,0,0,-1.001481254703092e-09,SHORT,0.0,1.001481254703092e-09,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,8530012906.0,0.0,3.2e-05,0.0,0.0,0.0,0.498151,0.0,0.0,0.0,1.174067689860881e-15,0.10413886874393505,4.955756072410369,0.4414,0.0,0.0,0.0,0.0,0.6,0.0,2.6558,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.3436240714508556,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.49557560724103694,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned"
LC,0.0,2282.7899661191846,0,1,4565.579932238369,1,91.0,3.460123,,3.460123,1,0,1,0.0,2282.7899661191846,0.0,2282.7899661191846,0,1,0.0,39490.0,0.0,835.4980111123165,0,0,-2282.7899661191846,SHORT,0.0,2282.7899661191846,0.0,0.0,0.0,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,1.0,0,0.0,2008749629.0,0.0,2e-05,0.0,0.0,0.0,0.365999,0.0,0.0,0.0,0.011364233417459835,0.09255434334966975,4.868337991026274,0.5827,0.0,0.0,0.0,0.0,0.3429,0.0,2.6487,0.0268,1.7,0.0,0.15,0.3429,0.0,0.03428571428571428,0.2951326522119393,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.48683379910262736,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned"
NXST,0.0,1.3147959585313945e-17,0,1,1.3147959585313945e-17,1,45.0,6.833333,,6.833333,1,0,0,0.0,0.0,0.0,1.3147959585313945e-17,0,1,0.0,71200.0,0.0,8.817100085705637e-18,0,0,-1.3147959585313945e-17,SHORT,0.0,1.3147959585313945e-17,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,6089255238.0,0.0,1.2e-05,0.0,0.0,0.0,0.670606,0.0,0.0,0.0,2.159206515644819e-23,0.15267588685466324,4.811601556194073,0.9268,0.0,0.0,0.0,0.0,0.6,0.0,2.5116,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.27388152961255496,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.4811601556194072,"ema_rally, not_extended, trend_aligned","confirmation_volume, momentum_aligned, room_to_target"
DB,0.0,1.3214068270430797,0,3,2.6428136540861593,3,38.333333,20.304842,,20.304842,3,0,0,0.0,0.0,0.0,0.6649580678179525,0,3,0.0,281428.0,0.0,1.1177023538949302,0,0,-1.3214068270430797,SHORT,0.0,0.44046894234769324,0.0,0.49678,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,64107800264.0,0.0,4e-06,0.0,0.0,0.0,0.845843,0.0,0.0,0.0,6.870754269118799e-08,0.13617055613733073,4.6879434018198785,0.7617,0.0,0.0,0.0,0.0,0.6,0.0,1.7934,0.0,1.7,0.3111,0.0,0.6,0.2834,0.06,0.30187708594717194,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.46879434018198785,"confirmation_volume, not_extended, retest_and_confirm, room_to_target","momentum_aligned, trend_aligned"
TFC,5.890123565870778e-07,4.5921083785037125,3,3,8.581403048703889,6,48.666667,1.725977,0.788525,2.663428,6,0,0,0.0,0.0,5.890123511502621e-07,3.9892934921754684,3,3,309423.0,709523.0,2.6255703787588796e-07,3.7742774032045956,0,0,-4.592107789491356,SHORT,1.963374521956926e-07,1.530702792834571,0.0,0.131272,1.2826621413038185e-07,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,63170442044.0,5e-06,1.1e-05,0.0,0.0,0.445758,0.830748,0.0,0.0,3.1080588617527486e-14,2.4231313622412095e-07,0.27781383118582414,4.607016074800431,1.6708,0.0,0.1962,0.3111,0.0,0.6,0.0,2.2024,0.0,1.4711,0.3111,0.0,0.6,0.0223,0.12721735033703224,0.28053248259238306,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.46070160748004313,"confirmation_volume, not_extended, pullback_to_resistance, room_to_target","momentum_aligned, trend_aligned"
SAP,9.744343874258607e-17,1.998506508477038e-06,2,7,1.998506508671925e-06,9,53.222222,6.935699,2.095715,8.318552,9,0,0,0.0,0.0,9.744333242632664e-17,1.9468206723954854e-06,2,7,78300.0,741997.0,7.347068958350194e-17,7.098916917724139e-07,0,0,-1.9985065083795943e-06,SHORT,4.8721719371293036e-17,2.8550092978243397e-07,1e-06,0.025862,4.875812929768383e-11,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,222629536923.0,0.0,3e-06,0.0,0.0,0.753983,0.355211,0.0,0.0,2.188466096847887e-24,1.282403645663509e-14,0.22872492152950957,4.594001881342711,0.4466,0.0,1.0851,0.1556,0.0,0.6,0.0,1.3607,0.0,1.7,0.9333,0.0,0.6,0.0,0.1840641755555556,0.3316566397201671,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.4594001881342711,"confirmation_volume, not_extended, retest_and_confirm, room_to_target, trend_aligned",momentum_aligned
BIIB,300.58289899271983,17781.561374840025,3,4,35863.70564867255,7,83.0,20.853163,1.205211,35.589127,7,0,0,0.0,0.0,300.58287950187423,17780.55777084335,3,4,304247.0,353195.0,145.80251122492064,13081.646747572353,0,1,-17480.978475847303,SHORT,100.19429966423995,4445.390343710006,0.0,5.6e-05,0.01690419039455269,1.0,0.0,0.25,-0.3076923076923077,-0.05769230769230771,91+,0.0,1,0.1429,26027624941.0,1.2e-05,1.4e-05,0.0,1e-06,0.485066,0.735686,0.0,0.0,3.84953678606337e-05,0.0017079508229379038,0.29270123078834837,4.588079567376324,1.5364,0.0,0.4795,0.3111,0.0,0.6,0.0,1.8214,0.0,1.7,0.4667,0.0,0.6,0.0,0.18294698872366605,0.3280612247146268,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.4588079567376324,none,none
LYV,0.0,63264.183473001656,0,2,126528.36694600331,2,62.0,81.767857,,81.767857,2,0,0,0.0,0.0,0.0,61682.65090344938,0,2,0.0,1405281.0,0.0,21341.039663955802,0,0,-63264.183473001656,SHORT,0.0,31632.091736500828,0.0,0.024999,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,0.5,36760588908.0,0.0,3.8e-05,0.0,1e-06,0.0,0.337332,0.0,0.0,0.0,0.008604892542844142,0.12185503542440067,4.441689014998974,0.6186,0.0,0.0,0.0,0.0,0.6,0.0,1.9709,0.0152,1.7,0.1556,0.0,0.6,0.0,0.06,0.37956820487718995,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.44416890149989735,"confirmation_volume, momentum_aligned, not_extended, room_to_target, volume_capitulation_reversal",trend_aligned
VFC,0.0,105.35288261482395,0,2,105.35288261482395,2,30.0,7.207143,,7.207143,2,0,1,0.0,91.17337587157316,0.0,91.17337587157316,0,2,0.0,371805.0,0.0,77.48386092664748,0,0,-105.35288261482395,SHORT,0.0,52.67644130741198,0.0,0.134591,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,8-30,0.5,0,0.0,8216530203.0,0.0,4.5e-05,0.0,0.0,0.0,0.73547,0.0,0.0,0.0,6.411032395180495e-05,0.1360249767665227,4.413976479860403,0.7602,0.0,0.0,0.0,0.0,0.6,0.0,1.7837,0.0,1.7,0.1556,0.15,0.6,0.0247,0.06,0.4165221243124736,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.44139764798604025,"confirmation_volume, room_to_target, shooting_star_at_resistance","momentum_aligned, not_extended, trend_aligned"
HUN,5.375151600790073e-10,1.0645162706759146e-09,3,6,2.6665477014308365e-09,9,39.666667,0.595196,1.075309,0.35514,9,1,0,3.158450149053182e-10,0.0,3.158450149053182e-10,2.931564816659696e-10,3,6,181153.0,280875.0,9.538116455627621e-11,4.184771516685085e-10,0,0,-5.270011105969073e-10,SHORT,1.7917172002633577e-10,1.7741937844598576e-10,0.412398,0.724611,0.5049384165238846,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,2323024809.0,7.8e-05,0.000121,0.0,0.0,0.177448,0.393115,0.0,0.0,7.712862959197771e-16,7.637429344646563e-16,0.3822150451330054,4.406063776039777,2.1467,0.0,0.3912,0.3111,0.15,0.6,0.2231,2.5821,0.0,0.0,0.7778,0.0,0.6,0.4462,0.408080571375648,0.47239284920634916,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.4406063776039777,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned
HUT,2.0797532049288647,6017.825902786462,3,6,12038.514984366746,9,65.333333,7.388491,4.188192,8.98864,9,1,2,0.5741242851456988,2543.0827121266393,0.7834255888927066,3472.3759777512387,3,6,180652.0,353572.5,0.3597070967966183,548.391409805638,0,2,-6015.746149581533,SHORT,0.6932510683096216,1002.9709837977438,0.623308,0.422985,0.00034559876582103627,1.0,0.0,0.3333333333333333,-0.3076923076923077,0.025641025641025605,91+,0.3333,0,0.0,8305457572.0,2.2e-05,4.3e-05,0.0,0.0,0.16165,0.091128,0.0,0.0,8.346934076778179e-07,0.0012076047287015673,0.388142564324131,4.300208817749863,0.7465,0.0,1.7,0.3111,0.15,0.6,0.3738,0.6917,0.0,1.7,0.7778,0.3,0.6,0.2307,0.3936738103066516,0.5084483367287779,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.4300208817749863,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned"
NXE,1.5922702721582388e-06,1.722545594295901e-24,2,3,1.5922702721582388e-06,5,66.0,2.071351,1.542548,2.423886,5,0,0,0.0,0.0,1.59227027197721e-06,6.908525180651524e-25,2,3,168055.0,173756.0,1.828897332626534e-07,8.196139236493736e-25,0,0,1.5922702721582388e-06,LONG,7.961351360791194e-07,5.741818647653003e-25,0.0,0.598935,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,8374893314.0,2e-05,2.1e-05,0.0,0.0,0.114861,0.453171,0.0,0.0,9.506212273155166e-13,6.855990198770195e-31,0.30345746516438776,4.286187059375323,1.5701,0.0,0.7089,0.1556,0.0,0.6,0.0,1.7105,0.0,1.3082,0.3111,0.0,0.6,0.3564,0.21961610003157417,0.33426348840679204,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.4286187059375323,none,none
INOD,0.0,1.1910524095554797e-16,0,6,1.191052412744926e-16,6,61.333333,0.45669,,0.45669,6,0,0,0.0,0.0,0.0,1.1910376677321763e-16,0,6,0.0,722054.5,0.0,6.589440231997005e-17,0,0,-1.1910524095554797e-16,SHORT,0.0,1.985087349259133e-17,0.0,1.2e-05,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,1530030491.0,0.0,0.000472,0.0,0.0,0.0,0.553245,0.0,0.0,0.0,1.2974168560273042e-22,0.116510904498206,4.192772308598844,0.5651,0.0,0.0,0.0,0.0,0.6,0.0,2.815,0.0,0.0,0.7778,0.0,0.6,0.0,0.06,0.42777777777777776,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.4192772308598844,"confirmation_volume, ema_rally, not_extended, room_to_target","momentum_aligned, trend_aligned"
