ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,lottery_bullish_premium,lottery_bearish_premium,swing_bullish_premium,swing_bearish_premium,leap_bullish_premium,leap_bearish_premium,bearish_score_raw,checks_passed,checks_failed
ARKG,0.0,0.0035740676713657744,0,1,0.007148135342731549,1,31.0,45.70235,,45.70235,1,0,0,0.0,0.0,0.0,0.0035740676713657744,0,1,0.0,1610000.0,0.0,0.0022614178315835884,0,0,-0.0035740676713657744,SHORT,0.0,0.0035740676713657744,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,1374919000.0,0.0,0.001171,0.0,0.0,0.0,0.632729,0.0,0.0,0.0,2.5994750755250123e-08,0.1291267601197818,5.1149945308210665,0.6913,0.0,0.0,0.0,0.0,0.6,0.0,2.815,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.52,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,3220000.0,0.0,0.0,0.5114994530821066,"bounce_and_fail, room_to_target","confirmation_volume, momentum_aligned, not_extended, trend_aligned"
MOH,0.0,3.542888992755089e-25,0,1,3.542888992755089e-25,1,49.0,93.75,,93.75,1,0,0,0.0,0.0,0.0,3.542888992755089e-25,0,1,0.0,712500.0,0.0,1.207482069322045e-25,0,0,-3.542888992755089e-25,SHORT,0.0,3.542888992755089e-25,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,7731180000.0,0.0,9.2e-05,0.0,0.0,0.0,0.340818,0.0,0.0,0.0,4.582597989899457e-31,0.09794289271438265,5.068100712615317,0.3794,0.0,0.0,0.0,0.0,0.6,0.0,2.7681,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.5026720828470521,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,712500.0,0.0,0.0,0.5068100712615318,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned"
APLD,0.0,1025241.398698543,0,2,1025241.398698543,2,58.0,3.667143,,3.667143,2,0,0,0.0,0.0,0.0,590112.9592531206,0,2,0.0,1222290.0,0.0,340874.13221968524,0,2,-1025241.398698543,SHORT,0.0,512620.6993492715,0.0,0.424416,0.0,1.0,0.0,1.0,-0.3076923076923077,0.6923076923076923,31-90,0.0,0,0.0,9198921460.0,0.0,0.000133,0.0,3.7e-05,0.0,0.332482,0.0,0.0,0.0,0.5572617415838568,0.09014274375016745,4.77936978666961,0.3014,0.0,0.0,0.0,0.0,0.6,0.0,0.3921,1.7,1.7,0.1556,0.0,0.6,0.2317,0.06,0.7287281269841269,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,1222290.0,0.0,0.0,0.47793697866696105,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned
EQNR,0.0,538611.545726763,0,1,538611.545726763,1,87.0,17.020833,,17.020833,1,0,0,0.0,0.0,0.0,538611.545726763,0,1,0.0,643200.0,0.0,250969.59311892523,0,1,-538611.545726763,SHORT,0.0,538611.545726763,0.0,0.0,0.0,1.0,0.0,1.0,-0.3076923076923077,0.6923076923076923,31-90,0.0,0,0.0,90034759790.0,0.0,7e-06,0.0,3e-06,0.0,0.465957,0.0,0.0,0.0,0.05982262261631375,0.11504371520504089,4.174409351887178,0.5504,0.0,0.0,0.0,0.0,0.6,0.0,1.6489,0.2255,1.7,0.0,0.0,0.6,0.0,0.06,0.2770422774620265,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,643200.0,0.0,0.0,0.4174409351887178,"ema_rally, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned"
HPQ,0.0,0.00015769698657232658,0,1,0.00015769698657232658,1,32.0,10.056381,,10.056381,1,0,0,0.0,0.0,0.0,0.00015769698657232658,0,1,0.0,640000.0,0.0,4.005245414860416e-05,0,0,-0.00015769698657232658,SHORT,0.0,0.00015769698657232658,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,17916038398.0,0.0,3.6e-05,0.0,0.0,0.0,0.253984,0.0,0.0,0.0,8.802000926160695e-11,0.1255339738314828,4.161554123593887,0.6553,0.0,0.0,0.0,0.0,0.6,0.0,1.8616,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.35629590873629274,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,640000.0,0.0,0.0,0.4161554123593887,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned"
DPZ,0.0,1.1149191026057881e-21,0,1,2.2298382052115763e-21,1,46.0,27.272727,,27.272727,1,0,0,0.0,0.0,0.0,1.1149191026057881e-21,0,1,0.0,361500.0,0.0,6.924420083816452e-22,0,0,-1.1149191026057881e-21,SHORT,0.0,1.1149191026057881e-21,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,12424532286.0,0.0,2.9e-05,0.0,0.0,0.0,0.621069,0.0,0.0,0.0,8.973529763064661e-28,0.11644444597805302,3.8201762522495235,0.5644,0.0,0.0,0.0,0.0,0.6,0.0,1.5202,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.33386559512295094,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,723000.0,0.0,0.0,0.38201762522495236,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume
RSP,0.06623190624617925,4.670878074083988e-13,1,1,0.1324638124928256,2,68.5,41.089768,2.634082,79.545455,2,0,0,0.0,0.0,0.06623190624617925,4.670878074083988e-13,1,1,2016000.0,795375.0,0.014858193531939116,1.4352488316451712e-13,0,0,0.06623190624571217,LONG,0.06623190624617925,4.670878074083988e-13,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,2,1.0,88197558867.0,2.3e-05,9e-06,0.0,0.0,0.224336,0.307276,0.0,0.0,7.509494264581124e-09,5.295926706007329e-20,0.44633531913836205,3.466941554316109,2.4122,0.0,1.4512,0.0,0.0,0.6,0.0,1.1669,0.0,1.7,0.0,0.0,0.6,0.0,0.2887662538277206,0.26235661284441536,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,4032000.0,795375.0,0.0,0.0,0.34669415543161086,none,none
PDD,15.725404750360532,1.8334776249099586e-20,3,3,15.725404750360532,6,68.166667,2.527186,2.443749,2.610623,6,1,1,1.9348937218946129e-28,3.134741345685286e-27,15.725404750360532,1.8334772653418057e-20,3,3,4091630.0,1820806.5,2.4547359434540246,2.7640954070091212e-21,0,0,15.725404750360532,LONG,5.241801583453511,6.111592083033195e-21,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.3333,0,0.0,145061661340.0,2.8e-05,1.3e-05,0.0,0.0,0.1561,0.150757,0.0,0.0,3.6134989321317747e-07,4.2130994685829885e-28,0.33165477924189063,3.200191600663631,0.9337,0.0,1.3217,0.3111,0.15,0.6,0.0,0.7039,0.0,1.4352,0.3111,0.15,0.6,0.0,0.33884831397376347,0.29728814090265704,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,519650.0,0.0,4091630.0,3641613.0,524400.0,0.0,0.3200191600663631,none,none
LITE,0.9059218935043393,0.06366744995760057,3,3,1.0332567393995598,6,53.833333,8.665,13.5,6.2475,6,1,0,0.08032657445581527,0.0,0.7668274986409991,0.04598529332635775,3,3,5772870.0,3124415.0,0.5292584169807408,0.05185714713897798,0,0,0.8422544435467387,LONG,0.3019739645014464,0.02122248331920019,0.153539,0.277727,14.228964629612765,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.3333,0,0.0,63910854000.0,9e-05,4.9e-05,0.0,0.0,0.584221,0.8145,0.0,0.0,4.7249245723026394e-08,3.3206383565458525e-09,0.31476206271131535,3.1906170237775844,0.3483,0.0,1.7,0.3111,0.15,0.6,0.0382,0.4526,0.0,1.7,0.3111,0.0,0.6,0.1269,0.548162602968767,0.43885273345617665,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,1215090.0,5772870.0,5074790.0,0.0,0.0,0.31906170237775844,none,none
CAVA,0.0,7.856188034768164e-11,0,1,7.856188034768164e-11,1,37.0,4.495536,,4.495536,1,0,0,0.0,0.0,0.0,7.856188034768164e-11,0,1,0.0,590000.0,0.0,2.963573618027924e-11,0,0,-7.856188034768164e-11,SHORT,0.0,7.856188034768164e-11,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,11334030533.0,0.0,5.2e-05,0.0,0.0,0.0,0.377228,0.0,0.0,0.0,6.93150420928742e-17,0.11176850526868921,3.1108198808153373,0.5177,0.0,0.0,0.0,0.0,0.6,0.0,0.8108,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.40350841300326773,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,590000.0,0.0,0.0,0.31108198808153376,"bounce_and_fail, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned"
