ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,lottery_bullish_premium,lottery_bearish_premium,swing_bullish_premium,swing_bearish_premium,leap_bullish_premium,leap_bearish_premium,bearish_score_raw,checks_passed,checks_failed
SEI,0.0,0.15482459618898883,0,1,0.15482459618898883,1,30.0,58.402299,,58.402299,1,0,0,0.0,0.0,0.0,0.15482459618898883,0,1,0.0,2250000.0,0.0,0.028158436376021043,0,0,-0.15482459618898883,SHORT,0.0,0.15482459618898883,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,8-30,0.0,1,1.0,3452008515.0,0.0,0.000652,0.0,0.0,0.0,0.181873,0.0,0.0,0.0,4.4850583512824515e-07,0.11929252799476422,5.1149945308210665,0.5929,0.0,0.0,0.0,0.0,0.6,0.0,2.815,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.52,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,2250000.0,0.0,0.0,0.5114994530821066,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned"
WSM,0.0,1.261442791229847e-18,0,1,1.261442791229847e-18,1,78.0,9.803922,,9.803922,1,0,0,0.0,0.0,0.0,1.261442791229847e-18,0,1,0.0,1460000.0,0.0,5.70474915920403e-19,0,0,-1.261442791229847e-18,SHORT,0.0,1.261442791229847e-18,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,24043622219.0,0.0,6.1e-05,0.0,0.0,0.0,0.45224,0.0,0.0,0.0,5.246475675503737e-25,0.1381041638209226,5.1149945308210665,0.781,0.0,0.0,0.0,0.0,0.6,0.0,2.815,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.42792584819377516,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,1460000.0,0.0,0.0,0.5114994530821066,"bounce_and_fail, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned"
HPQ,0.0,0.00020448876416718194,0,1,0.00020448876416718194,1,32.0,10.056381,,10.056381,1,0,0,0.0,0.0,0.0,0.00020448876416718194,0,1,0.0,640000.0,0.0,5.193679999049553e-05,0,0,-0.00020448876416718194,SHORT,0.0,0.00020448876416718194,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,17916038398.0,0.0,3.6e-05,0.0,0.0,0.0,0.253984,0.0,0.0,0.0,1.1413726607663968e-10,0.1255339738314828,4.161554123593887,0.6553,0.0,0.0,0.0,0.0,0.6,0.0,1.8616,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.35629590873629274,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,640000.0,0.0,0.0,0.4161554123593887,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned"
AAOI,0.0,509213.7910080803,0,1,509213.7910080803,1,31.0,311.0,,311.0,1,0,0,0.0,0.0,0.0,509213.7910080803,0,1,0.0,583960.0,0.0,62962.74892651574,0,1,-509213.7910080803,SHORT,0.0,509213.7910080803,0.0,0.0,0.0,1.0,0.0,1.0,-0.3076923076923077,0.6923076923076923,31-90,0.0,0,0.0,12292750615.0,0.0,4.8e-05,0.0,5e-06,0.0,0.123647,0.0,0.0,0.0,0.41423909664833003,0.09575894274906097,4.032987650625552,0.3576,0.0,0.0,0.0,0.0,0.6,0.0,0.2829,1.4501,1.7,0.0,0.0,0.6,0.0,0.06,0.5371970242002344,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,583960.0,0.0,0.0,0.4032987650625552,"confirmation_volume, engulfing_at_resistance, momentum_aligned, not_extended, room_to_target",trend_aligned
ON,0.0,544602.1656444767,0,1,544602.1656444767,1,87.0,14.234694,,14.234694,1,0,0,0.0,0.0,0.0,544602.1656444767,0,1,0.0,619857.0,0.0,102527.34556534355,0,1,-544602.1656444767,SHORT,0.0,544602.1656444767,0.0,0.0,0.0,1.0,0.0,1.0,-0.3076923076923077,0.6923076923076923,31-90,0.0,0,0.0,33712396547.0,0.0,1.8e-05,0.0,3e-06,0.0,0.188261,0.0,0.0,0.0,0.1615435926915554,0.10540601434233748,3.9544932423184735,0.4541,0.0,0.0,0.0,0.0,0.6,0.0,1.04,0.6145,1.7,0.0,0.0,0.6,0.0,0.06,0.3574836731413175,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,619857.0,0.0,0.0,0.39544932423184737,none,not_extended
APLD,0.005188296142848471,510821.5294953131,2,2,510821.53468360926,4,53.5,6.93527,7.89487,5.97567,4,2,0,0.005188296142848471,0.0,0.005188295996928362,467288.2383611817,2,2,2677048.0,1529456.0,0.0021274443965646774,303895.58705864067,0,0,-510821.524307017,SHORT,0.0025941480714242356,255410.76474765656,0.0,0.085222,1.0156768740688082e-08,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,9198921460.0,0.000291,0.000166,0.0,3.3e-05,0.410047,0.594915,0.0,0.0,2.8200567672030494e-09,0.27765294644406774,0.3399091749532405,3.9098608961828747,0.6435,0.0,1.7,0.1556,0.3,0.6,0.0,0.4354,1.0189,1.7,0.1556,0.0,0.6,0.0,0.5655555555555556,0.6374497199386615,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,2677048.0,1529456.0,0.0,0.0,0.39098608961828746,none,none
BE,0.0,1255426.4164918065,0,1,1255426.4164918065,1,31.0,8.921569,,8.921569,1,0,0,0.0,0.0,0.0,1255426.4164918065,0,1,0.0,1471680.0,0.0,688599.9005403959,0,1,-1255426.4164918065,SHORT,0.0,1255426.4164918065,0.0,0.0,0.0,1.0,0.0,1.0,-0.3076923076923077,0.6923076923076923,31-90,0.0,0,0.0,61235258888.0,0.0,2.4e-05,0.0,1.1e-05,0.0,0.548499,0.0,0.0,0.0,0.20501691987421755,0.09138130172881846,3.23394983571694,0.3138,0.0,0.0,0.0,0.0,0.6,0.0,0.1635,0.7705,1.7,0.0,0.0,0.6,0.0,0.06,0.3941338307176859,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,621225.0,0.0,1471680.0,0.0,0.0,0.323394983571694,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned"
CRDO,0.0,452336.9026644848,0,1,452336.9026644848,1,58.0,2.684211,,2.684211,1,0,0,0.0,0.0,0.0,452336.9026644848,0,1,0.0,627380.0,0.0,169106.69245788903,0,0,-452336.9026644848,SHORT,0.0,452336.9026644848,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,32192048028.0,0.0,1.9e-05,0.0,5e-06,0.0,0.373851,0.0,0.0,0.0,0.14051199919652554,0.10585294272578019,3.200408678047002,0.4585,0.0,0.0,0.0,0.0,0.6,0.0,0.5782,0.5369,1.4853,0.0,0.0,0.6,0.0,0.06,0.33183554971644763,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,0.0,627380.0,823024.0,0.0,0.3200408678047002,none,not_extended
PDD,20.391439642095705,2.3775062656258292e-20,3,3,20.391439642095705,6,68.166667,2.527186,2.443749,2.610623,6,1,1,2.5090145004362436e-28,4.064880361356505e-27,20.391439642095705,2.3775057993667787e-20,3,3,4091630.0,1820806.5,3.183104067771482,3.584256529596042e-21,0,0,20.391439642095705,LONG,6.797146547365235,7.925020885419431e-21,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.3333,0,0.0,145061661340.0,2.8e-05,1.3e-05,0.0,0.0,0.1561,0.150757,0.0,0.0,4.685694679474181e-07,5.463208412348541e-28,0.33165477924189063,3.200191600663631,0.9337,0.0,1.3217,0.3111,0.15,0.6,0.0,0.7039,0.0,1.4352,0.3111,0.15,0.6,0.0,0.33884831397376347,0.29728814090265704,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,519650.0,0.0,4091630.0,3641613.0,524400.0,0.0,0.3200191600663631,none,none
LITE,1.1747266226278357,0.0825588265349288,3,3,1.3398442056489286,6,53.833333,8.665,13.5,6.2475,6,1,0,0.10416103882060661,0.0,0.994360202657336,0.05963002849049043,3,3,5772870.0,3124415.0,0.6862997319472137,0.06724417607575423,0,0,1.0921677960929068,LONG,0.3915755408759452,0.027519608844976267,0.153539,0.277727,14.22896462961274,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.3333,0,0.0,63910854000.0,9e-05,4.9e-05,0.0,0.0,0.584221,0.8145,0.0,0.0,6.126902026312231e-08,4.30593664809678e-09,0.31476206271131535,3.1906170237775844,0.3483,0.0,1.7,0.3111,0.15,0.6,0.0382,0.4526,0.0,1.7,0.3111,0.0,0.6,0.1269,0.548162602968767,0.43885273345617665,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,1215090.0,5772870.0,5074790.0,0.0,0.0,0.31906170237775844,none,none
