ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_concentration,bearish_concentration,flow_imbalance_ratio,dte_score,bullish_score,bearish_score,bullish_score_raw
GLNG,216865.16087950795,0.0,5,0,216865.16087950795,5,83.6,16.44,16.44,,5,1,0,77175.23297774242,0.0,77175.23297774242,0.0,5,0,216865.16087950795,LONG,43373.03217590159,0.0,0.36,0.0,inf,1.0,10.0,0.05,0.889251683701831
SPY,320302.33964699274,359435.37944858737,2,3,679737.71909558,5,51.8,0.84,0.77,0.88,5,1,2,127644.03289827632,215650.9786178019,192658.30674871642,143784.40083078545,2,3,-39133.03980159463,SHORT,160151.16982349637,119811.79314952913,0.6,0.4,0.8911263552808047,1.0,6.385154633070911,0.7553723796263981,0.6458106618707117
NEM,277312.7447883353,0.0,2,0,277312.7447883353,2,90.0,0.47,0.47,,2,0,0,0.0,0.0,138756.68933872605,0.0,2,0,277312.7447883353,LONG,138656.37239416764,0.0,0.5,0.0,inf,1.0,5.437474552663356,0.05,0.5819893407005056
NFLX,214257.32328946772,0.0,1,0,214257.32328946772,1,90.0,0.26,0.26,,1,0,0,0.0,0.0,214257.32328946772,0.0,1,0,214257.32328946772,LONG,214257.32328946772,0.0,1.0,0.0,inf,1.0,5.31360997497596,0.05,0.5736477060522395
SLV,241748.40819589945,0.0,2,0,241748.40819589945,2,90.0,0.07,0.07,,2,0,0,0.0,0.0,123079.08307212309,0.0,2,0,241748.40819589945,LONG,120874.20409794973,0.0,0.51,0.0,inf,1.0,5.299508497101757,0.05,0.5726980449092122
AMAT,173621.14577441377,0.0,1,0,173621.14577441377,1,90.0,0.54,0.54,,1,0,0,0.0,0.0,173621.14577441377,0.0,1,0,173621.14577441377,LONG,173621.14577441377,0.0,1.0,0.0,inf,1.0,5.252130805895054,0.05,0.5695074039858475
TQQQ,172632.18220169592,0.0,1,0,172632.18220169592,1,90.0,0.28,0.28,,1,0,0,0.0,0.0,172632.18220169592,0.0,1,0,172632.18220169592,LONG,172632.18220169592,0.0,1.0,0.0,inf,1.0,5.202119455984136,0.05,0.5661393998557538
SOXS,23734.717363417563,0.0,1,0,23734.717363417563,1,56.0,1.33,1.33,,1,1,0,23734.717363417563,0.0,23734.717363417563,0.0,1,0,23734.717363417563,LONG,23734.717363417563,0.0,1.0,0.0,inf,1.0,5.076963078832122,0.05,0.5577107692367763
TSM,84675.68370236545,0.0,1,0,84675.68370236545,1,90.0,0.13,0.13,,1,0,0,0.0,0.0,84675.68370236545,0.0,1,0,84675.68370236545,LONG,84675.68370236545,0.0,1.0,0.0,inf,1.0,4.795456260221291,0.05,0.5387527501187229
ORCL,61761.5394601935,103706.15473531465,1,1,165467.69419550814,2,49.0,0.32,0.59,0.05,2,0,0,0.0,0.0,61761.5394601935,103706.15473531465,1,1,-41944.61527512115,SHORT,61761.5394601935,103706.15473531465,1.0,1.0,0.5955436262951334,1.0,4.710414416790459,0.5530184208293396,0.5330256245679027
BMNR,39443.54115924075,0.0,1,0,39443.54115924075,1,90.0,0.42,0.42,,1,0,0,0.0,0.0,39443.54115924075,0.0,1,0,39443.54115924075,LONG,39443.54115924075,0.0,1.0,0.0,inf,1.0,4.440772847511854,0.05,0.5148666682391304
USAR,245.26088493395747,0.0,3,0,245.26088493395747,3,31.33,1.26,1.26,,3,2,0,1.043068032619696,0.0,244.21781690133778,0.0,3,0,245.26088493395747,LONG,81.75362831131916,0.0,1.0,0.0,inf,1.0,4.0655661988957466,0.05,0.48959845323536344
CRM,2602.931921844404,545.9560133654488,1,3,3148.8879352098525,4,44.0,6.82,0.93,8.79,4,0,0,0.0,0.0,2602.931921844404,231.75433415568372,1,3,2056.975908478955,LONG,2602.931921844404,181.98533778848295,1.0,0.42,4.767658672351812,1.0,3.0846743631544578,0.4513909817824983,0.4235404931955623
NOW,311.2537662502107,0.0,1,0,311.2537662502107,1,58.0,0.42,0.42,,1,0,0,0.0,0.0,311.2537662502107,0.0,1,0,311.2537662502107,LONG,311.2537662502107,0.0,1.0,0.0,inf,1.0,1.8623848414733801,0.05,0.3412256553732481
HOOD,6.8902690630719,50150.36121580889,1,3,50157.25148487196,4,54.25,0.43,0.96,0.26,4,0,0,0.0,0.0,6.8902690630719,49179.88757784332,1,3,-50143.470946745816,SHORT,6.8902690630719,16716.787071936295,1.0,0.98,0.0001373922120604763,1.0,0.0,0.6140001869381317,0.21580372916891183
