ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,addv,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score,bearish_score_raw,checks_passed,checks_failed
CVI,326.9713435642934,3.1310031649364283,2,2,332.97275300038086,4,44.0,140.179816,2.583055,277.776578,4,0,2,0.0,3.1310031649364283,326.8839189315804,2.8704062711510625,2,2,955.7590727809772,124595.0,284664.0,323.840340399357,LONG,163.4856717821467,1.5655015824682141,0.000267,0.083231,99.0,1.0,55581414.24045944,0.002242,0.005122,0.5082431121387032,6.183333333333334,0.6183333333333334,none,trend_aligned
RVMD,6.355274062892444,622.6793884777245,2,7,629.5499184394635,9,59.333333,8.290608,18.651656,5.330308,9,0,0,0.0,0.0,6.145263362998771,622.0338614409944,2,7,87.23369371397504,4136170.0,558484.0,-616.324114414832,SHORT,3.177637031446222,88.95419835396065,0.033045,0.001037,0.010206334400162652,1.0,227620338.6020096,0.018171,0.002454,0.5933333333333333,6.066155877825912,0.6066155877825912,none,none
PL,0.0,8658.23005927122,0,2,12750.991417701396,2,77.0,46.4,,46.4,2,0,0,0.0,0.0,0.0,4565.468700841042,0,2,1.792920563742433,0.0,1854073.0,-8658.23005927122,SHORT,0.0,4329.11502963561,0.0,0.472702,0.0,1.0,450368303.3952622,0.0,0.004117,0.12769322442883876,5.529726552455912,0.5529726552455912,none,trend_aligned
CRM,1840.4086917185823,1757.5322841870586,3,8,7158.44309096837,11,59.272727,2.639979,0.38381,3.486042,11,1,2,1517.9834626703016,785.2804129833454,1517.9834626703016,717.4530688779371,3,8,180.89762753110415,1364468.0,1000417.0,82.87640753152368,LONG,613.4695639061941,219.69153552338233,0.175192,0.591784,1.0471549844501764,1.0,2818850071.0199037,0.000484,0.000355,0.30725518412279607,5.4691102908500575,0.5469110290850058,none,none
LYV,1481.9195408914666,1865.7995584133637,2,7,5213.518657718194,9,87.111111,5.128924,0.328579,6.500451,9,1,3,668.1659664230621,1200.2957717893473,813.7535744684045,414.40734959153195,2,7,1.4138646611185537,229600.0,380770.0,-383.8800175218971,SHORT,740.9597704457333,266.54279405905197,0.450879,0.777893,0.7942544172063475,1.0,496934926.70155334,0.000462,0.000766,0.2419171429352017,5.403184565682556,0.5403184565682556,"confirmation_volume, flag_breakdown, momentum_aligned, not_extended, room_to_target","pattern_volume, trend_aligned"
DAL,367.03973764446755,5518.517375111067,2,15,8730.755586376712,17,90.235294,0.46918,1.325973,0.35494,17,1,9,112.38847145516581,3507.182021533275,254.6512661893017,1264.2669614529148,2,15,1.3060633617905184,707150.0,1312106.0,-5151.4776374666,SHORT,183.51986882223378,367.9011583407378,0.306202,0.770905,0.06651057026654382,0.7,912619354.7164516,0.000775,0.001438,0.2892160807095798,5.1055481616710665,0.5105548161671066,"not_extended, pattern_volume, retest_and_confirm, room_to_target, trend_aligned","confirmation_volume, momentum_aligned"
CMG,0.019172696106766196,1388.2547509511312,1,3,1388.2930963433448,4,50.25,143.285276,460.269231,37.623958,4,0,2,0.0,1383.4081911069015,0.019172696106766196,1142.455405424002,1,3,283.2006198986449,239300.0,477176.0,-1388.2355782550244,SHORT,0.019172696106766196,462.7515836503771,0.0,0.177056,1.381064685255387e-05,1.0,561417946.5549946,0.000426,0.00085,0.4046433970269144,5.074469337506415,0.5074469337506415,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, pattern_volume, trend_aligned",room_to_target
BA,2396.4260627320537,2458.8452685279217,10,7,5509.384930308319,17,68.235294,4.834135,2.803661,7.734813,17,5,1,653.9568765337472,34.61675602703044,1359.139327352378,2355.4332247966972,10,7,28.251893309016147,2807267.0,717032.0,-62.41920579586804,SHORT,239.64260627320536,351.2636097897031,0.432847,0.042057,0.974614423040439,1.0,1440513031.847644,0.001949,0.000498,0.7041039543501222,5.070463206350906,0.5070463206350906,none,none
GLNG,2576.895761868758,2223.976426212361,4,8,7024.84861429348,12,87.166667,7.421904,20.516249,0.874732,12,1,4,917.5787984276013,1292.7933651681624,917.5787984276013,383.79497192337885,4,8,1.0485589812761205,462206.0,352372.5,352.9193356563974,LONG,644.2239404671895,277.9970532765451,0.643921,0.827428,1.1586884336977672,1.0,156350828.99401626,0.002956,0.002254,0.5472564443294652,5.015757964129484,0.5015757964129484,none,none
GPRE,2.626006649620788,0.10115324896911781,2,1,2.8283131475590237,3,30.666667,81.911476,54.567214,136.6,3,0,1,0.0,0.10115324896911781,1.383259083696179,0.10115324896911781,2,1,1.2758549081966999,1129500.0,85452.5,2.5248534006516703,LONG,1.313003324810394,0.10115324896911781,0.473246,0.0,25.960675276208978,1.0,23663661.675,0.047731,0.003611,0.5452808079266189,4.932446931495502,0.49324469314955016,none,none
ULTA,0.0021166578717596737,0.16595026908234742,1,3,0.18903715167193832,4,35.25,17.689394,4.375,22.127525,4,1,0,0.0021166578717596737,0.0,0.0021166578717596737,0.13890427040635592,1,3,14.213342340545799,29120.0,343809.0,-0.16383361121058773,SHORT,0.0021166578717596737,0.055316756360782475,0.0,0.162977,0.012754772158334681,1.0,457845111.9607056,6.4e-05,0.000751,0.3425,4.729463246868606,0.47294632468686065,none,not_extended
VSAT,52.65247452854965,0.5130915000926222,2,3,53.29540070222264,5,73.4,10.898001,21.275862,0.52014,5,0,0,0.0,0.0,51.042309647709374,0.23237394616626056,2,3,27.50274099388965,947000.0,276600.0,52.139383028457026,LONG,26.326237264274823,0.17103050003087406,0.030581,0.54711,99.0,1.0,72277340.11804962,0.013102,0.003827,0.5933333333333333,4.696362317784162,0.46963623177841624,none,none
NEXT,0.0,677.0423344069442,0,3,1334.653860012454,3,77.666667,0.563543,,0.563543,3,0,0,0.0,0.0,0.0,647.3706228436976,0,3,67.68750928751543,0.0,216600.0,-677.0423344069442,SHORT,0.0,225.68077813564807,0.0,0.043825,0.0,1.0,38463487.04565468,0.0,0.005631,0.18,4.604792466666667,0.4604792466666667,none,trend_aligned
RKLB,5403.121562703803,3228.5107029539095,3,3,9580.938807957391,6,84.833333,6.859676,1.575785,12.143567,6,1,0,237.37297991048754,0.0,4081.1562084591096,1418.3709916322643,3,3,2.605184736861261,941331.0,610929.5,2174.6108597498933,LONG,1801.0405209012677,1076.1702343179697,0.244667,0.560673,1.6735647051627378,1.0,1354917889.3688622,0.000695,0.000451,0.3834653041796087,4.506909177893669,0.45069091778936693,none,none
LVS,0.005889449000387324,578.930397308027,1,3,578.9362867570273,4,68.0,1.350214,0.179024,1.740611,4,0,2,0.0,548.679663900649,0.005889449000387324,548.6213705166821,1,3,9019.111141746387,50000.0,231761.0,-578.9245078590266,SHORT,0.005889449000387324,192.97679910267564,0.0,0.052353,1.0172982845213724e-05,1.0,227699825.02333716,0.00022,0.001018,0.21628051041402677,4.389491241567581,0.4389491241567581,"confirmation_volume, flag_breakdown, momentum_aligned, not_extended, trend_aligned","pattern_volume, room_to_target"
ZS,0.1729991569368202,287.6341025616441,2,6,287.90817025112256,8,68.75,0.77132,0.259155,0.942042,8,2,4,0.1729991569368202,19.807690392473884,0.1325395567775723,267.8245707695648,2,6,2619.303483710188,112350.0,395105.0,-287.4611034047073,SHORT,0.0864995784684101,47.939017093607355,0.233872,0.068871,0.0006014556528454202,1.0,533256341.99403536,0.000211,0.000741,0.26197399022214574,4.340580421766249,0.43405804217662486,"confirmation_volume, flag_breakdown, momentum_aligned, not_extended, room_to_target, trend_aligned",pattern_volume
AAP,7.505404218291791,13.108485645823771,1,1,33.72237550993933,2,30.5,69.543401,138.631579,0.455223,2,0,0,0.0,0.0,7.505404218291791,13.108485645823771,1,1,3.4930791905588334,3752500.0,675000.0,-5.60308142753198,SHORT,7.505404218291791,13.108485645823771,0.0,0.0,0.5725607382179143,1.0,79798906.86510544,0.047024,0.008459,0.5800000000000001,4.3,0.43,none,none
