ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_concentration,bearish_concentration,flow_imbalance_ratio,dte_score,addv,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score,bullish_score_raw,checks_passed,checks_failed
CDE,4304.817132407243,0.0,2,0,4304.817132407243,2,57.5,0.086359,0.086359,,2,0,0,0.0,0.0,4302.891761449241,0.0,2,0,0.0,4304.817132407243,LONG,2152.4085662036214,0.0,0.999553,0.0,99.0,1.0,362152239.70116854,1.2e-05,0.0,0.5565317936855957,0.115,0.292087210216159,"call_wall_clear, confirmation_volume, gamma_headwind, gamma_tailwind, pullback_to_support, room_to_target, swing_dte_dominant","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, healthy_pullback_volume, not_extended, structural_breakout, trend_aligned"
ORCL,11630.400347242003,52428.949507720405,1,3,96959.25088710006,4,55.75,0.394212,0.592157,0.328231,4,0,0,0.0,0.0,11630.400347242003,26619.030771940535,1,3,0.0,-40798.549160478404,SHORT,11630.400347242003,17476.316502573467,1.0,0.507716,0.22183164943118636,1.0,4574635010.135596,3e-06,1.1e-05,0.5455123731140161,0.3051963336316107,0.2917484286732561,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
ARKK,5920.525978544488,4898.00688093636,1,1,21637.065718961698,2,90.0,0.480355,0.790909,0.169802,2,0,0,0.0,0.0,5920.525978544488,4898.00688093636,1,1,0.0,1022.5190976081276,LONG,5920.525978544488,4898.00688093636,1.0,1.0,1.2087622827946396,1.0,787183774.7776676,8e-06,6e-06,0.44089410175424665,0.29248059033324797,0.2885320400113597,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
GOOG,350.70909415202146,73384.31165817755,4,7,106739.75087697156,11,70.818182,0.236313,0.308006,0.195345,11,1,1,10.180715738429582,36804.532766804376,310.46817269027787,36804.532766804376,4,7,0.0,-73033.60256402554,SHORT,87.67727353800537,10483.473094025365,0.885258,0.501531,0.0047790745218898615,1.0,5730693793.067783,0.0,1.3e-05,0.19159392804462613,0.34268771156723704,0.28086754468270925,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
COIN,4756.813171199482,36651.07605648604,1,2,82815.77845537105,3,67.333333,0.46787,0.0443,0.679654,3,0,0,0.0,0.0,4756.813171199482,32525.244699505507,1,2,0.0,-31894.262885286556,SHORT,4756.813171199482,18325.53802824302,1.0,0.887429,0.1297864533054462,1.0,2580078419.5,2e-06,1.4e-05,0.16275315510169824,0.3194779767610291,0.2799808627113071,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
SOFI,4312.323601589274,0.0,1,0,8624.647203178549,1,56.0,0.235568,0.235568,,1,0,0,0.0,0.0,4312.323601589274,0.0,1,0,0.0,4312.323601589274,LONG,4312.323601589274,0.0,1.0,0.0,99.0,1.0,1290789501.7390752,3e-06,0.0,0.15744267725063466,0.115,0.2798175971504504,"bounce_and_fail, call_wall_clear, confirmation_volume, gamma_tailwind, not_extended, room_to_target, swing_dte_dominant","bullish_rejection_wick, bullish_strong_close, flag_breakout, healthy_pullback_volume, pullback_to_support, structural_breakout, trend_aligned"
INTC,17007.07663635323,13152.537483737115,2,1,38904.36271719543,3,90.0,0.133618,0.089713,0.221429,3,0,0,0.0,0.0,8744.748597105081,13152.537483737115,2,1,0.0,3854.5391526161166,LONG,8503.538318176616,13152.537483737115,0.514183,1.0,1.2930642970896062,1.0,3691174030.0204453,5e-06,4e-06,0.08228186456489854,0.3041678319566681,0.2775068498727594,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
VSAT,833.9306145197054,8.126545120781877,2,3,844.1135323009239,5,73.4,10.898001,21.275862,0.52014,5,0,0,0.0,0.0,808.4281894090092,3.6804300170113207,2,3,0.0,825.8040693989235,LONG,416.9653072598527,2.708848373593959,0.969419,0.45289,99.0,1.0,72277340.11804962,1.2e-05,0.0,0.04908727675587166,0.17958125011787196,0.2764863140287086,"call_wall_clear, confirmation_volume, not_extended, room_to_target, short_dated_noise, structural_breakout","bounce_and_fail, bullish_rejection_wick, bullish_strong_close, flag_breakout, healthy_pullback_volume, pullback_to_support, trend_aligned"
XLI,3385.29763722823,15321.2404718228,1,3,22091.835746279263,4,68.25,49.554195,0.10819,74.277197,4,0,1,0.0,8753.581805967315,3385.29763722823,8753.581805967315,1,3,0.0,-11935.94283459457,SHORT,3385.29763722823,5107.080157274267,1.0,0.571336,0.22095453977464227,1.0,2496668852.120533,1e-06,6e-06,0.00013273236267959481,0.3387396085553874,0.2749812533974438,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
PLTR,14128.874091325062,150845.84387450802,4,6,192054.89359639862,10,69.6,0.088285,0.09577,0.083296,10,0,0,0.0,0.0,3541.939428028759,111094.41629684094,4,6,0.0,-136716.96978318295,SHORT,3532.2185228312655,25140.97397908467,0.250688,0.736476,0.09366432464045336,1.0,7481292179.187055,2e-06,2e-05,0.0,0.3528016722313205,0.27497717266794175,none,"bounce_and_fail, bullish_rejection_wick, bullish_strong_close, confirmation_volume, flag_breakout, healthy_pullback_volume, not_extended, pullback_to_support, room_to_target, structural_breakout, trend_aligned"
