ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_score_raw,checks_passed,checks_failed
SIMO,1941543.0835552758,0.007211626189214463,7,8,1941543.0979785281,15,41.6,202.26567,215.398504,176.0,15,0,3,0.0,4.042387493323354e-21,1941543.0600781946,0.00304616103727858,7,8,629030281.4212929,2992118.0,398746.5,1941543.0763436495,LONG,277363.2976507537,0.0009014532736518079,0.0,0.577604,99.0,1.0,4384899268.0,0.000682,9.1e-05,0.6325420054113629,2.0558129584193858e-09,8.100000000000001,0.7280991961791704,0.81,none,not_extended
U,924691.585003274,115232.62805800364,8,3,1118239.2750292846,11,54.727273,6.897988,6.019581,9.240408,11,2,0,93257.24134983198,0.0,578031.4101027558,51557.19447194226,8,3,3.713524941363543,1300216.0,178205.5,809458.9569452704,LONG,115586.44812540925,38410.876019334544,0.374893,0.552582,8.024563880794423,1.0,10110260717.0,0.000129,1.8e-05,0.11432588274509604,0.03799197379227638,7.566456545445145,0.4580172673202798,0.7566456545445145,none,not_extended
DAVE,0.008321975539781198,454425.59313161584,13,6,454425.6014547061,19,33.526316,7.965263,2.856607,15.628246,19,2,1,0.0002716245388339363,3.492671961172495e-07,0.007320201793658881,256698.35986843525,13,6,9469436612.634071,2456520.0,1310990.0,-454425.5848096403,SHORT,0.0006401519645985536,75737.5988552693,0.120377,0.435115,1.83131752822973e-08,1.0,2617601500.0,0.000938,0.000501,2.4455669229963143e-09,0.28933968312315417,7.178519200000001,0.7764205416674711,0.7178519200000001,none,not_extended
AKAM,488147.14781971497,0.0,11,0,973456.1431771338,11,30.545455,0.458485,0.458485,,11,8,0,481635.53421398083,0.0,191612.3918006189,0.0,11,0,11.139887264670714,1215841.0,0.0,488147.14781971497,LONG,44377.013438155904,0.0,0.60747,0.0,99.0,1.0,12871860048.0,9.4e-05,0.0,0.03447599124964935,0.0,6.8592939211801855,0.18,0.6859293921180185,none,not_extended
RGTI,417161.1134608176,0.0,7,0,601717.3453860697,7,43.857143,19.273331,19.273331,,7,0,0,0.0,0.0,99206.90858568823,0.0,7,0,1.3677086881533023,696555.0,0.0,417161.1134608176,LONG,59594.4447801168,0.0,0.762186,0.0,99.0,1.0,5603379897.0,0.000124,0.0,0.10635446083536677,0.0,6.725544594376293,0.1092673764866431,0.6725544594376294,none,not_extended
LRCX,923527.0857726982,2249134.8787055183,18,13,3446778.883272652,31,37.193548,3.509404,3.624743,3.349703,31,9,3,594697.6981275965,845300.8112771134,347834.1070122673,448302.21721148695,18,13,4.3672337083023685,5785977.5,3600862.0,-1325607.79293282,SHORT,51307.06032070545,173010.37528503986,0.623363,0.800678,0.4106143631120206,1.0,340177708110.0,1.7e-05,1.1e-05,0.0015082428712264349,0.005085882206869804,6.411938501300579,0.5720790346347764,0.6411938501300579,none,not_extended
CIFR,365410.52195876127,18993.11950238214,4,1,403396.76096352556,5,45.4,2.24986,2.567704,0.978482,5,0,0,0.0,0.0,309833.1666635086,18993.11950238214,4,1,32.30246932724702,782842.0,31265.0,346417.40245637915,LONG,91352.63048969032,18993.11950238214,0.152096,0.0,19.239099817854097,1.0,7474453059.0,0.000105,4e-06,0.12221981965582415,0.02541071480743664,6.391044854476013,0.22695037786055766,0.6391044854476012,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume
USO,1031622.0665485503,154921.56106236292,6,2,1399239.343840596,8,82.125,0.143772,0.156808,0.104665,8,1,1,444656.45845388086,71548.47510226027,444656.45845388086,83373.08596010266,6,2,1.6982538609624565,1385535.0,193980.0,876700.5054861873,LONG,171937.01109142505,77460.78053118146,0.568973,0.461837,6.658996071781615,1.0,1228364647.0,0.001128,0.000158,1.399722887754397,0.6306008620515229,6.362557387369446,0.5752698339750397,0.6362557387369445,"ema_pullback, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned"
PTON,5.497472576732577e-07,0.0,5,0,5.497475067896922e-07,5,57.4,3.328449,3.328449,,5,0,0,0.0,0.0,5.49747004825533e-07,0.0,5,0,147334421.920988,540774.0,0.0,5.497472576732577e-07,LONG,1.0994945153465153e-07,0.0,0.0,0.0,99.0,1.0,1954041786.0,0.000277,0.0,5.626770743716917e-13,0.0,6.333333333333334,0.18,0.6333333333333334,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
ORBS,74890.3433008411,0.0,1,0,74890.3433008411,1,30.0,4.004373,4.004373,,1,1,0,74890.3433008411,0.0,74890.3433008411,0.0,1,0,0.0,84735.0,0.0,74890.3433008411,LONG,74890.3433008411,0.0,0.0,0.0,99.0,1.0,340753028.0,0.000249,0.0,2.1977895175399906,0.0,6.125,0.05,0.6125,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned"
