ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score,bearish_score_raw,checks_passed,checks_failed
HII,380819.53158055607,551889.4972770916,6,8,1484598.5261347394,14,84.0,2.732432,2.655894,2.789836,14,0,5,0.0,474368.9394824234,82933.20167162978,382134.87627430283,6,8,3.4055713548497293,692050.0,994057.0,-171069.96569653554,SHORT,63469.92193009268,68986.18715963645,0.782224,0.307588,0.6900285898888106,1.0,15797536481.0,4.4e-05,6.3e-05,0.6578694114012426,7.6991082259143155,0.7699108225914315,none,none
IREN,216443.2753717983,687248.0853935922,3,4,973744.7015724822,7,44.0,26.329059,12.646506,36.590974,7,2,0,111552.78772413463,0.0,104890.4876476637,480175.996723776,3,4,2.917362055448313,305349.0,959268.0,-470804.81002179394,SHORT,72147.7584572661,171812.02134839806,0.51539,0.301306,0.314941983792999,1.0,13766376268.0,2.2e-05,7e-05,0.5854185362643015,7.151503674747557,0.7151503674747557,"confirmation_volume, momentum_aligned, not_extended, room_to_target, structural_breakdown, trend_aligned",none
FAS,0.0,3804.630531825703,0,4,3804.6312812817373,4,44.0,52.791667,,52.791667,4,0,2,0.0,1905.3604145826864,0.0,1899.269367786983,0,4,116.08705817111372,0.0,296306.0,-3804.630531825703,SHORT,0.0,951.1576329564258,0.0,0.500801,0.0,1.0,1872117983.0,0.0,0.000158,0.18,6.736286428571429,0.6736286428571429,"momentum_aligned, not_extended, retest_and_confirm, trend_aligned","confirmation_volume, room_to_target"
SATS,0.0,677059.3963813056,0,5,1296034.8523388647,5,63.6,4.812977,,4.812977,5,0,2,0.0,416700.2408228976,0.0,214253.80807618803,0,5,1.2917445893271058,0.0,1033600.0,-677059.3963813056,SHORT,0.0,135411.87927626114,0.0,0.683552,0.0,1.0,18756786446.0,0.0,5.5e-05,0.10597559887084125,6.668602623551212,0.6668602623551212,none,trend_aligned
FXI,2325.4580299951067,329465.81271784724,2,3,340355.1096184406,5,78.0,0.458235,0.028107,0.744987,5,0,1,0.0,323227.4318772441,1303.8960286114955,323227.4318772441,2,3,39.320734028112064,79678.0,654133.0,-327140.35468785214,SHORT,1162.7290149975533,109821.93757261575,0.439295,0.018935,0.007058268081934852,1.0,5983635398.0,1.3e-05,0.000109,0.2586502989171784,6.094891897598771,0.6094891897598771,none,not_extended
NUGT,0.0,1276.1539203733757,0,3,2505.2867928336614,3,63.666667,10.753754,,10.753754,3,0,0,0.0,0.0,0.0,1225.885176701176,0,3,384.70219913713356,0.0,286340.5,-1276.1539203733757,SHORT,0.0,425.3846401244586,0.0,0.039391,0.0,1.0,1038075361.0,0.0,0.000276,0.18,6.066666666666666,0.6066666666666667,none,not_extended
LITE,208617.85209115682,461861.8577767637,9,4,778456.2032368563,13,46.230769,2.089721,0.64547,5.339286,13,1,1,991.3212562266436,1095.878231579496,69767.06324040606,354876.6856640546,9,4,35.132246463588906,791060.0,908810.0,-253244.00568560685,SHORT,23179.76134346187,115465.46444419092,0.665575,0.231639,0.45168885150068006,1.0,55489938000.0,1.4e-05,1.6e-05,0.45496587917399545,5.70233593982564,0.570233593982564,none,none
ARM,167781.03547404442,37747.422833998,11,12,243246.48784504074,23,60.391304,7.576085,2.529205,12.202393,23,0,8,0.0,26364.204805288264,101682.876289406,5865.5358616150315,11,12,1.8449184111461068,1616263.5,757346.0,130033.61264004641,LONG,15252.821406731311,3145.6185694998335,0.393955,0.844611,4.444834186744239,1.0,165946612828.0,1e-05,5e-06,0.4692801842050674,5.641589982984472,0.5641589982984472,none,none
PYPL,93649.94103649876,194400.79796488938,2,4,405899.6867852592,6,61.666667,42.829136,73.241613,27.622897,6,1,2,92054.18168176261,89566.65853566273,92054.18168176261,63771.89243355422,2,4,2.8137749957761082,176883.5,353566.0,-100750.85692839063,SHORT,46824.97051824938,48600.199491222345,0.01704,0.671957,0.48173640240619187,1.0,41291804709.0,4e-06,9e-06,0.4494336594890836,5.481503643115914,0.5481503643115915,"ema_rally, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned"
OXY,844857.4514132073,166156.53349596297,17,7,1145729.2478577697,24,69.708333,8.194135,6.244417,12.929162,24,3,1,459954.6352958462,19344.45611596002,392092.13837277784,66250.10672565764,17,7,26.008725389069852,2399060.0,429651.0,678700.9179172444,LONG,49697.497141953376,23736.647642280423,0.535907,0.601279,5.08470797769583,1.0,61000592674.0,3.9e-05,7e-06,0.7288764862636172,5.427551735772539,0.5427551735772539,none,none
NBIS,463671.40022334794,875316.1627189226,4,7,1647327.9528972656,11,77.363636,0.467877,0.623229,0.379105,11,0,0,0.0,0.0,216021.5222665169,395797.2401962362,4,7,2.345226426897673,651830.0,1142620.0,-411644.76249557466,SHORT,115917.85005583699,125045.16610270322,0.534106,0.547824,0.5297187690252213,1.0,23024321433.0,2.8e-05,5e-05,0.44453946328382143,5.39245502618326,0.539245502618326,none,trend_aligned
RBRK,0.0,129321.9677397913,0,3,258643.9354795826,3,92.666667,14.486897,,14.486897,3,0,1,0.0,124063.0881467183,0.0,124063.0881467183,0,3,33.83593778973894,0.0,254428.0,-129321.9677397913,SHORT,0.0,43107.322579930435,0.0,0.040665,0.0,0.7,7426351293.0,0.0,3.4e-05,0.15857142857142859,5.387880251005495,0.5387880251005495,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target"
SNDK,2288172.761543496,1281501.3689002013,8,6,5204902.6019217735,14,82.214286,1.882762,1.594263,2.267427,14,0,0,0.0,0.0,649809.0526577502,550455.9615218763,8,6,1.6555744260363852,2770727.0,1511832.5,1006671.3926432948,LONG,286021.595192937,213583.56148336688,0.716014,0.57046,1.7855406299778138,1.0,100029935407.0,2.8e-05,1.5e-05,0.5614232846075413,5.255596714225627,0.5255596714225627,none,none
GEV,110200.75257873417,380481.531398626,9,12,629191.1407724154,21,74.0,1.550148,1.594438,1.516931,21,2,2,11348.988358351891,1362.2563520650788,50258.426202177245,132067.1179405335,9,12,8.837523856521376,1302407.5,1866933.0,-270280.7788198918,SHORT,12244.528064303797,31706.79428321883,0.543938,0.652895,0.289634958558023,1.0,248961670602.0,5e-06,7e-06,0.45967169126884544,5.2173038982755395,0.5217303898275539,none,none
STX,0.0,259235.40814331552,0,4,261016.21307690727,4,60.0,4.063836,,4.063836,4,0,0,0.0,0.0,0.0,257454.60320972378,0,4,75.79309779697418,0.0,1025330.0,-259235.40814331552,SHORT,0.0,64808.85203582888,0.0,0.006869,0.0,1.0,90112152746.0,0.0,1.1e-05,0.18,5.0872318226771345,0.5087231822677134,"confirmation_volume, momentum_aligned, not_extended, resistance_ema_confluence, room_to_target",trend_aligned
DIS,552.5977430556569,10229.806560482752,5,7,13863.131856554686,12,69.416667,8.247915,0.486345,13.791894,12,0,1,0.0,88.5029585641754,326.0710159981417,4188.57488145758,5,7,314.6143864231419,700217.0,1323929.0,-9677.208817427094,SHORT,110.51954861113138,1461.4009372118217,0.409931,0.590552,0.054018396123961455,1.0,169977329703.0,4e-06,8e-06,0.26618207765013446,4.820604397235294,0.4820604397235294,none,not_extended
RGTI,60600.875604666755,195215.40088347252,2,1,255822.49157718508,3,51.0,2.431319,3.525551,0.242855,3,1,0,60594.66051562096,0.0,60594.66051562096,195215.40088347252,2,1,20579.758352165973,136952.5,245595.0,-134614.52527880576,SHORT,30300.437802333377,195215.40088347252,0.000103,0.0,0.3104308129912377,1.0,5028759433.0,2.7e-05,4.9e-05,0.5129150712107607,4.71297108940217,0.471297108940217,"ema_rally, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target"
TERN,0.0,156461.6485303026,0,1,156461.6485303026,1,50.0,1714.285714,,1714.285714,1,0,0,0.0,0.0,0.0,156461.6485303026,0,1,0.0,0.0,200905.0,-156461.6485303026,SHORT,0.0,156461.6485303026,0.0,0.0,0.0,1.0,4761617224.0,0.0,4.2e-05,0.05,4.646901963630758,0.4646901963630758,none,trend_aligned
UNH,187844.72726879458,285793.1163652832,11,9,631834.7391025136,20,57.1,0.925532,1.541323,0.172898,20,2,5,62665.959578768896,186519.07583856003,70054.80194030338,159205.34222027776,11,9,10.806288830473207,1352377.5,742779.0,-97948.38909648862,SHORT,17076.793388072234,31754.79070725369,0.62706,0.442935,0.6572751984295626,1.0,245571698241.0,6e-06,3e-06,0.49274982231448616,4.560038092419404,0.4560038092419404,none,none
QBTS,100167.6646800021,285.9281208012263,3,2,100453.59280080332,5,51.2,3.649535,3.367118,4.073161,5,0,0,0.0,0.0,51518.34566467947,181.28028901566935,3,2,350.32463543394323,186992.0,156718.0,99881.73655920087,LONG,33389.2215600007,142.96406040061316,0.485679,0.365993,99.0,1.0,5937481760.0,3.1e-05,2.6e-05,0.5565916374490247,4.432617011278567,0.44326170112785673,none,none
BE,1549288.678014174,546535.730401402,7,5,2431781.277527828,12,65.416667,0.459401,0.679674,0.151019,12,1,0,644342.8766716957,0.0,644342.8766716957,264157.92216638057,7,5,2.770764296656757,2283474.0,844482.5,1002752.9476127721,LONG,221326.95400202487,109307.14608028039,0.584104,0.516669,2.834743625775944,1.0,42143952857.0,5.4e-05,2e-05,0.612285392373902,4.4166933891573805,0.44166933891573806,none,none
INTC,223602.01018609895,255724.96211493027,4,10,686752.8701451154,14,68.928571,0.21022,0.478561,0.102883,14,0,2,0.0,30988.098029904624,108480.22407712763,92391.80955194352,4,10,15.787866444508499,478691.0,1046248.5,-32122.951928831317,SHORT,55900.50254652474,25572.496211493028,0.514851,0.638706,0.8743847621946491,1.0,235664100000.0,2e-06,4e-06,0.3514006149569405,4.405516296917101,0.44055162969171013,"momentum_aligned, not_extended, retest_and_confirm, trend_aligned","confirmation_volume, room_to_target"
EEM,26131.3680436168,409976.2586327285,1,2,462238.99471996207,3,61.333333,0.020995,0.017759,0.022613,3,0,0,0.0,0.0,26131.3680436168,221698.8245685771,1,2,7.844523446847912,50400.0,571752.0,-383844.89058911166,SHORT,26131.3680436168,204988.12931636424,0.0,0.45924,0.06373873484958606,1.0,25616966842.0,2e-06,2.2e-05,0.25084613434187875,4.381170887974693,0.4381170887974693,"momentum_aligned, not_extended, retest_and_confirm, trend_aligned","confirmation_volume, room_to_target"
XLK,51047.20361397107,354292.50482583966,2,5,457479.66839843825,7,70.0,0.822549,0.066068,1.20079,7,0,2,0.0,1092.7563446564952,28555.123502592327,289051.4661339946,2,5,155.3745330188626,105693.5,807369.5,-303245.3012118686,SHORT,25523.601806985534,70858.50096516793,0.440613,0.184145,0.14408208731106084,1.0,136.764709,0.0,0.0,0.28394682493602097,4.14196238207503,0.41419623820750295,"momentum_aligned, not_extended, retest_and_confirm, trend_aligned","confirmation_volume, room_to_target"
ONON,259005.82287292051,23664.32456741517,5,1,333957.18913131,6,60.833333,596.051354,714.603357,3.291339,6,1,1,25113.48552714457,23664.32456741517,156190.31956588378,23664.32456741517,5,1,2.924142394250974,1245332.0,42258.5,235341.49830550535,LONG,51801.1645745841,23664.32456741517,0.396962,0.0,10.944991146274303,1.0,10438067091.0,0.000119,4e-06,0.7588239121647713,4.131320810710271,0.41313208107102706,none,none
AAPL,516162.2825734087,1599182.0664266248,3,15,3015846.511546312,18,72.111111,0.716832,0.688049,0.722588,18,1,1,263686.85910255444,46671.465519216355,263686.85910255444,519842.314444819,3,15,1.0500982099208553,621908.0,2143164.5,-1083019.783853216,SHORT,172054.09419113622,106612.13776177498,0.48914,0.674932,0.3227664275442847,1.0,3708749586800.0,0.0,1e-06,0.3176291985562461,4.068431809505701,0.4068431809505701,"ema_rally, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume
BTDR,245360.19537893598,28111.000717138133,3,1,301582.19681321224,4,50.0,6.394231,4.485348,12.120879,4,0,0,0.0,0.0,112010.60091080498,28111.000717138133,3,1,1.26159065587025,531790.0,38713.0,217249.19466179784,LONG,81786.73179297867,28111.000717138133,0.543485,0.0,8.728262570508557,1.0,1653931842.0,0.000322,2.3e-05,0.6766507366967527,3.969901999139216,0.3969901999139216,none,none
LMT,49.76966213054726,15672.710080488298,7,4,31369.88556059567,11,55.818182,86.915615,85.071429,90.142943,11,0,1,0.0,15597.636155846278,14.794451003119988,15597.636155846278,7,4,272.1752034610532,455965.0,714350.0,-15622.94041835775,SHORT,7.109951732935323,3918.1775201220744,0.702742,0.00479,0.0031755619720489747,1.0,143616085808.0,3e-06,5e-06,0.46022826412658085,3.967125338154492,0.39671253381544924,none,trend_aligned
UPRO,9.524874005741026,15640.807925165695,2,4,29576.04629462846,6,63.5,41.194932,72.9,20.05822,6,1,2,4.321626023999128,1724.6193037144124,5.203247981741898,13912.099592873183,2,4,1038.684341966,85157.0,202785.0,-15631.283051159953,SHORT,4.762437002870513,3910.2019812914236,0.45372,0.110526,0.0006089758311279897,1.0,100.488,0.0,0.0,0.3810990476190476,3.9575185714285714,0.39575185714285716,none,not_extended
VRT,297709.2381707553,224.48230747911765,7,3,568052.9040882963,10,54.5,259.809068,369.001191,5.027447,10,0,0,0.0,0.0,269800.55982562434,146.5135579003341,7,3,1872.1759758146814,1401953.5,752360.0,297484.7558632762,LONG,42529.89116725076,74.82743582637255,0.093745,0.347327,99.0,1.0,105658391818.0,1.3e-05,7e-06,0.5381286079400092,3.954498978287815,0.3954498978287815,none,none
SMH,218290.004680228,62775.536757958726,1,1,343841.0781961455,2,81.5,24.080857,1.447427,46.714286,2,0,1,0.0,62775.536757958726,218290.004680228,62775.536757958726,1,1,1.7386550235474734,235000.0,68514.0,155514.46792226928,LONG,218290.004680228,62775.536757958726,0.0,0.0,3.4773100470949467,1.0,43888957563.0,5e-06,2e-06,0.3463998715025064,3.943268457031817,0.3943268457031817,none,none
YPF,35174.2946966961,289.09430239193205,1,3,35752.483301479966,4,98.75,9.210847,27.272727,3.19022,4,0,0,0.0,0.0,35174.2946966961,118.25551652488444,1,3,87.86818543330284,62392.0,119060.0,34885.20039430417,LONG,35174.2946966961,96.36476746397734,0.0,0.590945,99.0,0.7,16983246402.0,4e-06,7e-06,0.3986075201261689,3.9142261211449583,0.3914226121144958,none,trend_aligned
TSEM,7342.778283358803,71437.604187819,2,2,150217.9866589968,4,59.0,1.700388,1.731778,1.668997,4,0,0,0.0,0.0,3986.460525568582,37628.15856340223,2,2,19.45792217360575,195300.0,134630.0,-64094.8259044602,SHORT,3671.3891416794013,35718.8020939095,0.457091,0.473272,0.1027858978032586,1.0,21054090631.0,9e-06,6e-06,0.3206401450957604,3.8776643772992845,0.38776643772992847,none,none
UBS,353.3480327499607,269397.90194399236,2,1,269751.2499767423,3,51.333333,1.013101,0.900887,1.237528,3,0,0,0.0,0.0,180.2568697893389,269397.90194399236,2,1,1495.482493521567,154420.0,525035.0,-269044.5539112424,SHORT,176.67401637498034,269397.90194399236,0.48986,0.0,0.001311621323700663,1.0,127314263303.0,1e-06,4e-06,0.2452336961904762,3.8496249574537256,0.38496249574537256,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target"
