ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,lottery_bullish_premium,lottery_bearish_premium,swing_bullish_premium,swing_bearish_premium,leap_bullish_premium,leap_bearish_premium,bullish_score_raw,checks_passed,checks_failed
FCEL,508661.88198859344,0.0,1,0,508661.88198859344,1,87.0,27.572549,27.572549,,1,1,0,508661.88198859344,0.0,508661.88198859344,0.0,1,0,849286.0,0.0,39088.965288301675,0.0,0,0,508661.88198859344,LONG,508661.88198859344,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,1.0,0,0.0,458258541.0,0.001853,0.0,8.5e-05,0.0,0.076847,0.0,0.0,0.0,11.099888741377402,0.0,6.964994530821067,0.12577201290582182,2.815,1.7,1.7,0.0,0.15,0.6,0.0,0.6577,0.0,0.0,0.0,0.0,0.6,0.0,0.7050000000000001,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,849286.0,0.0,0.0,0.0,0.6964994530821067,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, volume_capitulation_reversal",not_extended
GTES,989912.6503760917,0.0,1,0,989912.6503760917,1,58.0,,,,1,0,0,0.0,0.0,989912.6503760917,0.0,1,0,1410000.0,0.0,607884.6455145953,0.0,0,0,989912.6503760917,LONG,989912.6503760917,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,6541861363.0,0.000216,0.0,9.3e-05,0.0,0.614079,0.0,0.0,0.0,1.5131972315630555,0.0,5.1149945308210665,0.15010071752258972,2.815,1.7,0.0,0.0,0.0,0.6,0.0,0.901,0.0,0.0,0.0,0.0,0.6,0.0,0.52,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,1410000.0,0.0,0.0,0.0,0.5114994530821066,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume
JBTM,476541.68760119664,0.0,1,0,476541.68760119664,1,58.0,,,,1,0,0,0.0,0.0,476541.68760119664,0.0,1,0,600000.0,0.0,239163.02804793685,0.0,1,0,476541.68760119664,LONG,476541.68760119664,0.0,0.0,0.0,99.0,1.0,1.0,0.0,0.6923076923076923,-0.3076923076923077,31-90,0.0,1,1.0,6946901743.0,8.6e-05,0.0,3.4e-05,0.0,0.501872,0.0,0.0,0.0,0.6859772963989029,0.0,5.1149945308210665,0.1578720852059578,2.815,1.7,0.0,0.0,0.0,0.6,0.0,0.9787,0.0,0.0,0.0,0.0,0.6,0.0,0.4891955533297104,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,600000.0,0.0,0.0,0.0,0.5114994530821066,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned"
LOGI,2.381890349980472e-08,0.0,1,0,4.763780699960944e-08,1,69.0,6.024096,6.024096,,1,0,0,0.0,0.0,2.381890349980472e-08,0.0,1,0,682500.0,0.0,9.378129118931704e-09,0.0,0,0,2.381890349980472e-08,LONG,2.381890349980472e-08,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,14660360489.0,4.7e-05,0.0,0.0,0.0,0.393726,0.0,0.0,0.0,1.6247147208744684e-14,0.0,5.1149945308210665,0.14331661566285658,2.815,0.0,1.7,0.0,0.0,0.6,0.0,0.8332,0.0,0.0,0.0,0.0,0.6,0.0,0.3893106003468572,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,1365000.0,0.0,0.0,0.0,0.5114994530821066,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume
WEN,3.354257673979828e-30,0.0,1,0,6.708515347959656e-30,1,53.0,100.671141,100.671141,,1,0,0,0.0,0.0,3.354257673979828e-30,0.0,1,0,468750.0,0.0,2.6706370569309387e-31,0.0,0,0,3.354257673979828e-30,LONG,3.354257673979828e-30,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,1357270771.0,0.000345,0.0,0.0,0.0,0.079619,0.0,0.0,0.0,2.471325357952343e-35,0.0,5.1149945308210665,0.1125590321373931,2.815,0.0,1.7,0.0,0.0,0.6,0.0,0.5256,0.0,0.0,0.0,0.0,0.6,0.0,0.52,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,937500.0,0.0,0.0,0.0,0.5114994530821066,"confirmation_volume, momentum_aligned, not_extended, room_to_target, support_ema_confluence",trend_aligned
WULF,752139.431532019,0.0,1,0,752139.431532019,1,87.0,11.544776,11.544776,,1,0,0,0.0,0.0,752139.431532019,0.0,1,0,855792.0,0.0,227353.38498053674,0.0,1,0,752139.431532019,LONG,752139.431532019,0.0,0.0,0.0,99.0,1.0,1.0,0.0,0.6923076923076923,-0.3076923076923077,31-90,0.0,0,0.0,8693396563.0,9.8e-05,0.0,2.6e-05,0.0,0.302276,0.0,0.0,0.0,0.86518477108614,0.0,4.67586287755653,0.12809323140890383,0.6759,1.7,1.7,0.0,0.0,0.6,0.0,0.6809,0.0,0.0,0.0,0.0,0.6,0.0,0.6857338834352553,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,855792.0,0.0,0.0,0.0,0.467586287755653,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume
RSP,0.06928897717364023,4.886472134036338e-13,1,1,0.1385779543477691,2,68.5,41.089768,2.634082,79.545455,2,0,0,0.0,0.0,0.06928897717364023,4.886472134036338e-13,1,1,2016000.0,795375.0,0.015544004254527222,1.5014957166523187e-13,0,0,0.06928897717315158,LONG,0.06928897717364023,4.886472134036338e-13,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,2,1.0,88197558867.0,2.3e-05,9e-06,0.0,0.0,0.224336,0.307276,0.0,0.0,7.856110539082664e-09,5.540371181253475e-20,4.463353191383621,0.34669415543161086,2.4122,0.0,1.4512,0.0,0.0,0.6,0.0,1.1669,0.0,1.7,0.0,0.0,0.6,0.0,0.2887662538277206,0.26235661284441536,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,4032000.0,795375.0,0.0,0.0,0.44633531913836205,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target"
LCID,28863.1468231549,0.0,1,0,28863.1468231549,1,59.0,82.306931,82.306931,,1,0,0,0.0,0.0,28863.1468231549,0.0,1,0,563385.0,0.0,4788.099925754587,0.0,0,0,28863.1468231549,LONG,28863.1468231549,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,2211868640.0,0.000255,0.0,2e-06,0.0,0.16589,0.0,0.0,0.0,0.1304921381911491,0.0,4.0273980979635375,0.13796988990336767,1.2279,0.4995,1.7,0.0,0.0,0.6,0.0,0.7797,0.0,0.0,0.0,0.0,0.6,0.0,0.5699482107005045,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,563385.0,0.0,0.0,0.0,0.40273980979635376,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned"
FIG,491611.40387953393,0.0,1,0,491611.40387953393,1,87.0,2.166197,2.166197,,1,0,0,0.0,0.0,491611.40387953393,0.0,1,0,854205.0,0.0,258241.6673541428,0.0,0,0,491611.40387953393,LONG,491611.40387953393,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,8385792561.0,0.000102,0.0,3.1e-05,0.0,0.525296,0.0,0.0,0.0,0.5862432206657275,0.0,3.973087734439445,0.08514904401671812,0.5401,1.7,1.133,0.0,0.0,0.6,0.0,0.2515,0.0,0.0,0.0,0.0,0.6,0.0,0.633301396,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,854205.0,0.0,0.0,0.0,0.3973087734439445,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned"
SATS,8.94074294039783e-27,1.0474035070449952e-18,2,1,1.047403515985738e-18,3,60.0,2.390553,2.79202,1.587619,3,0,0,0.0,0.0,4.669786242258216e-27,1.0474035070449952e-18,2,1,5012490.0,1948500.0,2.1187303030664316e-27,6.686842695738791e-20,0,0,-1.0474034981042524e-18,SHORT,4.470371470198915e-27,1.0474035070449952e-18,0.477696,0.0,8.536101779553949e-09,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,2,0.6667,21283525798.0,0.000236,9.2e-05,0.0,0.0,0.236975,0.063842,0.0,0.0,2.1003904675507258e-33,4.921193588815154e-25,3.840986188632727,0.2040211867947329,1.2571,0.0,1.5586,0.1556,0.0,0.6,0.2698,0.7006,0.0,0.7396,0.0,0.0,0.6,0.0,0.5483912012698413,0.40663017484705216,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,5012490.0,1948500.0,0.0,0.0,0.3840986188632727,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned"
