ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score,bullish_score_raw,checks_passed,checks_failed
ONON,259005.82287292051,23664.32456741517,5,1,333957.18913131,6,60.833333,596.051354,714.603357,3.291339,6,1,1,25113.48552714457,23664.32456741517,156190.31956588378,23664.32456741517,5,1,2.924142394250974,1245332.0,42258.5,235341.49830550535,LONG,51801.1645745841,23664.32456741517,0.396962,0.0,10.944991146274303,1.0,10438067091.0,0.000119,4e-06,7.588239121647713,0.41313208107102706,0.7588239121647713,none,trend_aligned
OXY,844857.4514132073,166156.53349596297,17,7,1145729.2478577697,24,69.708333,8.194135,6.244417,12.929162,24,3,1,459954.6352958462,19344.45611596002,392092.13837277784,66250.10672565764,17,7,26.008725389069852,2399060.0,429651.0,678700.9179172444,LONG,49697.497141953376,23736.647642280423,0.535907,0.601279,5.08470797769583,1.0,61000592674.0,3.9e-05,7e-06,7.288764862636173,0.5427551735772539,0.7288764862636172,none,not_extended
BTDR,245360.19537893598,28111.000717138133,3,1,301582.19681321224,4,50.0,6.394231,4.485348,12.120879,4,0,0,0.0,0.0,112010.60091080498,28111.000717138133,3,1,1.26159065587025,531790.0,38713.0,217249.19466179784,LONG,81786.73179297867,28111.000717138133,0.543485,0.0,8.728262570508557,1.0,1653931842.0,0.000322,2.3e-05,6.766507366967527,0.3969901999139216,0.6766507366967527,none,trend_aligned
HII,380819.53158055607,551889.4972770916,6,8,1484598.5261347394,14,84.0,2.732432,2.655894,2.789836,14,0,5,0.0,474368.9394824234,82933.20167162978,382134.87627430283,6,8,3.4055713548497293,692050.0,994057.0,-171069.96569653554,SHORT,63469.92193009268,68986.18715963645,0.782224,0.307588,0.6900285898888106,1.0,15797536481.0,4.4e-05,6.3e-05,6.578694114012426,0.7699108225914315,0.6578694114012426,none,none
CTRA,34863.07122254256,0.0,2,0,34863.07122254256,2,51.5,134.233264,134.233264,,2,0,0,0.0,0.0,34258.250284536676,0.0,2,0,56.64197141965232,3063080.0,0.0,34863.07122254256,LONG,17431.53561127128,0.0,0.017348,0.0,99.0,1.0,26711214114.0,0.000115,0.0,6.441116164550602,0.18,0.6441116164550602,none,not_extended
FIG,136684.10754659126,0.0,5,0,136684.10754659126,5,46.6,181.983051,181.983051,,5,0,0,0.0,0.0,67486.8184684131,0.0,5,0,301.9958740759268,452753.0,0.0,136684.10754659126,LONG,27336.82150931825,0.0,0.506257,0.0,99.0,1.0,9303333252.0,4.9e-05,0.0,6.237082043955148,0.18,0.6237082043955148,none,trend_aligned
IBIT,908242.0099063794,43936.66038997422,13,5,1135449.0929035142,18,55.055556,0.387704,0.470983,0.171179,18,8,1,754307.3712277159,4559.9979535673565,476532.58422738314,28530.013728205788,13,5,3.681866005633211,1554872.5,429316.0,864305.3495164051,LONG,69864.76999279842,8787.332077994844,0.475324,0.350656,20.671621416943847,1.0,55765592900.0,2.8e-05,8e-06,6.20731298006919,0.3111846907070293,0.6207312980069191,none,trend_aligned
BE,1549288.678014174,546535.730401402,7,5,2431781.277527828,12,65.416667,0.459401,0.679674,0.151019,12,1,0,644342.8766716957,0.0,644342.8766716957,264157.92216638057,7,5,2.770764296656757,2283474.0,844482.5,1002752.9476127721,LONG,221326.95400202487,109307.14608028039,0.584104,0.516669,2.834743625775944,1.0,42143952857.0,5.4e-05,2e-05,6.1228539237390205,0.44166933891573806,0.612285392373902,none,trend_aligned
ADMA,382202.46309878136,0.0,1,0,382202.46309878136,1,84.0,2001.2,2001.2,,1,0,0,0.0,0.0,382202.46309878136,0.0,1,0,0.0,822780.0,0.0,382202.46309878136,LONG,382202.46309878136,0.0,0.0,0.0,99.0,1.0,2293472865.0,0.000359,0.0,6.000000000000001,0.05,0.6000000000000001,none,trend_aligned
GDX,709882.4330251677,369879.8139048614,7,4,1462652.5908141157,11,85.818182,4.282005,6.488787,0.420135,11,2,0,173321.33254115086,0.0,232895.12060659233,176026.69911970018,7,4,4.746797465820579,1580850.0,715527.5,340002.6191203063,LONG,101411.77614645252,92469.95347621535,0.671924,0.524098,1.919224586848527,1.0,52.3404,0.0,0.0,5.982352310685424,0.36892267735706863,0.5982352310685424,none,trend_aligned
