ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,total_call_premium,total_put_premium,bullish_unusual_premium_share,bearish_unusual_premium_share,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,bullish_unusual_premium_share_tier,bearish_unusual_premium_share_tier,lottery_bullish_premium,lottery_bearish_premium,swing_bullish_premium,swing_bearish_premium,leap_bullish_premium,leap_bearish_premium,bearish_score_raw,checks_passed,checks_failed
NVT,0.0,48338.86188474636,0,2,96677.72376949272,2,87.5,20.97619,,20.97619,2,0,0,0.0,0.0,0.0,48338.86188474635,0,2,0.0,1195000.0,0.0,24248.48828164815,0,0,-48338.86188474636,SHORT,0.0,24169.43094237318,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,1,0.5,23111141549.0,0.0,5.2e-05,9811305.0,246387.0,0.0,4.850093552013702,0.0,1e-06,0.0,0.501635,0.0,0.0,0.0,0.010457913076742405,0.13750317817156293,5.293540917237443,0.775,0.0,0.0,0.0,0.0,0.6,0.0,2.815,0.023,1.7,0.1556,0.0,0.6,0.0,0.06,0.4213630516449054,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,2390000.0,0.0,0.0,0.5293540917237443,"bounce_and_fail, confirmation_volume, room_to_target","momentum_aligned, not_extended, trend_aligned"
SMMT,1.2545994971354285e-05,0.0003996256073481499,1,1,0.0004121716023195042,2,71.0,13.99496,21.771014,6.218905,2,0,0,0.0,0.0,1.2545994971354285e-05,0.0003996256073481499,1,1,1007500.0,2000000.0,4.785563856998256e-06,6.302784691947127e-05,0,0,-0.00038707961237679557,SHORT,1.2545994971354285e-05,0.0003996256073481499,0.0,0.0,0.031394371983836204,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,0.5,16656450362.0,6e-05,0.00012,2337480.0,2470168.0,0.4310197306501018,0.8096615290943774,0.0,0.0,0.381442,0.157717,0.0,0.0,7.532214066435608e-12,2.399224316483752e-10,0.4770209231850067,5.1149945308210665,2.4702,0.0,1.7,0.0,0.0,0.6,0.0,2.815,0.0,1.7,0.0,0.0,0.6,0.0,0.42528113543132623,0.52,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,1007500.0,2000000.0,0.0,0.0,0.5114994530821066,"confirmation_volume, flag_breakdown, momentum_aligned, not_extended, room_to_target",trend_aligned
CLX,0.0,1.347219446226411e-29,0,1,1.347219446226411e-29,1,43.0,23.076923,,23.076923,1,0,0,0.0,0.0,0.0,1.347219446226411e-29,0,1,0.0,1398000.0,0.0,5.297777704212872e-30,0,0,-1.347219446226411e-29,SHORT,0.0,1.347219446226411e-29,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,11661655090.0,0.0,0.00012,1938006.0,4795807.0,0.0,0.2915046414503336,0.0,0.0,0.0,0.393238,0.0,0.0,0.0,1.1552557813012895e-35,0.10322456567790206,5.082174911624307,0.4322,0.0,0.0,0.0,0.0,0.6,0.0,2.7822,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.52,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,1398000.0,0.0,0.0,0.5082174911624306,"confirmation_volume, flag_breakdown, momentum_aligned, not_extended, room_to_target, trend_aligned",none
AXSM,0.0,1.5889265935968638e-16,0,1,3.1778531871937276e-16,1,32.0,3.472222,,3.472222,1,0,0,0.0,0.0,0.0,1.5889265935968638e-16,0,1,0.0,940000.0,0.0,3.024809690245713e-17,0,0,-1.5889265935968638e-16,SHORT,0.0,1.5889265935968638e-16,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,10627095790.0,0.0,8.8e-05,1131387.0,3847632.0,0.0,0.24430610827646718,0.0,0.0,0.0,0.190368,0.0,0.0,0.0,1.4951654007786673e-22,0.14281963069326348,4.967346600542399,0.8282,0.0,0.0,0.0,0.0,0.6,0.0,2.6673,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.4937354364471283,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,1880000.0,0.0,0.0,0.4967346600542399,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned
DG,0.0,1.6432133649023822e-30,0,1,1.6432133649023822e-30,1,78.0,4.862237,,4.862237,1,0,0,0.0,0.0,0.0,1.6432133649023822e-30,0,1,0.0,2055000.0,0.0,6.330597338317657e-31,0,0,-1.6432133649023822e-30,SHORT,0.0,1.6432133649023822e-30,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,25519825962.0,0.0,8.1e-05,,,,,0.0,0.0,0.0,0.385257,0.0,0.0,0.0,6.438967755302054e-37,0.08893297877737981,4.855111521543946,0.2893,0.0,0.0,0.0,0.0,0.6,0.0,2.5551,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.477628760665004,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,2055000.0,0.0,0.0,0.4855111521543946,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume
W,0.0,97710.57177218913,0,1,97710.57177218913,1,49.0,32.541667,,32.541667,1,0,0,0.0,0.0,0.0,97710.57177218913,0,1,0.0,1071000.0,0.0,55786.617271834584,0,0,-97710.57177218913,SHORT,0.0,97710.57177218913,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,7097413025.0,0.0,0.000151,,,,,0.0,8e-06,0.0,0.570937,0.0,0.0,0.0,0.1376706856822513,0.11332103406463095,4.563318758772098,0.5332,0.0,0.0,0.0,0.0,0.6,0.0,1.737,0.5264,1.7,0.0,0.0,0.6,0.0,0.06,0.5726351912564431,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,1071000.0,0.0,855000.0,0.45633187587720986,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
ANF,0.0,9.328260294295872e-24,0,1,9.328260294295872e-24,1,72.0,2.963087,,2.963087,1,0,0,0.0,0.0,0.0,9.328260294295872e-24,0,1,0.0,623366.0,0.0,2.6497697884964246e-24,0,0,-9.328260294295872e-24,SHORT,0.0,9.328260294295872e-24,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,3834303771.0,0.0,0.000163,,,,,0.0,0.0,0.0,0.284058,0.0,0.0,0.0,2.4328433143060622e-29,0.07414287681455767,4.5360400043288305,0.1414,0.0,0.0,0.0,0.0,0.6,0.0,2.2611,0.0,1.6749,0.0,0.0,0.6,0.0,0.06,0.5174899159999999,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,0.0,623366.0,0.0,0.0,0.453604000432883,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume
SPY,0.0,1865943.4314549149,0,2,3286541.4431192516,2,48.0,8.485832,,8.485832,2,0,0,0.0,0.0,0.0,1420598.0116643368,0,2,0.0,2256444.0,0.0,886454.3551450964,0,1,-1865943.4314549149,SHORT,0.0,932971.7157274574,0.0,0.23867,0.0,1.0,0.0,0.5,-0.3076923076923077,0.1923076923076923,31-90,0.0,0,0.0,718.547096,0.0,0.0,,,,,0.0,0.0,0.0,0.496033,0.0,0.0,0.0,0.0,0.1578720852059578,4.004605555555555,0.9787,0.0,0.0,0.0,0.0,0.6,0.0,1.45,0.0,1.7,0.1556,0.0,0.6,0.099,0.06,0.2554605555555556,3,4,3,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,633000.0,628744.0,0.0,3936785.0,742006.0,0.0,0.40046055555555554,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned"
XLI,0.0,122.66650905471293,0,1,122.66650905471293,1,51.0,4.193333,,4.193333,1,0,0,0.0,0.0,0.0,122.66650905471293,0,1,0.0,596605.0,0.0,49.61511301056309,0,0,-122.66650905471293,SHORT,0.0,122.66650905471293,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,174.568222,0.0,0.0,,,,,0.0,0.0,0.0,0.404472,0.0,0.0,0.0,0.0,0.1578720852059578,3.75,0.9787,0.0,0.0,0.0,0.0,0.6,0.0,1.45,0.0,1.7,0.0,0.0,0.6,0.0,0.06,0.23,3,4,3,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,0.0,0.0,0.0,596605.0,1237786.0,0.0,0.375,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_continuation",trend_aligned
IWM,0.00034125758421420216,235384.56771350635,2,4,235384.5683960215,6,43.666667,5.339384,5.605932,5.272747,6,0,0,0.0,0.0,0.00019984584142080262,92578.07783934193,2,4,1175379.0,3532587.0,0.00019054687505237343,76910.28313779784,0,0,-235384.56737224877,SHORT,0.00017062879210710108,58846.141928376586,0.414384,0.606694,1.4497874160958464e-09,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,76877810316.0,1.5e-05,4.6e-05,,,,,0.0,1e-06,0.558367,0.326743,0.0,0.0,2.2194803858973778e-11,0.007654502864544958,0.296764530747705,3.4515864615776493,0.2875,0.0,1.7,0.1556,0.0,0.6,0.2246,0.3118,0.0112,1.7,0.4667,0.0,0.6,0.3619,0.3231133426283946,0.4703919780935371,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,1428979.0,555520.0,2350758.0,3532587.0,0.0,0.0,0.3451586461577649,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned"
