ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_concentration,bearish_concentration,flow_imbalance_ratio,dte_score,bullish_score,bearish_score,bullish_score_raw
GLNG,231947.80898575322,0.0,5,0,231947.80898575322,5,83.6,16.44,16.44,,5,1,0,82542.65518977543,0.0,82542.65518977543,0.0,5,0,231947.80898575322,LONG,46389.56179715064,0.0,0.36,0.0,inf,1.0,10.0,0.05,0.8894066925384986
SPY,342578.88907941536,384433.5733639755,2,3,727012.4624433909,5,51.8,0.84,0.77,0.88,5,1,2,136521.48478247435,230649.18216081773,206057.40429694104,153784.3912031578,2,3,-41854.68428456015,SHORT,171289.44453970768,128144.5244546585,0.6,0.4,0.8911263552808047,1.0,6.374774700917327,0.7554614662214169,0.6458300366017674
NEM,296599.4320923571,0.0,2,0,296599.4320923571,2,90.0,0.47,0.47,,2,0,0,0.0,0.0,148407.00988443318,0.0,2,0,296599.4320923571,LONG,148299.71604617854,0.0,0.5,0.0,inf,1.0,5.425313178921447,0.05,0.5820363014849802
NFLX,229158.60018546745,0.0,1,0,229158.60018546745,1,90.0,0.26,0.26,,1,0,0,0.0,0.0,229158.60018546745,0.0,1,0,229158.60018546745,LONG,229158.60018546745,0.0,1.0,0.0,inf,1.0,5.301210289322363,0.05,0.5736979047380858
SLV,258561.6489962028,0.0,2,0,258561.6489962028,2,90.0,0.07,0.07,,2,0,0,0.0,0.0,131639.04951250294,0.0,2,0,258561.6489962028,LONG,129280.8244981014,0.0,0.51,0.0,inf,1.0,5.2874189971938055,0.05,0.5727712763107242
AMAT,185696.2372040305,0.0,1,0,185696.2372040305,1,90.0,0.54,0.54,,1,0,0,0.0,0.0,185696.2372040305,0.0,1,0,185696.2372040305,LONG,185696.2372040305,0.0,1.0,0.0,inf,1.0,5.240188026333066,0.05,0.5695978564568422
TQQQ,184638.4926915955,0.0,1,0,184638.4926915955,1,90.0,0.28,0.28,,1,0,0,0.0,0.0,184638.4926915955,0.0,1,0,184638.4926915955,LONG,184638.4926915955,0.0,1.0,0.0,inf,1.0,5.1900772719660475,0.05,0.5662309457221428
SOXS,25385.431514283482,0.0,1,0,25385.431514283482,1,56.0,1.33,1.33,,1,1,0,25385.431514283482,0.0,25385.431514283482,0.0,1,0,25385.431514283482,LONG,25385.431514283482,0.0,1.0,0.0,inf,1.0,5.070283094707186,0.05,0.5581820487046832
TSM,90564.75106228175,0.0,1,0,90564.75106228175,1,90.0,0.13,0.13,,1,0,0,0.0,0.0,90564.75106228175,0.0,1,0,90564.75106228175,LONG,90564.75106228175,0.0,1.0,0.0,inf,1.0,4.7845026662522185,0.05,0.5389806376605638
ORCL,66056.96230450938,110918.76293840742,1,1,176975.7252429168,2,49.0,0.32,0.59,0.05,2,0,0,0.0,0.0,66056.96230450938,110918.76293840742,1,1,-44861.80063389805,SHORT,66056.96230450938,110918.76293840742,1.0,1.0,0.5955436262951331,1.0,4.700162948860981,0.553261326287861,0.5333139039736934
BMNR,42186.7805479758,0.0,1,0,42186.7805479758,1,90.0,0.42,0.42,,1,0,0,0.0,0.0,42186.7805479758,0.0,1,0,42186.7805479758,LONG,42186.7805479758,0.0,1.0,0.0,inf,1.0,4.4311748679904674,0.05,0.5152407604253855
USAR,262.31841324640254,0.0,3,0,262.31841324640254,3,31.33,1.26,1.26,,3,2,0,1.1156118567317534,0.0,261.2028013896708,0.0,3,0,262.31841324640254,LONG,87.43947108213418,0.0,1.0,0.0,inf,1.0,4.070409248481156,0.05,0.49100114055975763
CRM,2783.961950192312,583.9264388486586,1,3,3367.8883890409707,4,44.0,6.82,0.93,8.79,4,0,0,0.0,0.0,2783.961950192312,247.8725020300962,1,3,2200.0355113436535,LONG,2783.961950192312,194.6421462828862,1.0,0.42,4.7676586723518035,1.0,3.079670507732783,0.4526471622854,0.42443401452775054
NOW,332.9010009146281,0.0,1,0,332.9010009146281,1,58.0,0.42,0.42,,1,0,0,0.0,0.0,332.9010009146281,0.0,1,0,332.9010009146281,LONG,332.9010009146281,0.0,1.0,0.0,inf,1.0,1.8604990322641834,0.05,0.34251863368694174
HOOD,7.369476987545309,53638.243951567434,1,3,53645.61342855498,4,54.25,0.43,0.96,0.26,4,0,0,0.0,0.0,7.369476987545309,52600.27532123675,1,3,-53630.87447457989,SHORT,7.369476987545309,17879.414650522478,1.0,0.98,0.00013739221206047624,1.0,0.0,0.6144456735795526,0.21751284914519048
