ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_concentration,bearish_concentration,flow_imbalance_ratio,dte_score,addv,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score,bearish_score_raw,checks_passed,checks_failed
PL,0.0,152134.79921641925,0,2,224049.20010933155,2,77.0,46.4,,46.4,2,0,0,0.0,0.0,0.0,80220.39832350696,0,2,0.0,-152134.79921641925,SHORT,0.0,76067.39960820963,0.0,0.527298,0.0,1.0,450368303.3952622,0.0,0.000338,0.115,10.0,0.5824210082223427,"bearish_rejection_wick, confirmation_volume, gamma_headwind, pullback_to_resistance, put_wall_clear, room_to_target, short_dated_noise","bearish_strong_close, bounce_and_fail, flag_breakdown, healthy_pullback_volume, not_extended, structural_breakdown, trend_aligned"
GLNG,45278.94461683357,39077.75662550902,4,8,123434.45786785161,12,87.166667,7.421904,20.516249,0.874732,12,1,4,16122.88716151027,22715.827333275116,16122.88716151027,6743.707500739383,4,8,0.0,6201.18799132455,LONG,11319.736154208393,4884.719578188628,0.356079,0.172572,1.1586884336977668,1.0,156350828.99401626,0.00029,0.00025,0.566587298404388,8.418865839823868,0.5308178660694239,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned"
NEXT,0.0,11896.392091790422,0,3,23451.363110753904,3,77.666667,0.563543,,0.563543,3,0,0,0.0,0.0,0.0,11375.026887796063,0,3,0.0,-11896.392091790422,SHORT,0.0,3965.4640305968073,0.0,0.956175,0.0,1.0,38463487.04565468,0.0,0.000309,0.115,8.27868266508327,0.5262427373575248,"bearish_rejection_wick, confirmation_volume, gamma_headwind, pullback_to_resistance, room_to_target, short_dated_noise","bearish_strong_close, bounce_and_fail, flag_breakdown, healthy_pullback_volume, not_extended, structural_breakdown, trend_aligned"
DAL,6449.29926887256,96966.5309292452,2,15,153409.15395505828,17,90.235294,0.46918,1.325973,0.35494,17,1,9,1974.7913167037186,61625.116104423694,4474.507952168841,22214.586470896014,2,15,0.0,-90517.23166037264,SHORT,3224.64963443628,6464.435395283013,0.693798,0.229095,0.06651057026654385,0.7,912619354.7164516,7e-06,0.000106,0.24569229232232304,7.234038851360959,0.4921489175056568,"bounce_and_fail, gamma_tailwind, not_extended, put_wall_clear, room_to_target, short_dated_noise, trend_aligned","bearish_rejection_wick, bearish_strong_close, confirmation_volume, flag_breakdown, healthy_pullback_volume, pullback_to_resistance, structural_breakdown"
SHLS,0.0,5757.0809876778085,0,1,11514.161975355617,1,119.0,109.6,,109.6,1,0,1,0.0,5757.0809876778085,0.0,5757.0809876778085,0,1,0.0,-5757.0809876778085,SHORT,0.0,5757.0809876778085,0.0,1.0,0.0,0.7,41367499.18826029,0.0,0.000139,0.065,4.767830937589362,0.4116598099027751,"healthy_pullback_volume, not_extended, put_wall_clear, room_to_target, short_dated_noise, strong_trend, trend_aligned","bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, pullback_to_resistance, structural_breakdown"
AEM,17.50183308036789,50579.24937414296,1,3,58809.033456714125,4,58.5,0.968474,1.378049,0.831949,4,1,1,17.50183308036789,8194.780416410433,17.50183308036789,42325.969802786356,1,3,0.0,-50561.74754106259,SHORT,17.50183308036789,16859.749791380986,1.0,0.836825,0.0003460279323424509,1.0,477319582.55250853,0.0,0.000106,0.23189308429987462,4.431909784904867,0.40069642208233913,"bounce_and_fail, confirmation_volume, put_wall_clear, room_to_target, swing_dte_dominant","bearish_rejection_wick, bearish_strong_close, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, structural_breakdown, trend_aligned"
CVI,5745.2527089426485,55.0152322798951,2,2,5850.7041942144015,4,44.0,140.179816,2.583055,277.776578,4,0,2,0.0,55.0152322798951,5743.716560231733,50.436252991858474,2,2,0.0,5690.237476662754,LONG,2872.6263544713242,27.50761613994755,0.999733,0.916769,99.0,1.0,55581414.24045944,0.000103,1e-06,0.372704410298106,4.2424003410950695,0.3945114423288512,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned"
GDX,0.0,140403.17970219097,0,2,154575.65418138893,2,73.0,0.507416,,0.507416,2,0,1,0.0,14172.47447919795,0.0,126230.70522299303,0,2,0.0,-140403.17970219097,SHORT,0.0,70201.58985109549,0.0,0.899059,0.0,1.0,2279809350.173809,0.0,6.2e-05,0.115,3.862878718788777,0.38212507517592326,"bounce_and_fail, confirmation_volume, gamma_tailwind, put_wall_clear, strong_trend, swing_dte_dominant, trend_aligned","bearish_rejection_wick, bearish_strong_close, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown"
LYV,26038.986058934555,32784.18790608957,2,7,91607.36187111371,9,87.111111,5.128924,0.328579,6.500451,9,1,3,11740.424364927705,21090.54102182862,14298.561694006852,7281.601261727485,2,7,0.0,-6745.201847155018,SHORT,13019.493029467278,4683.455415155653,0.549121,0.222107,0.7942544172063474,1.0,496934926.70155334,5.2e-05,6.6e-05,0.3435105265197477,3.8150870967331842,0.3805653100852882,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned"
MRVL,230.95066200874362,27038.37117875762,5,9,27358.432837809927,14,67.428571,0.232834,0.176902,0.263908,14,0,2,0.0,73.93026780604532,159.11397455099873,26494.409386136907,5,9,0.0,-26807.420516748876,SHORT,46.19013240174873,3004.2634643064025,0.688952,0.979882,0.008541589302176135,1.0,1927089128.4081802,0.0,1.4e-05,0.25511322781138146,3.6626304823092495,0.37558961571069155,"bearish_rejection_wick, bounce_and_fail, confirmation_volume, gamma_tailwind, healthy_pullback_volume, not_extended, put_wall_clear, room_to_target, swing_dte_dominant","bearish_strong_close, flag_breakdown, pullback_to_resistance, structural_breakdown, trend_aligned"
CMG,0.336885743699657,24393.190796661227,1,3,24393.864568148627,4,50.25,143.285276,460.269231,37.623958,4,0,2,0.0,24308.03131213093,0.336885743699657,20074.221004532064,1,3,0.0,-24392.85391091753,SHORT,0.336885743699657,8131.063598887075,1.0,0.822944,1.3810646852553935e-05,1.0,561417946.5549946,0.0,4.3e-05,0.2992732930836822,3.63390552115717,0.37465212521114866,"bounce_and_fail, confirmation_volume, gamma_tailwind, healthy_pullback_volume, not_extended, put_wall_clear, swing_dte_dominant, trend_aligned","bearish_rejection_wick, bearish_strong_close, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown"
BA,42107.88987991187,43204.66523422736,10,7,96806.06364587319,17,68.235294,4.834135,2.803661,7.734813,17,5,1,11490.754741625857,608.2551735913714,23881.60019523642,41387.59980608446,10,7,0.0,-1096.7753543154904,SHORT,4210.788987991187,6172.095033461052,0.567153,0.957943,0.9746144230404403,1.0,1440513031.847644,2.9e-05,3e-05,0.4878644991495475,3.578903732628685,0.3728570434378322,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned"
BRKB,0.0,222085.51542500948,0,5,444171.03085001896,5,71.8,1.091648,,1.091648,5,0,2,0.0,203640.66878315012,0.0,196124.75433368288,0,5,0.0,-222085.51542500948,SHORT,0.0,44417.103085001894,0.0,0.883105,0.0,1.0,,0.0,0.0,0.115,3.331636896796046,0.3647870478608897,none,"bearish_rejection_wick, bearish_strong_close, bounce_and_fail, confirmation_volume, flag_breakdown, healthy_pullback_volume, not_extended, pullback_to_resistance, room_to_target, structural_breakdown, trend_aligned"
ISRG,19247.239725468466,42611.8644645839,2,2,104490.91623040095,4,60.25,0.47408,0.517272,0.430888,4,0,1,0.0,42611.07174603662,19227.292149703786,42611.07174603662,2,2,0.0,-23364.624739115436,SHORT,9623.619862734233,21305.93223229195,0.998964,0.999981,0.45168734030554963,1.0,799620224.222676,2.4e-05,5.3e-05,0.3183364805515067,3.324680043019669,0.3645599984912654,"bounce_and_fail, confirmation_volume, healthy_pullback_volume, not_extended, put_wall_clear, swing_dte_dominant, trend_aligned","bearish_rejection_wick, bearish_strong_close, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown"
