ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,total_call_premium,total_put_premium,bullish_unusual_premium_share,bearish_unusual_premium_share,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,bullish_unusual_premium_share_z,bullish_unusual_premium_share_tier,bearish_unusual_premium_share_z,bearish_unusual_premium_share_tier,lottery_bullish_premium,lottery_bearish_premium,swing_bullish_premium,swing_bearish_premium,leap_bullish_premium,leap_bearish_premium,bearish_score_raw,checks_passed,checks_failed
CAPR,0.0,97.65720559346086,0,2,97.65720559346086,2,47.5,2.388963,,2.388963,2,0,1,0.0,0.00028310189875384214,0.0,97.6569224915621,0,2,0.0,2254739.0,0.0,2.6103447657205576,0,1,-97.65720559346086,SHORT,0.0,48.82860279673043,0.0,3e-06,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.5,0,0.0,1148392838.0,0.0,0.001963,5495733.0,399922.0,0.0,5.6379468996454305,0.0,0.0,0.0,0.02673,0.0,0.0,0.0,0.00042519076383103,0.18947026843043038,5.370719294099315,0.8356,0.0,0.4591,0.0,0.0,0.6,0.0,2.815,0.0,1.6502,0.1556,0.15,0.6,0.0,0.06,0.5090050395555555,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-1.8352138169188192,1,1.7078022959032988,1,0.0,0.0,0.0,2254739.0,0.0,0.0,0.5370719294099315,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target"
RVMD,5.361062442906927e-25,1.269979793291984e-24,2,1,3.0760658308746608e-24,3,81.0,4.264155,1.095918,7.432392,3,0,0,0.0,0.0,5.361062442906927e-25,1.269979793291984e-24,2,1,1575000.0,2950000.0,2.4659399870774864e-25,4.267727923986881e-25,1,0,-7.338735490012914e-25,SHORT,2.6805312214534633e-25,1.269979793291984e-24,0.0,0.0,0.4221376175608451,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,40127582203.0,3.9e-05,7.4e-05,,,,,0.0,0.0,0.459972,0.336047,0.0,0.0,6.680021756339614e-32,3.164855003890662e-31,0.43729881007406096,4.95136803441008,1.9673,0.0,1.6502,0.1556,0.0,0.6,0.0,2.7012,0.0,1.6502,0.0,0.0,0.6,0.0,0.2516355289846607,0.4608867304583582,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-2.765545534326169,1,-1.4016918317310116,1,0.0,0.0,1575000.0,5900000.0,0.0,0.0,0.49513680344100797,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned"
GE,95.36531639971076,2.471388057654447e-15,3,4,95.36531639971076,7,76.571429,7.970462,5.97179,8.969798,7,0,1,0.0,2.025097776835328e-24,95.36531639971076,2.3797542052209387e-15,3,4,1279205.5,4498748.0,46.29246501823369,1.0607290902818331e-15,1,0,95.36531639971076,LONG,31.788438799903588,6.178470144136117e-16,0.0,0.037078,99.0,1.0,0.3333333333333333,0.0,0.025641025641025605,-0.3076923076923077,31-90,0.0,0,0.0,362109317037.0,4e-06,1.2e-05,,,,,0.0,0.0,0.485422,0.429204,0.0,0.0,8.778685690833929e-07,1.70624445531867e-23,0.3103744512071889,3.9343860517312823,0.5425,0.0,1.6502,0.3111,0.0,0.6,0.0,1.0676,0.0,1.6502,0.4667,0.15,0.6,0.0,0.27353565737574337,0.3355481962792216,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-1.9147300169602572,1,522418.0,561333.0,1970068.0,7659135.0,1524600.0,0.0,0.39343860517312823,"ema_rally, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned"
DELL,0.0,3572713.7755421842,0,3,3572713.7755421842,3,35.0,91.119263,,91.119263,3,0,2,0.0,2359476.2807797417,0.0,1387062.237905233,0,3,0.0,4452477.0,0.0,1213413.153069834,0,3,-3572713.7755421842,SHORT,0.0,1190904.5918473948,0.0,0.611762,0.0,1.0,0.0,1.0,-0.3076923076923077,0.6923076923076923,31-90,0.6667,0,0.0,142729984998.0,0.0,3.1e-05,,,,,0.0,9e-06,0.0,0.339633,0.0,0.0,0.0,0.08343758964621781,0.10979725235508128,3.8420808800693216,0.3363,0.0,0.1617,0.0,0.0,0.6,0.0,0.2962,0.319,1.6502,0.3111,0.3,0.6,0.3655,0.06,0.46996290538571417,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-2.447432768581187,1,0.0,941239.0,0.0,4452477.0,0.0,0.0,0.3842080880069322,"not_extended, resistance_ema_confluence, room_to_target","confirmation_volume, momentum_aligned, trend_aligned"
CF,0.0,12.996134329406765,0,1,12.996134329406765,1,32.0,11.111111,,11.111111,1,0,0,0.0,0.0,0.0,12.996134329406765,0,1,0.0,1257244.0,0.0,4.394681721838698,0,1,-12.996134329406765,SHORT,0.0,12.996134329406765,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,19466365309.0,0.0,6.5e-05,,,,,0.0,0.0,0.0,0.338153,0.0,0.0,0.0,6.676199754351771e-06,0.1300044915985359,3.8353903290622626,0.4242,0.0,0.2759,0.0,0.0,0.6,0.0,1.5852,0.0,1.6502,0.0,0.0,0.6,0.0,0.06,0.4383429360195294,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.017165795305151,1,-1.5688545741179514,1,0.0,0.0,0.0,1257244.0,0.0,0.0,0.38353903290622626,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned"
FIX,0.0,219483.48818492412,0,4,438966.97636984824,4,89.75,6.328125,,6.328125,4,0,1,0.0,219483.48818492412,0.0,219483.48818492412,0,4,0.0,3009786.5,0.0,134130.4254647007,0,1,-219483.48818492412,SHORT,0.0,54870.87204623103,0.0,0.0,0.0,1.0,0.0,0.25,-0.3076923076923077,-0.05769230769230771,31-90,0.25,0,0.0,64446095548.0,0.0,4.7e-05,,,,,0.0,2e-06,0.0,0.611119,0.0,0.0,0.0,0.008514227522963396,0.11284823118366852,3.795879263183506,0.3493,0.0,0.1792,0.0,0.0,0.6,0.0,0.9142,0.0148,1.6502,0.4667,0.15,0.6,0.0,0.06,0.4524590217962461,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.3536128216705166,1,-2.6840447576315265,1,1266400.0,0.0,0.0,3311893.0,0.0,0.0,0.3795879263183506,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",none
KORU,331.8900614457784,276.98657564470665,2,3,885.8632127351917,5,49.2,8.772494,7.800127,9.420738,5,1,2,204.0094138199784,276.98657539838814,204.0094138199784,163.90519183201056,2,3,1363027.0,1480118.0,3.107526691719812,4.094545054356177,2,2,54.903485801071724,LONG,165.9450307228892,92.32885854823554,0.38531,0.408256,1.1982171362394722,1.0,0.0,0.6666666666666666,-0.3076923076923077,0.3589743589743589,31-90,0.5,0,0.0,1644113589.0,0.000829,0.0009,,,,,0.0,0.0,0.009363,0.014782,0.0,0.0,0.0010093282595141251,0.0005615722609798072,0.32337589781977566,3.6990165239103834,0.4742,0.0,1.6502,0.1556,0.15,0.6,0.2038,0.6176,0.0,1.6502,0.3111,0.3,0.6,0.2202,0.5709348412698412,0.6031293968253968,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.2168170182643268,1,-2.7855130705703313,1,0.0,0.0,1363027.0,2960236.0,0.0,1668614.0,0.36990165239103834,none,none
MXL,0.0,2.9785754343116415e-07,0,3,5.957150868623283e-07,3,49.666667,9.73059,,9.73059,3,0,1,0.0,2.8714314765010604e-07,0.0,2.8714314765010604e-07,0,3,0.0,1255382.0,0.0,7.528348343324109e-08,0,1,-2.9785754343116415e-07,SHORT,0.0,9.928584781038805e-08,0.0,0.035972,0.0,1.0,0.0,0.3333333333333333,-0.3076923076923077,0.025641025641025605,31-90,0.3333,0,0.0,8274846747.0,0.0,0.000152,14133274.0,4069735.0,0.0,0.30846775035720997,0.0,0.0,0.0,0.25275,0.0,0.0,0.0,1.199851197804764e-13,0.16471767829328554,3.6874482821852355,0.7036,0.0,0.3435,0.0,0.0,0.6,0.0,0.9762,0.0,1.6502,0.3111,0.15,0.6,0.0,0.06,0.566111111111111,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.198990438846248,1,-1.0038682911532373,1,0.0,0.0,0.0,2510764.0,0.0,0.0,0.36874482821852356,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",none
LMT,0.0,113854.79635781432,0,2,113854.79635781432,2,88.5,2.12,,2.12,2,0,1,0.0,77221.85342931311,0.0,77221.85342931311,0,2,0.0,1984229.0,0.0,58779.04626257086,0,1,-113854.79635781432,SHORT,0.0,56927.39817890716,0.0,0.321751,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.5,0,0.0,131225314248.0,0.0,1.5e-05,,,,,0.0,0.0,0.0,0.516263,0.0,0.0,0.0,0.004338141501518621,0.10490604891764707,3.5538903700417714,0.3441,0.0,0.1049,0.0,0.0,0.6,0.0,0.8398,0.0,1.6502,0.1556,0.15,0.6,0.1584,0.06,0.27165669977125173,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-2.3457054868308487,1,0.0,0.0,0.0,1984229.0,0.0,0.0,0.3553890370041771,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned"
CLSK,0.0,16.800580741655644,0,1,16.800580741655644,1,60.0,6.177324,,6.177324,1,0,0,0.0,0.0,0.0,16.800580741655644,0,1,0.0,2013985.0,0.0,6.870818828784637,0,1,-16.800580741655644,SHORT,0.0,16.800580741655644,0.0,0.0,0.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,4005660340.0,0.0,0.000503,,,,,0.0,0.0,0.0,0.408963,0.0,0.0,0.0,4.1942100217253176e-05,0.11346866054930199,3.386068437928728,0.4218,0.0,0.1129,0.0,0.0,0.6,0.0,1.1359,0.0,1.6502,0.0,0.0,0.6,0.0,0.06,0.52,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,-3.5,1,-2.4535550726950626,1,0.0,0.0,0.0,2013985.0,0.0,0.0,0.33860684379287276,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned"
