ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,bearish_score_raw,checks_passed,checks_failed
WSM,2.083063765914779e-21,8.000380408063512e-17,1,3,8.000797020816696e-17,4,78.75,2.559968,0.062687,3.392395,4,0,1,0.0,7.837737108307229e-21,2.083063765914779e-21,5.5400896610668084e-17,1,3,30510.0,1840246.0,1.3108364014465729e-21,3.724802537664826e-17,0,0,-8.000172101686921e-17,SHORT,2.083063765914779e-21,2.666793469354504e-17,0.0,0.307522,2.6037058985536207e-05,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.3333,0,0.0,23647298776.0,1e-06,7.8e-05,0.0,0.0,0.629283,0.465578,0.0,0.0,8.808886738594058e-28,1.1277370386426855e-23,0.1398031788888885,5.724335641932177,0.798,0.0,0.0,0.0,0.0,0.6,0.0,2.815,0.0,1.7,0.3111,0.15,0.6,0.1482,0.06,0.5314684165185053,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.5724335641932177,"momentum_aligned, not_extended, room_to_target","confirmation_volume, continuation_pattern, trend_aligned"
SATS,178965.87118340257,823679.0863699078,15,17,1675483.6165706369,32,62.4375,1.50491,0.192494,2.662924,32,2,6,178380.06677363068,624407.5611965552,178357.24306678894,568910.8501668659,15,17,2552030.0,2802390.0,34127.388030717004,255924.12667581099,1,5,-644713.2151865052,SHORT,11931.058078893506,48451.71096293576,0.003401,0.309305,0.21727621126346092,1.0,0.06666666666666667,0.29411764705882354,-0.24102564102564106,-0.01357466063348417,31-90,0.3529,0,0.0,20984223755.0,0.000122,0.000134,2e-06,1.2e-05,0.190692,0.260941,0.0,0.0,0.005685727629572499,0.023089589364196028,0.3102114187537141,5.550865501855391,0.7992,0.0029,0.0,1.4,0.3,0.6,0.0,0.9548,0.0757,1.4708,1.4,0.9,0.6,0.1495,0.5202895397491818,0.7496019425307077,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.5550865501855391,none,none
DAVE,45.58004446402275,0.8437919884840269,9,4,46.42383645250678,13,37.153846,7.291656,2.978641,16.995941,13,1,0,4.918468202761238e-10,0.0,45.58004444859193,0.4766457320808789,9,4,1483160.0,1198580.0,6.118059550530268,0.2843076830157389,0,0,44.73625247553872,LONG,5.064449384891416,0.21094799712100673,0.0,0.435115,54.01810527487081,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.1111,0,0.0,3070073316.0,0.000483,0.00039,0.0,0.0,0.134227,0.33694,0.0,0.0,1.64961838484362e-05,6.871106172664664e-07,0.5346773258413466,5.359755941406065,1.6669,0.0,1.6855,1.2444,0.15,0.6,0.0,2.3537,0.0,1.7,0.4667,0.0,0.6,0.2394,0.6579920324444444,0.5906034523809524,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.5359755941406065,none,none
EXPE,0.011849638747372684,644.3861979227894,2,4,644.3980475615367,6,78.0,15.262348,5.851365,19.96784,6,0,0,0.0,0.0,0.011849638743355295,255.7027589952838,2,4,345991.0,1608207.0,0.0017727809010472581,266.80046170428386,0,0,-644.3743482840421,SHORT,0.005924819373686342,161.09654948069735,0.0,0.603184,1.8389032517410486e-05,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,31106316159.0,1.1e-05,5.2e-05,0.0,0.0,0.149606,0.414038,0.0,0.0,1.9046997861789917e-09,5.1789015663973836e-05,0.31412714184686963,5.222863325090494,0.6857,0.0,1.7,0.1556,0.0,0.6,0.0,2.0968,0.0,1.7,0.4667,0.0,0.6,0.3594,0.2856301087511132,0.4861167939556487,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.5222863325090494,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned"
CAR,26579.24106949467,50203.372179383885,2,7,153398.4072525433,9,61.333333,6.099735,2.9903,6.988145,9,0,2,0.0,151.23804987966085,26441.896383594423,49611.094312497524,2,7,360371.5,1502050.0,7686.126454629412,3005.1917129437047,1,1,-23624.131109889215,SHORT,13289.620534747335,7171.910311340555,0.005167,0.011798,0.5294313890812595,1.0,0.5,0.14285714285714285,0.1923076923076923,-0.16483516483516486,31-90,0.2857,0,0.0,17412837877.0,2.1e-05,8.6e-05,0.0,0.0,0.288622,0.05972,0.0,0.0,0.007632081932090531,0.004118748685309749,0.34555902020734947,4.634366823458264,0.9955,0.0111,1.6934,0.1556,0.0,0.6,0.0,1.101,0.0,1.7,0.9333,0.3,0.6,0.0,0.32269615942975965,0.6125288866630438,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.4634366823458264,none,not_extended
SAP,49339.98211581711,1.0186901628832064e-08,3,7,49339.9821158273,10,53.8,6.268168,1.483939,8.318552,10,0,0,0.0,0.0,49339.98211581711,9.923445630298468e-09,3,7,132766.0,741997.0,17752.07848727833,3.618500515528263e-09,1,0,49339.982115806924,LONG,16446.66070527237,1.4552716612617234e-09,0.0,0.025862,99.0,1.0,0.3333333333333333,0.0,0.025641025641025605,-0.3076923076923077,31-90,0.0,0,0.0,222629536923.0,1e-06,3e-06,0.0,0.0,0.359791,0.355211,0.0,0.0,0.000738745672860143,6.536741177182848e-17,0.23799022983435372,4.594001881342711,0.7997,0.0,0.6691,0.3111,0.0,0.6,0.0,1.3607,0.0,1.7,0.9333,0.0,0.6,0.0,0.15801896311111113,0.3316566397201671,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.4594001881342711,"confirmation_volume, ema_rally, momentum_aligned, not_extended, room_to_target, trend_aligned",none
LRCX,147316.96436226202,90.51774938374906,4,10,147495.12173464446,14,34.357143,5.003216,6.956103,4.222061,14,2,3,147316.59684049003,1.569581606311168,147316.44966055383,87.28755713670724,4,10,481494.0,2256007.5,68556.32861103337,61.813932364590094,1,0,147226.44661287827,LONG,36829.241090565505,9.051774938374907,3e-06,0.035686,99.0,1.0,0.25,0.0,-0.05769230769230771,-0.3076923076923077,31-90,0.5,0,0.0,334171119600.0,1e-06,7e-06,0.0,0.0,0.465366,0.687385,0.0,0.0,0.001102107241782288,2.7087244849913436e-07,0.3475716693193169,4.567478073412186,0.4091,0.0,1.7,0.4667,0.3,0.6,0.0,0.4175,0.0,1.7,1.4,0.45,0.6,0.0,0.30666666666666664,0.4394957395766246,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.45674780734121856,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned"
HUT,0.010601036934827612,30.674406228398443,3,6,61.363406815431546,9,65.333333,7.388491,4.188192,8.98864,9,1,2,0.0029264591287018727,12.962746587279907,0.00399332169983347,17.699593348148277,3,6,180652.0,353572.5,0.001833519578103493,2.795292045380256,0,0,-30.663805191463616,SHORT,0.0035336789782758706,5.112401038066407,0.623308,0.422985,0.0003455987658210363,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.3333,0,0.0,8305457572.0,2.2e-05,4.3e-05,0.0,0.0,0.16165,0.091128,0.0,0.0,4.254646956705771e-09,6.155471861420048e-06,0.3919758527218324,4.383765028109155,0.7849,0.0,1.7,0.3111,0.15,0.6,0.3738,0.7753,0.0,1.7,0.7778,0.3,0.6,0.2307,0.3936738103066516,0.5084483367287779,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.43837650281091556,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned"
XLV,0.0870694596852851,22.539912760670695,2,6,22.69108441398785,8,44.0,12.819282,0.691592,16.861845,8,0,2,0.0,22.457162703084464,0.08413551046626246,22.45495912135695,2,6,102900.0,440708.0,0.03764561753870804,12.786386951524786,0,0,-22.45284330098541,SHORT,0.04353472984264255,3.7566521267784494,0.033697,0.003769,0.003862901361233763,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.3333,0,0.0,148.789983,0.0,0.0,0.0,0.0,0.432363,0.566969,0.0,0.0,0.0,0.0,0.18645589676151333,4.356498629837356,0.9787,0.0,0.1303,0.1556,0.0,0.6,0.0,0.9787,0.0,1.7,0.7778,0.3,0.6,0.0,0.08858381155555556,0.3377777777777778,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,0.4356498629837356,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume
APLD,0.0,848806.1642749584,0,2,848818.9162851257,2,75.0,5.090889,,5.090889,2,0,0,0.0,0.0,0.0,848793.4122647912,0,2,0.0,891898.0,0.0,341420.82792041166,0,1,-848806.1642749584,SHORT,0.0,424403.0821374792,0.0,1.5e-05,0.0,1.0,0.0,0.5,-0.3076923076923077,0.1923076923076923,31-90,0.0,0,0.0,9010313565.0,0.0,9.9e-05,0.0,3.8e-05,0.0,0.402235,0.0,0.0,0.0,0.47101921489840987,0.08739977489748572,4.274126715492908,0.274,0.0,0.0,0.0,0.0,0.6,0.0,0.2014,1.6172,1.7,0.1556,0.0,0.6,0.0,0.06,0.6951461626470052,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.4274126715492908,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned"
