ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_concentration,bearish_concentration,flow_imbalance_ratio,dte_score,bullish_score,bearish_score,bearish_score_raw
WFC,0.0,84005.35096666972,0,1,84005.35096666972,1,90.0,0.24,,0.24,1,0,0,0.0,0.0,0.0,84005.35096666972,0,1,-84005.35096666972,SHORT,0.0,84005.35096666972,0.0,1.0,0.0,1.0,0.05,5.435585329166069,0.5427852360186284
PLTR,0.0,56758.69329051877,0,1,56758.69329051877,1,56.0,0.11,,0.11,1,0,0,0.0,0.0,0.0,56758.69329051877,0,1,-56758.69329051877,SHORT,0.0,56758.69329051877,0.0,1.0,0.0,1.0,0.05,5.235614184778867,0.5288758880696062
QCOM,0.0,47057.11839067857,0,1,47057.11839067857,1,56.0,0.12,,0.12,1,0,0,0.0,0.0,0.0,47057.11839067857,0,1,-47057.11839067857,SHORT,0.0,47057.11839067857,0.0,1.0,0.0,1.0,0.05,5.142802825637315,0.5224202292200381
TLT,0.0,43290.24095872649,0,1,43290.24095872649,1,119.0,0.14,,0.14,1,0,1,0.0,43290.24095872649,0.0,43290.24095872649,0,1,-43290.24095872649,SHORT,0.0,43290.24095872649,0.0,1.0,0.0,0.7,0.0,5.102093305873105,0.5195886063027756
HIMS,0.0,47887.427617388865,0,1,47887.427617388865,1,119.0,0.63,,0.63,1,0,0,0.0,0.0,0.0,47887.427617388865,0,1,-47887.427617388865,SHORT,0.0,47887.427617388865,0.0,1.0,0.0,0.7,0.0,4.452403918243271,0.47439830757731183
CRM,2910.326281880061,610.4309225736679,1,3,3520.7572044537287,4,44.0,6.82,0.93,8.79,4,0,0,0.0,0.0,2910.326281880061,259.12346149836026,1,3,2299.895359306393,LONG,2910.326281880061,203.47697419122264,1.0,0.42,4.767658672351805,1.0,0.42501875197698624,4.151517542168964,0.4534696215373188
ALAB,0.0,710.4608454022493,0,2,710.4608454022493,2,44.0,1.65,,1.65,2,0,0,0.0,0.0,0.0,553.329368724888,0,2,-710.4608454022493,SHORT,0.0,355.23042270112467,0.0,0.78,0.0,1.0,0.05,3.5597204354354304,0.4123061231835625
U,0.0,158.35557267248834,0,1,158.35557267248834,1,30.0,0.7,,0.7,1,0,0,0.0,0.0,0.0,158.35557267248834,0,1,-158.35557267248834,SHORT,0.0,158.35557267248834,0.0,1.0,0.0,1.0,0.05,2.337126720130122,0.3272664468913582
HPQ,0.0,1.3946579449914627,0,1,1.3946579449914627,1,32.0,1.0,,1.0,1,0,0,0.0,0.0,0.0,1.3946579449914627,0,1,-1.3946579449914627,SHORT,0.0,1.3946579449914627,0.0,1.0,0.0,1.0,0.05,0.2615052449955144,0.18289291041647443
RDDT,0.0,0.48985380478836793,0,1,0.48985380478836793,1,32.0,0.34,,0.34,1,0,0,0.0,0.0,0.0,0.48985380478836793,0,1,-0.48985380478836793,SHORT,0.0,0.48985380478836793,0.0,1.0,0.0,1.0,0.05,0.0,0.1647034488604916
