ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_concentration,bearish_concentration,flow_imbalance_ratio,dte_score,bullish_score,bearish_score,bearish_score_raw
XLI,0.0,90969.59241471071,0,3,90969.59241471071,3,61.0,74.28,,74.28,3,0,1,0.0,51974.236062815035,0.0,51974.236062815035,0,3,-90969.59241471071,SHORT,0.0,30323.197471570238,0.0,0.57,0.0,1.0,0.05,10.0,0.8602712014803228
CMG,0.0,130551.72636091687,0,3,130551.72636091687,3,54.0,37.62,,37.62,3,0,2,0.0,130095.95500184735,0.0,107436.7117175563,0,3,-130551.72636091687,SHORT,0.0,43517.24212030562,0.0,0.82,0.0,1.0,0.05,9.65906391705778,0.83655678698041
SPY,358128.58161952416,401883.05451551086,2,3,760011.636135035,5,51.8,0.84,0.77,0.88,5,1,2,142718.20962792885,241118.37329184753,215410.37199159528,160764.68122366333,2,3,-43754.47289598669,SHORT,179064.29080976208,133961.01817183694,0.6,0.4,0.8911263552808047,1.0,0.6458427127223132,8.494015436297277,0.7555197716348366
XLU,0.0,23442.71591439524,0,2,23442.71591439524,2,43.0,0.66,,0.66,2,0,2,0.0,23442.71591439524,0.0,23152.45733286386,0,2,-23442.71591439524,SHORT,0.0,11721.35795719762,0.0,0.99,0.0,1.0,0.05,6.8475599517283685,0.6409976375158176
QQQ,0.0,568686.6580568352,0,2,568686.6580568352,2,90.0,0.14,,0.14,2,0,0,0.0,0.0,0.0,374667.5001915947,0,2,-568686.6580568352,SHORT,0.0,284343.3290284176,0.0,0.66,0.0,1.0,0.05,6.737999302691977,0.6333769520732364
IWM,0.0,178761.73837415024,0,1,178761.73837415024,1,56.0,0.52,,0.52,1,0,1,0.0,178761.73837415024,0.0,178761.73837415024,0,1,-178761.73837415024,SHORT,0.0,178761.73837415024,0.0,1.0,0.0,1.0,0.05,6.540737438692152,0.6196560529312407
HOOD,7.703978338885643,56072.8896008645,1,3,56080.593579203385,4,54.25,0.43,0.96,0.26,4,0,0,0.0,0.0,7.703978338885643,54987.80746301066,1,3,-56065.18562252562,SHORT,7.703978338885643,18690.963200288166,1.0,0.98,0.00013739221206047616,1.0,0.21864059162148325,6.470021181948346,0.6147372581535431
CIA,0.0,120790.97539544846,0,1,120790.97539544846,1,56.0,0.22,,0.22,1,0,0,0.0,0.0,0.0,120790.97539544846,0,1,-120790.97539544846,SHORT,0.0,120790.97539544846,0.0,1.0,0.0,1.0,0.05,5.615386397539145,0.5552916185233189
ORCL,69055.29491259533,115953.37749173332,1,1,185008.67240432865,2,49.0,0.32,0.59,0.05,2,0,0,0.0,0.0,69055.29491259533,115953.37749173332,1,1,-46898.08257913799,SHORT,69055.29491259533,115953.37749173332,1.0,1.0,0.5955436262951331,1.0,0.5335025525956328,5.588483305118088,0.5534203261699351
LEU,0.0,83773.25404679794,0,1,83773.25404679794,1,90.0,0.77,,0.77,1,0,0,0.0,0.0,0.0,83773.25404679794,0,1,-83773.25404679794,SHORT,0.0,83773.25404679794,0.0,1.0,0.0,1.0,0.05,5.454725799956993,0.5441165854438412
