ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_score_raw,checks_passed,checks_failed
UVIX,69259.47044578803,0.0,3,0,88166.96286313595,3,84.333333,7.331695,7.331695,,3,2,0,69259.47044494805,0.0,50351.97802760012,0.0,3,0,104962810320.13179,166596.5,0.0,69259.47044578803,LONG,23086.49014859601,0.0,0.272995,0.0,99.0,1.0,101607448.0,0.00164,0.0,2.2721257745392847,0.0,7.940234523809524,0.18,0.7940234523809524,"confirmation_volume, not_extended, pullback_to_support, room_to_target","momentum_aligned, trend_aligned"
IVZ,2784392.792892321,2.4317077056944814e-07,5,4,2784392.7928928076,9,98.777778,225.40083,211.828862,242.365789,9,0,2,0.0,1.0660422271846263e-07,1427098.255966881,1.1097177100844547e-07,5,4,5518865031698.038,4317320.0,268423.5,2784392.792892078,LONG,556878.5585784642,6.079269264236204e-08,0.487465,0.543647,99.0,0.7,10652607386.0,0.000405,2.5e-05,0.5227626799710388,5.706836874722122e-14,7.895808333333334,0.48327360140428144,0.7895808333333334,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned"
HUT,46.92310834062956,48.741059863522935,5,5,157.77368724489705,10,63.3,1.846242,3.41291,0.279573,10,2,2,10.115950244712463,11.95494820304005,13.409924428619039,22.729424148219795,5,5,3.1908864546097173,1610124.5,366448.5,-1.8179515228933738,SHORT,9.384621668125913,9.748211972704587,0.714215,0.53367,0.9627018466979643,1.0,7864126181.0,0.000205,4.7e-05,1.1933457643138384e-05,1.2395798017911517e-05,7.022058333333334,0.4266464863417078,0.7022058333333334,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
USAR,78016.36770697014,8.67819621740033,4,1,78033.72409940494,5,44.4,2.210168,2.717762,0.179794,5,2,0,150.64425928755318,0.0,77539.31878236476,8.67819621740033,4,1,4494.881856345979,415405.0,44416.0,78007.68951075274,LONG,19504.091926742534,8.67819621740033,0.006115,0.0,99.0,1.0,4017300905.0,0.000103,1.1e-05,0.048550239048480076,2.160205676054612e-05,6.439546039483922,0.21454702861686006,0.6439546039483922,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
TSEM,112.56391764360372,0.00014546212003040576,4,3,186.53782695708279,7,52.714286,106.8094,186.585831,0.440824,7,0,0,0.0,0.0,73.97376385135904,7.591739451735794e-05,4,3,1393622.0040577855,6034802.0,678417.0,112.56377218148369,LONG,28.14097941090093,4.8487373343468586e-05,0.342829,0.478095,99.0,1.0,23955525925.0,0.000252,2.8e-05,1.174717662179689e-05,2.0240579770727194e-11,6.373449285714285,0.32036506519358376,0.6373449285714285,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target"
MOD,344.9361407181604,859.386714977179,5,7,1550.3752998956838,12,33.25,1.791481,3.140196,1.020787,12,1,1,10.185562659837519,0.0015737272568213312,216.04260357753137,491.0301059496781,5,7,1153.9632906006782,943836.0,1075759.0,-514.4505742590186,SHORT,68.98722814363208,122.76953071102558,0.373674,0.428627,0.4013747649419041,1.0,12405014094.0,7.6e-05,8.7e-05,5.5612373852117994e-05,9.89676672519108e-05,6.186038265406168,0.5526270980737222,0.6186038265406169,none,none
LCID,11326.345314290513,201.98694209075393,3,1,11730.31919847202,4,77.5,2.595626,3.239116,0.665159,4,0,0,0.0,0.0,10895.234425295866,201.98694209075393,3,1,27.98931842935841,438716.0,56187.5,11124.358372199758,LONG,3775.4484380968374,201.98694209075393,0.038063,0.0,56.074641246865944,1.0,2523168671.0,0.000174,2.2e-05,0.014963123478386109,0.0008005288921517126,6.103615323459622,0.2590332954641359,0.6103615323459622,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned"
CENX,547091.1360168121,0.0,1,0,547091.1360168121,1,62.0,26.338346,26.338346,,1,0,0,0.0,0.0,547091.1360168121,0.0,1,0,0.0,833000.0,0.0,547091.1360168121,LONG,547091.1360168121,0.0,0.0,0.0,99.0,1.0,6493687224.0,0.000128,0.0,0.8424969006742726,0.0,6.000000000000001,0.05,0.6000000000000001,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
REAL,7.204108262256507e-21,0.0,2,0,7.204108262256507e-21,2,50.0,13.938264,13.938264,,2,0,0,0.0,0.0,6.860667938236988e-21,0.0,2,0,19.976302892863135,1989975.0,0.0,7.204108262256507e-21,LONG,3.6020541311282535e-21,0.0,0.047673,0.0,99.0,1.0,1348075181.0,0.001476,0.0,2.67199795819715e-26,0.0,5.933333333333333,0.18,0.5933333333333333,"confirmation_volume, momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",none
W,6.872506568685511e-06,9.683256774353353e-13,6,4,1.3745014108056203e-05,10,45.8,2.395634,1.812352,3.270557,10,1,2,6.871574035734494e-06,8.718062829020588e-15,6.871574035734494e-06,7.253152873062351e-13,6,4,376243419.7026208,823194.5,1698295.5,6.872505600359834e-06,LONG,1.1454177614475852e-06,2.4208141935883384e-13,0.000136,0.250959,99.0,1.0,8408975225.0,9.8e-05,0.000202,1.3621371579764468e-12,2.878845672408719e-19,5.842300999729213,0.6557827857142857,0.5842300999729213,none,none
APO,3839.34230131422,76600.60521863037,21,7,157502.1788931373,28,60.928571,2.626753,1.930856,4.515618,28,4,3,443.0471359714458,25997.7884151273,923.354732269036,50332.21997541593,21,7,1294.9482808370255,2267719.5,736987.0,-72761.26291731615,SHORT,182.82582387210573,10942.943602661482,0.759502,0.342927,0.050121566146326436,1.0,69858060904.0,3.2e-05,1.1e-05,2.6171041896417326e-05,0.0015664539583627208,5.8091043144778185,0.49939895718828864,0.5809104314477819,"momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",confirmation_volume
PONY,947702.148662654,1.556383603768252e-21,1,1,947702.148662654,2,55.5,32.627119,,32.627119,2,0,1,0.0,1.556383603768252e-21,947702.148662654,1.556383603768252e-21,1,1,3.0445648051293926e+26,1125000.0,25414.0,947702.148662654,LONG,947702.148662654,1.556383603768252e-21,0.0,0.0,99.0,1.0,3842709306.0,0.000293,7e-06,2.466234297720396,4.050224671791117e-27,5.800000000000001,0.3636170168764005,0.5800000000000001,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_continuation",trend_aligned
