ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,total_call_premium,total_put_premium,bullish_unusual_premium_share,bearish_unusual_premium_share,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,bullish_unusual_premium_share_tier,bearish_unusual_premium_share_tier,lottery_bullish_premium,lottery_bearish_premium,swing_bullish_premium,swing_bearish_premium,leap_bullish_premium,leap_bearish_premium,bullish_score_raw,checks_passed,checks_failed
NN,2.4615806287156362e-18,0.0,2,0,2.4615806287156362e-18,2,70.0,2.723989,2.723989,,2,0,0,0.0,0.0,1.3072749999498723e-18,0.0,2,0,2940000.0,0.0,3.4165672326529e-19,0.0,0,0,2.4615806287156362e-18,LONG,1.2307903143578181e-18,0.0,0.468929,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,2,1.0,2301058435.0,0.001278,0.0,,,,,0.0,0.0,0.138796,0.0,0.0,0.0,5.3488007763601975e-24,0.0,5.346383320662335,0.13117816763404977,2.815,0.0,1.5123,0.1556,0.0,0.6,0.2635,0.7118,0.0,0.0,0.0,0.0,0.6,0.0,0.5431388789841269,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,2940000.0,0.0,0.0,0.0,0.5346383320662336,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target"
AMZN,5563425.194530391,1504326.095556145,5,2,8572077.385642681,7,37.0,11.754986,8.549858,19.767806,7,1,0,778375.277168921,0.0,1389821.7294735645,801436.1496993396,5,2,5656111.0,1519638.0,2924397.2058164417,789915.4862121455,5,2,4059099.098974246,LONG,1112685.0389060783,752163.0477780725,0.750186,0.467246,3.6982840429113266,1.0,1.0,1.0,0.6923076923076923,0.6923076923076923,31-90,0.2,0,0.0,2787858949939.0,2e-06,1e-06,,,,,1e-06,0.0,0.525647,0.525096,0.0,0.0,0.0039911812573244585,0.002697995347987495,3.94064681305899,0.31134350378254394,0.404,0.0,1.7,0.6222,0.15,0.6,0.4644,0.3956,0.0,1.7,0.1556,0.0,0.6,0.2623,0.35784613314606456,0.27178741269841267,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,727950.0,0.0,5656111.0,3039276.0,0.0,0.0,0.394064681305899,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
CRCL,0.014209478017721443,0.0,3,0,0.028418956035442887,3,86.0,9.779189,9.779189,,3,2,0,0.003997672412493981,0.0,0.010211805605227463,0.0,3,0,3637842.0,0.0,0.010157719783071449,0.0,0,0,0.014209478017721443,LONG,0.0047364926725738145,0.0,0.281338,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.6667,0,0.0,21521325104.0,0.000169,0.0,,,,,0.0,0.0,0.714855,0.0,0.0,0.0,2.200836913937739e-09,0.0,3.7775177557502806,0.11570769252118375,0.7369,0.0,1.7,0.3111,0.3,0.6,0.1295,0.5571,0.0,0.0,0.0,0.0,0.6,0.0,0.5940638253968255,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,7275684.0,0.0,0.0,0.0,0.37775177557502804,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned"
ANET,0.0002269745188077131,0.0,4,0,0.0002269745188077131,4,43.75,2.430199,2.430199,,4,1,0,3.983146688183545e-21,0.0,0.00022697451880771252,0.0,4,0,3368262.0,0.0,4.5816704653310335e-05,0.0,0,0,0.0002269745188077131,LONG,5.674362970192828e-05,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.25,0,0.0,207693150483.0,1.6e-05,0.0,,,,,0.0,0.0,0.201858,0.0,0.0,0.0,2.732089602857309e-12,0.0,3.6162900007449714,0.10087706031272305,1.0871,0.0,1.3125,0.4667,0.15,0.6,0.0,0.4088,0.0,0.0,0.0,0.0,0.6,0.0,0.31169711714062515,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,3368262.0,0.0,0.0,0.0,0.36162900007449716,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned"
IWM,0.0988121130296909,0.057852492474191615,5,1,0.2554767185335734,6,62.666667,17.956343,20.358565,8.347458,6,0,0,0.0,0.0,0.0577226287958,0.057852492474191615,5,1,2230086.5,689940.0,0.05514536191727888,0.0322633435557775,0,0,0.04095962055549928,LONG,0.01976242260593818,0.057852492474191615,0.415834,0.0,1.7080009659699906,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,75337059520.0,3e-05,9e-06,,,,,0.0,0.0,0.558083,0.557683,0.0,0.0,2.623200683946495e-09,7.679154567856913e-09,3.4737642657481578,0.26388989838940685,0.3259,0.0,1.7,0.6222,0.0,0.6,0.2256,0.3389,0.0,1.7,0.0,0.0,0.6,0.0,0.42192520448409965,0.26235661284441536,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,1428979.0,1853512.0,4460173.0,689940.0,0.0,0.0,0.34737642657481577,"confirmation_volume, not_extended, room_to_target, trend_aligned, trend_continuation",momentum_aligned
GLW,2174615.8133949544,0.0,3,0,2174615.8133949544,3,114.0,2.559222,2.559222,,3,1,0,660686.1690501657,0.0,861308.2908531834,0.0,3,0,2336620.0,0.0,892157.8100460984,0.0,3,0,2174615.8133949544,LONG,724871.9377983181,0.0,0.603926,0.0,99.0,0.7,1.0,0.0,0.6923076923076923,-0.3076923076923077,91+,0.3333,0,0.0,131308958082.0,1.8e-05,0.0,,,,,7e-06,0.0,0.41026,0.0,0.0,0.0,0.055203540442811914,0.0,3.317937714023795,0.07198664236936526,0.5468,0.2069,1.4003,0.3111,0.15,0.3429,0.3599,0.377,0.0,0.0,0.0,0.0,0.3429,0.0,0.3431441170452582,0.03428571428571428,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,0.0,2336620.0,0.0,0.0,0.0,0.3317937714023795,"confirmation_volume, hammer_at_support, not_extended, room_to_target, trend_aligned",momentum_aligned
SOXX,0.5342033768994023,15621.262862346417,1,1,15621.797065723316,2,68.0,22.062929,17.652174,26.473684,2,0,0,0.0,0.0,0.5342033768994023,15621.262862346417,1,1,554985.0,2262728.0,0.15431831051857817,4792.729328564929,0,0,-15620.728658969518,SHORT,0.5342033768994023,15621.262862346417,0.0,0.0,3.4197195297638146e-05,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,28383710716.0,2e-05,8e-05,,,,,0.0,0.0,0.288876,0.306808,0.0,0.0,1.8820773021699024e-07,0.005503601350312754,3.0416214265862704,0.3089281289987968,0.7416,0.0,1.7,0.0,0.0,0.6,0.0,0.7872,0.0021,1.7,0.0,0.0,0.6,0.0,0.3031672804760186,0.4754897509687656,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,1232640.0,554985.0,2262728.0,0.0,6688856.0,0.30416214265862707,none,none
NOK,19009.926434566674,0.0,1,0,38019.85286913335,1,80.0,2.774014,2.774014,,1,0,0,0.0,0.0,19009.926434566674,0.0,1,0,300088.5,0.0,9455.16286457653,0.0,0,0,19009.926434566674,LONG,19009.926434566674,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,64887308565.0,5e-06,0.0,,,,,0.0,0.0,0.49738,0.0,0.0,0.0,0.0029296833009376144,0.0,3.027352605490093,0.13780361198559912,0.881,0.0,1.5463,0.0,0.0,0.6,0.0,0.778,0.0,0.0,0.0,0.0,0.6,0.0,0.23111949122592118,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,520900.0,0.0,600177.0,0.0,0.0,0.0,0.30273526054900934,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
WULF,0.00027362291623667665,0.0,1,0,0.00027362291623667665,1,87.0,11.544776,11.544776,,1,0,0,0.0,0.0,0.00027362291623667665,0.0,1,0,855792.0,0.0,8.270952646099372e-05,0.0,0,0,0.00027362291623667665,LONG,0.00027362291623667665,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,8820617000.0,9.7e-05,0.0,,,,,0.0,0.0,0.302276,0.0,0.0,0.0,3.102083632433838e-10,0.0,2.974941076061532,0.12477286405261162,0.6749,0.0,1.7,0.0,0.0,0.6,0.0,0.6477,0.0,0.0,0.0,0.0,0.6,0.0,0.5135846382096243,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,1330280.0,855792.0,0.0,0.0,3714201.0,0.2974941076061532,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned"
CLS,35438.001200326384,0.0,1,0,35438.001200326384,1,80.0,3.152778,3.152778,,1,0,0,0.0,0.0,35438.001200326384,0.0,1,0,657540.0,0.0,5966.129078853115,0.0,0,0,35438.001200326384,LONG,35438.001200326384,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,41567377105.0,1.6e-05,0.0,,,,,0.0,0.0,0.168354,0.0,0.0,0.0,0.008525435971292898,0.0,2.865397376594312,0.08674619584154925,0.5505,0.0149,1.7,0.0,0.0,0.6,0.0,0.2675,0.0,0.0,0.0,0.0,0.6,0.0,0.2902633909725283,0.06,1,4,1,4,4,4,4,1,4,1,4,4,4,4,4,4,1,1,0.0,1254000.0,657540.0,0.0,0.0,0.0,0.2865397376594312,"confirmation_volume, not_extended, room_to_target, trend_aligned, trend_continuation",momentum_aligned
