ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_z_shadow,bearish_score_z_shadow,bullish_zscore_tier,bearish_zscore_tier,bullish_score_raw,checks_passed,checks_failed
ELF,417.92420250818066,6.915264027921685,4,1,842.763669044031,5,55.6,1.672143,1.165247,3.699725,5,1,0,417.2161943751223,0.0,417.2161943751223,6.915264027921685,4,1,263476.0,346498.0,126.4221200326801,2.1042977572763633,0,0,411.00893848025896,LONG,104.48105062704516,6.915264027921685,0.001694,0.0,60.43503195550202,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.25,0,0.0,3945870610.0,6.7e-05,8.8e-05,0.0,0.0,0.3025,0.304298,0.0,0.0,0.00026478580002663887,1.7525318773495426e-05,3.803606174815407,0.4937354364471283,2.1346,0.0,0.4524,0.4667,0.15,0.6,0.0,2.6374,0.0,1.7,0.0,0.0,0.6,0.0,0.7668096185457145,0.694945719872199,3,3,0.3803606174815407,none,none
B,4815.120905078282,1.7120306515585593,11,8,4899.136532897629,19,65.105263,1.092431,0.767301,1.539485,19,2,2,4734.529338515048,1.6476895923737935,4734.529338515048,1.6476895923737935,11,8,2505590.0,793885.5,101.49057874928644,0.5890487998356801,0,0,4813.408874426723,LONG,437.73826409802564,0.2140038314448199,0.016737,0.037582,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.1818,0,0.0,72543105104.0,3.5e-05,1.1e-05,0.0,0.0,0.025269,0.344064,0.0,0.0,6.034181518291377e-05,2.950023039929398e-08,3.713397055051108,0.30964842208444654,1.2316,0.0,0.1818,1.4,0.3,0.6,0.0,0.4007,0.0,0.7068,1.0889,0.3,0.6,0.0,0.7271396969768699,0.6485501367421217,3,3,0.3713397055051108,"ema_pullback, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned"
KRE,23798.694657942524,2819.6264028245273,5,1,36267.831628481435,6,81.333333,28.12838,33.603772,0.75142,6,2,0,11183.909209377705,0.0,7117.423420958074,2819.6264028245273,5,1,365151.0,29202.5,7742.139324205582,1539.9158256790038,0,1,20979.068255117996,LONG,4759.738931588505,2819.6264028245273,0.700932,0.0,8.440371615935524,1.0,0.0,1.0,-0.3076923076923077,0.6923076923076923,91+,0.4,0,0.0,68.794992,0.0,0.0,0.0,0.0,0.281773,0.546142,0.0,0.0,0.0,0.0,3.6514593650793654,0.07709656,0.0,0.0,1.7,0.6222,0.3,0.6,0.4292,0.0,0.0,0.171,0.0,0.0,0.6,0.0,0.6677856449185461,0.510429636360265,2,2,0.36514593650793653,"confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",none
APLD,8248.62283447392,3209.520870240198,3,1,18163.49971892034,4,64.5,6.521841,8.557223,0.415695,4,0,0,0.0,0.0,4752.787690507897,3209.520870240198,3,1,181537.0,30350.0,2641.1389709876744,1047.8800572628945,0,1,5039.101964233721,LONG,2749.5409448246396,3209.520870240198,0.423808,0.0,2.57004804391772,1.0,0.0,1.0,-0.3076923076923077,0.6923076923076923,31-90,0.0,0,0.0,9010313565.0,2e-05,3e-06,0.0,0.0,0.224904,0.326491,0.0,0.0,0.003051548567083236,0.0035620523604277003,3.574075344442726,0.06832330638683377,0.7317,0.0,1.7,0.3111,0.0,0.6,0.2313,0.0832,0.0,0.0,0.0,0.0,0.6,0.0,0.7868691721074249,0.5283079753284988,3,3,0.3574075344442726,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume
ETHA,12149.807783393771,9290.60856174894,2,2,30571.134750913174,4,52.0,15.248544,16.403537,14.09355,4,0,0,0.0,0.0,8208.353041229822,5189.263663606513,2,2,175338.0,115302.0,3320.924563256861,3975.505161562846,0,0,2859.1992216448307,LONG,6074.903891696886,4645.30428087447,0.324405,0.441451,1.3077515539096818,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,7255426926.0,2.4e-05,1.6e-05,0.0,1e-06,0.272787,0.344663,0.0,0.0,0.008372910310663206,0.006402523694681438,3.500924943340589,0.32931381795521947,0.8709,0.0142,1.7,0.1556,0.0,0.6,0.1603,0.5878,0.0059,1.7,0.1556,0.0,0.6,0.2439,0.5617760984832362,0.6827852486864904,3,3,0.3500924943340589,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
EXE,1974.8992619589515,8.552255203773857e-11,3,2,3949.798523918074,5,76.2,150.290515,250.30512,0.268608,5,0,0,0.0,0.0,1974.8992617234628,8.552242146433992e-11,3,2,550840.0,62935.0,434.3514198508635,2.0217200109802622e-11,0,0,1974.899261958866,LONG,658.2997539863171,4.2761276018869285e-11,0.0,2e-06,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,23034961273.0,2.4e-05,3e-06,0.0,0.0,0.219936,0.236396,0.0,0.0,0.00028578287854902145,1.8563641376289667e-17,3.481968524564217,0.08387886194238933,0.8709,0.0,1.7,0.3111,0.0,0.6,0.0,0.0832,0.0,0.0,0.1556,0.0,0.6,0.0,0.717198729140689,0.5650906510005068,3,3,0.34819685245642173,"bounce_and_fail, confirmation_volume, not_extended, room_to_target","momentum_aligned, trend_aligned"
HL,3.303662223552627,0.25396991937174107,2,4,3.557789873896011,6,46.5,6.804982,1.902176,9.256385,6,0,0,0.0,0.0,2.833671316102969,0.25381217639527803,2,4,649194.0,893345.5,0.32369350887907816,0.10482351071011525,0,0,3.049692304180886,LONG,1.6518311117763136,0.06349247984293527,0.142264,0.000621,13.008084704381812,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,13098635112.0,5e-05,6.8e-05,0.0,0.0,0.09798,0.412727,0.0,0.0,1.261071170890949e-06,4.847259222051934e-08,3.418085257431051,0.4926580082636214,1.6789,0.0,0.9535,0.1556,0.0,0.6,0.0302,2.1599,0.0,1.7,0.4667,0.0,0.6,0.0,0.6725896881922774,0.7301230253554588,3,3,0.3418085257431051,none,none
UPST,7882.4690333606295,10561.132030362962,3,1,26326.070097084223,4,91.25,1.816791,1.892253,1.590406,4,0,1,0.0,10561.132030362962,4886.288331122796,10561.132030362962,3,1,155528.0,124000.0,503.76762046499334,1915.1027898104503,0,0,-2678.6629970023323,SHORT,2627.4896777868767,10561.132030362962,0.380107,0.0,0.7463659208784389,0.7,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,1.0,0,0.0,3389978311.0,4.6e-05,3.7e-05,0.0,1e-06,0.06391,0.181335,0.0,0.0,0.0077507566029583275,0.031153981121630137,3.3765110184944005,0.2637446081643724,1.5641,0.0116,0.9467,0.3111,0.0,0.3429,0.2001,1.2941,0.1091,0.7415,0.0,0.15,0.3429,0.0,0.8018417218483974,0.7291241095709778,3,3,0.33765110184944,none,none
IREN,19498.631506814876,25854.9714475367,2,1,45353.602954351576,3,44.0,9.523714,10.942547,6.686047,3,0,0,0.0,0.0,13760.959116555056,25854.9714475367,2,1,291702.0,269747.0,1630.8182421382048,1002.2752711218425,0,1,-6356.339940721824,SHORT,9749.315753407438,25854.9714475367,0.29426,0.0,0.7541540529789517,1.0,0.0,1.0,-0.3076923076923077,0.6923076923076923,31-90,0.0,0,0.0,15989332030.0,1.8e-05,1.7e-05,0.0,0.0,0.083638,0.038765,0.0,0.0,0.006097387767741188,0.016170138564279162,3.2592761152181704,0.2971125338590387,0.6603,0.0046,1.7,0.1556,0.0,0.6,0.1388,0.6242,0.0469,1.7,0.0,0.0,0.6,0.0,0.5875118095462728,0.668621800509788,3,3,0.32592761152181704,none,none
ANET,1894.9317424368096,5.774220307873732,4,1,2298.1083217265245,5,38.0,54.147847,66.484809,4.8,5,2,0,409.023481363016,0.0,1474.9382724340542,5.774220307873732,4,1,628380.5,391950.0,595.414135852088,3.0465712110276617,0,0,1889.1575221289359,LONG,473.7329356092024,5.774220307873732,0.22164,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.5,0,0.0,206361220302.0,3e-06,2e-06,0.0,0.0,0.307546,0.527616,0.0,0.0,2.2956490319058804e-05,2.798113085115232e-07,3.236785444820719,0.23418205378098517,0.0832,0.0,1.7,0.4667,0.3,0.6,0.0869,0.0418,0.0,1.7,0.0,0.0,0.6,0.0,0.6051926751026276,0.5058689142638241,3,3,0.3236785444820719,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended
UNP,17639.623377794775,21382.308757658542,4,5,51801.61981499772,9,60.777778,24.619524,3.700412,41.354814,9,1,2,9822.005500455665,21382.30875724349,9822.005500455665,21382.308757243372,4,5,328100.0,415115.0,8671.091923284219,11080.456782175786,1,0,-3742.6853798637676,SHORT,4409.905844448694,4276.461751531709,0.443185,0.0,0.8249634582363216,1.0,0.25,0.0,-0.05769230769230771,-0.3076923076923077,91+,0.4,0,0.0,149024331264.0,2e-06,3e-06,0.0,0.0,0.464027,0.518207,0.0,0.0,0.00029591851257070533,0.00028696399542675074,3.203619347333661,0.330545528609056,0.0418,0.0,1.7,0.4667,0.15,0.6,0.2451,0.0832,0.0,1.7,0.6222,0.3,0.6,0.0,0.6851272550972941,0.7014913556509587,3,3,0.3203619347333661,none,none
CAR,34567.9332146636,149068.90363360094,1,6,325287.3639265186,7,62.0,7.627851,5.352941,8.007003,7,0,2,0.0,38064.71851086499,34567.9332146636,36795.471538645426,1,6,330750.0,1446430.0,17418.16334046694,74531.82907388947,1,5,-114500.97041893734,SHORT,34567.9332146636,24844.817272266824,0.0,0.753165,0.23189231537939478,1.0,1.0,0.8333333333333334,0.6923076923076923,0.5256410256410257,31-90,0.3333,0,0.0,17412837877.0,1.9e-05,8.3e-05,1e-06,4e-06,0.503882,0.499009,0.0,0.0,0.019851981313352238,0.014268103480756265,3.058424651433127,0.6406225220737936,0.6962,0.0623,1.7,0.0,0.0,0.6,0.0,2.5229,0.039,1.7,0.7778,0.3,0.6,0.4665,0.44830411538598436,0.8114379304833318,2,3,0.3058424651433127,none,none
LVS,14147.545479543336,9501.565953916628,3,9,23933.449200513947,12,69.083333,6.926168,18.928593,2.92536,12,0,4,0.0,9501.56595377263,13872.222056442859,5810.4129989276535,3,9,454522.0,431685.5,10390.148769512043,1936.4501756518503,0,0,4645.979525626708,LONG,4715.848493181112,1055.729550435181,0.019461,0.388478,1.488969875929935,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.0,0,0.0,38728934074.0,1.2e-05,1.1e-05,0.0,0.0,0.721313,0.203957,0.0,0.0,0.0012176551216644548,0.0002725945280130823,3.0499264072366605,0.4700490490685736,0.4388,0.0,1.7,0.3111,0.0,0.6,0.0,0.4007,0.0,1.6492,1.2444,0.6,0.6,0.2061,0.7247234829359889,0.7693416344181611,3,3,0.30499264072366605,none,none
ALB,2670.3091671839743,148.36443136081442,2,4,2964.1814143762654,6,56.666667,2.740778,2.17699,3.022672,6,1,1,656.8706244822125,0.6670374070400045,2013.4385427017617,144.8407784244369,2,4,486498.0,267130.0,598.8183838044646,36.05698946986883,0,0,2521.94473582316,LONG,1335.1545835919871,37.091107840203605,0.24599,0.02375,17.998310934040006,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.5,0,0.0,23304287755.0,2.1e-05,1.1e-05,0.0,0.0,0.224251,0.241316,0.0,0.0,0.000572922286932166,1.5916001480133458e-05,2.9170864770837928,0.3317412198622244,0.7669,0.0,1.1404,0.1556,0.15,0.6,0.1043,0.4007,0.0,1.7,0.4667,0.15,0.6,0.0,0.736468636193843,0.6895391665095735,3,3,0.2917086477083793,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
TSM,199456.84994681145,40020.59166223052,9,10,254683.57909128608,19,62.368421,0.158826,0.145021,0.17125,19,4,4,164390.62304911594,33365.07754955202,99238.12622010446,23922.988601508216,9,10,2999296.0,857656.0,93166.84729802016,16982.491128880578,4,1,159436.25828458092,LONG,22161.872216312382,4002.059166223052,0.502458,0.402233,4.98385560189129,1.0,0.4444444444444444,0.1,0.1367521367521367,-0.2076923076923077,31-90,0.4444,0,0.0,890560819860.0,3e-06,1e-06,0.0,0.0,0.467354,0.437486,0.0,0.0,0.0002488529892859684,4.4938639528877916e-05,2.8151475083127817,0.28158807142857145,0.0832,0.0,0.0,1.2444,0.6,0.6,0.2875,0.0,0.0,0.0,1.4,0.6,0.6,0.2159,0.5170011512092475,0.4772164013445808,2,2,0.2815147508312782,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
ENTG,0.688298101690159,3.0453667550688043e-15,5,1,0.688298101690162,6,33.833333,0.242643,0.134922,0.78125,6,0,0,0.0,0.0,0.2507932292809974,3.0453667550688043e-15,5,1,749760.0,63000.0,0.610503420288599,1.045705700965972e-15,0,0,0.688298101690156,LONG,0.1376596203380318,3.0453667550688043e-15,0.635633,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,0,0.0,22201120000.0,3.4e-05,3e-06,0.0,0.0,0.886975,0.343376,0.0,0.0,6.200570977411582e-08,1.3717176228356066e-21,2.804889970464371,0.08744830638683378,1.2001,0.0,0.0,0.6222,0.0,0.6,0.3826,0.0832,0.0,0.1913,0.0,0.0,0.6,0.0,0.6457891066539528,0.4374402914123364,3,3,0.2804889970464371,"confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",none
STM,16227.863318480759,66.90464873288118,2,2,16294.767967213638,4,63.0,42.837505,66.718487,18.956522,4,0,0,0.0,0.0,10476.50017578761,45.936677818216104,2,2,189809.0,179960.0,3544.4208129032836,38.3533808819796,1,0,16160.958669747877,LONG,8113.931659240379,33.45232436644059,0.354413,0.313401,99.0,1.0,0.5,0.0,0.1923076923076923,-0.3076923076923077,31-90,0.0,0,0.0,39301327681.0,5e-06,5e-06,0.0,0.0,0.218416,0.573254,0.0,0.0,0.00206454390678588,8.511754268956396e-06,2.8021445192433383,0.2772850233529052,0.1649,0.0,1.7,0.1556,0.0,0.6,0.1817,0.1649,0.0,1.7,0.1556,0.0,0.6,0.1524,0.6696395255759128,0.5789859382119217,3,3,0.2802144519243338,none,none
BE,245.0902767228321,16937.252583813046,3,6,33793.47134831275,9,55.0,15.522554,59.279551,0.936888,9,0,2,0.0,10174.29866157694,219.09775152871515,10171.443415496546,3,6,281857.0,1553397.5,51.185111008268976,7101.279837726922,0,0,-16692.162307090213,SHORT,81.6967589076107,2822.8754306355077,0.106053,0.399463,0.014470486019501487,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,91+,0.3333,0,0.0,58314751970.0,5e-06,2.7e-05,0.0,0.0,0.21088,0.42298,0.0,0.0,1.4009621261810316e-05,0.00048407569873361284,2.780300074798894,0.3161094139756797,0.1649,0.0,1.7,0.3111,0.0,0.6,0.0043,0.9723,0.0,0.2971,0.7778,0.3,0.6,0.2139,0.43675908924208773,0.6210128452168243,3,3,0.27803000747988943,none,none
CVNA,19905.182935193898,45919.89902680922,2,11,111744.98098881233,13,63.230769,2.935021,11.150685,1.441264,13,0,1,0.0,373.9411775178914,13993.149247188881,14868.219760652804,2,11,293400.0,843087.5,3472.6132296737505,6359.819339600132,0,3,-26014.71609161532,SHORT,9952.591467596949,4174.536275164474,0.29701,0.676214,0.433476191303747,1.0,0.0,0.2727272727272727,-0.3076923076923077,-0.034965034965035,31-90,0.0909,0,0.0,55314558423.0,5e-06,1.5e-05,0.0,0.0,0.174458,0.138498,0.0,0.0,0.0017992716115507528,0.0007546903372600524,2.7611423763861955,0.375265881929982,0.1649,0.0,1.7,0.1556,0.0,0.6,0.1407,0.551,0.0,0.6401,1.4,0.15,0.6,0.4116,0.544218449353982,0.6618756005971423,3,3,0.27611423763861953,none,none
ISRG,9057.536373826366,2.6234195197000857e-27,5,2,13578.102401997528,7,73.0,1.371266,1.891219,0.331359,7,1,1,1.0497321986451627e-07,5.836716731627798e-30,4536.97034555023,2.617582802968458e-27,5,2,621063.0,499205.0,3649.322448560306,1.452559181453785e-27,0,0,9057.536373826366,LONG,1811.5072747652732,1.3117097598500429e-27,0.499094,0.002225,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.2,0,0.0,166630658503.0,4e-06,3e-06,0.0,0.0,0.423689,0.553689,0.0,0.0,0.00010871392401852982,7.871959287890751e-35,2.727563747725687,0.09887886194238933,0.1242,0.0,0.946,0.6222,0.15,0.6,0.2851,0.0832,0.0,0.0,0.1556,0.15,0.6,0.0,0.6405348228755853,0.4396832007912478,3,3,0.2727563747725687,none,none
IBIT,79166.3244922247,72207.31869601157,5,7,205274.0546453028,12,62.5,1.567959,1.188284,1.839156,12,0,0,0.0,0.0,25820.80317046286,32210.58224097486,5,7,996678.0,812857.0,33010.019222438335,17809.454578344532,2,1,6959.005796213125,LONG,15833.264898444939,10315.331242287368,0.673841,0.553915,1.0963753525526978,1.0,0.4,0.14285714285714285,0.09230769230769231,-0.16483516483516486,31-90,0.0,0,0.0,59919175993.0,1.7e-05,1.4e-05,1e-06,0.0,0.407132,0.28668,0.0,0.0,0.002642437022213831,0.0017215409042828705,2.724346803730895,0.32821299938129345,0.6242,0.0,0.468,0.6222,0.0,0.6,0.4099,0.5139,0.0,0.9106,0.9333,0.0,0.6,0.3242,0.3139862608501164,0.3717473237172437,2,2,0.2724346803730895,none,none
