ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_concentration,bearish_concentration,flow_imbalance_ratio,dte_score,bullish_score,bearish_score,bearish_score_raw
WFC,0.0,80357.89738072999,0,1,80357.89738072999,1,90.0,0.24,,0.24,1,0,0,0.0,0.0,0.0,80357.89738072999,0,1,-80357.89738072999,SHORT,0.0,80357.89738072999,0.0,1.0,0.0,1.0,0.05,5.437545242322105,0.542588058642981
PLTR,0.0,54294.27052466549,0,1,54294.27052466549,1,56.0,0.11,,0.11,1,0,0,0.0,0.0,0.0,54294.27052466549,0,1,-54294.27052466549,SHORT,0.0,54294.27052466549,0.0,1.0,0.0,1.0,0.05,5.236969180145349,0.5286322725464554
QCOM,0.0,45013.9312217306,0,1,45013.9312217306,1,56.0,0.12,,0.12,1,0,0,0.0,0.0,0.0,45013.9312217306,0,1,-45013.9312217306,SHORT,0.0,45013.9312217306,0.0,1.0,0.0,1.0,0.05,5.143867762902929,0.5221544134728557
TLT,0.0,41410.60897333368,0,1,41410.60897333368,1,119.0,0.14,,0.14,1,0,1,0.0,41410.60897333368,0.0,41410.60897333368,0,1,-41410.60897333368,SHORT,0.0,41410.60897333368,0.0,1.0,0.0,0.7,0.0,5.103028952051201,0.5193129093447064
HIMS,0.0,45808.18900253234,0,1,45808.18900253234,1,119.0,0.63,,0.63,1,0,0,0.0,0.0,0.0,45808.18900253234,0,1,-45808.18900253234,SHORT,0.0,45808.18900253234,0.0,1.0,0.0,0.7,0.0,4.453714418187929,0.47413456330670567
CRM,2783.961950192312,583.9264388486586,1,3,3367.8883890409707,4,44.0,6.82,0.93,8.79,4,0,0,0.0,0.0,2783.961950192312,247.8725020300962,1,3,2200.0355113436535,LONG,2783.961950192312,194.6421462828862,1.0,0.42,4.7676586723518035,1.0,0.42443401452775054,4.144892095069973,0.4526471622854
ALAB,0.0,679.6131323885821,0,2,679.6131323885821,2,44.0,1.65,,1.65,2,0,0,0.0,0.0,0.0,529.3041945313757,0,2,-679.6131323885821,SHORT,0.0,339.80656619429107,0.0,0.78,0.0,1.0,0.05,3.553764032838633,0.4115173449850469
U,0.0,151.47988446035313,0,1,151.47988446035313,1,30.0,0.7,,0.7,1,0,0,0.0,0.0,0.0,151.47988446035313,0,1,-151.47988446035313,SHORT,0.0,151.47988446035313,0.0,1.0,0.0,1.0,0.05,2.329525501433071,0.32633663652959605
HPQ,0.0,1.3341028724385666,0,1,1.3341028724385666,1,32.0,1.0,,1.0,1,0,0,0.0,0.0,0.0,1.3341028724385666,0,1,-1.3341028724385666,SHORT,0.0,1.3341028724385666,0.0,1.0,0.0,1.0,0.05,0.256628519333683,0.1821075267925672
RDDT,0.0,0.4685846951864041,0,1,0.4685846951864041,1,32.0,0.34,,0.34,1,0,0,0.0,0.0,0.0,0.4685846951864041,0,1,-0.4685846951864041,SHORT,0.0,0.4685846951864041,0.0,1.0,0.0,1.0,0.05,0.0,0.1642516935329989
