ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_concentration,bearish_concentration,flow_imbalance_ratio,dte_score,bullish_score,bearish_score,bullish_score_raw
GLNG,246516.51109447345,0.0,5,0,246516.51109447345,5,83.6,16.44,16.44,,5,1,0,87727.18079482872,0.0,87727.18079482872,0.0,5,0,246516.51109447345,LONG,49303.30221889469,0.0,0.36,0.0,inf,1.0,10.0,0.05,0.8895456952971471
SPY,364096.3580546919,408579.9459269283,2,3,772676.3039816202,5,51.8,0.84,0.77,0.88,5,1,2,145096.4346900987,245136.3171814693,218999.92336459324,163443.62874545905,2,3,-44483.587872236385,SHORT,182048.17902734596,136193.3153089761,0.6,0.4,0.8911263552808047,1.0,6.365345545289487,0.7555413761317591,0.6458474088787972
NEM,315228.91943549714,0.0,2,0,315228.91943549714,2,90.0,0.47,0.47,,2,0,0,0.0,0.0,157728.4927098433,0.0,2,0,315228.91943549714,LONG,157614.45971774857,0.0,0.5,0.0,inf,1.0,5.4142585891361135,0.05,0.5820784139612648
NFLX,243552.11136521073,0.0,1,0,243552.11136521073,1,90.0,0.26,0.26,,1,0,0,0.0,0.0,243552.11136521073,0.0,1,0,243552.11136521073,LONG,243552.11136521073,0.0,1.0,0.0,inf,1.0,5.289938452403845,0.05,0.5737429298962846
SLV,274801.97330638644,0.0,2,0,274801.97330638644,2,90.0,0.07,0.07,,2,0,0,0.0,0.0,139907.3323930734,0.0,2,0,274801.97330638644,LONG,137400.98665319322,0.0,0.51,0.0,inf,1.0,5.276426143467319,0.05,0.5728369492660986
AMAT,197359.86607970548,0.0,1,0,197359.86607970548,1,90.0,0.54,0.54,,1,0,0,0.0,0.0,197359.86607970548,0.0,1,0,197359.86607970548,LONG,197359.86607970548,0.0,1.0,0.0,inf,1.0,5.229326439483736,0.05,0.5696789827263262
TQQQ,196235.68435979614,0.0,1,0,196235.68435979614,1,90.0,0.28,0.28,,1,0,0,0.0,0.0,196235.68435979614,0.0,1,0,196235.68435979614,LONG,196235.68435979614,0.0,1.0,0.0,inf,1.0,5.179125048480347,0.05,0.5663130525902473
SOXS,26979.897059140738,0.0,1,0,26979.897059140738,1,56.0,1.33,1.33,,1,1,0,26979.897059140738,0.0,26979.897059140738,0.0,1,0,26979.897059140738,LONG,26979.897059140738,0.0,1.0,0.0,inf,1.0,5.06415858003278,0.05,0.5586047183578332
TSM,96253.1465920616,0.0,1,0,96253.1465920616,1,90.0,0.13,0.13,,1,0,0,0.0,0.0,96253.1465920616,0.0,1,0,96253.1465920616,LONG,96253.1465920616,0.0,1.0,0.0,inf,1.0,4.7745222026587575,0.05,0.5391850211816709
ORCL,70206.01725885246,117885.59923914037,1,1,188091.61649799283,2,49.0,0.32,0.59,0.05,2,0,0,0.0,0.0,70206.01725885246,117885.59923914037,1,1,-47679.58198028791,SHORT,70206.01725885246,117885.59923914037,1.0,1.0,0.5955436262951332,1.0,4.690813126234771,0.5534792466443,0.5335724495503429
BMNR,44836.54318818753,0.0,1,0,44836.54318818753,1,90.0,0.42,0.42,,1,0,0,0.0,0.0,44836.54318818753,0.0,1,0,44836.54318818753,LONG,44836.54318818753,0.0,1.0,0.0,inf,1.0,4.42240785369237,0.05,0.515576267024804
USAR,278.79470089460233,0.0,3,0,278.79470089460233,3,31.33,1.26,1.26,,3,2,0,1.1856837271268732,0.0,277.60901716747543,0.0,3,0,278.79470089460233,LONG,92.93156696486744,0.0,1.0,0.0,inf,1.0,4.0746556178127555,0.05,0.4922599861959125
CRM,2958.8233231525323,620.6030100919525,1,3,3579.426333244485,4,44.0,6.82,0.93,8.79,4,0,0,0.0,0.0,2958.8233231525323,263.4414382438521,1,3,2338.22031306058,LONG,2958.8233231525323,206.86767003065083,1.0,0.42,4.767658672351805,1.0,3.0750130689421225,0.4537744372080433,0.42523540951987526
NOW,353.81059922136643,0.0,1,0,353.81059922136643,1,58.0,0.42,0.42,,1,0,0,0.0,0.0,353.81059922136643,0.0,1,0,353.81059922136643,LONG,353.81059922136643,0.0,1.0,0.0,inf,1.0,1.8586291610100727,0.05,0.34367864045597646
HOOD,7.83235575065193,57007.27598158437,1,3,57015.10833733502,4,54.25,0.43,0.96,0.26,4,0,0,0.0,0.0,7.83235575065193,55904.112272069244,1,3,-56999.443625833715,SHORT,7.83235575065193,19002.42532719479,1.0,0.98,0.00013739221206047618,1.0,0.0,0.6148453064327104,0.2190602627616915
