ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,bullish_premium_raw,bearish_premium_raw,bullish_delta_premium_raw,bearish_delta_premium_raw,bullish_repeat_2h,bearish_repeat_2h,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,bullish_accel_ratio,bearish_accel_ratio,bullish_accel_score,bearish_accel_score,dominant_dte_bucket,sweep_share,multileg_count,multileg_share,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_ppt_bps,bearish_ppt_bps,bullish_score,bearish_score,bullish_flow_intensity_contrib,bullish_premium_per_trade_contrib,bullish_vol_oi_contrib,bullish_repeat_contrib,bullish_sweep_contrib,bullish_dte_contrib,bullish_breadth_contrib,bearish_flow_intensity_contrib,bearish_premium_per_trade_contrib,bearish_vol_oi_contrib,bearish_repeat_contrib,bearish_sweep_contrib,bearish_dte_contrib,bearish_breadth_contrib,bullish_score_abs,bearish_score_abs,bullish_flow_intensity_tier,bullish_premium_per_trade_tier,bullish_vol_oi_tier,bullish_repeat_tier,bullish_sweep_tier,bullish_dte_tier,bullish_breadth_tier,bearish_flow_intensity_tier,bearish_premium_per_trade_tier,bearish_vol_oi_tier,bearish_repeat_tier,bearish_sweep_tier,bearish_dte_tier,bearish_breadth_tier,bullish_zscore_tier,bearish_zscore_tier,lottery_bullish_premium,lottery_bearish_premium,swing_bullish_premium,swing_bearish_premium,leap_bullish_premium,leap_bearish_premium,bullish_score_raw,checks_passed,checks_failed
KORU,1932524.3090380905,0.0,11,0,3865048.618076181,11,48.0,170.694444,170.694444,,11,10,0,1932524.308949924,0.0,671215.6478731758,0.0,11,0,7080276.0,0.0,1463381.4094310356,0.0,0,0,1932524.3090380905,LONG,175684.02809437187,0.0,0.652674,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.9091,0,0.0,1491385108.0,0.004747,0.0,0.000981,0.0,0.757238,0.0,0.0,0.0,1.1779923720035688,0.0,9.38648219006923,0.09352037655351148,2.3917,1.7,1.7,1.4,1.2,0.6,0.3948,0.3352,0.0,0.0,0.0,0.0,0.6,0.0,0.9894767142857143,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,14160552.0,0.0,727380.0,0.0,0.9386482190069231,"momentum_aligned, room_to_target, trend_aligned, trend_continuation","confirmation_volume, not_extended"
FCEL,22245.50109198788,0.0,1,0,22245.50109198788,1,87.0,27.572549,27.572549,,1,1,0,22245.50109198788,0.0,22245.50109198788,0.0,1,0,849286.0,0.0,1709.4923972012725,0.0,0,0,22245.50109198788,LONG,22245.50109198788,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,1.0,0,0.0,502759948.0,0.001689,0.0,3e-06,0.0,0.076847,0.0,0.0,0.0,0.4424676464479999,0.0,6.798976017560392,0.13459279545167044,2.815,1.534,1.7,0.0,0.15,0.6,0.0,0.7459,0.0,0.0,0.0,0.0,0.6,0.0,0.6883981486739326,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,849286.0,0.0,0.0,0.0,0.6798976017560392,none,not_extended
SMMT,435627.1957916889,0.0,1,0,435627.1957916889,1,57.0,21.771014,21.771014,,1,0,0,0.0,0.0,435627.1957916889,0.0,1,0,1007500.0,0.0,166166.31586941984,0.0,0,0,435627.1957916889,LONG,435627.1957916889,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,20454331826.0,4.9e-05,0.0,8e-06,0.0,0.381442,0.0,0.0,0.0,0.21297552004996448,0.0,5.913419132929965,0.11478642940663977,2.815,0.7984,1.7,0.0,0.0,0.6,0.0,0.5479,0.0,0.0,0.0,0.0,0.6,0.0,0.4748892968416696,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,1007500.0,0.0,0.0,0.0,0.5913419132929965,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended
AXTI,170246.41707715084,0.0,9,0,339708.2453086139,9,62.777778,327.333333,327.333333,,9,1,0,0.045022269038110234,0.0,169461.82823146312,0.0,9,0,11018870.5,0.0,30364.445476036915,0.0,0,0,170246.41707715084,LONG,18916.26856412787,0.0,0.004609,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.1111,0,0.0,4166352717.0,0.002645,0.0,7e-06,0.0,0.177103,0.0,0.0,0.0,0.04540246553524784,0.0,5.247541163397669,0.09955045046204675,1.3858,0.1673,1.7,1.2444,0.15,0.6,0.0,0.3955,0.0,0.0,0.0,0.0,0.6,0.0,0.6761755906567284,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,11654143.0,0.0,0.0,0.0,0.5247541163397669,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none
SYF,8.520910258619504e-05,0.0,1,0,0.00017041820517239007,1,31.0,1666.666667,1666.666667,,1,0,0,0.0,0.0,8.520910258619504e-05,0.0,1,0,500000.0,0.0,2.785425752277856e-05,0.0,0,0,8.520910258619504e-05,LONG,8.520910258619504e-05,0.0,0.0,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,1,1.0,26983899139.0,1.9e-05,0.0,0.0,0.0,0.326893,0.0,0.0,0.0,3.157775759065219e-11,0.0,5.051813494761042,0.13170840871194245,2.7518,0.0,1.7,0.0,0.0,0.6,0.0,0.7171,0.0,0.0,0.0,0.0,0.6,0.0,0.2996151674861953,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,1000000.0,0.0,0.0,0.0,0.5051813494761042,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended
NVTS,535835.7774436098,0.0,1,0,535835.7774436098,1,57.0,4.884892,4.884892,,1,0,0,0.0,0.0,535835.7774436098,0.0,1,0,794620.0,0.0,223943.24770446157,0.0,1,0,535835.7774436098,LONG,535835.7774436098,0.0,0.0,0.0,99.0,1.0,1.0,0.0,0.6923076923076923,-0.3076923076923077,31-90,0.0,0,0.0,3538053087.0,0.000225,0.0,6.3e-05,0.0,0.417933,0.0,0.0,0.0,1.514493322365487,0.0,5.043925380412415,0.10194453990351911,1.0439,1.7,1.7,0.0,0.0,0.6,0.0,0.4194,0.0,0.0,0.0,0.0,0.6,0.0,0.69,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,794620.0,0.0,0.0,0.0,0.5043925380412415,none,not_extended
CAR,965330.0612555909,367488.71204060805,1,1,2665637.5465923976,2,57.0,8.893985,14.314286,3.473684,2,0,0,0.0,0.0,965330.0612555909,367488.71204060805,1,1,1742500.0,625000.0,56518.344336723836,4584.0467755053705,0,1,597841.3492149828,LONG,965330.0612555909,367488.71204060805,0.0,0.0,2.6268291504663153,1.0,0.0,1.0,-0.3076923076923077,0.6923076923076923,31-90,0.0,1,0.5,25173619768.0,6.9e-05,2.5e-05,2e-06,0.0,0.058548,0.012474,0.0,0.0,0.38346891315276455,0.14598167265072837,4.699071223264161,0.38618578970517525,1.0424,1.3567,1.7,0.0,0.0,0.6,0.0,1.0046,0.5572,1.7,0.0,0.0,0.6,0.0,0.5841812752433273,0.37622015247227686,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,996670.0,3485000.0,1250000.0,0.0,0.0,0.4699071223264161,"confirmation_volume, not_extended, room_to_target, trend_aligned, trend_continuation",momentum_aligned
CRCL,1708193.2993439909,4.757456252937345e-06,4,1,3416386.5986927394,5,76.8,8.18182,8.857671,5.478417,5,2,0,480580.4420971755,0.0,1227612.8571798094,4.757456252937345e-06,4,1,4361789.0,540000.0,1221110.9267031285,2.599590835324376e-06,0,0,1708193.2993392334,LONG,427048.3248359977,4.757456252937345e-06,0.281338,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.5,0,0.0,21902253699.0,0.000199,2.5e-05,5.6e-05,0.0,0.714855,0.546425,0.0,0.0,0.1949791700456358,2.172130922378348e-12,4.583982911230083,0.28048308274992295,0.6528,0.735,1.7,0.4667,0.3,0.6,0.1295,0.5048,0.0,1.7,0.0,0.0,0.6,0.0,0.6831166467929705,0.32049519762896644,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,8723578.0,540000.0,0.0,0.0,0.45839829112300834,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",none
SATS,3.9100886833950165e-28,4.580649088276616e-20,2,1,4.580649127377503e-20,3,60.0,2.390553,2.79202,1.587619,3,0,0,0.0,0.0,2.0422551527820654e-28,4.580649088276616e-20,2,1,5012490.0,1948500.0,9.265922794574355e-29,2.924382025805954e-21,0,0,-4.580649049175729e-20,SHORT,1.9550443416975082e-28,4.580649088276616e-20,0.477696,0.0,8.536101779553942e-09,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.0,2,0.6667,19511342649.0,0.000257,0.0001,0.0,0.0,0.236975,0.063842,0.0,0.0,1.002004001912041e-34,2.3476852263221285e-26,3.7535984470011243,0.2039354962549527,1.1697,0.0,1.5586,0.1556,0.0,0.6,0.2698,0.6998,0.0,0.7396,0.0,0.0,0.6,0.0,0.5483912012698413,0.42395809199999995,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,5012490.0,1948500.0,0.0,0.0,0.3753598447001124,"confirmation_volume, not_extended, room_to_target, trend_aligned, trend_continuation",momentum_aligned
INTU,8.938258319489245e-29,0.0,2,0,8.938258319489245e-29,2,51.0,12.492674,12.492674,,2,1,0,4.293291225855675e-29,0.0,4.64496709363357e-29,0.0,2,0,1181990.0,0.0,4.5807898549581835e-29,0.0,0,0,8.938258319489245e-29,LONG,4.4691291597446225e-29,0.0,0.480327,0.0,99.0,1.0,0.0,0.0,-0.3076923076923077,-0.3076923076923077,31-90,0.5,0,0.0,111961267500.0,1.1e-05,0.0,0.0,0.0,0.512492,0.0,0.0,0.0,3.991674316963786e-36,0.0,3.698898383758582,0.12796461353722371,0.8217,0.0,1.7,0.1556,0.15,0.6,0.2717,0.6796,0.0,0.0,0.0,0.0,0.6,0.0,0.3277963230368275,0.06,1,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0.0,0.0,1181990.0,0.0,0.0,0.0,0.3698898383758582,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned"
