ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score,bullish_score_raw,checks_passed,checks_failed
FIG,14723.789934492657,0.0,3,0,14723.789934492657,3,50.0,2.477401,2.477401,,3,0,0,0.0,0.0,7293.840315311153,0.0,3,0,2.4460903816259405,283633.0,0.0,14723.789934492657,LONG,4907.929978164219,0.0,0.504622,0.0,99.0,1.0,9770926104.0,2.9e-05,0.0,4.197488541061705,0.15599724987045743,0.41974885410617047,none,trend_aligned
GOOG,968103.199103258,251782.12340817618,8,8,2352247.07344756,16,84.0,0.305536,0.289496,0.321576,16,1,1,943536.8551645211,16111.658423182846,943536.8551645211,77271.5151472687,8,8,51.632146875886775,1775796.5,1885600.0,716321.0756950818,LONG,121012.89988790725,31472.765426022022,0.025376,0.693102,3.845003711934779,1.0,1879382770000.0,1e-06,1e-06,4.1540259619828,0.4030015222569799,0.41540259619827996,none,none
LUV,6329.329450383661,0.0,2,0,6329.329450383661,2,85.0,0.826493,0.826493,,2,0,0,0.0,0.0,5454.534447816558,0.0,2,0,6.235214458027446,1428640.0,0.0,6329.329450383661,LONG,3164.6647251918307,0.0,0.138213,0.0,99.0,1.0,19421800145.0,7.4e-05,0.0,4.146926982112284,0.18,0.4146926982112284,none,trend_aligned
DASH,6502.50908611756,5232.241413293992,3,1,16966.991912705544,4,63.75,2.413429,3.777778,1.04908,4,0,0,0.0,0.0,3323.85549687644,5232.241413293992,3,1,32.35921979974737,224733.0,92776.0,1270.2676728235683,LONG,2167.5030287058535,5232.241413293992,0.488835,0.0,1.2427769616279734,1.0,62298563742.0,4e-06,1e-06,3.9515141098346787,0.2147907006351103,0.39515141098346784,none,trend_aligned
ROP,174499.3643421616,0.0,2,0,174499.3643421616,2,49.0,12.6,12.6,,2,0,0,0.0,0.0,108086.67943091964,0.0,2,0,0.6144391266426834,175080.0,0.0,174499.3643421616,LONG,87249.6821710808,0.0,0.38059,0.0,99.0,1.0,36134762691.0,5e-06,0.0,3.904806635626194,0.07662569548784962,0.3904806635626194,none,trend_aligned
ADBE,213042.5062386899,189994.13827933974,6,4,592776.0129149859,10,80.3,0.348591,0.426235,0.232125,10,0,1,0.0,1432.4047330796725,117045.94106270214,72929.06823710554,6,4,17.586028743999936,635007.0,237563.5,23048.367959350173,LONG,35507.08437311499,47498.534569834934,0.450598,0.616151,1.1213109423695125,1.0,97363696000.0,7e-06,2e-06,3.725345913881144,0.3645131815730524,0.3725345913881144,none,trend_aligned
UNG,25.796298441282033,3134.976592940241,1,1,6295.749484321765,2,114.0,0.254747,0.190256,0.319238,2,0,0,0.0,0.0,25.796298441282033,3134.976592940241,1,1,243.05631291063926,66669.0,35000.0,-3109.180294498959,SHORT,25.796298441282033,3134.976592940241,0.0,0.0,0.008228545788626807,0.7,822871397.0,8.1e-05,4.3e-05,3.720444981102251,0.2858129818543105,0.3720444981102251,none,trend_aligned
HYG,67031.3012979382,86908.61979901169,2,2,220971.2223948881,4,75.5,0.040517,0.065865,0.015169,4,0,0,0.0,0.0,35053.161164766614,68328.26928378464,2,2,1.4915944561555774,712500.0,913893.0,-19877.31850107349,SHORT,33515.6506489691,43454.309899505846,0.477063,0.213792,0.7712848443912403,1.0,16735326168.0,4.3e-05,5.5e-05,3.595048124200341,0.38074659370845937,0.35950481242003407,none,none
SHEL,1.1620510042623793,106256.96935125615,2,4,212516.2616419827,6,74.166667,9.727225,4.222328,12.479674,6,1,1,1.1608884661653815,105730.56737832799,1.1608884661653815,105730.56737832799,2,4,15356.154216091685,310040.5,845033.0,-106255.8073002519,SHORT,0.5810255021311896,26564.242337814037,0.001,0.004954,1.0936233278223475e-05,1.0,262190208154.0,1e-06,3e-06,3.5583333333333336,0.4575842626434531,0.35583333333333333,none,none
AMAT,62628.46002544129,828898.2249898546,6,11,985036.3210322566,17,79.0,0.768697,1.171232,0.527175,17,1,2,2008.1308937597428,338903.6072789357,38824.74074880585,221156.83792892098,6,11,19.231856452979347,485214.5,1257829.0,-766269.7649644134,SHORT,10438.076670906881,75354.38408998678,0.380078,0.733192,0.07555627233513237,1.0,268676620473.0,2e-06,5e-06,3.5297742163628243,0.496377736796258,0.35297742163628243,none,none
XLV,2396.9875208196536,324.49752263825474,2,1,5118.472564277562,3,69.0,54.354865,81.519314,0.025966,3,0,1,0.0,324.49752263825474,2383.8914022033296,324.49752263825474,2,1,194.41944885477054,77670.0,88200.0,2072.4899981813987,LONG,1198.4937604098268,324.49752263825474,0.005464,0.0,7.386766781242215,1.0,145.742962,0.0,0.0,3.433333333333333,0.1925,0.3433333333333333,none,none
UPRO,0.46707269414835506,1690.4272270889023,1,4,3195.395195765571,5,65.6,18.493665,13.8,20.05822,5,1,2,0.46707269414835506,186.39340380053062,0.46707269414835506,1503.5918892608051,1,4,1637.8350285275194,37990.0,202785.0,-1689.960154394754,SHORT,0.46707269414835506,422.6068067722256,0.0,0.110526,0.00027630452625440995,1.0,95.2168,0.0,0.0,3.4250000000000003,0.39575185714285716,0.3425,none,none
EOG,134668.27863881277,0.0,1,0,134668.27863881277,1,49.0,58.055556,58.055556,,1,0,0,0.0,0.0,134668.27863881277,0.0,1,0,0.0,135200.0,0.0,134668.27863881277,LONG,134668.27863881277,0.0,0.0,0.0,99.0,1.0,79127130303.0,2e-06,0.0,3.3752223372980827,0.05,0.3375222337298083,none,not_extended
ASTS,221719.10511186207,56717.201590697616,1,1,335153.5082932573,2,66.0,0.094019,0.148219,0.039819,2,0,1,0.0,56717.201590697616,221719.10511186207,56717.201590697616,1,1,1.954601945207986,259050.0,69225.0,165001.90352116444,LONG,221719.10511186207,56717.201590697616,0.0,0.0,3.909203890415972,1.0,25711090247.0,1e-05,3e-06,3.1593486938010145,0.25312766399607367,0.31593486938010146,none,trend_aligned
COHR,92796.37814693847,9361.124758975531,3,1,143077.59226025594,4,56.25,1.578643,0.341877,4.052174,4,0,0,0.0,0.0,56461.02109859166,9361.124758975531,3,1,5.08876004142057,181320.0,186945.0,83435.25338796293,LONG,30932.12604897949,9361.124758975531,0.39156,0.0,9.91295175913177,1.0,45612459773.0,4e-06,4e-06,3.1230236825025717,0.3662091084642871,0.31230236825025715,none,none
INTC,117873.45104978536,115364.7771184063,5,7,344910.9421887585,12,68.75,0.217269,0.389965,0.093915,12,0,2,0.0,92603.66962589286,93706.99316225987,89646.85469844431,5,7,15.97417041137484,597191.0,674789.0,2508.6739313790604,LONG,23574.690209957073,16480.682445486615,0.20502,0.222927,1.0217455794917738,1.0,220279500000.0,3e-06,3e-06,3.1106414019076665,0.34945320509829136,0.31106414019076667,none,none
KOD,3689.486680420471,0.0,1,0,3689.486680420471,1,84.0,5.578947,5.578947,,1,0,0,0.0,0.0,3689.486680420471,0.0,1,0,0.0,75000.0,0.0,3689.486680420471,LONG,3689.486680420471,0.0,0.0,0.0,99.0,1.0,2109205497.0,3.6e-05,0.0,3.088757833933558,0.05,0.3088757833933558,none,not_extended
UBER,152357.5591778849,2069.810928235366,3,1,306760.8036321303,4,80.5,0.717565,0.13776,2.456979,4,0,0,0.0,0.0,152333.43352601008,2069.810928235366,3,1,12714.130153748612,399221.0,610375.0,150287.74824964954,LONG,50785.85305929496,2069.810928235366,0.000158,0.0,73.60940900422173,1.0,145200082601.0,3e-06,4e-06,3.081031632279345,0.3081295557453726,0.3081031632279345,none,none
TEM,16585.825022753586,0.000482699478056351,1,1,33171.65052820665,2,53.0,0.49254,0.605081,0.38,2,0,0,0.0,0.0,16585.825022753586,0.000482699478056351,1,1,68721122.67259313,176860.0,114374.0,16585.82454005411,LONG,16585.825022753586,0.000482699478056351,0.0,0.0,99.0,1.0,7909922393.0,2.2e-05,1.4e-05,3.0418464852515603,0.22430565348962078,0.30418464852515603,none,trend_aligned
WFC,54.529984714090524,53720.92455865874,5,6,91713.28299658933,11,82.090909,0.275049,0.091601,0.427923,11,2,3,0.005334409894081063,15792.735392979914,30.888964633109488,37915.33649148574,5,6,53575.102471979626,1548978.0,458315.0,-53666.39457394465,SHORT,10.905996942818105,8953.487426443124,0.433542,0.294217,0.001015060428726396,1.0,243826928352.0,6e-06,2e-06,2.9983882165040683,0.3253325222201637,0.2998388216504068,none,trend_aligned
ENPH,294.09624835420465,662.2347733445838,2,1,1250.427270052993,3,62.666667,0.183725,0.179042,0.193093,3,0,0,0.0,0.0,276.4813864077033,662.2347733445838,2,1,34.49353023176419,171542.5,194755.0,-368.13852499037915,SHORT,147.04812417710232,662.2347733445838,0.059895,0.0,0.4440966560376861,1.0,5267550547.0,3.3e-05,3.7e-05,2.940468434653767,0.2915565774043415,0.2940468434653767,none,none
XLE,246184.41877030378,117464.5499537148,5,2,727297.9374480371,7,95.428571,0.152759,0.185924,0.069845,7,2,0,146696.5129446628,0.0,80201.55409957656,87436.81681857367,5,2,1.057719734505499,270808.0,130587.5,128719.86881658898,LONG,49236.88375406076,58732.2749768574,0.674222,0.255632,2.0958188565597804,0.7,61.535482,0.0,0.0,2.8675681040747145,0.1990285002923202,0.2867568104074715,none,not_extended
BMNR,41894.83376175404,3164.623528090622,1,1,90118.91457968933,2,66.5,0.209593,0.111763,0.307424,2,0,0,0.0,0.0,41894.83376175404,3164.623528090622,1,1,13.238488998731333,54184.5,52920.0,38730.21023366341,LONG,41894.83376175404,3164.623528090622,0.0,0.0,13.238488998731333,1.0,8856171921.0,6e-06,6e-06,2.841162852947143,0.19768105974564493,0.2841162852947143,none,none
DDOG,1195.8283782029591,143274.48006926817,3,1,287744.7885167393,4,59.0,0.717223,0.561713,1.183752,4,1,1,357.23428592475267,143274.48006926817,530.9372721091846,143274.48006926817,3,1,431.76979625616553,356740.0,157294.0,-142078.65169106523,SHORT,398.6094594009864,143274.48006926817,0.556009,0.0,0.008346415758234253,1.0,40804538746.0,9e-06,4e-06,2.8333514985766515,0.38067202870366024,0.28333514985766517,none,trend_aligned
HPE,1006.4840084359431,0.0,2,0,1006.4840084359431,2,68.0,1.928909,1.928909,,2,0,0,0.0,0.0,687.7060609756894,0.0,2,0,2.1573200607342353,252945.0,0.0,1006.4840084359431,LONG,503.24200421797156,0.0,0.316724,0.0,99.0,1.0,33264232011.0,8e-06,0.0,2.8255303949820343,0.14348386929848356,0.28255303949820343,"momentum_aligned, not_extended, room_to_target, structural_breakout, trend_aligned",confirmation_volume
UNH,38909.92043189102,30537.150329283162,4,7,109003.22567390645,11,70.909091,0.059064,0.080079,0.047055,11,1,4,6549.24046216447,20078.113515196463,23249.889674856182,17206.594855892825,4,7,5.7221035563744405,237923.5,644389.0,8372.770102607858,LONG,9727.480107972755,4362.450047040452,0.402469,0.436536,1.274183085596527,1.0,243302508644.0,1e-06,3e-06,2.811641602343466,0.3412135498408665,0.2811641602343466,none,none
TSLA,100066.81496542694,1160137.5620419935,1,4,1327943.8013537624,5,94.6,0.131089,0.133191,0.130563,5,0,0,0.0,0.0,100066.81496542694,590565.6453345617,1,4,4.637734020360673,118000.0,1199134.0,-1060070.7470765666,SHORT,100066.81496542694,290034.3905104984,0.0,0.490952,0.08625426694166878,0.7,1396317465566.0,0.0,1e-06,2.8041202924105066,0.37649657142857146,0.2804120292410507,none,none
NBIS,23347.173919894758,111308.17251623423,1,5,160357.0317593914,6,66.833333,0.42013,0.816077,0.34094,6,0,0,0.0,0.0,23347.173919894758,42829.5133668403,1,5,2.5306411883443958,253750.0,794715.0,-87960.99859633947,SHORT,23347.173919894758,22261.634503246845,0.0,0.615217,0.20975255807465157,1.0,21199820508.0,1.2e-05,3.7e-05,2.791144162087549,0.4220759974803835,0.2791144162087549,none,none
ABVX,28212.22988934215,32633.443846780814,2,3,121669.68556207298,5,59.8,0.481236,0.417877,0.607955,5,0,1,0.0,30505.39338679052,22879.898860451798,30505.39338679052,2,3,27.7333659264584,94410.0,141485.0,-4421.213957438664,SHORT,14106.114944671075,10877.814615593605,0.189008,0.065211,0.8645189279379473,1.0,8598166386.0,1.1e-05,1.6e-05,2.7640926454017323,0.30791764934438615,0.2764092645401732,none,none
FIGR,0.9373240439818721,0.0,2,0,0.9373240439818721,2,54.5,0.141986,0.141986,,2,0,0,0.0,0.0,0.9368254787363469,0.0,2,0,1879.0428878562007,139330.0,0.0,0.9373240439818721,LONG,0.46866202199093604,0.0,0.000532,0.0,99.0,1.0,5666972674.0,2.5e-05,0.0,2.7134643473761475,0.18,0.2713464347376148,none,trend_aligned
