ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,addv,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score,bearish_score_raw,checks_passed,checks_failed
GOOG,61941.570573304474,775104.0926006188,6,15,1094516.7996812186,21,82.761905,3.453124,0.137086,4.77954,21,5,9,52814.512215436356,740071.6318149054,17908.3920918185,302917.7748562474,6,15,5.173661805388075,1072972.0,3577403.0,-713162.5220273144,SHORT,10323.595095550745,51673.60617337459,0.710882,0.609191,0.07991387371659843,1.0,5800243162.826233,0.000185,0.000617,0.4096179426759836,7.798922123801862,0.7798922123801862,"confirmation_volume, ema_rally, momentum_aligned, not_extended, trend_aligned",room_to_target
BE,48075.10007313834,456682.0216842314,5,6,574458.495874846,11,56.454545,1.51891,0.261392,2.357255,11,0,0,0.0,0.0,31617.92525759809,387105.2464966733,5,6,5.085350425851477,630917.5,6873433.5,-408606.9216110931,SHORT,9615.020014627667,76113.67028070524,0.342322,0.152353,0.10527040214072501,1.0,1551774481.7401123,0.000407,0.004429,0.34903194754147554,7.133901341801147,0.7133901341801148,none,trend_aligned
FAS,0.0,101595.08654965673,0,4,101595.10656238858,4,44.0,52.791667,,52.791667,4,0,2,0.0,50878.85790973983,0.0,50716.208627185035,0,4,116.08705817111377,0.0,296306.0,-101595.08654965673,SHORT,0.0,25398.771637414182,0.0,0.500801,0.0,1.0,138522233.62731934,0.0,0.002139,0.18,6.761679694320822,0.6761679694320822,"confirmation_volume, ema_rally, momentum_aligned, not_extended, trend_aligned",room_to_target
CRM,120825.25702066273,1822535.383334655,5,9,2732732.4615987497,14,70.357143,0.788433,0.441967,0.980914,14,2,3,26856.151126201305,1778187.7579570487,86032.69494983283,865857.2606316727,5,9,52.43083885156032,591939.0,2320317.5,-1701710.1263139923,SHORT,24165.051404132544,202503.93148162833,0.287958,0.524916,0.06629515022067295,1.0,2732813524.2954254,0.000217,0.000849,0.3713721941664509,6.535676190970702,0.6535676190970702,"momentum_aligned, not_extended, room_to_target, structural_breakdown, trend_aligned",confirmation_volume
OKTA,1862.4872863938795,1335.6691091254902,5,10,4533.821902428163,15,54.866667,2.080829,2.54987,1.846308,15,0,1,0.0,0.014254644207218607,919.7906287756407,499.2918592391188,5,10,60261.46312125796,751314.0,1029445.0,526.8181772683893,LONG,372.49745727877587,133.56691091254902,0.506149,0.626186,1.3944226707566185,1.0,302099734.8074341,0.002487,0.003408,0.5829427658418206,6.519783828767372,0.6519783828767373,none,none
NEM,73036.86106626844,84607.36824483887,9,14,252848.57651269462,23,76.652174,9.153339,0.913818,14.450174,23,2,2,0.004620953544012487,0.008201431344366808,62113.0322986175,49156.960872605276,9,14,2666990.6906342786,955049.0,1276345.0,-11570.507178570435,SHORT,8115.206785140937,6043.383446059919,0.149566,0.418999,0.863244686383727,1.0,1225040741.4691925,0.00078,0.001042,0.47409512573159246,6.39976635059473,0.639976635059473,none,none
PDD,710867.6601589812,271162.20528955513,7,11,1255049.4008163747,18,82.111111,0.957647,1.005562,0.927156,18,2,5,90010.34029754804,57022.66168190958,454039.383004539,214139.1240422151,7,11,5162.011262343699,2439319.0,1032183.5,439705.4548694261,LONG,101552.52287985446,24651.10957177774,0.361288,0.210291,2.6215587802875975,1.0,637858647.2860718,0.003824,0.001618,0.6862028072333077,6.2688591626977,0.62688591626977,none,none
META,1204773.283966277,1362053.6303936043,6,9,3766797.994089201,15,50.866667,1.360279,0.630247,1.846968,15,1,1,614831.4876562497,2222.9824168600044,614831.4876562497,1042713.9434644388,6,9,85.17838947047147,2380448.0,4212680.0,-157280.34642732725,SHORT,200795.54732771285,151339.29226595603,0.48967,0.234455,0.8845270531808086,1.0,7588616843.671875,0.000314,0.000555,0.5009759751192069,6.19825871089987,0.619825871089987,"confirmation_volume, momentum_aligned, not_extended, trend_aligned, trend_continuation",room_to_target
ITT,0.0,111636.83437249012,0,3,223273.6683856234,3,86.0,6.326044,,6.326044,3,0,0,0.0,0.0,0.0,57650.68614975832,0,3,621314639.1265835,0.0,213570.0,-111636.83437249012,SHORT,0.0,37212.27812416337,0.0,0.483587,0.0,1.0,200347457.81982422,0.0,0.001066,0.18,6.017721003918775,0.6017721003918776,none,trend_aligned
SEDG,0.0,1590609.4493483244,0,1,1590609.4493483244,1,51.0,73.770115,,73.770115,1,0,0,0.0,0.0,0.0,1590609.4493483244,0,1,0.0,0.0,1598184.0,-1590609.4493483244,SHORT,0.0,1590609.4493483244,0.0,0.0,0.0,1.0,179703260.54740906,0.0,0.008893,0.05,6.000000000000001,0.6000000000000001,none,trend_aligned
PL,461606.1799784939,1.5213812778461695,6,2,529133.2006024496,8,59.125,65.594778,69.433734,46.4,8,0,0,0.0,0.0,393826.7813219252,0.8022215347136296,6,2,668.3256356858157,699996.5,1854073.0,461604.65859721607,LONG,76934.36332974899,0.7606906389230847,0.146834,0.472702,99.0,1.0,485343043.0866718,0.001442,0.00382,0.6688284841247659,5.996419214096944,0.5996419214096944,none,trend_aligned
XLK,4274.05646655701,58771.49010849345,5,7,96326.08557243075,12,55.416667,4.94247,1.135914,7.987715,12,2,4,2100.9708615532063,38326.31263885258,1883.5271947946135,24015.533920821137,5,7,45.696849075998834,374347.5,788013.0,-54497.43364193644,SHORT,854.811293311402,8395.927158356208,0.559312,0.591374,0.07272329591553674,1.0,2662253154.4029236,0.000141,0.000296,0.34369090020240517,5.689014294469312,0.5689014294469312,"ema_rally, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target"
