ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_concentration,bearish_concentration,flow_imbalance_ratio,dte_score,bullish_score,bearish_score,bullish_score_raw
GLNG,554206,0,5,0,554206,5,83.6,16.44,16.44,,5,1,0,187426,0,187426.0,0.0,5,0,554206,LONG,110841.2,0.0,0.34,0.0,inf,1.0,10.0,0.05,0.8786383700775935
USAR,222521,0,3,0,222521,3,31.33,1.26,1.26,,3,2,0,122000,0,100521.0,0.0,3,0,222521,LONG,74173.66666666667,0.0,0.45,0.0,inf,1.0,4.521806158916269,0.05,0.6653879157396926
SPY,449674,500925,2,3,950599,5,51.8,0.84,0.77,0.88,5,1,2,180000,299687,269674.0,201238.0,2,3,-51251,SHORT,224837.0,166975.0,0.6,0.4,0.8976872785347108,1.0,3.2051328968448316,0.7554235539587421,0.6141335827430066
CRM,1057395,216961,1,3,1274356,4,44.0,6.82,0.93,8.79,4,0,0,0,0,1057395.0,92125.0,1,3,840434,LONG,1057395.0,72320.33333333333,1.0,0.42,4.873663930383802,1.0,2.6189169481395105,0.6492905215193936,0.5913138686131387
SOXS,66439,0,1,0,66439,1,56.0,1.33,1.33,,1,1,0,66439,0,66439.0,0.0,1,0,66439,LONG,66439.0,0.0,1.0,0.0,inf,1.0,1.7221963238703357,0.05,0.5564070934812573
NEM,390000,0,2,0,390000,2,90.0,0.47,0.47,,2,0,0,0,0,195000.0,0.0,2,0,390000,LONG,195000.0,0.0,0.5,0.0,inf,1.0,1.579828822858043,0.05,0.5508651329091179
NFLX,300000,0,1,0,300000,1,90.0,0.26,0.26,,1,0,0,0,0,300000.0,0.0,1,0,300000,LONG,300000.0,0.0,1.0,0.0,inf,1.0,1.3596574061484665,0.05,0.5422944879105013
SLV,340000,0,2,0,340000,2,90.0,0.07,0.07,,2,0,0,0,0,173060.0,0.0,2,0,340000,LONG,170000.0,0.0,0.51,0.0,inf,1.0,1.3533259531723019,0.05,0.5420480225127893
AMAT,243202,0,1,0,243202,1,90.0,0.54,0.54,,1,0,0,0,0,243202.0,0.0,1,0,243202,LONG,243202.0,0.0,1.0,0.0,inf,1.0,1.2722453674421077,0.05,0.5388917866718307
TQQQ,243000,0,1,0,243000,1,90.0,0.28,0.28,,1,0,0,0,0,243000.0,0.0,1,0,243000,LONG,243000.0,0.0,1.0,0.0,inf,1.0,1.190298103141787,0.05,0.5357018135071837
ORCL,170200,167890,1,1,338090,2,49.0,0.32,0.59,0.05,2,0,0,0,0,170200.0,167890.0,1,1,2310,LONG,170200.0,167890.0,1.0,1.0,1.0137590088748585,1.0,0.9904249307466552,0.5589301338686791,0.5279213212391723
NOW,160000,0,1,0,160000,1,58.0,0.42,0.42,,1,0,0,0,0,160000.0,0.0,1,0,160000,LONG,160000.0,0.0,1.0,0.0,inf,1.0,0.8857940028460526,0.05,0.5238483377778596
TSM,119040,0,1,0,119040,1,90.0,0.13,0.13,,1,0,0,0,0,119040.0,0.0,1,0,119040,LONG,119040.0,0.0,1.0,0.0,inf,1.0,0.5487236374540978,0.05,0.5107271502754004
HOOD,50232,645050,1,3,695282,4,54.25,0.43,0.96,0.26,4,0,0,0,0,50232.0,268632.0,1,3,-594818,SHORT,50232.0,215016.66666666666,1.0,0.42,0.07787303309820943,1.0,0.08907868156714181,0.6633463150241161,0.4928344837286418
BMNR,55272,0,1,0,55272,1,90.0,0.42,0.42,,1,0,0,0,0,55272.0,0.0,1,0,55272,LONG,55272.0,0.0,1.0,0.0,inf,1.0,0.0,0.05,0.4893669048391266
