ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score,bearish_score_raw,checks_passed,checks_failed
HII,409416.5370825487,593332.7156031623,6,8,1596081.9682888733,14,84.0,2.732432,2.655894,2.789836,14,0,5,0.0,509990.88123538654,89160.93167974724,410830.6553851174,6,8,3.4055713548497297,692050.0,994057.0,-183916.17852061358,SHORT,68236.08951375812,74166.58945039529,0.782224,0.307588,0.6900285898888106,1.0,15797536481.0,4.4e-05,6.3e-05,0.5707129182922994,6.556666684901026,0.6556666684901027,none,none
IREN,232696.7209631711,738855.8303999093,3,4,1046866.4305784276,7,44.0,26.329059,12.646506,36.590974,7,2,0,119929.65765795756,0.0,112767.06330521352,516234.0097233795,3,4,2.9173620554483124,305349.0,959268.0,-506159.1094367382,SHORT,77565.57365439036,184713.95759997732,0.51539,0.301306,0.3149419837929991,1.0,13766376268.0,2.2e-05,7e-05,0.534497624407514,5.917161702631761,0.5917161702631761,"momentum_aligned, not_extended, resistance_ema_confluence, trend_aligned","confirmation_volume, room_to_target"
SATS,0.0,727902.0388348908,0,5,1393358.4209312722,5,63.6,4.812977,,4.812977,5,0,2,0.0,447991.64814656146,0.0,230342.83928461373,0,5,1.2917445893271056,0.0,1033600.0,-727902.0388348908,SHORT,0.0,145580.40776697817,0.0,0.683552,0.0,1.0,18756786446.0,0.0,5.5e-05,0.10597559887084124,5.6361518505360415,0.5636151850536042,none,trend_aligned
ARM,180380.27158640313,40582.002389278874,11,12,261512.67582750655,23,60.391304,7.576085,2.529205,12.202393,23,0,8,0.0,28343.98065014407,109318.58173927596,6305.998462392267,11,12,1.8449184111461063,1616263.5,757346.0,139798.26919712426,LONG,16398.20650785483,3381.8335324399063,0.393955,0.844611,4.444834186744239,1.0,165946612828.0,1e-05,5e-06,0.44098898919543594,5.499464644829979,0.5499464644829979,none,none
FAS,0.0,4090.3328953575856,0,4,4090.333701092766,4,44.0,52.791667,,52.791667,4,0,2,0.0,2048.4402666925675,0.0,2041.891822929837,0,4,116.08705817111375,0.0,296306.0,-4090.3328953575856,SHORT,0.0,1022.5832238393964,0.0,0.500801,0.0,1.0,1872117983.0,0.0,0.000158,0.18,5.492556251141223,0.5492556251141223,"momentum_aligned, not_extended, retest_and_confirm, trend_aligned","confirmation_volume, room_to_target"
NUGT,0.0,1371.9845636464277,0,3,2693.417112466647,3,63.666667,10.753754,,10.753754,3,0,0,0.0,0.0,0.0,1317.9409727824209,0,3,384.702199137133,0.0,286340.5,-1371.9845636464277,SHORT,0.0,457.3281878821426,0.0,0.039391,0.0,1.0,1038075361.0,0.0,0.000276,0.18,5.377962744392333,0.5377962744392333,none,not_extended
LITE,224283.66061548333,496544.60115703265,9,4,836913.0692348536,13,46.230769,2.089721,0.64547,5.339286,13,1,1,1065.7628671936454,1178.1713736563327,75006.10411381704,381525.55656188866,9,4,35.13224646358889,791060.0,908810.0,-272260.94054154935,SHORT,24920.406735053704,124136.15028925816,0.665575,0.231639,0.45168885150068006,1.0,55489938000.0,1.4e-05,1.6e-05,0.418868199257779,5.303348705453503,0.5303348705453503,none,none
OXY,908300.6221632811,178633.78035054286,18,7,1231765.8827156567,25,70.52,7.888873,5.928761,12.929162,25,3,1,494494.1589952496,20797.09567907588,421535.64141947625,71225.0476344867,18,7,86.94906894587531,2658360.0,429651.0,729666.8418127382,LONG,50461.14567573784,25519.11147864898,0.535907,0.601279,5.084708056790116,1.0,61000592674.0,4.4e-05,7e-06,0.6523273041084979,5.245824799962467,0.5245824799962466,none,none
PYPL,100682.42665499318,208999.0005988783,2,4,436380.04457594093,6,61.666667,42.829136,73.241613,27.622897,6,1,2,98966.83642168353,96292.5168872784,98966.83642168353,68560.73598689245,2,4,2.8137749957761082,176883.5,353566.0,-108316.57394388513,SHORT,50341.21332749659,52249.75014971958,0.01704,0.671957,0.48173640240619187,1.0,41291804709.0,4e-06,9e-06,0.44166722603799047,5.232011170590684,0.5232011170590684,"ema_rally, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned"
GEV,118476.09369566204,409136.91077328625,9,13,676522.9520993487,22,74.590909,1.573139,1.594438,1.558394,22,2,3,12201.221648957648,1548.3081441284546,54032.498620837134,141984.47717550443,9,13,8.826772285384484,1302407.5,2294593.0,-290660.8170776242,SHORT,13164.010410629116,31472.070059483558,0.543938,0.652966,0.28957566666800405,1.0,248961670602.0,5e-06,9e-06,0.4484033684534462,5.153040733396427,0.5153040733396427,none,trend_aligned
