ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_concentration,bearish_concentration,flow_imbalance_ratio,dte_score,bullish_score,bearish_score,bearish_score_raw
SPY,449674,500925,2,3,950599,5,51.8,0.84,0.77,0.88,5,1,2,180000,299687,269674.0,201238.0,-51251,SHORT,224837.0,166975.0,0.6,0.4,0.8976872785347108,1.0,7.48816844578797,10.0,7.5933155878728344
QQQ,0,717112,0,2,717112,2,90.0,0.14,,0.14,2,0,0,0,0,0.0,471815.0,-717112,SHORT,0.0,358556.0,0.0,0.66,0.0,1.0,0.35,7.012572065896457,7.0485224862278
IWM,0,217919,0,1,217919,1,56.0,0.52,,0.52,1,0,1,0,217919,0.0,217919.0,-217919,SHORT,0.0,217919.0,0.0,1.0,0.0,1.0,0.2,4.552733800872118,6.599941650971641
CIA,0,152060,0,1,152060,1,56.0,0.22,,0.22,1,0,0,0,0,0.0,152060.0,-152060,SHORT,0.0,152060.0,0.0,1.0,0.0,1.0,0.2,2.6887310057794807,6.260018517556121
LEU,0,105000,0,1,105000,1,90.0,0.77,,0.77,1,0,0,0,0,0.0,105000.0,-105000,SHORT,0.0,105000.0,0.0,1.0,0.0,1.0,0.2,2.276605820657675,6.184862576451916
WFC,0,105000,0,1,105000,1,90.0,0.24,,0.24,1,0,0,0,0,0.0,105000.0,-105000,SHORT,0.0,105000.0,0.0,1.0,0.0,1.0,0.2,1.6953441268902982,6.078862576451916
PLTR,0,71500,0,1,71500,1,56.0,0.11,,0.11,1,0,0,0,0,0.0,71500.0,-71500,SHORT,0.0,71500.0,0.0,1.0,0.0,1.0,0.2,0.49921054778749036,5.860733357299141
QCOM,0,59360,0,1,59360,1,56.0,0.12,,0.12,1,0,0,0,0,0.0,59360.0,-59360,SHORT,0.0,59360.0,0.0,1.0,0.0,1.0,0.2,0.0,5.769696362030275
