ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,marketcap,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score,bearish_score_raw,checks_passed,checks_failed
COIN,130781.35128757771,3442053.7660357174,4,6,3803267.26928145,10,60.7,1.642865,0.320392,2.524514,10,0,1,0.0,839524.9873202237,40214.13420984898,1453431.7213416116,4,6,0.8724239890322665,163180.0,4178352.0,-3311272.4147481397,SHORT,32695.337821894427,573675.6276726195,0.692509,0.577743,0.037995150621427165,1.0,38670896780.0,4e-06,0.000108,0.2571913746215658,7.225670461913982,0.7225670461913982,none,not_extended
HUT,1548.513733059769,25957.678620176015,1,5,55011.69246569069,6,81.833333,4.661891,0.304511,5.533366,6,0,0,0.0,0.0,1548.513733059769,11239.742216825263,1,5,16.753154300407772,31280.0,575105.5,-24409.164887116247,SHORT,1548.513733059769,5191.535724035203,0.0,0.566997,0.059655324180497495,1.0,5608678825.0,6e-06,0.000103,0.19768105974564493,6.682186224016283,0.6682186224016282,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, trend_aligned",room_to_target
USO,0.0,981723.8877107925,0,3,981723.8877107925,3,60.666667,2.768849,,2.768849,3,0,1,0.0,48338.00332338723,0.0,885258.8256308931,0,3,0.10896820148746005,0.0,1087647.0,-981723.8877107925,SHORT,0.0,327241.2959035975,0.0,0.098261,0.0,1.0,1228364647.0,0.0,0.000885,0.054721955397789936,6.300195620644566,0.6300195620644566,none,trend_aligned
INOD,0.0,394297.1379432173,0,5,394382.44553941843,5,64.8,0.536817,,0.536817,5,0,0,0.0,0.0,0.0,198908.7639385436,0,5,382726924.11979026,0.0,667753.5,-394297.1379432173,SHORT,0.0,78859.42758864346,0.0,0.495536,0.0,1.0,1336698277.0,0.0,0.0005,0.18,6.259504239983298,0.6259504239983298,none,not_extended
OXY,149349.9397613321,259412.99249959987,13,9,693348.7909555008,22,63.409091,9.950988,8.649553,11.686234,22,3,2,35074.072634092234,83667.83864067939,57357.95849450589,82192.7173856413,13,9,10.024162038331571,1637664.0,680080.0,-110063.05273826778,SHORT,11488.456904717854,28823.665833288876,0.615949,0.683159,0.5757226664796384,1.0,63476121980.0,2.6e-05,1.1e-05,0.6391071068323517,6.090962943634555,0.6090962943634555,none,none
NUGT,0.0,97.31376066395639,0,3,191.0419076102163,3,63.666667,10.753754,,10.753754,3,0,0,0.0,0.0,0.0,93.48049226858683,0,3,384.7021991371325,0.0,286340.5,-97.31376066395639,SHORT,0.0,32.4379202213188,0.0,0.039391,0.0,1.0,948333752.0,0.0,0.000302,0.18,6.066666666666666,0.6066666666666667,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume
EEFT,0.0,410541.43860272603,0,1,410541.43860272603,1,49.0,11.538462,,11.538462,1,0,0,0.0,0.0,0.0,410541.43860272603,0,1,0.0,0.0,618750.0,-410541.43860272603,SHORT,0.0,410541.43860272603,0.0,0.0,0.0,1.0,2695330884.0,0.0,0.00023,0.05,6.000000000000001,0.6000000000000001,"momentum_aligned, not_extended, retest_and_confirm, trend_aligned","confirmation_volume, room_to_target"
COUR,33.12523424986337,83824.6110749756,1,3,167682.34738420107,4,49.75,0.531104,0.172394,0.650674,4,1,3,33.12523424986337,83824.6110749756,33.12523424986337,35782.20786238771,1,3,2.6177109235200304,118355.0,118432.5,-83791.48584072574,SHORT,33.12523424986337,27941.537024991867,0.0,0.57313,0.00039517313382146234,1.0,982288000.0,0.00012,0.000121,0.4259341400192013,5.9040071255289845,0.5904007125528985,none,none
SEDG,0.0,6476.451582072599,0,2,6476.451582072599,2,51.0,46.557471,,46.557471,2,0,0,0.0,0.0,0.0,4542.2866666932305,0,2,2.3484484857395436,0.0,2298679.0,-6476.451582072599,SHORT,0.0,3238.2257910362996,0.0,0.298646,0.0,1.0,3034613449.0,0.0,0.000757,0.15176610104871358,5.792884343820469,0.5792884343820469,none,trend_aligned
HOOD,221783.83921458267,212011.74372010317,6,5,545576.3777907618,11,86.818182,1.377241,0.426795,2.517776,11,0,1,0.0,8216.342833539078,154952.43726274834,100321.87078471319,6,5,26.997294029940594,491866.0,1604968.0,9772.095494479494,LONG,36963.97320243045,42402.34874402064,0.301336,0.52681,1.0460922367931682,1.0,55580344909.0,9e-06,2.9e-05,0.3702847866851284,5.7385049766355,0.57385049766355,"confirmation_volume, momentum_aligned, not_extended, room_to_target, structural_breakdown, trend_aligned",none
