ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_concentration,bearish_concentration,flow_imbalance_ratio,dte_score,bullish_score,bearish_score,bearish_score_raw
WFC,0.0,77317.3133971498,0,1,77317.3133971498,1,90.0,0.24,,0.24,1,0,0,0.0,0.0,0.0,77317.3133971498,0,1,-77317.3133971498,SHORT,0.0,77317.3133971498,0.0,1.0,0.0,1.0,0.05,5.439178986542381,0.5424156282323592
PLTR,0.0,52239.8826581525,0,1,52239.8826581525,1,56.0,0.11,,0.11,1,0,0,0.0,0.0,0.0,52239.8826581525,0,1,-52239.8826581525,SHORT,0.0,52239.8826581525,0.0,1.0,0.0,1.0,0.05,5.238070722925536,0.5284192311098977
QCOM,0.0,43310.69304885631,0,1,43310.69304885631,1,56.0,0.12,,0.12,1,0,0,0.0,0.0,0.0,43310.69304885631,0,1,-43310.69304885631,SHORT,0.0,43310.69304885631,0.0,1.0,0.0,1.0,0.05,5.144714169330725,0.5219219575787275
TLT,0.0,39843.713391209916,0,1,39843.713391209916,1,119.0,0.14,,0.14,1,0,1,0.0,39843.713391209916,0.0,39843.713391209916,0,1,-39843.713391209916,SHORT,0.0,39843.713391209916,0.0,1.0,0.0,0.7,0.0,5.103761645167819,0.5190718121841887
HIMS,0.0,44074.897685339245,0,1,44074.897685339245,1,119.0,0.63,,0.63,1,0,0,0.0,0.0,0.0,44074.897685339245,0,1,-44074.897685339245,SHORT,0.0,44074.897685339245,0.0,1.0,0.0,0.7,0.0,4.454763442279896,0.4739039189508729
CRM,2678.6223333959047,561.8318167215989,1,3,3240.4541501175036,4,44.0,6.82,0.93,8.79,4,0,0,0.0,0.0,2678.6223333959047,238.4934965532381,1,3,2116.7905166743058,LONG,2678.6223333959047,187.27727224053297,1.0,0.42,4.7676586723518115,1.0,0.42392257842100345,4.139001651396349,0.45192805708511724
ALAB,0.0,653.8979149335896,0,2,653.8979149335896,2,44.0,1.65,,1.65,2,0,0,0.0,0.0,0.0,509.27637015079614,0,2,-653.8979149335896,SHORT,0.0,326.9489574667948,0.0,0.78,0.0,1.0,0.05,3.5484473897607387,0.41082764768591995
U,0.0,145.7481850812306,0,1,145.7481850812306,1,30.0,0.7,,0.7,1,0,0,0.0,0.0,0.0,145.7481850812306,0,1,-145.7481850812306,SHORT,0.0,145.7481850812306,0.0,1.0,0.0,1.0,0.05,2.322753645766763,0.3255238611436579
HPQ,0.0,1.283623057030183,0,1,1.283623057030183,1,32.0,1.0,,1.0,1,0,0,0.0,0.0,0.0,1.283623057030183,0,1,-1.283623057030183,SHORT,0.0,1.283623057030183,0.0,1.0,0.0,1.0,0.05,0.25239252108455995,0.1814343246581422
RDDT,0.0,0.4508543766293608,0,1,0.4508543766293608,1,32.0,0.34,,0.34,1,0,0,0.0,0.0,0.0,0.4508543766293608,0,1,-0.4508543766293608,SHORT,0.0,0.4508543766293608,0.0,1.0,0.0,1.0,0.05,0.0,0.1638687314184279
