ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,addv,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score,bearish_score_raw,checks_passed,checks_failed
CVI,636.5634207380721,6.095586430563607,2,2,648.2472511259004,4,44.0,140.179816,2.583055,277.776578,4,0,2,0.0,6.095586430563607,636.3932182895948,5.588243957264844,2,2,955.7590727809779,124595.0,284664.0,630.4678343075085,LONG,318.28171036903603,3.0477932152818035,0.000267,0.083231,99.0,1.0,55581414.24045944,0.002242,0.005122,0.5082431121387032,6.183333333333334,0.6183333333333334,"confirmation_volume, room_to_target","bounce_and_fail, breakout_volume, flag_breakdown, momentum_aligned, not_extended, pullback_to_resistance, pullback_volume, structural_breakdown, trend_aligned, trend_continuation"
RVMD,12.372750936221655,1212.2619592029503,2,7,1225.6378349205359,9,59.333333,8.290608,18.651656,5.330308,9,0,0,0.0,0.0,11.963892080094938,1211.0052163514194,2,7,87.23369371397497,4136170.0,558484.0,-1199.8892082667287,SHORT,6.186375468110827,173.18027988613576,0.033045,0.001037,0.010206334400162661,1.0,227620338.6020096,0.018171,0.002454,0.5933333333333333,6.066155877825912,0.6066155877825912,none,"bounce_and_fail, breakout_volume, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pullback_to_resistance, pullback_volume, room_to_target, structural_breakdown, trend_aligned, trend_continuation"
PL,0.0,16856.255609394528,0,2,24824.23880384417,2,77.0,46.4,,46.4,2,0,0,0.0,0.0,0.0,8888.272414944886,0,2,1.792920563742431,0.0,1854073.0,-16856.255609394528,SHORT,0.0,8428.127804697264,0.0,0.472702,0.0,1.0,450368303.3952622,0.0,0.004117,0.12769322442883868,5.742019884114226,0.5742019884114227,"confirmation_volume, room_to_target","bounce_and_fail, breakout_volume, flag_breakdown, momentum_aligned, not_extended, pullback_to_resistance, pullback_volume, structural_breakdown, trend_aligned, trend_continuation"
CRM,3582.995499194557,3421.6477526255176,3,8,13936.398742080046,11,59.272727,2.639979,0.38381,3.486042,11,1,2,2955.282671220469,1528.8213960224043,2955.282671220469,1396.7718845494583,3,8,180.8976275311039,1364468.0,1000417.0,161.34774656903937,LONG,1194.3318330648524,427.7059690781897,0.175192,0.591784,1.047154984450177,1.0,2818850071.0199037,0.000484,0.000355,0.30725518412279607,5.4691102908500575,0.5469110290850058,none,"bounce_and_fail, breakout_volume, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pullback_to_resistance, pullback_volume, room_to_target, structural_breakdown, trend_aligned, trend_continuation"
LYV,2885.0717066676916,3632.4276505951734,2,7,10149.92700785804,9,87.111111,5.128924,0.328579,6.500451,9,1,3,1300.8174006031495,2336.7931087129964,1584.254306064542,806.788011326479,2,7,1.4138646611185546,229600.0,380770.0,-747.3559439274818,SHORT,1442.5358533338458,518.9182357993105,0.450879,0.777893,0.7942544172063475,1.0,496934926.70155334,0.000462,0.000766,0.24191714293520172,5.403184565682556,0.5403184565682556,"confirmation_volume, flag_breakdown, momentum_aligned, not_extended, room_to_target","bounce_and_fail, breakout_volume, pullback_to_resistance, pullback_volume, structural_breakdown, trend_aligned, trend_continuation"
DAL,714.5704831341727,10743.713071027687,2,15,16997.451767815743,17,90.235294,0.46918,1.325973,0.35494,17,1,9,218.80324147414424,6827.949386761149,495.76724166002856,2461.3352746319397,2,15,1.3060633617905193,707150.0,1312106.0,-10029.142587893515,SHORT,357.28524156708636,716.2475380685124,0.306202,0.770905,0.06651057026654386,0.7,912619354.7164516,0.000775,0.001438,0.2892160807095799,5.1055481616710665,0.5105548161671066,"not_extended, pullback_volume, retest_and_confirm, room_to_target, trend_aligned","bounce_and_fail, breakout_volume, confirmation_volume, flag_breakdown, momentum_aligned, pullback_to_resistance, structural_breakdown, trend_continuation"
CMG,0.03732632005438954,2702.7206222051186,1,3,2702.795274845227,4,50.25,143.285276,460.269231,37.623958,4,0,2,0.0,2693.2851081333843,0.03732632005438954,2224.186722266691,1,3,283.2006198986445,239300.0,477176.0,-2702.683295885064,SHORT,0.03732632005438954,900.9068740683729,0.0,0.177056,1.3810646852553863e-05,1.0,561417946.5549946,0.000426,0.00085,0.4046433970269144,5.074469337506415,0.5074469337506415,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, pullback_volume, trend_aligned","breakout_volume, flag_breakdown, pullback_to_resistance, room_to_target, structural_breakdown, trend_continuation"
BA,4665.476660460383,4786.997350096465,10,7,10725.933591517434,17,68.235294,4.834135,2.803661,7.734813,17,5,1,1273.1544660874874,67.39355318179072,2646.0373256194807,4585.669846635541,10,7,28.251893309016143,2807267.0,717032.0,-121.52068963608235,SHORT,466.5476660460383,683.856764299495,0.432847,0.042057,0.9746144230404402,1.0,1440513031.847644,0.001949,0.000498,0.7041039543501222,5.070463206350906,0.5070463206350906,none,"bounce_and_fail, breakout_volume, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pullback_to_resistance, pullback_volume, room_to_target, structural_breakdown, trend_aligned, trend_continuation"
GLNG,5016.823686073478,4329.743475615007,4,8,13676.310637303492,12,87.166667,7.421904,20.516249,0.874732,12,1,4,1786.386208517842,2516.8718391895113,1786.386208517842,747.1903730963476,4,8,1.0485589812761213,462206.0,352372.5,687.0802104584709,LONG,1254.2059215183695,541.2179344518759,0.643921,0.827428,1.158688433697767,1.0,156350828.99401626,0.002956,0.002254,0.5472564443294653,5.0157579641294845,0.5015757964129485,none,"bounce_and_fail, breakout_volume, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pullback_to_resistance, pullback_volume, room_to_target, structural_breakdown, trend_aligned, trend_continuation"
GPRE,5.112435106824081,0.1969299739868187,2,1,5.506295054797718,3,30.666667,81.911476,54.567214,136.6,3,0,1,0.0,0.1969299739868187,2.692994818708045,0.1969299739868187,2,1,1.2758549081967,1129500.0,85452.5,4.915505132837262,LONG,2.5562175534120404,0.1969299739868187,0.473246,0.0,25.960675276208978,1.0,23663661.675,0.047731,0.003611,0.5452808079266189,4.932446931495502,0.49324469314955016,none,"bounce_and_fail, breakout_volume, confirmation_volume, flag_breakdown, momentum_aligned, not_extended, pullback_to_resistance, pullback_volume, room_to_target, structural_breakdown, trend_aligned, trend_continuation"
