ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_concentration,bearish_concentration,flow_imbalance_ratio,dte_score,bullish_score,bearish_score,bearish_score_raw
XLI,0.0,92266.95085283132,0,3,92266.95085283132,3,61.0,74.28,,74.28,3,0,1,0.0,52715.464114201364,0.0,52715.464114201364,0,3,-92266.95085283132,SHORT,0.0,30755.650284277104,0.0,0.57,0.0,1.0,0.05,10.0,0.8603456014778575
CMG,0.0,132413.58348602537,0,3,132413.58348602537,3,54.0,37.62,,37.62,3,0,2,0.0,131951.31216578372,0.0,108968.91518039342,0,3,-132413.58348602537,SHORT,0.0,44137.861162008456,0.0,0.82,0.0,1.0,0.05,9.658833150007544,0.836617599270905
SPY,363236.01504824765,407614.4902411595,2,3,770850.5052894072,5,51.8,0.84,0.77,0.88,5,1,2,144753.5784651351,244557.07129930943,218482.43658311258,163057.4189418501,2,3,-44378.475192911865,SHORT,181618.00752412382,135871.49674705317,0.6,0.4,0.8911263552808047,1.0,0.6458467373950418,8.493055543790764,0.7555382868648509
XLU,0.0,23777.04307247852,0,2,23777.04307247852,2,43.0,0.66,,0.66,2,0,2,0.0,23777.04307247852,0.0,23482.64498223889,0,2,-23777.04307247852,SHORT,0.0,11888.52153623926,0.0,0.99,0.0,1.0,0.05,6.847887393159209,0.6411175759726384
QQQ,0.0,576796.9552989423,0,2,576796.9552989423,2,90.0,0.14,,0.14,2,0,0,0.0,0.0,0.0,380010.8026068368,0,2,-576796.9552989423,SHORT,0.0,288398.47764947114,0.0,0.66,0.0,1.0,0.05,6.736590864707206,0.6333769520732364
IWM,0.0,181311.14025159896,0,1,181311.14025159896,1,56.0,0.52,,0.52,1,0,1,0.0,181311.14025159896,0.0,181311.14025159896,0,1,-181311.14025159896,SHORT,0.0,181311.14025159896,0.0,1.0,0.0,1.0,0.05,6.539800420899336,0.6196902645035515
HOOD,7.813848252993742,56872.57040125602,1,3,56880.384249509014,4,54.25,0.43,0.96,0.26,4,0,0,0.0,0.0,7.813848252993742,55772.01341702515,1,3,-56864.75655300303,SHORT,7.813848252993742,18957.523467085342,1.0,0.98,0.0001373922120604764,1.0,0.2190001943031294,6.469916317078597,0.6148298562612908
CIA,0.0,122513.63004320921,0,1,122513.63004320921,1,56.0,0.22,,0.22,1,0,0,0.0,0.0,0.0,122513.63004320921,0,1,-122513.63004320921,SHORT,0.0,122513.63004320921,0.0,1.0,0.0,1.0,0.05,5.614565321749694,0.5553405761470825
ORCL,70040.1236578242,117607.04097119237,1,1,187647.16462901657,2,49.0,0.32,0.59,0.05,2,0,0,0.0,0.0,70040.1236578242,117607.04097119237,1,1,-47566.917313368176,SHORT,70040.1236578242,117607.04097119237,1.0,1.0,0.5955436262951331,1.0,0.5335624550192845,5.587681543204914,0.5534708213433673
LEU,0.0,84967.98225368015,0,1,84967.98225368015,1,90.0,0.77,,0.77,1,0,0,0.0,0.0,0.0,84967.98225368015,0,1,-84967.98225368015,SHORT,0.0,84967.98225368015,0.0,1.0,0.0,1.0,0.05,5.454085969120935,0.5441793087688782
WFC,0.0,85203.3892125382,0,1,85203.3892125382,1,90.0,0.24,,0.24,1,0,0,0.0,0.0,0.0,85203.3892125382,0,1,-85203.3892125382,SHORT,0.0,85203.3892125382,0.0,1.0,0.0,1.0,0.05,5.434942014592899,0.5428478552724406
PLTR,0.0,57568.15464702855,0,1,57568.15464702855,1,56.0,0.11,,0.11,1,0,0,0.0,0.0,0.0,57568.15464702855,0,1,-57568.15464702855,SHORT,0.0,57568.15464702855,0.0,1.0,0.0,1.0,0.05,5.235162149358353,0.528953254776247
QCOM,0.0,47728.22120643566,0,1,47728.22120643566,1,56.0,0.12,,0.12,1,0,0,0.0,0.0,0.0,47728.22120643566,0,1,-47728.22120643566,SHORT,0.0,47728.22120643566,0.0,1.0,0.0,1.0,0.05,5.1424425226918995,0.5225046461080306
TLT,0.0,43907.622634353254,0,1,43907.622634353254,1,119.0,0.14,,0.14,1,0,1,0.0,43907.622634353254,0.0,43907.622634353254,0,1,-43907.622634353254,SHORT,0.0,43907.622634353254,0.0,1.0,0.0,0.7,0.0,5.101773894987168,0.5196761611952879
HIMS,0.0,48570.37184798499,0,1,48570.37184798499,1,119.0,0.63,,0.63,1,0,0,0.0,0.0,0.0,48570.37184798499,0,1,-48570.37184798499,SHORT,0.0,48570.37184798499,0.0,1.0,0.0,0.7,0.0,4.451962471768583,0.47448206662081643
CRM,2951.8317592517574,619.1365536232214,1,3,3570.9683128749784,4,44.0,6.82,0.93,8.79,4,0,0,0.0,0.0,2951.8317592517574,262.8189381996011,1,3,2332.695205628536,LONG,2951.8317592517574,206.37885120774047,1.0,0.42,4.767658672351801,1.0,0.4252044296304919,4.153596537952858,0.4537308490385233
ALAB,0.0,720.5930483534837,0,2,720.5930483534837,2,44.0,1.65,,1.65,2,0,0,0.0,0.0,0.0,561.2206487286786,0,2,-720.5930483534837,SHORT,0.0,360.29652417674185,0.0,0.78,0.0,1.0,0.05,3.5615840250596644,0.41255664289046445
U,0.0,160.61395300570436,0,1,160.61395300570436,1,30.0,0.7,,0.7,1,0,0,0.0,0.0,0.0,160.61395300570436,0,1,-160.61395300570436,SHORT,0.0,160.61395300570436,0.0,1.0,0.0,1.0,0.05,2.339508258510273,0.327561818550443
HPQ,0.0,1.4145477917545277,0,1,1.4145477917545277,1,32.0,1.0,,1.0,1,0,0,0.0,0.0,0.0,1.4145477917545277,0,1,-1.4145477917545277,SHORT,0.0,1.4145477917545277,0.0,1.0,0.0,1.0,0.05,0.2630606589663139,0.18314581439971733
RDDT,0.0,0.49683983111011476,0,1,0.49683983111011476,1,32.0,0.34,,0.34,1,0,0,0.0,0.0,0.0,0.49683983111011476,0,1,-0.49683983111011476,SHORT,0.0,0.49683983111011476,0.0,1.0,0.0,1.0,0.05,0.0,0.16485006293191462
