as_of,ticker,direction,conviction_grade,conviction_score,sector,bullish_premium_share,unusual_premium_share,vrp_proxy,far_otm_call_share,far_otm_put_share,dollar_delta_weighted_flow,sector_relative_pct,prem_momentum_z3d,realized_vol_regime,aggressor_bull_share,aggressor_net_prem_bps,ask_side_ratio,directional_sweep_share,gex_total,vanna_total,charm_total,iv_skew_25d,atm_iv_30d,atm_iv_60d,atm_iv_90d,term_slope_30_90,expiry_concentration_top1,max_pain_dist_pct,dealer_net_delta_at_spot,dealer_net_gamma_at_spot,perc_3_day_total_latest,momentum_composite,momentum_score,ret_5d,ret_21d,ret_63d,ret_126d,dist_52w_high,px_vs_sma50,px_vs_sma200,rsi_14,bollinger_z,rel_volume,atr_pct,gap_pct,beta_63d,resid_mom_21d,rel_strength_spy_63d,rel_strength_sector_63d,rel_vol_3d_20d,rel_vol_5d_20d,vol_trend_10d,up_down_vol_ratio_10d,setup_price_score,setup_trend,setup_extension,setup_room,setup_pattern_pts,setup_momentum,setup_confirm_vol,setup_extended,setup_ext_cap_atr,setup_state_rank,setup_is_breakout,setup_is_pullback,setup_is_trend_cont,setup_is_reversal,setup_pattern,setup_family
2026-05-21,JETS,BULLISH,B+,6.2,,0.566938196720425,1.0,-19.833333333333343,0.016325813558473765,0.0,316151.7509466109,,3.832273,1.5688939647197675,,,,,-254637.67430000007,2031575.6227000002,5111868.4183,0.636115890546667,0.449,0.403,0.392,-0.12694877505567928,0.2524168514412417,0.04779344442409814,84589.68277,-2205298.16,,0.655952,65.5952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-21,TE,BULLISH,B+,6.2,Industrials,0.5346143420455312,,-97.74814814814815,0.45085765503237235,0.056531524397604026,163982.7265241133,,0.263173,1.5150832307338233,0.58459036,1.48740503,0.501216,0.06196214,1928629.0451,3324325.9331,-32361243.929,0.2919512274853831,1.558,1.486,1.46,-0.0629011553273428,0.25771195981640255,0.14163090128755357,332661.72952,1332966.29,,0.564995,56.4995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-21,IREN,BEARISH,B+,6.1,Financial Services,0.4896640256826584,0.0,-38.181481481481484,0.25201809620763366,0.28068175927980077,-565123.2828747783,,,1.2619174841166898,,,,,1026445.5406999999,21395120.5482,-25449411.848599993,0.02225546735667705,0.962,0.99,1.028,0.06860706860706867,0.44947229359929153,0.07115317209954437,7614223.20828,32001172.62,,0.394048,39.4048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-21,MSTR,BEARISH,B+,6.1,Technology,0.45304784783154717,0.7353110917498283,-52.17407407407408,0.24993117664398531,0.12156767429007577,1598398.3016402272,0.009542312850314632,2.365587,0.7433376674167491,1.0,0.08737437,0.0,0.0,279078.01489999995,44174719.8232,-192561766.22030002,0.1042815334086151,0.62,0.648,0.685,0.10483870967741944,0.4593587426756476,-0.03837331845514846,29580224.8868,14345765.5,,0.614988,61.4988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-21,W,BULLISH,B+,6.1,Consumer Cyclical,0.7630847402731019,1.0,-22.57037037037037,,,,,,1.3938853944348382,0.86567015,7.51634109,0.74721276,0.09859493,53546.865099999995,2292341.7174,321737.2522999998,0.02916270559791689,0.677,0.662,0.698,0.03101920236336766,0.3214470284237726,0.07540735126942015,,,,0.85641,85.641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-21,ZM,BEARISH,B+,6.1,Communication Services,0.48244834156530303,0.0,-33.74074074074075,0.12309686166011446,0.0,1064593.4708866202,,1.178985,0.734243184416396,0.28356994,-1.48693407,0.45268872,0.01094884,262999.4835,3056477.7007,7933433.854099998,-0.296377129621114,0.474,0.461,0.487,0.02742616033755277,0.42750336892298124,0.0892873908553188,2011197.5709,39636125.83,,0.67951,67.951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-21,CRDO,BULLISH,B+,6.0,Technology,0.5649920789711086,0.20269230669892457,-14.144444444444446,0.22968590618005788,0.23808849004549754,-1138883.8191629597,-0.09929163371273336,0.860031,1.313751770843652,0.4756917,-0.28500355,0.84605111,0.04352363,29607.0497,1730826.8478,9891344.5933,0.3441766544448139,1.138,1.033,1.003,-0.1186291739894552,0.32071494814939716,0.1912376374896016,,,,0.444404,44.4404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-21,DELL,BULLISH,B,5.9,Technology,0.5433793130519137,0.0,49.75555555555556,0.0,0.12033713944654242,1000546.995770236,-0.048743165640796345,-0.020865,0.6629433048862998,0.55640331,0.25585799,0.35677805,0.06023415,80328.41219999999,3250277.4981,15556708.464499999,-0.01016723626920202,0.8,0.737,0.706,-0.1175000000000001,0.5407961445577597,0.2209991532599492,2597005.6,46146768.84,,0.591514,59.1514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-22,FSLR,BEARISH,A-,7.4,Technology,0.4783957765500206,0.6005900887316471,,0.450341539347421,0.18249829642911533,1085106.0202280928,0.0,0.87104,,,,,,95863.4815,7732542.4112,-512226.97430000006,,0.688,0.667,0.671,-0.02470930232558126,0.35007267944902054,0.1257928315012183,10934785.4136,67294894.28,,0.678846,67.8846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-22,TE,BULLISH,B+,6.6,Industrials,0.5470854375189852,,,0.5515332752247115,0.015176685810356886,193306.56321921461,1.1989528795811517,-0.743431,,0.50649972,1.02906423,0.42238214,0.01549403,1391754.9671999998,2895925.664,-3956637.2812,,1.675,1.597,1.53,-0.08656716417910448,0.4180239158806116,0.23918212077983836,316044.10875,1283919.72,,0.618269,61.8269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-22,EOSE,BULLISH,B+,6.4,Industrials,0.5549354926009259,1.0,,0.19808500416078562,0.1111257338844267,-550356.8925951618,-0.051047120418848194,0.306534,,,,,,3577424.2517999997,17528006.2308,-8110728.518800001,,1.09,1.134,1.21,0.11009174311926594,0.460803885172603,0.09245604083947812,915002.353,2826325.04,,0.430128,43.0128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-22,IREN,BULLISH,B+,6.4,Financial Services,0.523822683577226,0.7517919936661301,,0.6153235306600369,0.21805112918668085,473569.9673289477,0.41082213130722767,1.942154,,0.59916444,0.2932949,0.43260914,-0.02158846,633053.1819,18846142.282,-1698695.1186000006,,1.039,1.048,1.052,0.012512030798845162,0.48589197985987487,0.07733601744673711,7372068.98248,22801995.73,,0.555609,55.5609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-22,RGTI,BULLISH,B+,6.2,Technology,0.5201778940351108,0.0,,0.3098292180150179,0.04883574281656083,900158.3749932083,1.0929454170957773,2.100499,,0.36646571,-0.24680287,0.40516976,0.01984675,579395.8819999999,6419093.1197999995,-7295729.1924,,1.158,1.15,1.152,-0.005181347150259073,0.5851934967889799,0.17404985515654778,739398.8646,3789785.69,,0.490705,49.0705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-22,ZS,BEARISH,B+,6.2,Technology,0.4908069350193487,1.0,,0.12803817434737005,0.09920357705834865,-642403.7923810786,-0.21584277377274286,11.172573,,0.49805059,-0.01423128,0.28952573,0.13247346,16790.6765,2968564.2034,-1226468.6865,,0.836,0.718,0.67,-0.19856459330143533,0.5935179214079175,0.11818899710450113,,,,0.557051,55.7051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-22,ASTS,BULLISH,B+,6.1,Communication Services,0.5625620671481175,0.39018916085803806,,0.4361997057623282,0.006494391331363849,-183617.2909515469,,2.373097,,0.58155632,1.26857304,0.61848404,0.1443656,435431.0712,10870203.8996,-5945290.6249,,1.192,1.159,1.146,-0.03859060402684567,0.36465401717010526,0.2762946284979093,10610805.62344,62890891.49,,0.747619,74.7619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
